,NDB_NO,Description,Weight(g),Measure,"Fatty acids, total saturated (g)","Fatty acids, total polyunsaturated (g)",Fructose (g),"Sugars, total (g)",Thiamin (mg),Leucine (g),6:0 (g),22:4 (g),"Folate, food (µg)","18:3 n-3 c,c,c (ALA) (g)",Vitamin E (alpha-tocopherol) (mg),Phenylalanine (g),Lysine (g),22:1 c (g),"Fluoride, F (µg)","Tocotrienol, beta (mg)",18:1 t (g),20:1 (g),15:1 (g),Glutamic acid (g),Aspartic acid (g),17:1 (g),21:5 (g),"20:2 n-6 c,c (g)","Fiber, total dietary (g)",20:3 n-3 (g),Lutein + zeaxanthin (µg),Menaquinone-4 (µg)_x,"Tocotrienol, alpha (mg)_x",Alanine (g)_x,Menaquinone-4 (µg)_y,"Tocotrienol, alpha (mg)_y",Alanine (g)_y,Retinol (µg),18:1-11 t (18:1t n-7) (g),Caffeine (mg),Hydroxyproline (g),Protein (g),Lycopene (µg),Niacin (mg),"Copper, Cu (mg)",17:0 (g),18:0 (g),18:3 undifferentiated (g),Glucose (dextrose) (g),14:1 (g)_x,"Folate, DFE (µg)_x",20:3 undifferentiated (g)_x,14:1 (g)_y,"Folate, DFE (µg)_y",20:3 undifferentiated (g)_y,Threonine (g),"18:3 n-6 c,c,c (g)",Maltose (g),Energy (kJ)_x,"Fatty acids, total trans-monoenoic (g)_x",14:0 (g)_x,Energy (kJ)_y,"Fatty acids, total trans-monoenoic (g)_y",14:0 (g)_y,"Fatty acids, total trans-polyenoic (g)",Water (g),"Cryptoxanthin, beta (µg)","Tocopherol, gamma (mg)",Glycine (g),"Calcium, Ca (mg)",16:1 t (g),"Carotene, beta (µg)",15:0 (g),Riboflavin (mg),20:5 n-3 (EPA) (g),Vitamin B-12 (µg),"Fatty acids, total monounsaturated (g)",Vitamin K (phylloquinone) (µg),"Vitamin A, RAE (µg)",12:0 (g),Vitamin B-6 (mg),22:0 (g),Ash (g),"Tocopherol, delta (mg)",22:1 undifferentiated (g),Vitamin D3 (cholecalciferol) (µg),24:0 (g),Campesterol (mg),16:1 c (g),"Sodium, Na (mg)",4:0 (g),Galactose (g),22:5 n-3 (DPA) (g),"Alcohol, ethyl (g)",18:2 undifferentiated (g),"Potassium, K (mg)",Betaine (mg),Proline (g),Total lipid (fat) (g),16:1 undifferentiated (g),18:2 t not further defined (g),18:2 i (g),Sucrose (g),"Vitamin A, IU (IU)",Energy (kcal),24:1 c (g),Tryptophan (g),Starch (g),Cholesterol (mg),Tyrosine (g),20:0 (g),"Selenium, Se (µg)",Folic acid (µg),"Manganese, Mn (mg)","Folate, total (µg)",Isoleucine (g),16:0 (g),"Phosphorus, P (mg)","Vitamin B-12, added (µg)_x","Choline, total (mg)_x",Serine (g)_x,"Vitamin B-12, added (µg)_y","Choline, total (mg)_y",Serine (g)_y,"Carbohydrate, by difference (g)",22:1 t (g),"18:2 t,t (g)","Carotene, alpha (µg)",Vitamin D (IU),18:1 c (g),"18:2 n-6 c,c (g)",Stigmasterol (mg),Pantothenic acid (mg),Arginine (g),Vitamin D2 (ergocalciferol) (µg),10:0 (g),Vitamin D (D2 + D3) (µg),Valine (g),"Magnesium, Mg (mg)",18:1 undifferentiated (g),Histidine (g),Dihydrophylloquinone (µg),20:3 n-6 (g),20:4 undifferentiated (g),"Fatty acids, total trans (g)",Theobromine (mg),"Tocotrienol, delta (mg)","Vitamin C, total ascorbic acid (mg)","Tocotrienol, gamma (mg)",Methionine (g),8:0 (g),Lactose (g),18:2 CLAs (g)
143,"""15260""","Fish, salmon, pink, canned, drained solids",85.0,3.0 oz,0.761,1.281,,0.0,0.023,1.495,0.000,0.003,3,0.041,1.09,0.808,1.683,0.046,,0.0,0.008,0.360,0.0,2.778,2.464,0.009,,0.013,,0.006,0,0.4,0.00,1.251,0.4,0.00,1.251,17,,0,,,,6.298,0.07,0.014,0.092,0.044,,0.002,3,0.011,0.002,3,0.011,1.02,0.003,,490,0.014,0.145,490,0.014,0.145,0.008,60.1,0,0.1,1.208,241.0,0.006,0,0.02,0.172,0.284,4.21,1.029,0.1,17,0.003,0.089,,2.12,0.00,0.047,12.3,0.001,,0.116,324.0,0.003,,,,0.078,283.0,7.7,0.83,4.27,0.122,0.008,,,55.0,117.0,0.010,0.212,,71.0,0.71,0.006,33.6,0,0.026,3,0.913,0.468,322.0,0.0,74.6,0.866,0.0,74.6,0.866,0.0,0.001,,0.0,493,0.473,0.065,,0.479,1.232,0.0,0.007,12.3,1.052,27.0,0.479,0.519,0.0,0.005,0.020,0.023,0.0,,,0.0,0.552,0.001,,
144,"""15265""","Fish, Salmon, pink, canned, drained solids, without skin and bones",85.0,3.0 oz,0.637,1.103,,0.0,0.023,1.595,0.000,0.003,3,0.033,1.09,0.862,1.796,0.036,,,,,0.0,2.964,2.628,0.007,,0.01,,0.005,0,,,,,,,17,,0,,,,6.315,0.065,0.011,0.08,0.036,,0.002,3,0.009,0.002,3,0.009,1.088,0.003,,484,0.012,0.114,484,0.012,0.114,0.006,60.04,0,,,,0.005,0,0.016,0.173,0.233,4.22,0.825,0.1,17,0.002,0.089,,1.61,,0.037,12.0,0.001,,0.094,321.0,0.003,,,,0.06,277.0,,0.885,3.58,0.099,0.006,,,56.0,116.0,0.007,0.226,,71.0,0.757,0.005,33.7,0,0.009,3,0.974,0.397,215.0,0.0,74.8,0.924,0.0,74.8,0.924,0.0,0.001,,0.0,479,0.380,0.051,,,1.314,0.0,0.006,12.0,1.123,20.0,0.387,0.554,,0.004,0.016,0.019,0.0,,,,,,,
145,"""15084""","Fish, salmon, pink, canned, total can contents",85.0,3.0 oz,0.733,1.207,,0.0,0.02,1.275,0.000,0.003,13,0.041,0.54,0.689,1.436,0.044,,,,,0.0,2.369,2.101,0.009,,0.013,,0.007,0,,,,,,,14,,0,,,,5.556,0.059,0.013,0.085,0.044,,0.002,13,0.011,0.002,13,0.011,0.87,0.003,,458,0.014,0.150,458,0.014,0.150,0.009,62.93,0,0.0,1.03,183.0,0.006,0,0.02,0.158,0.275,3.74,1.024,0.4,14,0.003,0.255,,2.04,0.00,0.045,11.6,0.001,,0.116,343.0,0.003,,,,0.077,292.0,,0.707,4.22,0.122,0.009,,,48.0,110.0,0.008,0.18,,47.0,0.605,0.006,28.2,0,0.020,13,0.779,0.440,286.0,0.0,74.6,0.739,0.0,74.6,0.739,0.0,0.001,,0.0,465,0.457,0.065,,0.468,1.051,,0.007,11.6,0.898,26.0,0.465,0.443,,0.005,0.018,0.022,0.0,,,,,,,
146,"""15181""","Fish, salmon, pink, canned, without salt, solids with bone and liquid",85.0,3.0 oz,1.305,1.742,,,,,,,,,,,1.544,,,,,,,,,,,,0.0,,,,,,,,,14,,,,,,5.556,0.087,,0.115,0.049,,,,,,,,0.737,,,495,,0.041,495,,0.041,,,,,,,,,,0.158,0.718,3.74,1.551,,14,,,,1.17,,0.015,,,,,,,,,,0.049,277.0,,0.594,5.14,0.396,,,,47.0,118.0,,0.189,,47.0,0.568,,28.2,0,0.017,13,0.775,1.148,280.0,,,,,,,0.0,,,,,,,,,1.006,,,,,,0.908,0.495,,,,,,,,,,,,
147,"""15212""","Fish, salmon, pink, cooked, dry heat",85.0,3.0 oz,0.825,0.827,,0.0,0.077,1.593,0.000,0.002,4,,,,1.793,,,0.0,,0.457,0.003,2.960,2.625,0.003,,0.018,,,0,,,,,,,36,,0,,,,8.15,0.064,0.010,0.104,0.048,,0.003,4,0.013,0.003,4,0.013,1.086,,,542,,0.207,542,,0.207,,,,0.0,1.287,7.0,,,,0.107,0.185,4.02,1.374,0.4,36,0.003,0.592,0.002,1.55,0.00,0.048,11.1,0.001,,,,,,,,0.082,373.0,,0.883,4.49,0.183,,,,107.0,130.0,0.034,0.225,,47.0,0.757,0.006,32.0,0,0.011,4,0.973,0.481,266.0,0.0,96.4,0.923,0.0,96.4,0.923,0.0,,,0.0,444,,,,,1.312,,0.000,11.1,1.121,27.0,0.643,0.553,,,,,0.0,,,0.0,0.588,,,
148,"""15083""","Fish, salmon, pink, raw",85.0,3.0 oz,0.689,0.689,,0.0,0.068,1.328,0.000,0.001,3,0.038,0.34,0.718,1.495,0.038,,0.0,0.008,0.382,0.002,2.468,2.189,0.003,,0.015,,0.007,0,,,,,,,30,,0,,,,6.796,0.054,0.009,0.087,0.040,,0.003,3,0.011,0.003,3,0.011,0.906,0.002,,452,0.013,0.173,452,0.013,0.173,0.016,64.19,0,0.0,1.074,6.0,0.004,0,0.011,0.089,0.155,3.53,1.146,0.3,30,0.003,0.519,0.002,1.29,0.00,0.040,9.3,0.001,,0.149,64.0,0.000,,,,0.069,311.0,,0.737,3.74,0.153,0.016,,,99.0,108.0,0.029,0.188,,39.0,0.631,0.005,26.7,0,0.009,3,0.811,0.401,222.0,0.0,80.4,0.769,0.0,80.4,0.769,0.0,0.001,,0.0,370,0.529,0.048,,0.875,1.094,,0.000,9.3,0.935,23.0,0.535,0.462,,0.003,0.012,0.029,0.0,,,0.0,0.490,,,
149,"""15087""","Fish, salmon, sockeye, canned, drained solids",85.0,3.0 oz,1.224,1.516,,0.0,0.027,1.557,0.000,0.003,3,0.046,1.76,0.853,1.75,0.060,,0.0,0.012,0.626,0.0,2.821,2.333,0.014,,0.017,,0.008,0,,,,,,,47,,0,,,,6.478,0.061,0.014,0.139,0.050,,0.003,3,0.014,0.003,3,0.014,1.079,0.003,,596,,0.196,596,,0.196,,,,0.03,1.227,197.0,0.009,0,0.023,0.18,0.440,4.67,2.12,0.1,47,0.003,0.101,,2.1,0.00,0.061,17.9,0.001,,,,,,,,0.114,267.0,3.1,0.821,6.28,0.275,0.011,,,156.0,142.0,0.005,0.241,0.00,67.0,0.736,0.009,29.2,0,0.025,3,0.961,0.825,287.0,0.0,70.2,0.900,0.0,70.2,0.900,0.0,0.002,,0.0,715,1.123,0.099,,0.455,1.261,0.0,0.007,17.9,1.110,26.0,1.135,0.544,0.0,0.007,0.023,0.034,0.0,,,0.0,0.592,0.001,,
150,"""15182""","Fish, salmon, sockeye, canned, without salt, drained solids with bone",85.0,3.0 oz,1.397,1.935,,,,,,,,,,,1.598,,,,,,,,,,,,0.0,,,,,,,,,45,,,,,,4.658,0.071,,0.174,0.076,,,,,,,,0.762,,,544,,0.305,544,,0.305,,,,,,,,,,0.164,0.418,0.26,2.36,,45,,,,2.3,,0.329,,,,,,,,,,0.072,320.0,,0.615,6.21,0.345,,,,150.0,130.0,,0.195,,37.0,0.587,,30.1,0,0.025,8,0.802,0.917,277.0,,,,,,,0.0,,,,,,,,,1.041,,,,,,1.233,0.513,,,,,,,,,,,,
151,"""15086""","Fish, salmon, sockeye, cooked, dry heat",85.0,3.0 oz,0.824,1.128,0.00,0.0,0.133,1.857,0.000,0.003,6,,,,2.188,,,0.0,,0.380,0.0,3.317,2.302,0.013,,0.016,,,0,0.3,0.00,1.402,0.3,0.00,1.402,49,,0,,,,8.605,0.065,0.011,0.105,0.049,0.00,0.003,6,0.014,0.003,6,0.014,1.06,,0.00,555,,0.128,555,,0.128,,,,0.16,1.083,9.0,,,,0.209,0.254,3.8,1.584,0.1,49,0.003,0.703,0.001,1.27,0.19,0.318,14.2,0.000,,,,,,0.079,0.0,0.161,371.0,,0.832,4.73,0.139,,,,164.0,133.0,0.014,0.285,0.00,52.0,1.026,0.005,30.2,0,0.011,6,1.083,0.555,259.0,0.0,95.7,0.900,0.0,95.7,0.900,0.0,,,0.0,570,,,,,1.459,,0.001,14.2,1.242,31.0,0.717,0.604,0.0,,,,0.0,,,0.0,0.729,,0.0,
152,"""15085""","Fish, salmon, sockeye, raw",28.35,"1.0 oz, boneless",0.231,0.316,0.00,0.0,0.037,0.521,0.000,0.001,2,0.013,0.24,0.259,0.613,0.089,,0.0,0.002,0.107,0.0,0.930,0.645,0.004,,0.005,,0.003,0,0.1,0.00,0.393,0.1,0.00,0.393,14,,0,,,,2.412,0.018,0.003,0.029,0.014,0.00,0.001,2,0.004,0.001,2,0.004,0.297,0.001,0.00,156,0.004,0.036,156,0.004,0.036,0.001,20.57,0,0.05,0.303,3.0,0.002,0,0.004,0.059,0.071,1.33,0.389,0.0,14,0.001,0.207,0.000,0.36,0.05,0.089,4.0,0.000,,0.037,22.0,0.000,,0.022,0.0,0.045,104.0,,0.233,1.33,0.039,0.001,,0.00,46.0,37.0,0.004,0.08,0.00,14.0,0.287,0.001,8.4,0,0.003,2,0.303,0.156,73.0,0.0,26.8,0.252,0.0,26.8,0.252,0.0,0.000,,0.0,160,0.199,0.043,,0.303,0.409,,0.000,4.0,0.348,9.0,0.201,0.169,0.0,0.002,0.005,0.005,0.0,,,0.0,0.204,,0.0,0.001
153,"""15088""","Fish, sardine, Atlantic, canned in oil, drained solids with bone",149.0,"1.0 cup, drained",2.277,7.671,,0.0,0.119,2.981,0.000,,15,,,,3.367,,,,,,,,,,,,,,0,,,,,,,48,,0,,,,7.815,0.277,,0.511,0.742,,,,,,,,1.608,,,1298,,0.286,1298,,0.286,,,,,,,,,,0.338,0.705,13.32,5.765,3.9,48,0.0,0.249,,5.04,,1.611,7.2,,,,,,,,,5.279,592.0,,1.296,17.06,0.328,,,,161.0,310.0,,0.411,,212.0,1.238,,78.5,0,0.161,15,1.69,1.480,730.0,0.0,111.8,1.496,0.0,111.8,1.496,0.0,,,0.0,288,,,,,2.195,,0.000,7.2,1.889,58.0,3.196,1.080,,,,,0.0,,,,,,,
154,"""15089""","Fish, sardine, Pacific, canned in tomato sauce, drained solids with bone",89.0,1.0 cup,2.389,1.879,0.15,0.38,0.039,1.209,0.000,,21,,,,1.246,,,,,,,,,,,,0.1,,2,,,,,,,28,,0,,,,3.738,0.242,,0.217,0.209,0.20,,,,,,,0.708,,0.00,689,,0.625,689,,0.625,,,,0.01,0.736,214.0,,,,0.207,0.473,8.01,4.288,0.4,30,0.0,0.109,,1.67,0.00,1.445,4.3,,,,,,,0.054,0.0,0.109,303.0,0.1,0.579,9.3,0.563,,,,134.0,165.0,,0.14,,54.0,0.556,,36.1,0,0.183,21,0.708,1.547,326.0,0.0,67.6,0.647,0.0,67.6,0.647,0.48,,,0.0,172,,,,,0.934,,0.000,4.3,0.824,30.0,1.647,0.605,0.0,,,,0.0,,0.9,,,,0.0,
155,"""15090""","Fish, scup, raw",85.0,3.0 oz,0.544,0.875,,0.0,0.093,1.304,0.000,,13,,,,1.473,,,,,,,,,,,,,,0,,,,,,,23,,0,,,,3.485,0.043,,0.0,0.007,,,,,,,,0.703,,,374,,0.000,374,,0.000,,,,,,,,,,0.085,0.088,1.19,0.476,0.1,23,0.0,0.255,,1.03,,0.000,1.0,,,,,,,,,0.033,244.0,,0.567,2.32,0.000,,,,76.0,89.0,,0.179,,44.0,0.541,,31.0,0,0.030,13,0.74,0.000,157.0,0.0,55.2,0.655,0.0,55.2,0.655,0.0,,,0.0,40,,,,,0.96,,0.000,1.0,0.826,20.0,0.000,0.473,,,,,0.0,,,,,,,
156,"""15092""","Fish, sea bass, mixed species, cooked, dry heat",101.0,1.0 fillet,0.662,0.963,,,,,,,,,,,2.192,,,,,,,,,,,,0.0,,,,,,,,,65,,,,,,1.919,0.024,,0.179,,,,,,,,,1.046,,,524,,0.064,524,,0.064,,,,,,,,,,0.151,0.208,0.3,0.549,,65,,,,1.41,,,,,,,,,,,,0.031,331.0,,0.844,2.59,0.169,,,,215.0,125.0,,0.268,,54.0,0.806,,47.3,0,0.020,6,1.1,0.417,250.0,,,,,,,0.0,,,,,,,,,1.428,,,,,,0.381,0.703,,,,,,,,,,,,
157,"""15091""","Fish, sea bass, mixed species, raw",129.0,1.0 fillet,0.659,0.958,,0.0,0.142,1.932,0.000,,6,,,,2.184,,,,,,,,,,,,,,0,,,,,,,59,,0,,,,2.064,0.025,,0.178,0.000,,,,,,,,1.042,,,524,,0.063,524,,0.063,,,,,,,,,,0.155,0.208,0.39,0.547,0.1,59,0.0,0.516,,1.41,,0.000,7.2,,,,,,,,,0.031,330.0,,0.841,2.58,0.168,,,,199.0,125.0,,0.266,,53.0,0.802,,47.1,0,0.019,6,1.095,0.415,250.0,0.0,78.4,0.970,0.0,78.4,0.970,0.0,,,0.0,292,,,,,1.423,,0.000,7.2,1.226,53.0,0.379,0.700,,,,,0.0,,,,,,,
158,"""15214""","Fish, seatrout, mixed species, cooked, dry heat",85.0,3.0 oz,1.099,0.79,,,,,,,,,,,1.675,,,,,,,,,,,,0.0,,,,,,,,,30,,,,,,2.485,0.032,,0.182,0.004,,,,,,,,0.8,,,473,,0.081,473,,0.081,,,,,,,,,,0.176,0.179,2.94,0.963,,30,,,,1.38,,,,,,,,,,,,0.075,371.0,,0.645,3.94,0.394,,,,98.0,113.0,,0.204,,90.0,0.616,,39.8,0,0.016,5,0.841,0.697,273.0,,,,,,,0.0,,,,,,,,,1.091,,,,,,0.512,0.537,,,,,,,,,,,,
159,"""15093""","Fish, seatrout, mixed species, raw",85.0,3.0 oz,0.858,0.616,,,,,0.000,,4,,,,1.307,,,,,,,,,,,,0.0,,,,,,,,,26,,,,,,2.04,0.025,,0.142,0.003,,,,,,,,0.624,,,370,,0.063,370,,0.063,,,,,,,,,,0.145,0.140,2.55,0.751,,26,0.0,0.340,,1.07,,0.000,,,,,,,,,,0.059,290.0,,0.503,3.07,0.308,,,,85.0,88.0,,0.16,,71.0,0.48,,31.0,0,0.013,4,0.656,0.544,212.0,,,,,,,0.0,,,,,,,,,0.852,,0.000,,,,0.399,0.419,,,,,,,,,,,,
160,"""15094""","Fish, shad, american, raw",85.0,3.0 oz,2.657,2.778,,0.0,0.128,1.170,0.000,,13,,,,1.322,,,,,,,,,,,,,,0,,,,,,,27,,0,,,,7.14,0.054,,0.142,0.134,,,,,,,,0.631,,,700,,0.722,700,,0.722,,,,,,,,,,0.204,0.923,0.13,4.865,0.1,27,0.015,0.340,,1.12,,1.094,4.1,,,,,,,,,0.169,326.0,,0.509,11.7,0.810,,,,90.0,167.0,,0.161,,64.0,0.486,,31.0,0,0.036,13,0.663,1.762,231.0,0.0,62.9,0.587,0.0,62.9,0.587,0.0,,,0.0,162,,,,,0.861,,0.007,4.1,0.741,26.0,1.975,0.423,,,,,0.0,,,,,,,
161,"""15096""","Fish, shark, mixed species, cooked, batter-dipped and fried",85.0,3.0 oz,2.724,3.146,,,,,,,,,,,1.389,,,,,,,,,,,,0.0,,,,,,,,,46,,,,,,2.366,0.036,,0.928,0.161,,,,,,,,0.717,,,811,,0.087,811,,0.087,,,,,,,,,,0.082,0.219,1.03,5.045,,46,,,,1.06,,0.215,,,,,,,,,,2.21,132.0,,0.632,11.75,0.190,,,,153.0,194.0,,0.18,,50.0,0.538,,28.9,8,0.043,13,0.737,1.707,165.0,,,,,,,5.43,,,,,,,,,0.93,,,,,,4.434,0.457,,,,,,,,,,,,
162,"""15095""","Fish, shark, mixed species, raw",85.0,3.0 oz,0.786,1.016,,0.0,0.036,1.449,0.000,,3,,,,1.637,,,,,,,,,,,,,,0,,,,,,,60,,0,,,,2.497,0.028,,0.099,0.024,,,,,,,,0.782,,,462,,0.068,462,,0.068,,,,,,,,,,0.053,0.269,1.27,1.537,0.1,60,0.0,0.340,,1.18,,0.264,0.5,,,,,,,,,0.065,136.0,,0.631,3.83,0.215,,,,198.0,110.0,,0.2,,43.0,0.602,,31.0,0,0.013,3,0.822,0.617,178.0,0.0,55.2,0.728,0.0,55.2,0.728,0.0,,,0.0,20,,,,,1.067,,0.000,0.5,0.919,42.0,0.832,0.525,,,,,0.0,,,,,,,
163,"""15098""","Fish, sheepshead, cooked, dry heat",85.0,3.0 oz,0.306,0.325,,,,,,,,,,,2.031,,,,,,,,,,,,0.0,,,,,,,,,30,,,,,,1.53,0.104,,0.076,,,,,,,,,0.97,,,448,,0.037,448,,0.037,,,,,,,,,,0.043,0.071,1.95,0.297,,30,,,,1.22,,,,,,,,,,,,0.036,435.0,,0.782,1.39,0.091,,,,98.0,107.0,,0.247,,54.0,0.746,,43.6,0,0.018,14,1.019,0.193,298.0,,,,,,,0.0,,,,,,,,,1.323,,,,,,0.207,0.651,,,,,,,,,,,,
164,"""15097""","Fish, sheepshead, raw",85.0,3.0 oz,0.518,0.44,,,,,,,,,,,1.578,,,,,,,,,,,,0.0,,,,,,,,,26,,,,,,1.275,0.026,,0.097,0.005,,,,,,,,0.753,,,384,,0.065,384,,0.065,,,,,,,,,,0.034,0.117,1.7,0.619,,26,,,,0.93,,,,,,,,,,,,0.037,343.0,,0.608,2.05,0.171,,,,85.0,92.0,,0.192,,42.0,0.58,,31.0,0,0.011,13,0.791,0.345,266.0,,,,,,,0.0,,,,,,,,,1.028,,,,,,0.389,0.506,,,,,,,,,,,,
165,"""15100""","Fish, smelt, rainbow, cooked, dry heat",85.0,3.0 oz,0.492,0.965,,,,,,,,,,,1.765,,,,,,,,,,,,0.0,,,,,,,,,14,,,,,,1.501,0.151,,0.045,0.054,,,,,,,,0.842,,,441,,0.085,441,,0.085,,,,,,,,,,0.124,0.300,3.37,0.699,,14,0.003,0.145,,1.52,,0.001,,,,,,,,,,0.049,316.0,,0.679,2.63,0.217,,,,49.0,105.0,,0.215,,76.0,0.649,,39.8,0,0.765,4,0.885,0.358,251.0,,,,,,,0.0,,,,,,,,,1.149,,,,,,0.444,0.565,,,,,,,,,,,,
166,"""15099""","Fish, smelt, rainbow, raw",85.0,3.0 oz,0.384,0.752,,0.0,0.009,1.218,0.000,,3,,,,1.376,,,,,,,,,,,,,,0,,,,,,,13,,0,,,,1.232,0.118,,0.035,0.042,,,,,,,,0.657,,,345,,0.066,345,,0.066,,,,,,,,,,0.102,0.234,2.92,0.545,0.1,13,0.002,0.128,,1.19,,0.001,0.7,,,,,,,,,0.038,246.0,,0.53,2.06,0.169,,,,42.0,82.0,,0.167,,60.0,0.506,,31.0,0,0.595,3,0.69,0.279,196.0,0.0,55.2,0.611,0.0,55.2,0.611,0.0,,,0.0,26,,,,,0.897,,0.000,0.7,0.772,26.0,0.346,0.441,,,,,0.0,,,,,,,
167,"""15102""","Fish, snapper, mixed species, cooked, dry heat",85.0,3.0 oz,0.31,0.5,,,,,,,,,,,2.053,,,,,,,,,,,,0.0,,,,,,,,,30,,,,,,0.294,0.039,,0.06,,,,,,,,,0.98,,,456,,0.045,456,,0.045,,,,,,,,,,0.003,0.041,2.98,0.274,,30,,,,1.2,,,,,,,,,,,,0.021,444.0,,0.79,1.46,0.041,,,,98.0,109.0,,0.25,,40.0,0.755,,41.6,0,0.014,5,1.03,0.161,171.0,,,,,,,0.0,,,,,,,,,1.337,,,,,,0.105,0.658,,,,,,,,,,,,
168,"""15101""","Fish, snapper, mixed species, raw",85.0,3.0 oz,0.242,0.39,,0.0,0.039,1.417,0.000,,4,,,,1.601,,,,,,,,,,,,,,0,,,,,,,27,,0,,,,0.241,0.024,,0.069,0.003,,,,,,,,0.764,,,355,,0.031,355,,0.031,,,,,,,,,,0.003,0.043,2.55,0.213,0.1,27,0.0,0.340,,1.11,,0.000,8.7,,,,,,,,,0.016,354.0,,0.616,1.14,0.051,,,,90.0,85.0,,0.196,,31.0,0.588,,32.5,0,0.011,4,0.803,0.138,168.0,0.0,55.2,0.711,0.0,55.2,0.711,0.0,,,0.0,347,,,,,1.043,,0.000,8.7,0.898,27.0,0.140,0.513,,,,,0.0,,1.4,,,,,
169,"""15216""","Fish, spot, cooked, dry heat",50.0,1.0 fillet,0.929,0.699,,,,,,,,,,,1.089,,,,,,,,,,,,0.0,,,,,,,,,18,,,,,,4.263,0.029,,0.199,0.013,,,,,,,,0.52,,,330,,0.070,330,,0.070,,,,,,,,,,0.134,0.141,1.73,0.853,,18,,,,0.68,,,,,,,,,,,,0.025,318.0,,0.419,3.14,0.295,,,,58.0,79.0,,0.133,,38.0,0.401,,23.4,0,0.022,3,0.547,0.660,119.0,,,,,,,0.0,,,,,,,,,0.71,,,,,,0.558,0.349,,,,,,,,,,,,
170,"""15103""","Fish, spot, raw",64.0,1.0 fillet,0.928,0.698,,,,,0.000,,3,,,,1.088,,,,,,,,,,,,0.0,,,,,,,,,19,,,,,,4.48,0.029,,0.198,0.013,,,,,,,,0.52,,,330,,0.070,330,,0.070,,,,,,,,,,0.141,,1.92,0.851,,19,0.0,0.256,,0.68,,0.000,,,,,,,,,,0.026,317.0,,0.419,3.14,0.294,,,,64.0,79.0,,0.132,,38.0,0.4,,23.4,0,0.022,3,0.546,0.659,119.0,,,,,,,0.0,,,,,,,,,0.709,,0.000,,,,0.557,0.349,,,,,,,,,,,,
171,"""15105""","Fish, sturgeon, mixed species, cooked, dry heat",85.0,3.0 oz,0.997,0.752,,0.0,0.068,1.430,0.000,,14,,,,1.616,,,,,,,,,,,,,,0,,,,,,,224,,0,,,,8.585,0.045,,0.082,0.109,,,,,,,,0.771,,,480,,0.167,480,,0.167,,,,,,,,,,0.076,0.212,2.12,2.113,0.1,224,0.0,0.196,,1.2,,0.025,11.0,,,,,,,,,0.074,309.0,,0.622,4.4,0.445,,,,744.0,115.0,,0.197,,65.0,0.594,,13.8,0,0.025,14,0.811,0.746,230.0,0.0,59.5,0.717,0.0,59.5,0.717,0.0,,,0.0,438,,,,,1.052,,0.000,11.0,0.906,38.0,1.561,0.518,,,,,0.0,,,,,,,
172,"""15104""","Fish, sturgeon, mixed species, raw",85.0,3.0 oz,0.778,0.587,,0.0,0.06,1.115,0.000,,13,,,,1.261,,,,,,,,,,,,,,0,,,,,,,178,,0,,,,7.055,0.035,,0.065,0.085,,,,,,,,0.602,,,373,,0.131,373,,0.131,,,,,,,,,,0.06,0.165,1.87,1.648,0.1,178,0.0,0.170,,0.94,,0.020,8.8,,,,,,,,,0.058,241.0,,0.485,3.43,0.347,,,,595.0,89.0,,0.154,,51.0,0.463,,10.7,0,0.021,13,0.632,0.582,179.0,0.0,47.6,0.560,0.0,47.6,0.560,0.0,,,0.0,350,,,,,0.821,,0.000,8.8,0.707,30.0,1.218,0.404,,,,,0.0,,,,,,,
173,"""15106""","Fish, sturgeon, mixed species, smoked",28.35,1.0 oz,0.294,0.124,,0.0,0.026,0.719,0.000,,6,,,,0.812,,,,,,,,,,,,,,0,,,,,,,79,,0,,,,3.147,0.014,,0.028,0.033,,,,,,,,0.388,,,205,,0.050,205,,0.050,,,,,,,,,,0.026,0.023,0.82,0.668,0.0,79,0.0,0.077,,0.54,,0.000,4.6,,,,,,,,,0.018,107.0,,0.313,1.25,0.125,,,,265.0,49.0,,0.099,,23.0,0.299,,5.7,0,0.009,6,0.408,0.216,80.0,0.0,24.7,0.361,0.0,24.7,0.361,0.0,,,0.0,182,,,,,0.529,,0.000,4.6,0.456,13.0,0.527,0.261,,,,,0.0,,,,,,,
174,"""15217""","Fish, sucker, white, cooked, dry heat",124.0,1.0 fillet,0.718,1.283,,,,,,,,,,,2.447,,,,,,,,,,,,0.0,,,,,,,,,73,,,,,,1.813,0.31,,0.105,0.083,,,,,,,,1.168,,,618,,0.077,618,,0.077,,,,,,,,,,0.105,0.303,2.86,1.122,,73,,,,2.32,,,,,,,,,,,,0.108,604.0,,0.942,3.68,0.608,,,,243.0,148.0,,0.299,,66.0,0.899,,20.1,0,0.954,21,1.228,0.529,334.0,,,,,,,0.0,,,,,,,,,1.595,,,,,,0.481,0.785,,,,,,,,,,,,
