,NDB_NO,Description,Weight(g),Measure,"Fatty acids, total saturated (g)","Fatty acids, total polyunsaturated (g)",Fructose (g),"Sugars, total (g)",Thiamin (mg),Leucine (g),6:0 (g),22:4 (g),"Folate, food (µg)","18:3 n-3 c,c,c (ALA) (g)",Vitamin E (alpha-tocopherol) (mg),Phenylalanine (g),Lysine (g),22:1 c (g),"Fluoride, F (µg)","Tocotrienol, beta (mg)",18:1 t (g),20:1 (g),15:1 (g),Glutamic acid (g),Aspartic acid (g),17:1 (g),21:5 (g),"20:2 n-6 c,c (g)","Fiber, total dietary (g)",20:3 n-3 (g),Lutein + zeaxanthin (µg),Menaquinone-4 (µg)_x,"Tocotrienol, alpha (mg)_x",Alanine (g)_x,Menaquinone-4 (µg)_y,"Tocotrienol, alpha (mg)_y",Alanine (g)_y,Retinol (µg),18:1-11 t (18:1t n-7) (g),Caffeine (mg),Hydroxyproline (g),Protein (g),Lycopene (µg),Niacin (mg),"Copper, Cu (mg)",17:0 (g),18:0 (g),18:3 undifferentiated (g),Glucose (dextrose) (g),14:1 (g)_x,"Folate, DFE (µg)_x",20:3 undifferentiated (g)_x,14:1 (g)_y,"Folate, DFE (µg)_y",20:3 undifferentiated (g)_y,Threonine (g),"18:3 n-6 c,c,c (g)",Maltose (g),Energy (kJ)_x,"Fatty acids, total trans-monoenoic (g)_x",14:0 (g)_x,Energy (kJ)_y,"Fatty acids, total trans-monoenoic (g)_y",14:0 (g)_y,"Fatty acids, total trans-polyenoic (g)",Water (g),"Cryptoxanthin, beta (µg)","Tocopherol, gamma (mg)",Glycine (g),"Calcium, Ca (mg)",16:1 t (g),"Carotene, beta (µg)",15:0 (g),Riboflavin (mg),20:5 n-3 (EPA) (g),Vitamin B-12 (µg),"Fatty acids, total monounsaturated (g)",Vitamin K (phylloquinone) (µg),"Vitamin A, RAE (µg)",12:0 (g),Vitamin B-6 (mg),22:0 (g),Ash (g),"Tocopherol, delta (mg)",22:1 undifferentiated (g),Vitamin D3 (cholecalciferol) (µg),24:0 (g),Campesterol (mg),16:1 c (g),"Sodium, Na (mg)",4:0 (g),Galactose (g),22:5 n-3 (DPA) (g),"Alcohol, ethyl (g)",18:2 undifferentiated (g),"Potassium, K (mg)",Betaine (mg),Proline (g),Total lipid (fat) (g),16:1 undifferentiated (g),18:2 t not further defined (g),18:2 i (g),Sucrose (g),"Vitamin A, IU (IU)",Energy (kcal),24:1 c (g),Tryptophan (g),Starch (g),Cholesterol (mg),Tyrosine (g),20:0 (g),"Selenium, Se (µg)",Folic acid (µg),"Manganese, Mn (mg)","Folate, total (µg)",Isoleucine (g),16:0 (g),"Phosphorus, P (mg)","Vitamin B-12, added (µg)_x","Choline, total (mg)_x",Serine (g)_x,"Vitamin B-12, added (µg)_y","Choline, total (mg)_y",Serine (g)_y,"Carbohydrate, by difference (g)",22:1 t (g),"18:2 t,t (g)","Carotene, alpha (µg)",Vitamin D (IU),18:1 c (g),"18:2 n-6 c,c (g)",Stigmasterol (mg),Pantothenic acid (mg),Arginine (g),Vitamin D2 (ergocalciferol) (µg),10:0 (g),Vitamin D (D2 + D3) (µg),Valine (g),"Magnesium, Mg (mg)",18:1 undifferentiated (g),Histidine (g),Dihydrophylloquinone (µg),20:3 n-6 (g),20:4 undifferentiated (g),"Fatty acids, total trans (g)",Theobromine (mg),"Tocotrienol, delta (mg)","Vitamin C, total ascorbic acid (mg)","Tocotrienol, gamma (mg)",Methionine (g),8:0 (g),Lactose (g),18:2 CLAs (g)
0,"""15137""","Crustaceans, crab, alaska king, cooked, moist heat",134.0,1.0 leg,0.178,0.718,,,,,,,,,,,2.257,,,,,,,,,,,,0.0,,,,,,,,,12,,,,,,1.796,1.584,,0.025,0.019,,,,,,,,1.049,,,544,,0.020,544,,0.020,,,,,,,,,,0.074,0.395,15.41,0.248,,12,0.005,0.241,,2.48,,0.051,,,,,,,,,,0.027,351.0,,0.855,2.06,0.055,,,,39.0,130.0,,0.36,,71.0,0.863,,53.6,0,0.054,68,1.257,0.117,375.0,,,,,,,0.0,,,,,,,,,2.265,,0.004,,,,0.119,0.527,,,,,,,,,,,,
1,"""15138""","Crustaceans, crab, alaska king, imitation, made from surimi",85.0,3.0 oz,0.184,0.122,0.53,5.31,0.025,0.516,,,0,0.007,0.14,0.221,0.601,0.003,,0.0,0.007,0.003,0.0,1.222,0.760,,,0.0,0.4,,0,0.0,0.03,0.367,0.0,0.03,0.367,,,0,,,,0.527,0.027,0.002,0.04,0.004,2.28,,0,,,0,,0.242,,0.00,337,0.007,0.015,337,0.007,0.015,,63.46,0,0.09,0.235,11.0,,0,0.001,0.068,0.000,0.48,0.234,0.3,0,0.014,0.111,0.001,1.92,0.03,0.004,0.0,0.015,,0.008,450.0,0.000,,0.001,0.0,0.01,76.0,1.5,0.279,0.39,0.012,0.0,,2.51,0.0,81.0,,0.064,2.98,17.0,0.186,0.002,19.0,,0.009,0,0.196,0.090,240.0,0.0,11.1,0.388,0.0,11.1,0.388,12.75,0.000,,0.0,,0.103,0.076,,0.000,0.415,,0.002,0.0,0.243,37.0,0.096,0.133,0.0,,0.000,0.007,0.0,,,0.0,0.222,0.002,0.0,
2,"""15136""","Crustaceans, crab, alaska king, raw",85.0,3.0 oz,0.076,0.111,,,,,,,,,,,1.353,,,,,,,,,,,,0.0,,,,,,,,,6,,,,,,0.935,0.784,,,,,,,,,,,0.63,,,298,,,298,,,,,,,,,,,,0.037,,7.65,0.068,,6,,,,1.53,,,,,,,,,,,,,,,0.513,0.51,,,,,20.0,71.0,,0.217,,36.0,0.518,,30.9,0,0.030,37,0.754,,186.0,,,,,,,0.0,,,,,,,,,1.358,,,,,,,,,,,,,,,,,,,
3,"""15141""","Crustaceans, crab, blue, canned",135.0,1.0 cup,0.271,0.348,0.00,0.0,0.031,1.764,0.000,0.004,69,,,,1.871,,283.4,0.0,,0.008,0.0,3.556,2.281,0.003,,0.007,,,0,0.0,,1.207,0.0,,1.207,1,,0,,,,3.708,1.099,0.014,0.097,0.012,0.00,0.001,69,0.007,0.001,69,0.007,0.981,,0.00,468,,0.011,468,,0.011,,,,0.0,1.446,123.0,,,,0.126,0.136,4.5,0.174,0.4,1,0.003,0.211,,2.65,0.00,,0.0,,,,,,,0.012,0.0,0.027,350.0,17.0,0.915,1.0,0.036,,,,3.0,112.0,0.000,0.305,0.00,131.0,0.888,0.005,57.9,0,0.100,69,1.048,0.132,316.0,0.0,109.2,0.915,0.0,109.2,0.915,0.0,,,0.0,,,,,,2.375,,0.000,0.0,1.088,49.0,0.124,0.531,0.0,,,,0.0,,4.5,0.0,0.610,,0.0,
4,"""15140""","Crustaceans, crab, blue, cooked, moist heat",118.0,"1.0 cup, flaked and pieces",0.237,0.304,0.00,0.0,0.027,1.542,0.000,0.004,60,0.011,2.17,0.835,1.635,0.000,,0.0,,0.007,0.0,3.108,1.994,0.002,,0.006,,0.002,0,0.0,,1.055,0.0,,1.055,1,,0,,,,3.241,0.961,0.012,0.085,0.011,0.00,0.001,60,0.006,0.001,60,0.006,0.858,,0.00,409,0.012,0.009,409,0.012,0.009,0.005,94.03,0,0.0,1.264,107.0,0.004,0,0.005,0.11,0.119,3.93,0.152,0.4,1,0.002,0.184,,2.31,0.00,,0.0,,,0.028,466.0,0.000,,0.011,0.0,0.024,306.0,,0.8,0.87,0.032,0.005,,0.00,2.0,98.0,0.000,0.267,0.00,114.0,0.776,0.005,50.6,0,0.087,60,0.916,0.116,276.0,0.0,95.5,0.800,0.0,95.5,0.800,0.0,,,0.0,,0.101,0.019,,1.176,2.076,,0.000,0.0,0.951,42.0,0.109,0.464,0.0,0.004,0.044,0.017,0.0,,3.9,0.0,0.533,,0.0,0.001
5,"""15142""","Crustaceans, crab, blue, crab cakes, home recipe",60.0,1.0 cake,0.89,1.364,,,,,,,,,,,1.04,,,,,,,,,,,,0.0,,,,,,,,,32,,,,,,1.74,0.366,,0.295,0.052,,,,,,,,0.497,,,389,,0.019,389,,0.019,,,,,,,,,,0.048,0.136,3.56,1.689,,34,,,,1.26,,,,,,,,,,,,0.947,194.0,,0.406,4.51,0.073,,,,151.0,93.0,,0.169,,90.0,0.409,,24.4,7,0.114,32,0.598,0.574,128.0,,,,,,,0.29,,,,,,,,,1.038,,,,,,1.593,0.248,,,,,,,,,,,,
6,"""15139""","Crustaceans, crab, blue, raw",85.0,3.0 oz,0.189,0.329,,,,,0.000,,37,,,,1.336,,,,,,,,,,,,0.0,,,,,,,,,2,,,,,,2.295,0.569,,0.069,0.000,,,,,,,,0.621,,,309,,0.000,309,,0.000,,,,,,,,,,0.034,0.145,7.65,0.163,,2,0.0,0.128,,1.54,,0.000,,,,,,,,,,0.01,280.0,,0.506,0.92,0.050,,,,4.0,74.0,,0.213,,66.0,0.511,,31.8,0,0.128,37,0.744,0.120,195.0,,,,,,,0.03,,,,,,,,,1.34,,0.000,,,,0.088,0.312,,,,,,,,,,,,
7,"""15226""","Crustaceans, crab, dungeness, cooked, moist heat",85.0,3.0 oz,0.143,0.346,,,,,,,,,,,1.648,,,,,,,,,,,,0.0,,,,,,,,,26,,,,,,3.08,0.624,,0.045,,,,,,,,,0.765,,,391,,0.001,391,,0.001,,,,,,,,,,0.173,0.239,8.82,0.182,,26,0.0,0.147,,1.85,,0.022,,,,,,,,,,,,,0.626,1.05,0.047,,,,88.0,94.0,,0.264,,65.0,0.632,,40.5,0,0.082,36,0.917,0.097,149.0,,,,,,,0.81,,,,,,,,,1.654,,,,,,0.101,0.386,,,,,,,,,,,,
8,"""15143""","Crustaceans, crab, dungeness, raw",85.0,3.0 oz,0.112,0.269,,,,,,,,,,,1.288,,,,,,,,,,,,0.0,,,,,,,,,23,,,,,,2.669,0.573,,0.035,,,,,,,,,0.599,,,306,,0.001,306,,0.001,,,,,,,,,,0.142,0.186,7.65,0.142,,23,0.0,0.128,,1.45,,0.017,,,,,,,,,,,,,0.488,0.82,0.037,,,,76.0,73.0,,0.206,,50.0,0.492,,31.5,0,0.068,37,0.717,0.076,155.0,,,,,,,0.63,,,,,,,,,1.293,,,,,,0.079,0.301,,,,,,,,,,,,
9,"""15227""","Crustaceans, crab, queen, cooked, moist heat",85.0,3.0 oz,0.156,0.459,,,,,,,,,,,1.752,,,,,,,,,,,,0.0,,,,,,,,,44,,,,,,2.452,0.528,,0.022,0.003,,,,,,,,0.813,,,409,,0.004,409,,0.004,,,,,,,,,,0.207,0.282,8.82,0.279,,44,,,,2.18,,,,,,,,,,,,0.007,170.0,,0.665,1.28,0.054,,,,147.0,98.0,,0.281,,60.0,0.671,,37.7,0,0.031,36,0.974,0.129,109.0,,,,,,,0.0,,,,,,,,,1.758,,,,,,0.201,0.410,,,,,,,,,,,,
10,"""15144""","Crustaceans, crab, queen, raw",85.0,3.0 oz,0.122,0.359,,,,,,,,,,,1.369,,,,,,,,,,,,0.0,,,,,,,,,38,,,,,,2.125,0.484,,0.017,0.002,,,,,,,,0.637,,,320,,0.003,320,,0.003,,,,,,,,,,0.17,0.220,7.65,0.218,,38,,,,1.7,,,,,,,,,,,,0.005,147.0,,0.518,1.0,0.043,,,,128.0,76.0,,0.219,,47.0,0.524,,29.4,0,0.025,37,0.762,0.101,113.0,,,,,,,0.0,,,,,,,,,1.374,,,,,,0.156,0.320,,,,,,,,,,,,
11,"""15243""","Crustaceans, crayfish, mixed species, farmed, cooked, moist heat",85.0,3.0 oz,0.184,0.351,,,,,,,,,,,1.295,,,,,,,,,,,,0.0,,,,,,,,,13,,,,,,1.417,0.493,,0.043,0.019,,,,,,,,0.601,,,309,,0.005,309,,0.005,,,,,,,,,,0.068,0.105,2.63,0.213,,13,,,,0.91,,,,,,,,,,,,0.133,202.0,,0.491,1.1,0.031,,,,42.0,74.0,,0.207,,116.0,0.496,,29.1,0,0.184,9,0.72,0.116,205.0,,,,,,,0.0,,,,,,,,,1.299,,,,,,0.165,0.303,,,,,,,,,,,,
12,"""15242""","Crustaceans, crayfish, mixed species, farmed, raw",85.0,3.0 oz,0.139,0.266,,,,,,,,,,,1.097,,,,,,,,,,,,0.0,,,,,,,,,13,,,,,,1.587,0.201,,0.037,0.021,,,,,,,,0.509,,,256,,0.002,256,,0.002,,,,,,,,,,0.027,0.099,1.78,0.151,,13,,,,0.85,,0.002,,,,,,,,,,0.065,222.0,,0.416,0.82,0.026,,,,42.0,61.0,,0.176,,91.0,0.42,,24.1,0,0.124,26,0.61,0.088,185.0,,,,,,,0.0,,,,,,,,,1.101,,,,,,0.114,0.257,,,,,,,,,,,,
13,"""15146""","Crustaceans, crayfish, mixed species, wild, cooked, moist heat",85.0,3.0 oz,0.154,0.312,,0.0,0.043,1.130,0.000,,37,,,,1.238,,,,,,,,,,,,,,0,,,,,,,13,,0,,,,1.938,0.582,,0.042,0.024,,,,,,,,0.575,,,292,,0.004,292,,0.004,,,,,,,,,,0.072,0.101,1.83,0.207,0.1,13,0.0,0.065,,1.02,,0.043,0.0,,,,,,,,,0.076,252.0,,0.47,1.02,0.023,,,,42.0,70.0,,0.199,,113.0,0.474,,31.2,0,0.444,37,0.689,0.094,230.0,0.0,68.8,0.561,0.0,68.8,0.561,0.0,,,0.0,,,,,,1.244,,0.000,0.0,0.668,28.0,0.125,0.290,,,,,0.0,,0.8,,,,,
14,"""15145""","Crustaceans, crayfish, mixed species, wild, raw",85.0,3.0 oz,0.135,0.249,,0.0,0.06,1.075,0.000,,31,,,,1.18,,,,,,,,,,,,,,0,,,,,,,14,,0,,,,1.877,0.356,,0.036,0.027,,,,,,,,0.547,,,274,,0.002,274,,0.002,,,,,,,,,,0.027,0.088,1.7,0.148,0.1,14,0.0,0.092,,1.14,,0.015,0.0,,,,,,,,,0.044,257.0,,0.447,0.81,0.024,,,,45.0,65.0,,0.189,,97.0,0.452,,26.9,0,0.192,31,0.656,0.087,218.0,0.0,68.8,0.535,0.0,68.8,0.535,0.0,,,0.0,,,,,,1.184,,0.000,0.0,0.637,23.0,0.096,0.276,,,,,0.0,,1.0,,,,,
15,"""15148""","Crustaceans, lobster, northern, cooked, moist heat",145.0,1.0 cup,0.302,0.493,0.00,0.0,0.033,1.995,0.000,0.003,16,0.072,1.45,1.134,2.068,0.004,,,,,0.0,4.063,2.671,0.006,,0.009,,0.009,0,0.0,,1.464,0.0,,1.464,1,,0,,,,2.654,2.248,0.007,0.075,0.072,0.00,0.000,16,0.017,0.000,16,0.017,1.092,,0.00,539,0.014,0.016,539,0.014,0.016,0.004,113.26,0,,,,0.006,0,0.007,0.025,0.170,2.07,0.367,0.0,1,0.004,0.173,0.001,3.1,,0.004,0.0,,,0.043,705.0,0.000,,0.009,0.0,0.055,334.0,,1.235,1.25,0.049,0.004,,0.00,6.0,129.0,0.001,0.36,0.00,212.0,0.976,0.007,106.0,0,0.094,16,1.206,0.183,268.0,0.0,117.3,1.063,0.0,117.3,1.063,0.0,,,0.0,1,0.252,0.048,,2.417,2.542,,0.000,0.0,1.235,62.0,0.261,0.689,0.0,0.009,0.043,0.019,0.0,,,,,,0.0,0.003
16,"""15147""","Crustaceans, lobster, northern, raw",150.0,1.0 lobster,0.271,0.444,0.00,0.0,0.03,1.796,0.000,0.003,15,,,,1.86,,15.9,,,,0.0,3.655,2.403,0.005,,0.009,,,0,0.0,,1.317,0.0,,1.317,2,,0,,,,2.386,2.023,0.006,0.068,0.064,0.00,0.000,15,0.015,0.000,15,0.015,0.981,,0.00,486,,0.015,486,,0.015,,,,,,,,,,0.021,0.153,1.88,0.33,0.0,2,0.003,0.156,0.002,2.82,,0.003,0.0,,,,,,,0.009,0.0,0.05,300.0,,1.112,1.12,0.045,,,,6.0,116.0,0.002,0.323,0.00,190.0,0.879,0.006,95.4,0,0.084,15,1.085,0.165,242.0,0.0,105.5,0.956,0.0,105.5,0.956,0.0,,,0.0,2,,,,,2.286,,0.000,0.0,1.112,57.0,0.236,0.619,0.0,,,,0.0,,,,,,0.0,
17,"""15271""","Crustaceans, shrimp, cooked",85.0,3.0 oz,0.048,0.067,,,,,0.000,0.001,,0.001,,,,,,,,,0.0,,,0.000,,0.002,,,,,,,,,,,,,,,,,,,0.018,0.001,,0.000,,0.001,0.000,,0.001,,,,353,0.002,0.001,353,0.002,0.001,0.000,63.18,,,,,,,0.001,,,,0.041,,,0.0,,0.002,1.04,,0.000,,,,0.002,94.0,0.000,,,,0.015,220.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.17,0.000,,,,,0.015,,,,,,,,,0.018,,,0.001,0.006,0.002,,,,,,,,
18,"""15152""","Crustaceans, shrimp, mixed species, canned",128.0,1.0 cup,0.241,0.876,,0.0,0.009,2.152,0.000,,12,0.005,1.41,1.211,2.321,,257.3,0.0,,0.008,0.0,4.389,2.838,0.009,,0.006,,,0,,,,,,,,,0,,,,0.714,0.335,0.019,0.09,0.010,,0.000,12,0.001,0.000,12,0.001,1.055,0.005,,532,,0.004,532,,0.004,,,,0.13,1.364,186.0,,,,0.019,0.375,0.95,0.138,,0,0.001,0.013,0.006,3.25,0.00,0.008,0.0,,,,,,,,,0.019,102.0,,0.859,1.74,0.026,,,,0.0,128.0,,0.238,,323.0,1.037,0.006,60.8,0,0.507,12,1.247,0.106,250.0,0.0,103.6,1.108,0.0,103.6,1.108,0.0,,,0.0,,,,,,2.088,,0.001,0.0,1.197,42.0,0.088,0.621,0.0,,,,0.0,,5.2,0.0,0.713,,,
19,"""15150""","Crustaceans, shrimp, mixed species, cooked, breaded and fried",85.0,3.0 oz,1.774,4.322,,0.68,0.11,1.443,,,,,,,1.499,,141.1,,,,,,,,,,0.3,,,0.3,,1.006,0.3,,1.006,,,,,,,2.609,0.233,,0.46,0.227,,,,,,,,0.731,,,861,,0.030,861,,0.030,,,,,,,,,,0.116,0.093,1.59,3.24,0.8,48,,,,1.69,,0.019,0.1,,,,,,,,,3.834,191.0,,0.705,10.44,0.065,,,,161.0,206.0,,0.254,5.70,117.0,0.611,,35.4,8,0.085,28,0.886,1.244,185.0,0.0,77.5,0.757,0.0,77.5,0.757,9.75,,,,,,,,,1.516,,,0.1,0.871,34.0,3.190,0.371,0.1,,,,0.0,,1.3,,,,,
20,"""15151""","Crustaceans, shrimp, mixed species, cooked, moist heat (may contain additives to retain moisture)",85.0,3.0 oz,0.443,0.501,0.00,0.0,0.027,1.657,0.000,0.006,20,,,,1.846,,,0.0,,0.005,0.0,3.401,2.159,0.078,,0.01,,,0,0.3,0.00,1.198,0.3,0.00,1.198,76,,0,,,,2.276,0.219,0.020,0.133,0.010,0.00,0.000,20,0.010,0.000,20,0.010,0.768,,0.00,422,,0.019,422,,0.019,,,,0.17,1.14,77.0,,,,0.02,0.115,1.41,0.307,0.3,76,0.009,0.206,0.000,2.64,0.04,0.000,0.1,0.007,,,,,,0.01,0.0,0.162,144.0,,0.89,1.45,0.034,,,,256.0,101.0,0.000,0.221,0.00,179.0,0.733,0.003,42.1,0,0.042,20,0.892,0.241,260.0,0.0,115.1,0.790,0.0,115.1,0.790,1.29,,,0.0,3,,,,,1.91,,0.000,0.1,0.907,31.0,0.190,0.426,0.0,,,,0.0,,,0.0,0.565,,0.0,
21,"""15153""","Crustaceans, shrimp, mixed species, imitation, made from surimi",85.0,3.0 oz,0.246,0.637,,,,,,,,,,,0.962,,,,,,,,,,,,0.0,,,,,,,,,17,,,,,,0.145,0.027,,,,,,,,,,,0.509,,,360,,,360,,,,,,,,,,,,0.029,,1.36,0.187,,17,,,,1.79,,,,,,,,,,,,,,,0.393,1.25,,,,,56.0,86.0,,0.064,,31.0,0.424,,19.5,0,0.009,2,0.492,,240.0,,,,,,,7.76,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,
22,"""15149""","Crustaceans, shrimp, mixed species, raw (may contain additives to retain moisture)",6.0,1.0 medium,0.016,0.018,0.00,0.0,0.001,0.070,0.000,0.000,1,0.0,0.08,0.036,0.078,0.000,,0.0,0.000,0.000,0.0,0.143,0.091,0.003,,0.0,,,0,0.0,0.00,0.051,0.0,0.00,0.051,3,,0,,,,0.107,0.011,0.001,0.005,0.000,0.00,0.000,1,0.000,0.000,1,0.000,0.032,,0.00,18,,0.001,18,,0.001,0.000,4.98,0,0.01,0.048,3.0,0.000,0,0.0,0.001,0.004,0.07,0.011,0.0,3,0.0,0.010,0.000,0.11,0.00,0.000,0.0,0.000,,0.001,34.0,0.000,,0.0,0.0,0.006,7.0,,0.038,0.06,0.001,0.0,,0.00,11.0,4.0,0.000,0.009,0.00,8.0,0.031,0.000,1.8,0,0.002,1,0.038,0.009,15.0,0.0,4.9,0.033,0.0,4.9,0.033,0.05,0.000,,0.0,0,0.006,0.005,,0.019,0.081,,0.000,0.0,0.038,1.0,0.007,0.018,0.0,0.000,0.002,0.001,0.0,,,0.0,0.024,,0.0,
23,"""15270""","Crustaceans, shrimp, raw",85.0,3.0 oz,0.086,0.129,,,,,0.000,0.001,,0.002,,,,,,,,,0.0,,,0.000,,0.003,,,,,,,,,,,,,,,,,,,0.031,0.002,,0.000,,0.002,0.000,,0.002,,,,303,0.003,0.001,303,0.003,0.001,0.001,66.68,,,,,,,0.001,,,,0.073,,,0.0,,0.003,1.05,,0.000,,,,0.002,101.0,0.000,,,,0.027,224.0,,,,,0.001,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.026,,,,,,,,,0.032,,,0.002,0.010,0.003,,,,,,,,
24,"""15228""","Crustaceans, spiny lobster, mixed species, cooked, moist heat",85.0,3.0 oz,0.258,0.643,,,,,,,,,,,1.951,,,,,,,,,,,,0.0,,,,,,,,,5,,,,,,4.163,0.353,,0.088,0.009,,,,,,,,0.905,,,508,,0.007,508,,0.007,,,,,,,,,,0.048,0.290,3.43,0.3,,5,,,,1.51,,,,,,,,,,,,0.014,177.0,,0.74,1.65,0.043,,,,17.0,122.0,,0.313,,76.0,0.747,,50.3,0,0.015,1,1.085,0.163,195.0,,,,,,,2.65,,,,,,,,,1.958,,,,,,0.228,0.456,,,,,,,,,,,,
25,"""15154""","Crustaceans, spiny lobster, mixed species, raw",85.0,3.0 oz,0.201,0.501,,,,,0.000,,1,,,,1.523,,,,,,,,,,,,0.0,,,,,,,,,4,,,,,,3.608,0.324,,0.068,0.007,,,,,,,,0.709,,,399,,0.005,399,,0.005,,,,,,,,,,0.039,0.225,2.98,0.234,,4,0.0,0.128,,1.18,,0.000,,,,,,,,,,0.011,153.0,,0.577,1.28,0.033,,,,14.0,95.0,,0.244,,60.0,0.582,,39.3,0,0.013,1,0.848,0.127,202.0,,,,,,,2.07,,,,,,,,,1.529,,0.000,,,,0.177,0.355,,,,,,,,,,,,
26,"""15002""","Fish, anchovy, european, canned in oil, drained solids",28.35,"1.0 oz, boneless",0.625,0.726,,0.0,0.022,0.666,0.000,,4,,,,0.752,,,,,,,,,,,,,,0,,,,,,,3,,0,,,,5.643,0.096,,0.119,0.005,,,,,,,,0.359,,,249,,0.121,249,,0.121,,,,0.05,0.393,66.0,,,,0.103,0.216,0.25,1.069,3.4,3,0.006,0.058,,3.15,0.00,0.046,0.5,,,,,,,,,0.103,154.0,,0.289,2.75,0.167,,,,11.0,60.0,,0.092,,24.0,0.276,,19.3,0,0.028,4,0.377,0.376,71.0,0.0,24.1,0.334,0.0,24.1,0.334,0.0,,,0.0,20,,,,,0.49,,0.000,0.5,0.422,20.0,0.834,0.241,0.0,,,,0.0,,,,,,,
27,"""15001""","Fish, anchovy, european, raw",85.0,3.0 oz,1.09,1.391,,0.0,0.047,1.406,0.000,,8,,,,1.589,,,,,,,,,,,,,,0,,,,,,,13,,0,,,,11.92,0.179,,0.214,0.000,,,,,,,,0.758,,,466,,0.257,466,,0.257,,,,,,,,,,0.218,0.457,0.53,1.005,0.1,13,0.012,0.122,,1.22,,0.098,,,,,,,,,,0.082,326.0,,0.612,4.11,0.340,,,,42.0,111.0,,0.194,,51.0,0.584,,31.0,0,0.060,8,0.797,0.608,148.0,0.0,,0.706,0.0,,0.706,0.0,,,0.0,,,,,,1.034,,0.000,,,,0.530,0.509,,,,,0.0,,,,,,,
28,"""15003""","Fish, bass, fresh water, mixed species, raw",79.0,1.0 fillet,0.616,0.839,,,,,,,,,,,1.368,,,,,,,,,,,,0.0,,,,,,,,,24,,,,,,0.988,0.073,,0.079,0.088,,,,,,,,0.653,,,377,,0.069,377,,0.069,,,,,,,,,,0.058,0.188,1.58,1.13,,24,,,,1.2,,,,,,,,,,,,0.069,281.0,,0.527,2.92,0.302,,,,79.0,90.0,,0.167,,54.0,0.503,,10.0,0,0.702,12,0.687,0.468,158.0,,,,,,,0.0,,,,,,,,,0.891,,,,,,0.783,0.438,,,,,,,,,,,,
29,"""15187""","Fish, bass, freshwater, mixed species, cooked, dry heat",62.0,1.0 fillet,0.621,0.843,,,,,,,,,,,1.377,,,,,,,,,,,,0.0,,,,,,,,,22,,,,,,0.944,0.074,,0.079,0.088,,,,,,,,0.657,,,379,,0.069,379,,0.069,,,,,,,,,,0.056,0.189,1.43,1.138,,22,,,,1.21,,,,,,,,,,,,0.069,283.0,,0.53,2.93,0.304,,,,71.0,91.0,,0.168,,54.0,0.506,,10.0,0,0.707,11,0.691,0.472,159.0,,,,,,,0.0,,,,,,,,,0.897,,,,,,0.789,0.441,,,,,,,,,,,,
30,"""15188""","Fish, bass, striped, cooked, dry heat",124.0,1.0 fillet,0.806,1.246,,,,,,,,,,,2.589,,,,,,,,,,,,0.0,,,,,,,,,38,,,,,,3.172,0.05,,0.136,0.024,,,,,,,,1.236,,,644,,0.067,644,,0.067,,,,,,,,,,0.046,0.269,5.47,1.049,,38,,,,1.65,,,,,,,,,,,,0.024,407.0,,0.997,3.71,0.241,,,,129.0,154.0,,0.316,,128.0,0.951,,58.0,0,0.024,12,1.298,0.603,315.0,,,,,,,0.0,,,,,,,,,1.686,,,,,,0.712,0.830,,,,,,,,,,,,
31,"""15004""","Fish, bass, striped, raw",85.0,3.0 oz,0.431,0.666,,,,,0.000,,8,,,,1.384,,,,,,,,,,,,0.0,,,,,,,,,23,,,,,,1.785,0.026,,0.073,0.013,,,,,,,,0.66,,,345,,0.036,345,,0.036,,,,,,,,,,0.025,0.144,3.25,0.561,,23,0.0,0.255,,0.88,,0.000,,,,,,,,,,0.013,218.0,,0.533,1.98,0.128,,,,76.0,82.0,,0.169,,68.0,0.509,,31.0,0,0.013,8,0.694,0.322,168.0,,,,,,,0.0,,,,,,,,,0.902,,0.000,,,,0.381,0.444,,,,,,,,,,,,
32,"""15189""","Fish, bluefish, cooked, dry heat",117.0,1.0 fillet,1.371,1.589,,,,,,,,,,,2.761,,,,,,,,,,,,0.0,,,,,,,,,161,,,,,,8.479,0.08,,0.24,,,,,,,,,1.317,,,778,,0.268,778,,0.268,,,,,,,,,,0.113,0.378,7.28,2.687,,161,,,,1.56,,0.737,,,,,,,,,,0.09,558.0,,1.062,6.36,0.415,,,,537.0,186.0,,0.337,,89.0,1.014,,54.8,0,0.032,2,1.385,0.863,340.0,,,,,,,0.0,,,,,,,,,1.798,,,,,,1.025,0.885,,,,,,,,,,,,
33,"""15005""","Fish, bluefish, raw",150.0,1.0 fillet,1.373,1.59,,,,,0.000,,3,,,,2.76,,,,,,,,,,,,0.0,,,,,,,,,180,,,,,,8.925,0.08,,0.24,0.000,,,,,,,,1.317,,,778,,0.268,778,,0.268,,,,,,,,,,0.12,0.378,8.09,2.689,,180,0.0,0.603,,1.56,,0.738,,,,,,,,,,0.09,558.0,,1.063,6.36,0.416,,,,597.0,186.0,,0.336,,88.0,1.014,,54.8,0,0.032,3,1.385,0.864,340.0,,,,,,,0.0,,,,,,,,,1.799,,0.000,,,,1.026,0.885,,,,,,,,,,,,
