,NDB_NO,Description,Weight(g),Measure,"Fatty acids, total saturated (g)","Fatty acids, total polyunsaturated (g)",Fructose (g),"Sugars, total (g)",Thiamin (mg),Leucine (g),6:0 (g),22:4 (g),"Folate, food (µg)","18:3 n-3 c,c,c (ALA) (g)",Vitamin E (alpha-tocopherol) (mg),Phenylalanine (g),Lysine (g),22:1 c (g),"Fluoride, F (µg)","Tocotrienol, beta (mg)",18:1 t (g),20:1 (g),15:1 (g),Glutamic acid (g),Aspartic acid (g),17:1 (g),21:5 (g),"20:2 n-6 c,c (g)","Fiber, total dietary (g)",20:3 n-3 (g),Lutein + zeaxanthin (µg),Menaquinone-4 (µg)_x,"Tocotrienol, alpha (mg)_x",Alanine (g)_x,Menaquinone-4 (µg)_y,"Tocotrienol, alpha (mg)_y",Alanine (g)_y,Retinol (µg),18:1-11 t (18:1t n-7) (g),Caffeine (mg),Hydroxyproline (g),Protein (g),Lycopene (µg),Niacin (mg),"Copper, Cu (mg)",17:0 (g),18:0 (g),18:3 undifferentiated (g),Glucose (dextrose) (g),14:1 (g)_x,"Folate, DFE (µg)_x",20:3 undifferentiated (g)_x,14:1 (g)_y,"Folate, DFE (µg)_y",20:3 undifferentiated (g)_y,Threonine (g),"18:3 n-6 c,c,c (g)",Maltose (g),Energy (kJ)_x,"Fatty acids, total trans-monoenoic (g)_x",14:0 (g)_x,Energy (kJ)_y,"Fatty acids, total trans-monoenoic (g)_y",14:0 (g)_y,"Fatty acids, total trans-polyenoic (g)",Water (g),"Cryptoxanthin, beta (µg)","Tocopherol, gamma (mg)",Glycine (g),"Calcium, Ca (mg)",16:1 t (g),"Carotene, beta (µg)",15:0 (g),Riboflavin (mg),20:5 n-3 (EPA) (g),Vitamin B-12 (µg),"Fatty acids, total monounsaturated (g)",Vitamin K (phylloquinone) (µg),"Vitamin A, RAE (µg)",12:0 (g),Vitamin B-6 (mg),22:0 (g),Ash (g),"Tocopherol, delta (mg)",22:1 undifferentiated (g),Vitamin D3 (cholecalciferol) (µg),24:0 (g),Campesterol (mg),16:1 c (g),"Sodium, Na (mg)",4:0 (g),Galactose (g),22:5 n-3 (DPA) (g),"Alcohol, ethyl (g)",18:2 undifferentiated (g),"Potassium, K (mg)",Betaine (mg),Proline (g),Total lipid (fat) (g),16:1 undifferentiated (g),18:2 t not further defined (g),18:2 i (g),Sucrose (g),"Vitamin A, IU (IU)",Energy (kcal),24:1 c (g),Tryptophan (g),Starch (g),Cholesterol (mg),Tyrosine (g),20:0 (g),"Selenium, Se (µg)",Folic acid (µg),"Manganese, Mn (mg)","Folate, total (µg)",Isoleucine (g),16:0 (g),"Phosphorus, P (mg)","Vitamin B-12, added (µg)_x","Choline, total (mg)_x",Serine (g)_x,"Vitamin B-12, added (µg)_y","Choline, total (mg)_y",Serine (g)_y,"Carbohydrate, by difference (g)",22:1 t (g),"18:2 t,t (g)","Carotene, alpha (µg)",Vitamin D (IU),18:1 c (g),"18:2 n-6 c,c (g)",Stigmasterol (mg),Pantothenic acid (mg),Arginine (g),Vitamin D2 (ergocalciferol) (µg),10:0 (g),Vitamin D (D2 + D3) (µg),Valine (g),"Magnesium, Mg (mg)",18:1 undifferentiated (g),Histidine (g),Dihydrophylloquinone (µg),20:3 n-6 (g),20:4 undifferentiated (g),"Fatty acids, total trans (g)",Theobromine (mg),"Tocotrienol, delta (mg)","Vitamin C, total ascorbic acid (mg)","Tocotrienol, gamma (mg)",Methionine (g),8:0 (g),Lactose (g),18:2 CLAs (g)
77,"""36059""","Restaurant, Italian, chicken parmesan without pasta",301.0,1.0 serving,7.675,5.873,2.47,8.4,0.241,3.964,0.12,0.027,,0.653,5.24,3.185,4.015,0.006,,0.0,0.217,0.223,0.0,8.527,4.106,0.030,,0.018,2.7,0.003,259,,,,,,,108,,,0.105,48.67,4831,18.099,0.214,0.063,1.583,0.686,3.19,0.075,,0.030,0.075,,0.030,1.978,0.030,1.54,2571,0.241,0.774,2571,0.241,0.774,0.084,180.24,0,4.88,1.851,319.0,0.024,340,0.081,0.581,0.003,1.20,14.659,,135,0.232,0.617,0.066,7.19,0.54,0.006,,,,0.328,1613.0,0.169,0.15,0.012,,4.991,882,,3.937,32.03,0.352,0.084,,0.00,924,614.0,0.018,0.611,19.63,163,1.583,0.114,74.3,,,,2.158,4.166,683.0,,,,,,,32.87,0.000,,0.0,,13.735,4.861,,3.167,2.799,,0.196,,,,13.951,1.514,,0.027,0.099,0.325,,,,0.12,1.222,0.078,1.05,0.048
78,"""36041""","Restaurant, Italian, lasagna with meat",457.0,1.0 serving,22.580,3.601,5.39,14.4,0.64,3.948,0.443,0.018,37,0.251,4.16,2.262,3.766,0.000,,0.23,1.033,0.137,0.0,9.400,3.510,0.133,,0.046,6.9,0.009,443,14.6,0.05,1.860,14.6,0.05,1.860,292,,0,0.320,49.49,11503,8.423,0.32,0.292,4.762,0.26,5.39,0.324,174,0.059,0.324,174,0.059,1.714,0.005,0.00,3537,1.156,3.034,3537,1.156,3.034,0.27,296.46,0,0.64,1.586,900.0,0.123,900,0.329,1.083,0.009,3.02,15.14,31.1,370,0.859,0.558,0.037,10.28,0.05,0.000,,,,0.713,2130.0,0.544,0.82,0.027,0.0,3.062,1165,2716.4,5.123,48.85,0.836,0.265,,0.00,2514,845.0,0.000,0.612,28.01,165,1.636,0.073,82.3,78.0,0.635,119.0,1.901,11.128,813.0,0.0,153.1,2.280,0.0,153.1,2.280,51.92,0.000,,41.0,5,12.673,2.614,,2.248,2.139,,0.763,0.0,2.088,101.0,13.705,1.257,1.4,0.046,0.11,1.426,0.0,,3.2,0.18,1.129,0.297,2.79,0.178
79,"""36630""","Restaurant, Italian, spaghetti with meat sauce",554.0,1.0 serving,5.883,2.836,5.26,10.08,0.499,2.066,0.011,0.017,,0.194,3.49,1.457,1.28,0.006,,1.33,0.299,0.094,0.0,8.637,2.432,0.061,,0.039,8.9,0.022,676,2.8,0.17,1.368,2.8,0.17,1.368,0,,,0.000,32.08,12387,9.102,0.537,0.089,1.651,0.194,4.82,0.05,,0.039,0.05,,0.039,1.064,0.006,0.00,2809,0.321,0.327,2809,0.321,0.327,0.044,405.31,22,0.55,1.274,94.0,0.022,742,0.044,0.814,0.006,0.94,8.232,23.3,66,0.039,0.604,0.011,5.87,0.00,0.006,,,,0.310,1274.0,0.039,0.00,0.011,,2.482,953,3025.4,2.809,19.89,0.332,0.044,,0.00,1285,670.0,0.000,0.299,67.31,50,0.759,0.039,72.6,,,,1.091,3.584,327.0,,,,,,,90.86,0.000,,33.0,,7.396,2.399,,1.368,1.524,,0.028,,,,7.695,0.787,0.0,0.017,0.055,0.366,,,,0.17,0.604,0.011,0.0,0.039
80,"""36046""","Restaurant, Italian, spaghetti with pomodoro sauce (no meat)",510.0,1.0 serving,1.867,2.693,4.64,9.28,0.367,1.158,0.0,,,0.383,4.13,0.842,0.408,0.000,,1.17,0.036,0.071,0.0,6.671,1.214,0.010,,0.0,8.7,0.010,673,0.0,0.10,0.607,0.0,0.10,0.607,,,,0.000,19.89,9547,5.926,0.377,0.01,0.362,0.393,4.64,0.0,,0.010,0.0,,0.010,0.525,0.010,0.00,2213,0.036,0.056,2213,0.036,0.056,0.01,385.36,10,1.68,0.525,76.0,0.000,612,0.015,0.627,0.000,,4.723,20.4,51,0.01,0.428,0.020,4.54,0.10,0.000,,,,0.061,974.0,0.010,0.00,,,2.28,714,2407.2,1.969,9.64,0.061,0.01,,0.00,1030,530.0,0.005,0.204,61.61,0,0.433,0.041,51.5,,,,0.607,1.321,224.0,,,,,,,90.63,0.000,,0.0,,4.544,2.264,,0.954,0.785,,0.010,,,,4.58,0.377,0.0,,0.0,0.041,,,,0.0,0.291,,0.0,0.010
81,"""36415""","Restaurant, Latino, arepa (unleavened cornmeal bread)",98.0,1.0 piece,2.844,0.969,0.00,0.85,0.069,0.658,0.076,0.002,,0.064,0.28,0.270,0.223,0.000,,0.08,0.093,0.019,0.001,1.076,0.356,0.010,,0.003,2.5,0.000,4,1.0,0.15,0.335,1.0,0.15,0.335,59,,,,,,0.87,0.029,0.027,0.473,0.065,0.00,0.033,,0.005,0.033,,0.005,0.189,0.002,0.40,898,0.107,0.396,898,0.107,0.396,0.046,49.78,0,0.62,0.165,87.0,0.015,7,0.043,0.041,0.003,0.00,1.484,3.4,60,0.121,0.105,0.006,1.17,0.36,0.000,,,,0.069,265.0,0.098,0.00,0.003,,0.881,86,0.2,0.498,5.27,0.082,0.046,,0.32,209,215.0,0.000,0.047,,5,0.151,0.013,6.0,,,,0.203,1.423,115.0,,,,,,,36.4,0.000,,0.0,,1.245,0.808,,0.198,0.207,,0.110,,,,1.338,0.163,,0.005,0.007,0.154,,,,0.36,0.128,0.049,0.0,0.026
82,"""36405""","Restaurant, Latino, Arroz con frijoles negros (rice and black beans)",461.0,1.0 serving,3.361,7.178,2.12,3.96,0.562,1.687,0.0,0.005,,1.102,2.17,1.199,1.176,0.000,,0.0,0.143,0.055,0.0,3.522,2.397,0.000,,0.005,15.7,0.000,,0.0,,0.977,0.0,,0.977,,,,,,,4.688,0.742,0.037,0.811,1.102,1.84,0.018,,0.005,0.018,,0.005,0.881,,0.00,2909,,0.152,2909,,0.152,0.065,301.82,,10.42,0.830,171.0,0.009,,0.018,0.097,0.000,,4.098,47.5,,0.023,0.286,0.041,7.51,2.58,0.000,,,,0.083,1936.0,,0.00,,,6.053,1033,,0.756,17.75,0.092,0.065,,0.00,,,,0.267,85.61,,0.687,0.046,22.1,,,,0.927,2.134,401.0,,,,,,,112.48,0.000,,,,,5.975,,1.212,1.489,,0.074,,,,3.932,0.585,0.0,0.005,0.009,0.217,,,,0.0,0.318,,0.0,0.014
83,"""36407""","Restaurant, Latino, Arroz con grandules (rice and pigeonpeas)",653.0,1.0 serving,4.982,15.15,,,,,0.0,,,1.626,4.44,1.110,0.784,0.000,,0.0,0.013,0.131,0.0,5.485,2.024,0.000,,0.007,9.1,0.000,,0.0,0.33,1.110,0.0,0.33,1.110,,,,,,,3.461,0.823,0.026,1.123,1.626,,0.0,,,0.0,,,0.718,0.000,,4969,0.013,0.078,4969,0.013,0.078,0.072,384.42,,19.79,0.914,52.0,0.000,,0.007,0.098,0.000,,6.563,82.3,,0.0,0.261,0.085,12.41,6.60,0.000,,,,0.033,3807.0,,,,,13.517,549,,0.718,32.52,0.033,0.072,,,,,,0.327,185.45,,0.653,0.098,,,,,0.849,3.337,353.0,,,,,,,200.8,0.000,,,,,13.432,,1.567,1.633,,0.189,,,,6.399,0.588,0.0,,0.0,0.085,,,,1.24,0.457,0.000,,
84,"""36406""","Restaurant, Latino, Arroz con habichuelas colorados (Rice And Red Beans)",590.0,1.0 serving,2.962,9.316,0.41,0.89,0.254,1.770,0.0,0.006,,1.327,1.36,1.192,1.215,0.000,,0.0,0.012,0.083,0.0,3.705,2.519,0.000,,0.012,15.3,0.000,,0.0,,1.050,0.0,,1.050,,,,,,,4.797,0.82,0.018,0.649,1.327,0.41,0.0,,,0.0,,,0.885,,0.00,3505,0.012,0.047,3505,0.012,0.047,0.065,396.89,,8.73,0.938,88.0,0.000,,0.006,0.088,0.000,,4.077,46.0,,0.0,0.277,0.053,9.26,2.36,0.000,,,,0.024,2183.0,,0.00,,,7.965,1145,,1.05,20.41,0.024,0.065,,0.00,,,,0.301,115.82,,0.56,0.053,33.0,,,,0.938,2.053,442.0,,,,,,,140.07,0.000,,,,,7.894,,1.298,1.44,,0.059,,,,3.965,0.661,0.0,0.000,0.012,0.071,,,,0.47,0.389,0.000,0.0,0.006
85,"""36404""","Restaurant, Latino, arroz con leche (rice pudding)",283.0,1.0 serving,5.374,1.254,2.07,43.19,0.071,0.812,0.099,0.003,,0.108,0.59,0.473,0.951,0.000,,0.0,0.308,0.023,0.0,1.794,0.733,0.000,,0.003,1.4,0.000,,,,,,,,,,,,,,0.877,0.088,0.04,0.948,0.11,1.25,0.048,,0.008,0.048,,0.008,0.354,0.003,0.00,1726,0.328,0.696,1726,0.328,0.696,0.082,190.71,,3.79,0.238,255.0,0.020,,0.059,0.275,0.000,0.23,2.881,,,0.478,0.071,0.008,2.24,1.33,0.000,,,,0.099,300.0,0.133,0.00,0.006,,1.118,402,,0.826,10.44,0.119,0.082,,29.63,,,,0.238,24.42,23,0.436,0.02,10.5,,,,0.447,2.587,235.0,,,,,,,70.52,0.000,,,,,0.999,,1.500,0.461,,0.209,,,,2.694,0.308,,,0.008,0.41,,,,0.08,0.212,0.088,10.24,0.034
86,"""36413""","Restaurant, Latino, black bean soup",246.0,1.0 cup,1.316,1.936,0.86,2.19,0.148,0.785,0.01,0.002,,0.531,0.17,0.391,0.659,0.000,,0.0,,0.025,0.0,1.779,0.945,0.007,,0.005,12.1,0.000,,1.0,0.02,0.859,1.0,0.02,0.859,2,,,,,,1.661,0.396,0.012,0.268,0.531,0.00,0.005,,0.002,0.005,,0.002,0.423,,0.00,1058,0.027,0.057,1058,0.027,0.057,0.017,186.74,,4.38,1.424,103.0,0.002,,0.007,0.062,0.002,0.00,2.546,14.8,2,0.015,0.236,,4.01,0.34,0.000,,,,0.049,765.0,0.015,0.00,0.002,,1.375,836,1.2,0.893,6.32,0.052,0.017,,1.33,5,253.0,0.000,0.093,19.34,2,0.32,0.02,22.4,,,,0.396,0.859,268.0,,,,,,,36.38,0.000,,,,,1.353,,0.418,0.856,,0.017,,,,2.455,0.214,,0.002,0.017,0.044,,,,0.02,0.239,0.010,0.0,0.005
87,"""36416""","Restaurant, Latino, bunuelos (fried yeast bread)",70.0,1.0 piece,4.784,4.963,1.67,8.57,0.079,0.442,0.034,0.005,,0.471,0.69,0.267,0.232,0.004,,0.08,0.393,0.110,0.0,1.607,0.316,0.027,,0.033,1.1,0.004,,1.5,0.01,0.176,1.5,0.01,0.176,,,,,,,1.377,0.029,0.043,1.412,0.474,1.54,0.017,,0.011,0.017,,0.011,0.176,0.003,0.24,1354,0.405,0.256,1354,0.405,0.256,0.14,10.71,,3.93,0.157,150.0,0.010,,0.025,0.1,0.005,,6.59,18.1,,0.057,0.044,0.035,1.31,1.45,0.005,,,,0.153,293.0,0.047,0.00,0.004,,4.411,73,11.1,0.577,18.37,0.162,0.14,,5.13,,,,0.064,22.68,,0.156,0.055,7.5,,,,0.218,2.722,110.0,,,,,,,34.0,0.001,,,,,4.244,,0.240,0.211,,0.053,,,,6.266,0.133,7.8,0.007,0.018,0.545,,,,0.01,0.113,0.029,0.0,0.026
88,"""36401""","Restaurant, Latino, chicken and rice, entree, prepared",141.0,1.0 cup,1.552,2.205,0.30,0.78,0.147,1.316,0.0,0.010,,0.162,0.70,0.725,1.304,0.001,,0.0,0.059,0.023,0.0,2.649,1.564,0.010,,0.007,1.7,0.000,,6.8,0.01,0.959,6.8,0.01,0.959,,,,,,,7.837,0.107,0.007,0.336,0.171,0.30,0.007,,0.014,0.007,,0.014,0.702,0.008,0.00,1025,0.061,0.031,1025,0.061,0.031,0.024,86.18,,1.54,0.825,25.0,0.001,,0.004,0.079,0.001,0.23,2.537,5.6,,0.003,0.248,0.008,2.5,0.49,0.001,,,,0.227,730.0,,0.00,0.004,,1.949,259,,0.719,7.13,0.228,0.024,,0.18,,,,0.223,25.04,51,0.492,0.013,20.4,,,,0.774,1.134,172.0,,,,,,,28.24,0.000,,,,,1.918,,1.356,1.122,,0.010,,,,2.264,0.561,0.6,0.014,0.044,0.085,,,,0.14,0.431,0.000,0.0,0.007
89,"""36403""","Restaurant, Latino, empanadas, beef, prepared",89.0,1.0 piece,4.589,3.799,0.34,1.64,0.247,0.797,0.0,0.007,10,0.268,0.65,0.441,0.546,0.001,,0.0,0.598,0.073,0.0,2.262,0.730,0.001,,0.04,1.8,0.006,155,2.3,0.06,0.514,2.3,0.06,0.514,9,,0,,,,4.15,0.086,0.06,1.491,0.271,0.36,0.027,61,0.018,0.027,61,0.018,0.368,0.003,0.94,1249,0.611,0.17,1249,0.611,0.17,0.125,33.38,29,2.24,0.506,18.0,0.012,65,0.019,0.169,0.002,0.68,6.338,5.4,16,0.008,0.132,0.018,1.45,0.89,0.001,,,,0.258,392.0,0.000,,0.007,0.0,3.425,169,,0.761,16.35,0.27,0.125,,0.00,163,298.0,0.003,0.105,23.26,23,0.272,0.035,22.1,30.0,0.238,40.0,0.41,2.761,92.0,0.0,27.0,0.404,0.0,27.0,0.404,27.76,0.000,,0.0,6,5.367,3.262,,0.436,0.514,,0.019,0.2,0.455,19.0,5.966,0.275,5.1,0.011,0.026,0.735,0.0,,0.6,0.06,0.184,0.000,0.0,0.037
90,"""36408""","Restaurant, Latino, pupusas con frijoles (pupusas, bean)",126.0,1.0 piece,2.757,3.663,0.28,1.64,0.097,0.662,0.003,0.005,,0.415,0.45,0.365,0.369,0.003,,0.03,0.044,0.071,0.0,1.221,0.684,0.019,,0.034,7.3,0.005,,1.0,0.14,0.365,1.0,0.14,0.365,,,,,,,1.092,0.178,0.026,0.765,0.417,0.00,0.004,,0.011,0.004,,0.011,0.267,0.001,0.40,1210,0.048,0.087,1210,0.048,0.087,0.024,65.72,,5.2,0.263,64.0,0.003,,0.006,0.038,0.004,,3.762,9.3,,0.009,0.217,0.015,2.19,0.83,0.003,,,,0.129,384.0,0.005,0.00,0.004,,3.17,384,1.0,0.378,11.35,0.131,0.024,,0.96,,,,0.069,29.71,,0.174,0.029,8.8,,,,0.276,1.785,181.0,,,,,,,39.68,0.001,,,,,3.135,,0.382,0.369,,0.010,,,,3.533,0.207,,0.005,0.014,0.072,,,,0.34,0.126,0.004,0.0,0.013
91,"""36409""","Restaurant, Latino, pupusas con queso (pupusas, cheese)",117.0,1.0 piece,7.580,1.819,0.23,1.4,0.049,1.509,0.221,0.005,4,0.109,0.51,0.731,1.018,0.001,,0.01,0.296,0.035,0.001,3.223,1.044,0.028,,0.009,3.4,0.002,2,3.4,0.15,0.537,3.4,0.15,0.537,102,,0,,,,0.565,0.043,0.08,1.457,0.115,0.27,0.088,4,0.018,0.088,4,0.018,0.536,0.005,0.41,1252,0.333,1.127,1252,0.333,1.127,0.087,58.92,1,1.72,0.312,380.0,0.037,21,0.119,0.149,0.007,0.53,3.991,2.0,104,0.347,0.174,0.013,2.66,0.16,0.001,,,,0.198,468.0,0.270,0.21,0.009,0.0,1.63,140,0.7,1.503,15.5,0.235,0.087,,0.28,376,300.0,0.001,0.178,21.17,37,0.557,0.029,17.6,0.0,0.146,4.0,0.661,3.449,317.0,0.0,19.8,0.814,0.0,19.8,0.814,26.2,0.000,,0.0,56,3.305,1.473,,0.394,0.564,,0.315,1.4,0.867,42.0,3.602,0.431,,0.016,0.023,0.42,0.0,0.01,,0.36,0.405,0.137,0.0,0.071
92,"""36410""","Restaurant, Latino, pupusas del cerdo (pupusas, pork)",122.0,1.0 piece,3.863,2.69,0.40,1.77,0.101,1.191,0.009,0.015,5,0.106,0.43,0.565,0.956,0.002,,0.01,0.073,0.084,0.0,2.291,1.208,0.035,,0.055,3.2,0.009,32,3.5,0.10,0.822,3.5,0.10,0.822,10,,0,,,,2.895,0.079,0.038,1.121,0.11,0.41,0.006,5,0.021,0.006,5,0.021,0.561,0.004,0.48,1185,0.078,0.163,1185,0.078,0.163,0.023,64.81,0,1.56,0.695,60.0,0.005,43,0.011,0.106,0.005,0.34,4.836,1.3,12,0.021,0.281,0.009,2.33,0.10,0.002,,,,0.237,520.0,0.011,,0.007,0.0,2.423,311,7.4,0.778,12.72,0.242,0.023,,0.46,102,283.0,0.001,0.148,23.16,35,0.362,0.024,21.7,0.0,0.194,5.0,0.556,2.422,198.0,0.0,46.8,0.565,0.0,46.8,0.565,28.08,0.000,,0.0,34,4.393,2.379,,0.781,0.816,,0.021,0.9,0.648,46.0,4.466,0.432,,0.012,0.051,0.101,0.0,0.01,0.1,0.32,0.327,0.007,0.0,0.021
93,"""36411""","Restaurant, Latino, tamale, corn",166.0,1.0 piece,4.364,2.57,0.95,12.32,0.071,0.647,0.038,0.002,2,0.169,0.75,0.259,0.246,0.002,,0.05,0.505,0.042,0.0,1.130,0.438,0.020,,0.005,5.3,0.000,241,1.5,0.51,0.383,1.5,0.51,0.383,,,0,,,,2.186,0.046,0.042,0.938,0.169,1.01,0.025,2,0.003,0.025,2,0.003,0.209,0.002,0.00,1288,0.518,0.264,1288,0.518,0.264,0.088,101.79,7,4.37,0.178,40.0,0.012,38,0.03,0.088,0.002,0.00,4.045,9.0,3,0.063,0.292,0.020,2.17,0.91,0.003,,,,0.090,460.0,0.051,,0.002,0.0,2.382,309,2.8,0.485,11.97,0.101,0.088,,10.34,71,309.0,0.000,0.056,22.96,28,0.181,0.037,4.2,0.0,0.355,2.0,0.212,2.792,154.0,0.0,40.2,0.299,0.0,40.2,0.299,44.29,0.002,,2.0,30,3.35,2.273,,0.569,0.212,,0.055,0.7,0.289,48.0,3.855,0.153,4.6,0.003,0.007,0.606,0.0,0.03,0.3,0.83,0.111,0.025,0.0,0.022
94,"""36412""","Restaurant, Latino, tamale, pork",142.0,1.0 piece,3.823,2.914,0.30,0.65,0.057,0.797,0.001,0.014,13,0.141,0.75,0.376,0.704,0.001,,0.0,0.055,0.078,0.0,1.664,0.889,0.031,,0.054,3.4,0.007,156,4.1,0.09,0.562,4.1,0.09,0.562,1,,0,,,,1.839,0.071,0.036,1.16,0.145,0.00,0.004,85,0.020,0.004,85,0.020,0.399,0.004,0.00,1032,0.060,0.139,1032,0.060,0.139,0.021,93.76,82,5.86,0.446,106.0,0.004,160,0.007,0.071,0.003,0.16,4.606,7.2,17,0.013,0.187,0.009,2.58,0.53,0.001,,,,0.210,672.0,0.004,,0.007,0.0,2.618,216,,0.48,12.84,0.214,0.021,,0.34,338,247.0,0.001,0.095,17.79,28,0.274,0.026,13.9,43.0,0.264,55.0,0.391,2.404,170.0,0.0,12.5,0.392,0.0,12.5,0.392,22.36,0.000,,0.0,18,4.22,2.58,,0.518,0.569,,0.013,0.4,0.447,37.0,4.276,0.281,,0.011,0.048,0.082,0.0,0.10,23.3,0.18,0.267,0.004,0.0,0.016
95,"""36414""","Restaurant, Latino, tripe soup",200.0,1.0 cup,2.090,0.62,,,,,0.0,0.008,,0.046,0.76,0.536,0.904,0.002,,0.02,0.170,0.018,0.0,2.442,1.298,0.048,,0.004,,,,4.8,0.08,1.180,4.8,0.08,1.180,0,,,,,,1.046,0.044,0.07,0.724,0.048,,0.022,,0.012,0.022,,0.012,0.582,0.000,,618,0.188,0.128,618,0.188,0.128,0.034,166.82,,0.32,1.956,44.0,0.018,,0.028,0.04,0.006,0.90,2.248,4.6,0,0.006,0.076,,2.66,0.02,0.002,,,,0.144,822.0,0.004,,,,0.472,162,0.8,1.228,5.16,0.162,0.034,,,0,148.0,,0.128,,118,0.44,0.01,11.2,,,,0.542,1.104,84.0,,,,,,,8.14,0.000,,,,,0.412,,0.266,1.176,,0.006,,,,1.996,0.294,,0.010,0.044,0.222,,,,0.1,0.328,0.002,,
96,"""36050""","Restaurant, Mexican, cheese enchilada",244.0,1.0 serving serving size varied from 1 to 3 enchiladas,20.411,6.7,1.34,6.34,0.154,2.752,0.517,0.007,,0.6,3.12,1.471,2.23,0.000,,0.02,0.959,0.095,0.0,6.051,1.923,0.068,,0.012,4.6,0.002,349,,,,,,,454,,,0.000,27.43,2001,1.53,0.134,0.205,3.953,0.639,1.73,0.285,,0.037,0.285,,0.037,1.02,0.037,1.00,2786,1.057,2.957,2786,1.057,2.957,0.261,127.81,142,6.1,0.605,766.0,0.098,466,0.312,0.544,0.010,2.10,11.434,,500,0.92,0.298,0.049,5.98,1.27,0.000,,,,0.434,1288.0,0.617,0.00,0.017,,5.922,342,,3.867,45.07,0.532,0.259,,0.51,2411,666.0,0.000,0.368,26.60,102,1.305,0.083,38.6,,,,1.269,9.648,654.0,,,,,,,37.7,0.000,,0.0,,9.496,5.5,,0.810,1.115,,0.805,,,,10.453,0.747,,0.034,0.056,1.318,,,,0.1,0.747,0.329,1.76,0.166
97,"""36052""","Restaurant, Mexican, cheese quesadilla",205.0,1.0 serving serving size varied on diameter and count of quesadila,23.696,4.041,0.47,4.53,0.457,2.905,0.582,0.008,,0.32,1.25,1.687,2.282,0.002,,0.12,1.503,0.090,0.0,8.050,1.974,0.068,,0.008,3.5,0.002,,,,,,,,318,,,0.000,32.66,,4.045,0.141,0.217,4.756,0.338,0.96,0.305,,0.041,0.305,,0.041,1.097,0.012,2.15,3155,1.611,3.303,3155,1.611,3.303,0.346,69.19,,2.58,0.756,882.0,0.109,,0.344,0.662,0.010,2.03,13.042,,318,1.048,0.154,0.041,6.4,0.78,0.002,,,,0.445,1437.0,0.689,0.25,0.020,,3.553,209,,5.814,47.31,0.553,0.344,,0.00,1062,754.0,0.000,0.394,38.17,107,1.25,0.086,47.8,,,,1.402,11.33,711.0,,,,,,,49.43,0.000,,,,,3.028,,0.773,1.218,,0.908,,,,12.025,0.812,,0.039,0.061,1.958,,,,0.0,0.789,0.373,0.7,0.180
98,"""36056""","Restaurant, Mexican, cheese tamales",302.0,1.0 serving serving size varied from 1 to 3 tamales,12.029,8.96,1.06,3.71,0.205,2.658,0.148,0.024,,0.607,5.25,1.661,2.144,0.000,,0.03,0.637,0.151,0.0,4.681,2.205,0.045,,0.057,6.6,0.009,308,,,,,,,317,,,0.000,27.15,809,5.823,0.181,0.1,2.836,0.631,1.39,0.094,,0.039,0.094,,0.039,1.117,0.027,0.00,2727,0.670,1.021,2727,0.670,1.021,0.151,178.48,205,9.57,0.997,335.0,0.033,571,0.103,0.399,0.003,0.88,11.542,,374,0.281,0.411,0.042,5.92,1.66,0.000,,,,0.489,1519.0,0.193,0.00,0.012,,8.091,532,,2.537,36.21,0.522,0.151,,0.00,2208,652.0,0.000,0.332,41.86,91,0.906,0.082,36.5,,,,1.208,6.84,486.0,,,,,,,54.27,0.000,,39.0,,10.096,7.876,,1.338,1.48,,0.263,,,,10.733,0.785,,0.030,0.094,0.821,,,,0.27,0.695,0.100,1.24,0.063
99,"""36418""","Restaurant, Mexican, refried beans",148.0,1.0 cup,2.723,3.469,0.00,1.15,0.2,0.798,0.028,0.001,43,0.586,0.67,0.573,0.789,0.000,,0.0,0.105,0.040,0.0,1.437,1.074,0.012,,0.018,11.8,0.001,0,0.7,0.01,0.395,0.7,0.01,0.395,16,,0,,10.23,0,0.722,0.249,0.022,0.67,0.599,0.00,0.015,43,0.004,0.015,43,0.004,0.395,0.013,0.00,963,0.108,0.197,963,0.108,0.197,0.021,100.0,0,5.45,0.410,84.0,0.003,4,0.021,0.164,0.000,0.12,2.714,19.7,16,0.056,0.145,0.021,2.9,1.20,0.000,,,,0.074,556.0,0.044,,,0.0,2.833,595,20.6,0.377,10.02,0.077,0.021,,1.15,62,231.0,0.000,0.105,13.87,7,0.25,0.025,12.4,0.0,0.543,43.0,0.403,1.536,189.0,0.0,82.4,0.573,0.0,82.4,0.573,24.85,0.000,,0.0,1,2.464,2.802,,0.429,0.613,,0.067,0.0,0.428,65.0,2.569,0.290,0.0,0.003,0.012,0.129,0.0,,,0.0,0.121,0.022,0.0,0.010
