,NDB_NO,Description,Weight(g),Measure,"Fatty acids, total saturated (g)","Fatty acids, total polyunsaturated (g)",Fructose (g),"Sugars, total (g)",Thiamin (mg),Leucine (g),6:0 (g),22:4 (g),"Folate, food (µg)","18:3 n-3 c,c,c (ALA) (g)",Vitamin E (alpha-tocopherol) (mg),Phenylalanine (g),Lysine (g),22:1 c (g),"Fluoride, F (µg)","Tocotrienol, beta (mg)",18:1 t (g),20:1 (g),15:1 (g),Glutamic acid (g),Aspartic acid (g),17:1 (g),21:5 (g),"20:2 n-6 c,c (g)","Fiber, total dietary (g)",20:3 n-3 (g),Lutein + zeaxanthin (µg),Menaquinone-4 (µg)_x,"Tocotrienol, alpha (mg)_x",Alanine (g)_x,Menaquinone-4 (µg)_y,"Tocotrienol, alpha (mg)_y",Alanine (g)_y,Retinol (µg),18:1-11 t (18:1t n-7) (g),Caffeine (mg),Hydroxyproline (g),Protein (g),Lycopene (µg),Niacin (mg),"Copper, Cu (mg)",17:0 (g),18:0 (g),18:3 undifferentiated (g),Glucose (dextrose) (g),14:1 (g)_x,"Folate, DFE (µg)_x",20:3 undifferentiated (g)_x,14:1 (g)_y,"Folate, DFE (µg)_y",20:3 undifferentiated (g)_y,Threonine (g),"18:3 n-6 c,c,c (g)",Maltose (g),Energy (kJ)_x,"Fatty acids, total trans-monoenoic (g)_x",14:0 (g)_x,Energy (kJ)_y,"Fatty acids, total trans-monoenoic (g)_y",14:0 (g)_y,"Fatty acids, total trans-polyenoic (g)",Water (g),"Cryptoxanthin, beta (µg)","Tocopherol, gamma (mg)",Glycine (g),"Calcium, Ca (mg)",16:1 t (g),"Carotene, beta (µg)",15:0 (g),Riboflavin (mg),20:5 n-3 (EPA) (g),Vitamin B-12 (µg),"Fatty acids, total monounsaturated (g)",Vitamin K (phylloquinone) (µg),"Vitamin A, RAE (µg)",12:0 (g),Vitamin B-6 (mg),22:0 (g),Ash (g),"Tocopherol, delta (mg)",22:1 undifferentiated (g),Vitamin D3 (cholecalciferol) (µg),24:0 (g),Campesterol (mg),16:1 c (g),"Sodium, Na (mg)",4:0 (g),Galactose (g),22:5 n-3 (DPA) (g),"Alcohol, ethyl (g)",18:2 undifferentiated (g),"Potassium, K (mg)",Betaine (mg),Proline (g),Total lipid (fat) (g),16:1 undifferentiated (g),18:2 t not further defined (g),18:2 i (g),Sucrose (g),"Vitamin A, IU (IU)",Energy (kcal),24:1 c (g),Tryptophan (g),Starch (g),Cholesterol (mg),Tyrosine (g),20:0 (g),"Selenium, Se (µg)",Folic acid (µg),"Manganese, Mn (mg)","Folate, total (µg)",Isoleucine (g),16:0 (g),"Phosphorus, P (mg)","Vitamin B-12, added (µg)_x","Choline, total (mg)_x",Serine (g)_x,"Vitamin B-12, added (µg)_y","Choline, total (mg)_y",Serine (g)_y,"Carbohydrate, by difference (g)",22:1 t (g),"18:2 t,t (g)","Carotene, alpha (µg)",Vitamin D (IU),18:1 c (g),"18:2 n-6 c,c (g)",Stigmasterol (mg),Pantothenic acid (mg),Arginine (g),Vitamin D2 (ergocalciferol) (µg),10:0 (g),Vitamin D (D2 + D3) (µg),Valine (g),"Magnesium, Mg (mg)",18:1 undifferentiated (g),Histidine (g),Dihydrophylloquinone (µg),20:3 n-6 (g),20:4 undifferentiated (g),"Fatty acids, total trans (g)",Theobromine (mg),"Tocotrienol, delta (mg)","Vitamin C, total ascorbic acid (mg)","Tocotrienol, gamma (mg)",Methionine (g),8:0 (g),Lactose (g),18:2 CLAs (g)
204,"""43287""","Dove, cooked (includes squab)",140.0,"1.0 cup, chopped or diced",5.235,3.826,,0.0,0.392,,0.0,,8,,,,,,,,,,,,,,,,,,0,,,,,,,39,,0,,,,10.64,1.068,,1.421,0.134,,,,,,,,,,,1246,,0.122,1246,,0.122,,,,,,,,,,0.49,0.007,0.57,7.647,5.6,39,0.007,0.798,,1.54,,0.000,0.3,,,,,,,,,3.254,358,12.3,,,,,,,133.0,298.0,,,,,,,,0.0,,8,,,,0.0,89.0,,0.0,89.0,,0.0,,,0.0,10,,,,,,,,0.3,,36.0,6.485,,0.0,,,,0.0,,4.1,,,,,
205,"""05143""","Duck, domesticated, liver, raw",44.0,1.0 liver,0.634,0.277,,,,,,,,,,,0.624,,,,,,,,,,,,0.0,,,,,,,,,5273,,,,,,2.86,2.623,,0.277,0.0,,,,,,,,0.367,,,250,,0.004,250,,0.004,,,,,,,,,,0.392,0.000,23.76,0.312,,5273,0.0,0.334,,0.58,,0.000,,,,,,,,,,0.163,101,,0.409,2.04,0.022,,,,17559.0,60.0,,0.116,,227.0,0.29,,29.5,0.0,0.114,325,0.438,0.352,118,,,,,,,1.55,,,,,,,,,0.505,,0.000,,,,0.286,0.219,,,,,,,,,,,,
206,"""05140""","Duck, domesticated, meat and skin, cooked, roasted",140.0,"1.0 cup, chopped or diced",13.538,5.110,,0.0,0.244,2.051,0.0,,8,,,,2.08,,,,,,,,,,,,,,0,,,,,,,88,,0,,,,6.755,0.318,,3.402,0.406,,,,,,,,1.082,,,1974,,0.238,1974,,0.238,,,,,,,,,,0.377,0.000,0.42,18.06,7.1,88,0.056,0.252,,1.15,,0.000,0.1,,,,,,,,,4.704,286,9.8,1.641,39.69,1.554,,,,294.0,472.0,,0.325,,118.0,0.896,,28.0,0.0,0.027,8,1.221,9.520,218,0.0,70.6,1.126,0.0,70.6,1.126,0.0,,,0.0,4,,,,,1.798,,0.000,0.1,1.313,22.0,16.128,0.647,0.0,,,,0.0,,,,,,,
207,"""05139""","Duck, domesticated, meat and skin, raw",85.0,3.0 oz,11.237,4.318,,0.0,0.167,0.765,0.0,,11,,,,0.775,,,,,,,,,,,,,,0,,,,,,,42,,0,,,,3.344,0.201,,2.72,0.331,,,,,,,,0.4,,,1436,,0.212,1436,,0.212,,,,,,,,,,0.178,0.000,0.21,15.887,4.7,42,0.043,0.161,,0.58,,0.000,,,,,,,,,,3.987,178,3.7,0.583,33.44,1.309,,,,143.0,343.0,,0.122,,65.0,0.336,,10.5,0.0,0.014,11,0.456,8.143,118,0.0,26.4,0.415,0.0,26.4,0.415,0.0,,,0.0,22,,,,,0.655,,0.000,0.6,0.487,13.0,14.22,0.241,0.0,,,,0.0,,2.4,,,,,
208,"""05142""","Duck, domesticated, meat only, cooked, roasted",140.0,"1.0 cup, chopped or diced",5.531,2.082,,0.0,0.364,2.776,0.0,,14,,,,2.813,,,,,,,,,,,,,,0,,,,,,,32,,0,,,,7.14,0.323,,1.849,0.204,,,,,,,,1.404,,,1177,,0.073,1177,,0.073,,,,,,,,,,0.658,0.000,0.56,5.401,5.3,32,0.059,0.35,,1.55,,0.000,0.1,,,,,,,,,1.877,353,11.8,1.614,15.68,0.626,,,,108.0,281.0,,0.458,,125.0,1.252,,31.4,0.0,0.027,14,1.688,3.552,284,0.0,91.0,1.414,0.0,91.0,1.414,0.0,,,0.0,6,,,,,2.099,,0.000,0.1,1.719,28.0,4.717,0.868,0.0,,,,0.0,,,,,,,
209,"""05141""","Duck, domesticated, meat only, raw",137.0,1.0 unit (yield from 1 lb ready-to-cook duck),3.178,1.028,,0.0,0.493,2.115,0.0,,34,,,,2.143,,,,,,,,,,,,,,0,,,,,,,33,,0,,,,7.261,0.347,,1.055,0.11,,,,,,,,1.07,,,775,,0.027,775,,0.027,,,,,,,,,,0.616,0.000,0.55,2.11,3.8,33,0.041,0.466,,1.45,,0.000,0.1,,,,,,,,,0.918,371,9.5,1.23,8.15,0.301,,,,108.0,185.0,,0.348,,105.0,0.954,,19.0,0.0,0.026,34,1.286,1.671,278,0.0,73.4,1.078,0.0,73.4,1.078,1.29,,,0.0,4,,,,,1.597,,0.000,0.1,1.310,26.0,1.808,0.662,0.0,,,,0.0,,7.9,,,,,
210,"""05145""","Duck, wild, breast, meat only, raw",73.0,1.0 unit (yield from 1 lb ready-to-cook duck),0.964,0.423,,,,,,,,,,,1.24,,,,,,,,,,,,0.0,,,,,,,,,12,,,,,,2.514,0.241,,0.299,0.051,,,,,,,,0.619,,,376,,0.015,376,,0.015,,,,,,,,,,0.226,0.000,0.55,0.883,,12,0.022,0.46,,0.97,,0.000,,,,,,,,,,0.372,196,,0.712,3.1,0.124,,,,39.0,90.0,,0.201,,56.0,0.552,,10.1,0.0,0.014,18,0.744,0.504,136,,,,,,,0.0,,,,,,,,,0.925,,0.000,,,,0.752,0.383,,,,,,,,,,,,
211,"""05144""","Duck, wild, meat and skin, raw",85.0,3.0 oz,4.284,1.717,,,,,0.0,,18,,,,1.248,,,,,,,,,,,,0.0,,,,,,,,,22,,,,,,2.819,0.265,,1.08,0.145,,,,,,,,0.627,,,751,,0.076,751,,0.076,,,,,,,,,,0.229,0.000,0.55,5.78,,22,0.034,0.451,,0.99,,0.000,,,,,,,,,,1.573,212,,0.76,12.92,0.518,,,,75.0,179.0,,0.201,,68.0,0.552,,10.9,0.0,0.016,18,0.746,2.958,143,,,,,,,0.0,,,,,,,,,0.955,,0.000,,,,5.151,0.386,,,,,,,,,,,,
212,"""05315""","Duck, young duckling, domesticated, White Pekin, breast, meat and skin, boneless, cooked, roasted",56.0,1.0 unit (yield from 1 lb ready-to-cook duck),1.636,0.914,,,,,,,,,,,1.164,,,,,,,,,,,,,,,,,,,,,,,,,,,4.399,,,0.338,0.039,,,,,,,,0.582,,,473,,0.034,473,,0.034,,,,,,,,,,,,,3.04,,,,,,0.64,,,,,,,,,,,,0.838,,,0.668,6.08,0.235,,,,,,,0.189,,76.0,0.518,,14.8,,,,0.698,1.265,,,,,,,,0.0,,,,,,,,,0.867,,,,,,2.766,0.360,,,,,,,,,,,,
213,"""05316""","Duck, young duckling, domesticated, White Pekin, breast, meat only, boneless, cooked without skin, broiled",85.0,3.0 oz,0.491,0.321,,,,,,,,,,,1.989,,,,,,,,,,,,,,,,,,,,,,,,,,,8.797,,,0.13,0.01,,,,,,,,0.994,,,498,,0.009,498,,0.009,,,,,,,,,,,,,0.74,,,,,,1.19,,,,,,,,,,,,0.257,,,1.141,2.12,0.056,,,,,,,0.323,,122.0,0.886,,24.6,,,,1.193,0.353,,,,,,,,0.0,,,,,,,,,1.482,,,,,,0.673,0.615,,,,,,,,,,,,
214,"""05317""","Duck, young duckling, domesticated, White Pekin, leg, meat and skin, bone in, cooked, roasted",92.0,"1.0 leg, bone removed (yield after cooking)",2.737,1.744,,,,,,,,,,,2.087,,,,,,,,,,,,,,,,,,,,,,,,,,,5.308,,,0.558,0.076,,,,,,,,1.043,,,835,,0.063,835,,0.063,,,,,,,,,,,,,5.168,,,,,,0.92,,,,,,,,,,,,1.608,,,1.197,10.49,0.405,,,,,,,0.339,,105.0,0.929,,20.1,,,,1.252,2.116,,,,,,,,0.0,,,,,,,,,1.556,,,,,,4.7,0.646,,,,,,,,,,,,
215,"""05318""","Duck, young duckling, domesticated, White Pekin, leg, meat only, bone in, cooked without skin, braised",85.0,3.0 oz,1.138,0.773,,,,,,,,,,,2.098,,,,,,,,,,,,,,,,,,,,,,,,,,,4.53,,,0.246,0.033,,,,,,,,1.049,,,633,,0.025,633,,0.025,,,,,,,,,,,,,2.241,,,,,,0.94,,,,,,,,,,,,0.694,,,1.203,5.07,0.184,,,,,,,0.34,,89.0,0.934,,18.4,,,,1.259,0.868,,,,,,,,0.0,,,,,,,,,1.563,,,,,,2.029,0.649,,,,,,,,,,,,
216,"""05624""","Emu, fan fillet, cooked, broiled",85.0,1.0 serving ( 3 oz ),0.496,0.270,,0.0,0.297,1.467,,,,,,,1.564,,,,,,0.0,2.595,2.312,0.000,,0.003,,,0,,,,,,,,,0,0.174,26.58,0.0,8.342,0.197,0.003,0.168,0.01,,0.0,8,,0.0,8,,0.762,0.000,,548,,0.006,548,,0.006,,,,,,,,,,0.509,,7.96,0.779,,0,0.0,0.779,0.001,1.1,,,,,,,,,,,,0.202,337,,1.077,1.95,0.063,,,,0.0,131.0,,0.176,,70.0,0.567,0.001,39.2,0.0,0.022,8,0.864,0.318,231,,,,,,,0.0,,,0.0,,,,,,1.196,,0.000,,,,0.71,0.582,,,,,0.0,,,,,,,
217,"""05623""","Emu, fan fillet, raw",85.0,1.0 serving ( 3 oz ),0.171,0.093,,0.0,0.227,1.056,,,,,,,1.125,,,,,,,,,,,,,,0,,,,,,,,,0,0.125,19.12,0.0,6.287,0.179,,0.059,0.003,,0.0,11,,0.0,11,,0.548,,,367,,0.002,367,,0.002,,,,,,,,,,0.383,,5.67,0.271,,0,0.0,0.539,,0.94,,,,,,,,,,,,0.071,255,,0.775,0.68,0.022,,,,0.0,88.0,,0.127,,60.0,0.408,0.000,27.6,0.0,0.025,11,0.621,0.111,201,,,,,,,0.0,,,0.0,,,,,,0.861,,0.000,,,,0.246,0.419,,,,,0.0,,,,,,,
218,"""05625""","Emu, flat fillet, raw",85.0,3.0 oz,0.159,0.087,,0.0,0.208,1.044,,,,,,,1.113,,,,,,0.0,1.846,1.646,0.000,,0.001,,,0,,,,,,,,,0,0.124,18.91,0.0,5.768,0.174,0.001,0.054,0.003,,0.0,10,,0.0,10,,0.542,0.000,,361,,0.002,361,,0.002,,,,,,,,,,0.352,,5.2,0.251,,0,0.0,0.495,,0.79,,,,,,,,,,,,0.065,204,,0.767,0.63,0.020,,,,0.0,87.0,,0.125,,60.0,0.404,0.000,26.8,0.0,0.024,10,0.615,0.102,195,,,,,,,0.0,,,0.0,,,,,,0.851,,0.000,,,,0.229,0.414,,,,,0.0,,,,,,,
219,"""05627""","Emu, full rump, cooked, broiled",85.0,1.0 serving ( 3 oz ),0.74,0.521,,0.0,0.365,1.580,,,,,,,1.684,,,,,,,,,0.004,,0.003,,,0,,,,,,,3,,0,0.187,28.62,0.0,8.984,0.242,0.011,0.185,0.037,,0.004,8,,0.004,8,,0.82,,,598,,0.013,598,,0.013,,,,,,,,,,0.548,0.009,1.87,0.917,,3,,,,1.15,,0.000,,,,,,,,,,0.428,275,,1.159,2.28,0.099,,,,9.0,143.0,,0.189,,110.0,0.61,0.007,44.3,0.0,0.031,8,0.93,0.506,275,,,,,,,0.0,,,0.0,,,,,,1.289,,,,,,0.789,0.626,,,,,0.0,,,,,,,
220,"""05626""","Emu, full rump, raw",85.0,3.0 oz,0.381,0.280,,0.0,0.306,1.071,,,,,,,1.142,,,,,,,,,0.003,,0.001,,,0,,,,,,,3,,0,0.127,19.41,0.0,6.378,0.179,0.004,0.088,0.022,,0.003,11,,0.003,11,,0.556,,,399,,0.007,399,,0.007,,,,,,,,,,0.389,0.003,1.9,0.439,,3,,,,0.97,,0.001,,,,,,,,,,0.236,280,,0.786,1.39,0.025,,,,13.0,95.0,,0.128,,72.0,0.414,0.003,27.6,0.0,0.025,11,0.631,0.274,201,,,,,,,0.0,,,0.0,,,,,,0.873,,,,,,0.403,0.425,,,,,0.0,,,,,,,
221,"""05622""","Emu, ground, cooked, pan-broiled",109.0,1.0 patty (yield from 135.8 g raw meat),1.354,0.738,,0.0,0.347,1.711,0.0,,10,,,,1.824,,,,,,0.0,3.026,2.697,0.001,,0.009,,,0,,,,,,,,,0,0.203,30.99,0.0,9.728,0.259,0.007,0.459,0.028,,0.0,10,,0.0,10,,0.888,0.000,,744,,0.016,744,,0.016,,,,,,,,,,0.594,0.000,9.29,2.129,3.9,0,0.0,0.908,0.001,1.28,,0.000,,,,,,,,,,0.553,409,,1.256,5.07,0.173,,,,0.0,178.0,,0.205,,95.0,0.662,0.002,47.4,0.0,0.033,10,1.007,0.869,293,,,,,,,0.0,,,0.0,,,,,,1.395,,0.000,,,,1.939,0.679,,,,,0.0,,,,,,,
222,"""05621""","Emu, ground, raw",117.0,1.0 patty,1.196,0.652,,0.0,0.316,1.471,,,,,,,1.568,,,,,,0.0,2.601,2.318,0.001,,0.008,,,0,,,,,,,,,0,0.174,26.64,0.0,8.757,0.233,0.006,0.405,0.026,,0.0,15,,0.0,15,,0.764,0.000,,654,,0.014,654,,0.014,,,,,,,,,,0.535,,7.9,1.88,,0,0.0,0.751,0.001,1.17,,,,,,,,,,,,0.488,374,,1.08,4.72,0.153,,,,0.0,157.0,,0.176,,81.0,0.569,0.001,35.7,0.0,0.032,15,0.866,0.768,260,,,,,,,0.0,,,0.0,,,,,,1.199,,0.000,,,,1.713,0.584,,,,,0.0,,,,,,,
223,"""05628""","Emu, inside drum, raw",85.0,3.0 oz,0.328,0.218,,0.0,0.357,1.042,,,,,,,1.111,,,,,,,,,,,0.001,,,0,,,,,,,4,,0,0.123,18.89,0.0,6.208,0.174,0.002,0.081,0.016,,0.002,10,,0.002,10,,0.541,,,385,,0.005,385,,0.005,,,,,,,,,,0.379,0.002,1.92,0.452,,4,,,,0.98,,0.000,,,,,,,,,,0.182,270,,0.765,1.27,0.048,,,,14.0,92.0,,0.125,,57.0,0.403,0.000,26.7,0.0,0.024,10,0.614,0.235,195,,,,,,,0.0,,,0.0,,,,,,0.85,,,,,,0.398,0.413,,,,,0.0,,,,,,,
224,"""05629""","Emu, inside drums, cooked, broiled",85.0,1.0 serving ( 3 oz ),0.556,0.347,,0.0,0.349,1.520,,,,,,,1.619,,,,,,,,,0.003,,0.002,,,0,,,,,,,3,,0,0.18,27.52,0.0,8.639,0.231,0.009,0.144,0.023,,0.003,8,,0.003,8,,0.789,,,556,,0.007,556,,0.007,,,,,,,,,,0.528,0.003,2.04,0.73,,3,,,,1.1,,0.000,,,,,,,,,,0.286,265,,1.115,1.71,0.076,,,,8.0,133.0,,0.182,,77.0,0.587,0.005,42.2,0.0,0.029,8,0.894,0.379,261,,,,,,,0.0,,,0.0,,,,,,1.238,,,,,,0.631,0.603,,,,,0.0,,,,,,,
225,"""05630""","Emu, outside drum, raw",85.0,3.0 oz,0.104,0.060,,0.0,0.219,1.083,,,,,,,1.154,,,,,,0.0,1.915,1.707,0.000,,0.001,,,0,,,,,,,,,0,0.128,19.62,0.0,6.158,0.169,0.001,0.035,0.003,,0.0,6,,0.0,6,,0.563,0.000,,366,,0.001,366,,0.001,,,,,,,,,,0.376,,5.88,0.172,,0,0.0,0.575,,0.85,,,,,,,,,,,,0.043,272,,0.795,0.41,0.014,,,,0.0,88.0,,0.13,,66.0,0.418,0.000,30.9,0.0,0.021,6,0.637,0.066,191,,,,,,,0.0,,,0.0,,,,,,0.883,,0.000,,,,0.148,0.429,,,,,0.0,,,,,,,
226,"""05631""","Emu, oyster, raw",85.0,3.0 oz,1.046,0.570,,0.0,0.230,1.070,,,,,,,1.141,,,,,,0.0,1.893,1.687,0.001,,0.007,,,0,,,,,,,,,0,0.127,19.39,0.0,6.374,0.165,0.005,0.354,0.022,,0.0,11,,0.0,11,,0.556,0.000,,502,,0.013,502,,0.013,,,,,,,,,,0.389,,5.75,1.646,,0,0.0,0.547,0.001,0.81,,,,,,,,,,,,0.428,212,,0.785,4.13,0.133,,,,0.0,120.0,,0.128,,69.0,0.414,0.002,25.3,0.0,0.023,11,0.63,0.672,184,,,,,,,0.0,,,0.0,,,,,,0.873,,0.000,,,,1.499,0.424,,,,,0.0,,,,,,,
227,"""05632""","Emu, top loin, cooked, broiled",85.0,1.0 serving ( 3 oz ),0.675,0.368,,0.0,0.276,1.364,,,,,,,1.454,,,,,,0.0,2.412,2.150,0.001,,0.004,,,0,,,,,,,,,0,0.161,24.71,0.0,7.755,0.238,0.003,0.229,0.014,,0.0,8,,0.0,8,,0.708,0.000,,542,,0.009,542,,0.009,,,,,,,,,,0.473,,7.4,1.062,,0,0.0,0.724,0.001,1.08,,,,,,,,,,,,0.275,318,,1.001,2.66,0.086,,,,0.0,129.0,,0.163,,75.0,0.527,0.001,37.0,0.0,0.026,8,0.803,0.433,233,,,,,,,0.0,,,0.0,,,,,,1.112,,0.000,,,,0.966,0.541,,,,,0.0,,,,,,,
228,"""05147""","Goose, domesticated, meat and skin, cooked, roasted",140.0,"1.0 cup, chopped or diced",9.618,3.528,,0.0,0.108,2.953,0.0,,3,,,,2.783,,,,,,,,,,,,,,0,,,,,,,29,,0,,,,5.835,0.370,,2.534,0.252,,,,,,,,1.572,,,1786,,0.154,1786,,0.154,,,,,,,,,,0.452,0.000,0.57,14.35,7.1,29,0.056,0.518,,1.36,,0.000,0.1,,,,,,,,,3.136,461,12.9,1.702,30.69,0.952,,,,98.0,427.0,,0.465,,127.0,1.127,,30.5,0.0,0.032,3,1.656,6.342,378,0.0,93.1,1.403,0.0,93.1,1.403,0.0,,,0.0,4,,,,,2.192,,0.000,0.1,1.725,31.0,13.328,0.980,0.0,,,,0.0,,,,,,,
229,"""05146""","Goose, domesticated, meat and skin, raw",85.0,3.0 oz,8.313,3.196,,,,,0.0,,3,,,,1.066,,,,,,,,,,,,0.0,,,,,,,,,14,,,,,,3.067,0.230,,1.981,0.178,,,,,,,,0.602,,,1319,,0.145,1319,,0.145,,,,,,,,,,0.208,0.000,0.29,15.104,,14,0.025,0.331,,0.74,,0.000,,,,,,,,,,2.839,262,,0.651,28.58,0.833,,,,47.0,315.0,,0.176,,68.0,0.432,,12.2,0.0,0.017,3,0.634,5.907,199,,,,,,,0.0,,,,,,,,,0.839,,0.000,,,,14.178,0.376,,,,,,,,,,,,
230,"""05149""","Goose, domesticated, meat only, cooked, roasted",143.0,1.0 unit (yield from 1 lb ready-to-cook goose),6.521,2.202,,,,,,,,,,,3.546,,,,,,,,,,,,0.0,,,,,,,,,17,,,,,,5.836,0.395,,2.002,0.214,,,,,,,,1.77,,,1424,,0.072,1424,,0.072,,,,,,,,,,0.558,0.000,0.7,6.206,,17,0.057,0.672,,1.63,,0.000,,,,,,,,,,1.959,555,,2.035,18.12,0.629,,,,57.0,340.0,,0.576,,137.0,1.577,,36.5,0.0,0.034,17,2.128,3.732,442,,,,,,,0.0,,,,,,,,,2.644,,0.000,,,,5.548,1.094,,,,,,,,,,,,
231,"""05148""","Goose, domesticated, meat only, raw",85.0,3.0 oz,2.372,0.765,,,,,,,,,,,1.655,,,,,,,,,,,,0.0,,,,,,,,,10,,,,,,3.636,0.260,,0.782,0.085,,,,,,,,0.826,,,573,,0.025,573,,0.025,,,,,,,,,,0.32,0.000,0.42,1.573,,10,0.025,0.544,,0.94,,0.000,,,,,,,,,,0.68,357,,0.949,6.06,0.230,,,,34.0,137.0,,0.269,,71.0,0.736,,14.3,0.0,0.020,26,0.993,1.250,265,,,,,,,0.0,,,,,,,,,1.234,,0.000,,,,1.343,0.511,,,,,,,,,,,,
232,"""05150""","Goose, liver, raw",94.0,1.0 liver,1.495,0.244,,,,,,,,,,,1.165,,,,,,,,,,,,0.0,,,,,,,,,8750,,,,,,6.11,7.071,,0.714,0.009,,,,,,,,0.684,,,523,,0.009,523,,0.009,,,,,,,,,,0.838,0.000,50.76,0.761,,8750,0.0,0.714,,1.18,,0.000,,,,,,,,,,0.169,216,,0.763,4.02,0.056,,,,29138.0,125.0,,0.216,,484.0,0.541,,64.0,0.0,,694,0.818,0.752,245,,,,,,,5.94,,,,,,,,,0.943,,0.000,,,,0.696,0.409,,,,,,,,,,,,
233,"""05151""","Guinea hen, meat and skin, raw",85.0,3.0 oz,1.504,1.198,,,,,0.0,,4,,,,1.607,,,,,,,,,,,,0.0,,,,,,,,,24,,,,,,6.517,0.037,,0.315,0.043,,,,,,,,0.819,,,562,,0.043,562,,0.043,,,,,,,,,,0.087,0.009,0.29,2.066,,24,0.009,0.323,,1.06,,0.000,,,,,,,,,,1.011,164,,0.988,5.48,0.289,,,,78.0,134.0,,0.22,,63.0,0.636,,13.9,0.0,0.015,4,0.983,1.105,130,,,,,,,0.0,,,,,,,,,1.255,,0.000,,,,1.7,0.579,,,,,,,,,,,,
234,"""05152""","Guinea hen, meat only, raw",85.0,3.0 oz,0.544,0.501,,,,,,,,,,,1.491,,,,,,,,,,,,0.0,,,,,,,,,10,,,,,,7.465,0.037,,0.153,0.017,,,,,,,,0.741,,,391,,0.017,391,,0.017,,,,,,,,,,0.095,0.009,0.31,0.578,,10,0.009,0.399,,1.06,,0.000,,,,,,,,,,0.34,187,,0.722,2.1,0.076,,,,35.0,94.0,,0.205,,54.0,0.592,,14.9,0.0,0.015,5,0.927,0.357,144,,,,,,,0.0,,,,,,,,,1.058,,0.000,,,,0.484,0.545,,,,,,,,,,,,
235,"""05643""","Ostrich, fan, raw",85.0,1.0 serving ( cooked from 4oz raw),0.807,0.425,,0.0,0.167,1.506,,,,,,,1.637,,,,,,,,,,,,,,0,,,,,,,,,0,0.331,18.54,0.0,4.014,0.116,,0.196,0.025,,,,,,,,0.813,,,416,,0.025,416,,0.025,,,,,,,,,,0.245,,4.22,0.807,,0,,,,0.52,,,,,,,,,,,,0.281,262,,0.966,2.25,0.187,,,,0.0,99.0,,0.165,,62.0,0.603,,29.7,0.0,0.014,7,0.881,0.587,179,,,,,,,0.0,,,0.0,,,,,,1.268,,,,,,0.62,0.466,,,,,0.0,,,,,,,
236,"""05642""","Ostrich, ground, cooked, pan-broiled",93.0,1.0 patty,1.667,0.687,,0.0,0.198,1.976,0.0,,13,,,,2.147,,,,,,0.0,3.728,2.275,,,0.005,,,0,,,,,,,,,0,0.434,24.32,0.0,6.098,0.126,0.011,0.361,0.042,,0.001,13,0.000,0.001,13,0.000,1.067,0.000,,683,,0.037,683,,0.037,,,,,,,,,,0.249,0.000,5.34,2.005,3.3,0,0.0,0.466,,0.77,,0.000,0.1,,,,,,,,,0.587,300,8.5,1.268,6.58,0.318,,,,0.0,163.0,,0.217,,77.0,0.79,0.002,31.2,0.0,0.016,13,1.155,1.245,208,0.0,61.1,0.973,0.0,61.1,0.973,0.0,,,0.0,4,,,,,1.663,,0.000,0.1,1.201,21.0,1.658,0.611,,,,,0.0,,,,,,,
237,"""05641""","Ostrich, ground, raw",109.0,1.0 patty,2.373,0.992,,0.0,0.198,1.791,,,,,,,1.946,,,,,,0.0,3.378,2.061,0.007,,0.008,,,0,,,,,,,,,0,0.393,22.04,0.0,4.771,0.140,,0.52,0.061,,0.002,8,0.000,0.002,8,0.000,0.967,0.000,,752,,0.054,752,,0.054,,,,,,,,,,0.291,,5.02,2.893,,0,0.0,0.518,,0.8,,,,,,,,,,,,0.847,317,,1.149,9.48,0.459,,,,0.0,180.0,,0.196,,77.0,0.716,0.002,36.0,0.0,0.019,8,1.047,1.796,217,,,,,,,0.0,,,0.0,,,,,,1.507,,0.000,,,,2.393,0.554,,,,,0.0,,,,,,,
238,"""05645""","Ostrich, inside leg, cooked",85.0,1.0 serving ( 3 oz ),0.595,0.272,,0.0,0.201,2.003,,,,,,,2.178,,,,,,,,,,,,,,0,,,,,,,,,0,0.44,24.66,0.0,6.183,0.126,,0.212,0.009,,,,,,,,1.081,,,502,,0.009,502,,0.009,,,,,,,,,,0.253,,5.41,0.57,,0,,,,0.65,,,,,,,,,,,,0.153,299,,1.285,1.65,0.111,,,,0.0,120.0,,0.22,,62.0,0.802,,31.0,0.0,0.015,14,1.171,0.374,207,,,,,,,0.0,,,0.0,,,,,,1.686,,,,,,0.459,0.620,,,,,0.0,,,,,,,
239,"""05644""","Ostrich, inside leg, raw",85.0,1.0 serving ( cooked from 4 oz raw ),0.51,0.323,,0.0,0.171,1.546,,,,,,,1.68,,,,,,,,,,,,,,0,,,,,,,,,0,0.34,19.03,0.0,4.12,0.120,,0.161,0.017,,,,,,,,0.835,,,395,,0.009,395,,0.009,,,,,,,,,,0.251,,4.33,0.51,,0,,,,0.52,,,,,,,,,,,,0.187,272,,0.992,1.46,0.102,,,,0.0,94.0,,0.17,,56.0,0.619,,30.9,0.0,0.015,7,0.904,0.340,187,,,,,,,0.0,,,0.0,,,,,,1.301,,,,,,0.408,0.478,,,,,0.0,,,,,,,
