,NDB_NO,Description,Weight(g),Measure,"Fatty acids, total saturated (g)","Fatty acids, total polyunsaturated (g)",Fructose (g),"Sugars, total (g)",Thiamin (mg),Leucine (g),6:0 (g),22:4 (g),"Folate, food (µg)","18:3 n-3 c,c,c (ALA) (g)",Vitamin E (alpha-tocopherol) (mg),Phenylalanine (g),Lysine (g),22:1 c (g),"Fluoride, F (µg)","Tocotrienol, beta (mg)",18:1 t (g),20:1 (g),15:1 (g),Glutamic acid (g),Aspartic acid (g),17:1 (g),21:5 (g),"20:2 n-6 c,c (g)","Fiber, total dietary (g)_x",20:3 n-3 (g)_x,Lutein + zeaxanthin (µg)_x,"Fiber, total dietary (g)_y",20:3 n-3 (g)_y,Lutein + zeaxanthin (µg)_y,"Fiber, total dietary (g)",20:3 n-3 (g),Lutein + zeaxanthin (µg),Retinol (µg),18:1-11 t (18:1t n-7) (g),Caffeine (mg),Hydroxyproline (g),Protein (g),Lycopene (µg),Niacin (mg),"Copper, Cu (mg)",17:0 (g),18:0 (g),18:3 undifferentiated (g),Glucose (dextrose) (g),14:1 (g),"Folate, DFE (µg)",20:3 undifferentiated (g),20:4 n-6 (g),"Vitamin E, added (mg)",22:6 n-3 (DHA) (g),Threonine (g),"18:3 n-6 c,c,c (g)",Maltose (g),Energy (kJ),"Fatty acids, total trans-monoenoic (g)",14:0 (g),Phytosterols (mg),"Iron, Fe (mg)",Cystine (g),"Fatty acids, total trans-polyenoic (g)",Water (g),"Cryptoxanthin, beta (µg)","Tocopherol, gamma (mg)",Glycine (g),"Calcium, Ca (mg)",16:1 t (g),"Carotene, beta (µg)",15:0 (g),Riboflavin (mg),20:5 n-3 (EPA) (g),Vitamin B-12 (µg),"Fatty acids, total monounsaturated (g)",Vitamin K (phylloquinone) (µg),"Vitamin A, RAE (µg)",12:0 (g),Vitamin B-6 (mg),22:0 (g),Ash (g),"Tocopherol, delta (mg)",22:1 undifferentiated (g),Vitamin D3 (cholecalciferol) (µg),24:0 (g),Campesterol (mg),16:1 c (g),"Sodium, Na (mg)",4:0 (g),Galactose (g),22:5 n-3 (DPA) (g),"Alcohol, ethyl (g)",18:2 undifferentiated (g),"Potassium, K (mg)",Betaine (mg),Proline (g),Total lipid (fat) (g),16:1 undifferentiated (g),18:2 t not further defined (g),18:2 i (g),Sucrose (g),"Vitamin A, IU (IU)",Energy (kcal),24:1 c (g),Tryptophan (g),Starch (g),Cholesterol (mg),Tyrosine (g),20:0 (g),"Selenium, Se (µg)",Folic acid (µg),"Manganese, Mn (mg)","Folate, total (µg)",Isoleucine (g),16:0 (g),"Phosphorus, P (mg)","Vitamin B-12, added (µg)_x","Choline, total (mg)_x",Serine (g)_x,"Vitamin B-12, added (µg)_y","Choline, total (mg)_y",Serine (g)_y,"Carbohydrate, by difference (g)",22:1 t (g),"18:2 t,t (g)","Carotene, alpha (µg)",Vitamin D (IU),18:1 c (g),"18:2 n-6 c,c (g)",Stigmasterol (mg),Pantothenic acid (mg),Arginine (g),Vitamin D2 (ergocalciferol) (µg),10:0 (g),Vitamin D (D2 + D3) (µg),Valine (g),"Magnesium, Mg (mg)",18:1 undifferentiated (g),Histidine (g),Dihydrophylloquinone (µg),20:3 n-6 (g),20:4 undifferentiated (g),"Fatty acids, total trans (g)",Theobromine (mg),"Tocotrienol, delta (mg)","Vitamin C, total ascorbic acid (mg)","Tocotrienol, gamma (mg)",Methionine (g),8:0 (g),Lactose (g),18:2 CLAs (g)
116,"""17284""","Lamb, Australian, imported, fresh, separable fat, raw",28.35,1.0 oz,10.023,0.806,,,,,,,,,,,0.157,,,,,,,,,,,,,,,,,,,,,,,,,,,0.497,0.013,0.323,3.994,0.226,,0.034,,,,,,0.076,,,769,,0.834,,,,,,,,,,,,,0.03,,0.30,7.931,,,0.068,0.031,,0.1,,,,,,,,,,,,0.468,32,,0.075,19.52,0.378,,,,,,,0.021,,22,0.06,0.037,1.1,,,,0.086,4.593,20,,,,,,,0.0,,,,,,,,,0.105,,0.040,,,,7.306,0.056,,,,,,,,,,,,
117,"""17329""","Lamb, Australian, imported, fresh, shoulder ,blade, separable lean only, trimmed to 1/8"" fat, cooked, broiled",85.0,3.0 oz,5.384,0.475,,,,,,,,,,,1.789,,,,,,,,,,,,,,,,,,,,,,,,,,,3.991,0.111,0.158,2.028,0.133,,0.018,,,,,,0.865,,,822,,0.414,,,,,,,,,,,,,0.246,,3.03,4.751,,,0.035,0.179,,0.91,,,,,,,,,,,,0.275,268,,0.849,12.22,0.211,,,,,,,0.236,,72,0.681,0.060,7.7,,,,0.979,2.614,160,,,,,,,0.0,,,,,,,,,1.203,,0.016,,,,4.404,0.642,,,,,,,,,,,,
118,"""17323""","Lamb, Australian, imported, fresh, shoulder, arm, separable lean and fat, trimmed to 1/8"" fat, cooked, braised",85.0,3.0 oz,8.242,0.706,,,,,,,,,,,2.23,,,,,,,,,,,,,,,,,,,,,,,,,,,3.714,0.160,0.264,3.274,0.209,,0.029,,,,,,1.079,,,1106,,0.670,,,,,,,,,,,,,0.224,,2.76,6.947,,,0.054,0.173,,0.79,,,,,,,,,,,,0.439,228,,1.058,17.32,0.317,,,,,,,0.295,,90,0.848,0.027,7.8,,,,1.22,3.810,171,,,,,,,0.0,,,,,,,,,1.499,,0.035,,,,6.41,0.800,,,,,,,,,,,,
119,"""17322""","Lamb, Australian, imported, fresh, shoulder, arm, separable lean and fat, trimmed to 1/8"" fat, raw",28.35,1.0 oz,2.587,0.22,,,,,,,,,,,0.427,,,,,,,,,,,,,,,,,,,,,,,,,,,1.132,0.034,0.082,1.02,0.065,,,,,,,,0.207,,,288,,0.213,,,,,,,,,,,,,0.06,,0.74,2.182,,,0.017,0.074,,0.24,,,,,,,,,,,,0.133,80,,0.203,5.36,0.103,,,,,,,0.056,,18,0.162,,1.8,,,,0.234,1.222,48,,,,,,,0.0,,,,,,,,,0.287,,,,,,2.019,0.153,,,,,,,,,,,,
120,"""17325""","Lamb, Australian, imported, fresh, shoulder, arm, separable lean only,   trimmed to 1/8"" fat, cooked, braised",85.0,3.0 oz,3.547,0.424,,,,,,,,,,,2.565,,,,,,,,,,,,,,,,,,,,,,,,,,,3.991,0.183,0.105,1.308,0.115,,0.011,,,,,,1.241,,,847,,0.272,,,,,,,,,,,,,0.246,,3.03,3.536,,,0.022,0.179,,0.88,,,,,,,,,,,,0.252,244,,1.217,8.7,0.157,,,,,,,0.339,,94,0.976,0.010,9.0,,,,1.403,1.770,188,,,,,,,0.0,,,,,,,,,1.724,,0.015,,,,3.27,0.920,,,,,,,,,,,,
121,"""17324""","Lamb, Australian, imported, fresh, shoulder, arm, separable lean only, trimmed to 1/8"" fat, raw",28.35,1.0 oz,0.662,0.077,,,,,,,,,,,0.498,,,,,,,,,,,,,,,,,,,,,,,,,,,1.298,0.039,0.019,0.242,0.022,,,,,,,,0.241,,,162,,0.050,,,,,,,,,,,,,0.068,,0.85,0.687,,,0.004,0.085,,0.27,,,,,,,,,,,,0.045,92,,0.236,1.65,0.031,,,,,,,0.066,,18,0.189,,2.2,,,,0.272,0.340,55,,,,,,,0.0,,,,,,,,,0.335,,,,,,0.636,0.179,,,,,,,,,,,,
122,"""17327""","Lamb, Australian, imported, fresh, shoulder, blade, separable lean and fat, trimmed to 1/8"" fat, cooked, broiled",85.0,3.0 oz,8.934,0.697,,,,,,,,,,,1.63,,,,,,,,,,,,,,,,,,,,,,,,,,,3.765,0.103,0.280,3.522,0.207,,0.034,,,,,,0.789,,,1035,,0.717,,,,,,,,,,,,,0.228,,2.81,7.347,,,0.059,0.174,,0.83,,,,,,,,,,,,0.425,251,,0.774,18.73,0.332,,,,,,,0.216,,71,0.62,0.066,7.0,,,,0.892,4.149,150,,,,,,,0.0,,,,,,,,,1.096,,0.032,,,,6.792,0.585,,,,,,,,,,,,
123,"""17326""","Lamb, Australian, imported, fresh, shoulder, blade, separable lean and fat, trimmed to 1/8"" fat, raw",28.35,1.0 oz,2.92,0.245,,,,,,,,,,,0.413,,,,,,,,,,,,,,,,,,,,,,,,,,,1.135,0.031,0.088,1.151,0.069,,0.009,,,,,,0.2,,,311,,0.236,,,,,,,,,,,,,0.06,,0.74,2.432,,,0.019,0.074,,0.22,,,,,,,,,,,,0.144,74,,0.196,6.03,0.111,,,,,,,0.055,,19,0.157,0.011,2.0,,,,0.226,1.368,43,,,,,,,0.0,,,,,,,,,0.277,,0.011,,,,2.246,0.148,,,,,,,,,,,,
124,"""17328""","Lamb, Australian, imported, fresh, shoulder, blade, separable lean only, trimmed to 1/8"" fat, raw",28.35,1.0 oz,1.101,0.101,,,,,,,,,,,0.478,,,,,,,,,,,,,,,,,,,,,,,,,,,1.298,0.036,0.027,0.423,0.029,,0.002,,,,,,0.231,,,194,,0.083,,,,,,,,,,,,,0.068,,0.85,1.024,,,0.006,0.085,,0.25,,,,,,,,,,,,0.062,84,,0.227,2.58,0.043,,,,,,,0.063,,18,0.182,0.005,2.3,,,,0.262,0.541,48,,,,,,,0.0,,,,,,,,,0.321,,0.003,,,,0.95,0.172,,,,,,,,,,,,
125,"""17319""","Lamb, Australian, imported, fresh, shoulder, whole (arm and blade), separable lean and fat, trimmed to 1/8"" fat, cooked",85.0,3.0 oz,8.775,0.699,,,,,,,,,,,1.771,,,,,,,,,,,,,,,,,,,,,,,,,,,3.753,0.116,0.276,3.465,0.207,,0.031,,,,,,0.856,,,1052,,0.706,,,,,,,,,,,,,0.227,,2.80,7.256,,,0.058,0.173,,0.82,,,,,,,,,,,,0.428,245,,0.841,18.4,0.329,,,,,,,0.234,,76,0.673,0.058,3.8,,,,0.969,4.071,156,,,,,,,0.0,,,,,,,,,1.19,,0.032,,,,6.705,0.635,,,,,,,,,,,,
126,"""17318""","Lamb, Australian, imported, fresh, shoulder, whole (arm and blade), separable lean and fat, trimmed to 1/8"" fat, raw",28.35,1.0 oz,2.809,0.238,,,,,,,,,,,0.418,,,,,,,,,,,,,,,,,,,,,,,,,,,1.134,0.032,0.086,1.107,0.067,,0.007,,,,,,0.202,,,304,,0.228,,,,,,,,,,,,,0.06,,0.74,2.349,,,0.018,0.074,,0.22,,,,,,,,,,,,0.141,76,,0.198,5.8,0.108,,,,,,,0.055,,19,0.159,0.008,0.9,,,,0.229,1.318,44,,,,,,,0.0,,,,,,,,,0.281,,0.008,,,,2.169,0.150,,,,,,,,,,,,
127,"""17320""","Lamb, Australian, imported, fresh, shoulder, whole (arm and blade), separable lean only,   trimmed to 1/8"" fat, raw",28.35,1.0 oz,0.951,0.092,,,,,,,,,,,0.485,,,,,,,,,,,,,,,,,,,,,,,,,,,1.298,0.037,0.025,0.363,0.027,,,,,,,,0.234,,,184,,0.072,,,,,,,,,,,,,0.068,,0.85,0.911,,,0.005,0.085,,0.25,,,,,,,,,,,,0.056,87,,0.23,2.27,0.039,,,,,,,0.064,,18,0.184,,1.1,,,,0.265,0.475,50,,,,,,,0.0,,,,,,,,,0.326,,,,,,0.846,0.174,,,,,,,,,,,,
128,"""17321""","Lamb, Australian, imported, fresh, shoulder, whole (arm and blade), separable lean only, trimmed to 1/8"" fat, cooked",85.0,3.0 oz,4.967,0.464,,,,,,,,,,,1.965,,,,,,,,,,,,,,,,,,,,,,,,,,,3.991,0.128,0.146,1.864,0.129,,0.016,,,,,,0.95,,,829,,0.382,,,,,,,,,,,,,0.246,,3.03,4.474,,,0.032,0.179,,0.9,,,,,,,,,,,,0.27,262,,0.933,11.42,0.198,,,,,,,0.26,,77,0.748,0.048,4.3,,,,1.075,2.422,166,,,,,,,0.0,,,,,,,,,1.321,,0.015,,,,4.146,0.705,,,,,,,,,,,,
129,"""17459""","Lamb, Australian, imported, fresh, tenderloin, boneless, separable lean and fat, trimmed to 1/8"" fat, cooked, roasted",85.0,3.0 oz,1.913,0.464,,0.0,0.163,1.873,0.000,,,0.076,0.65,0.976,2.002,0.000,,,,,0.0,3.504,2.154,,,0.000,,,0,,,0,,,0,2,,0,,,,8.112,0.116,0.054,0.819,0.076,,0.0,,,,,,1.072,0.000,,664,0.169,0.101,,,,0.048,53.02,0,,,,,,,0.483,0.028,2.25,1.765,,2,0.001,0.654,0.000,1.26,,0.000,0.0,,,,,,,,,0.258,196,,1.112,5.97,0.049,0.048,,,5.0,159.0,,0.273,,94,0.82,0.001,8.2,,,,1.092,0.919,144,0.0,,0.932,0.0,,0.932,0.0,,,0.0,,1.547,0.195,,1.033,1.565,0.0,0.001,0.0,1.176,20.0,1.716,0.686,,,,,0.0,,,,,,,
130,"""17460""","Lamb, Australian, imported, fresh, tenderloin, boneless, separable lean and fat, trimmed to 1/8"" fat, raw",113.0,4.0 oz,2.548,0.52,,0.0,0.164,1.874,0.000,,,0.092,0.56,0.976,2.001,0.000,,,,,0.0,3.504,2.154,,,0.000,,,0,,,0,,,0,1,,0,,,,9.485,0.142,0.073,1.024,0.092,,0.001,,0.000,,,,1.072,0.000,,675,0.252,0.157,,,,0.062,81.17,0,,,,,,,0.425,0.028,2.37,2.358,,1,0.002,0.622,0.001,1.22,,0.000,0.0,,,,,,,,,0.294,348,,1.112,6.24,0.069,0.062,,,6.0,162.0,,0.272,,86,0.82,0.001,9.0,,,,1.093,1.261,235,0.0,,0.932,0.0,,0.932,0.0,,,0.0,,2.035,0.208,,0.983,1.565,0.0,0.002,0.0,1.175,29.0,2.287,0.686,,,,,0.0,,,,,,,
131,"""17442""","Lamb, Australian, imported, fresh, tenderloin, boneless, separable lean only, trimmed to 1/8"" fat, cooked, roasted",85.0,3.0 oz,1.771,0.45,,0.0,0.164,1.879,0.000,,,0.074,0.65,0.979,2.008,0.000,,,,,0.0,3.514,2.161,,,0.000,,,0,,,0,,,0,2,,0,,,,8.143,0.116,0.050,0.757,0.074,,0.0,,,,,,1.075,0.000,,655,0.152,0.091,,,,0.043,53.23,0,,,,,,,0.484,0.028,2.27,1.66,,2,0.000,0.656,,1.27,,0.000,,,,,,,,,,0.246,196,,1.115,5.7,0.046,0.043,,,5.0,156.0,,0.274,,94,0.823,0.000,8.3,,,,1.096,0.858,144,0.0,,0.936,0.0,,0.936,0.0,,,0.0,,1.462,0.191,,1.037,1.57,,0.000,,,,1.614,0.689,,,,,0.0,,,,,,,
132,"""17443""","Lamb, Australian, imported, fresh, tenderloin, boneless, separable lean only, trimmed to 1/8"" fat, raw",113.0,4.0 oz,2.098,0.471,,0.0,0.166,1.889,0.000,,,0.084,0.58,0.984,2.018,0.000,,,,,0.0,3.532,2.172,,,0.000,,,0,,,0,,,0,2,,0,,,,9.594,0.145,0.059,0.841,0.084,,0.0,,,,,,1.081,0.000,,644,0.199,0.122,,,,0.046,81.87,0,,,,,,,0.429,0.028,2.42,1.997,,2,0.000,0.628,,1.23,,0.000,0.0,,,,,,,,,0.254,351,,1.121,5.34,0.058,0.046,,,6.0,154.0,,0.275,,86,0.827,0.000,9.2,,,,1.102,1.058,237,0.0,,0.940,0.0,,0.940,0.0,,,0.0,,1.740,0.198,,0.994,1.577,0.0,,0.0,1.185,29.0,1.939,0.692,,,,,0.0,,,,,,,
133,"""17006""","Lamb, composite of trimmed retail cuts, separable fat, trimmed to 1/4"" fat, choice, cooked",85.0,3.0 oz,22.967,3.808,,0.0,0.060,0.803,0.000,,3,,,,0.912,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,6.63,0.075,,7.165,0.952,,,,,,,,0.442,,,2084,,2.193,,,,,,,,,,,,,0.145,0.000,2.00,20.74,3.9,0,0.246,0.034,,0.58,,0.000,0.1,,,,,,,,,2.771,165,6.0,0.433,50.3,1.445,,,,0.0,498.0,,0.121,,97,0.348,,16.0,0,0.003,3,0.498,11.364,97,0.0,46.2,0.384,0.0,46.2,0.384,0.0,,,0.0,2,,,,,0.614,,0.145,0.1,0.558,11.0,18.59,0.327,0.0,,,,0.0,,,,,,,
134,"""17005""","Lamb, composite of trimmed retail cuts, separable fat, trimmed to 1/4"" fat, choice, raw",28.35,1.0 oz,9.14,1.517,,,,,,,,,,,0.166,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,0,,,,,,1.806,0.016,,2.852,0.38,,,,,,,,0.081,,,789,,0.870,,,,,,,,,,,,,0.045,,0.48,8.253,,0,0.096,0.011,,0.1,,,,,,,,,,,,1.103,23,,0.079,20.02,0.576,,,,0.0,189.0,,0.022,,26,0.063,,2.5,0,0.001,1,0.091,4.525,21,,,,,,,0.0,,,,,,,,,0.112,,0.057,,,,7.397,0.060,,,,,,,,,,,,
135,"""17002""","Lamb, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/4"" fat, choice, cooked",85.0,3.0 oz,7.505,1.283,,0.0,0.085,1.622,0.000,,15,,,,1.841,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,5.661,0.101,,2.414,0.255,,,,,,,,0.892,,,1046,,0.697,,,,,,,,,,,,,0.212,0.000,2.17,7.497,3.9,0,0.076,0.111,,0.88,,0.000,0.1,,,,,,,,,0.969,264,10.5,0.875,17.8,0.518,,,,0.0,250.0,,0.244,,82,0.7,,22.4,0,0.019,15,1.006,3.808,160,0.0,79.6,0.775,0.0,79.6,0.775,0.0,,,0.0,2,,,,,1.238,,0.043,0.1,1.125,20.0,6.8,0.660,0.0,,,,0.0,,,,,,,
136,"""17001""","Lamb, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/4"" fat, choice, raw",28.35,1.0 oz,2.685,0.482,,,,,0.000,,5,,,,0.423,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,0,,,,,,1.729,0.029,,0.845,0.111,,,,,,,,0.205,,,317,,0.247,,,,,,,,,,,,,0.062,0.000,0.68,2.512,,0,0.028,0.037,,0.25,,0.000,,,,,,,,,,0.352,65,,0.201,6.12,0.179,,,,0.0,76.0,,0.056,,20,0.161,,5.6,0,0.005,5,0.231,1.347,45,,,,,,,0.0,,,,,,,,,0.284,,0.017,,,,2.257,0.152,,,,,,,,,,,,
137,"""17227""","Lamb, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8"" fat, choice, cooked",85.0,3.0 oz,6.332,1.097,,,,,,,,,,,1.915,,27.2,,,,,,,,,,0.0,,,0.0,,,0.0,,,,,,,,,5.567,0.103,,2.049,0.204,,,,,,,,0.928,,,964,,0.587,,,,,,,,,,,,,0.221,,2.18,6.485,,,0.060,0.119,,0.9,,,,,,,,,,,,0.833,270,,0.909,15.31,0.451,,,,0.0,230.0,,0.253,,82,0.728,,23.1,0,0.020,16,1.046,3.239,164,,,,,,,0.0,,,,,,,,,1.289,,0.043,,,,5.899,0.687,,,,,,,,,,,,
138,"""17226""","Lamb, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8"" fat, choice, raw",28.35,1.0 oz,2.288,0.42,,,,,,,,,,,0.439,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,0,,,,,,1.721,0.031,,0.723,0.094,,,,,,,,0.213,,,288,,0.207,,,,,,,,,,,,,0.062,,0.69,2.169,,0,0.023,0.040,,0.26,,,,,,,,,,,,0.309,68,,0.209,5.29,0.153,,,,0.0,69.0,,0.058,,20,0.167,,5.6,0,0.006,5,0.24,1.154,47,,,,,,,0.0,,,,,,,,,0.295,,0.014,,,,1.948,0.158,,,,,,,,,,,,
139,"""17004""","Lamb, composite of trimmed retail cuts, separable lean only, trimmed to 1/4"" fat, choice, cooked",85.0,3.0 oz,2.89,0.527,,,,,,,,,,,2.118,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,0,,,,,,5.372,0.109,,0.994,0.051,,,,,,,,1.027,,,733,,0.255,,,,,,,,,,,,,0.238,,2.22,3.544,,0,0.025,0.136,,0.97,,,,,,,,,,,,0.433,292,,1.006,8.09,0.238,,,,0.0,175.0,,0.281,,78,0.806,,22.2,0,0.024,20,1.157,1.556,178,,,,,,,0.0,,,,,,,,,1.425,,0.017,,,,3.281,0.760,,,,,,,,,,,,
140,"""17003""","Lamb, composite of trimmed retail cuts, separable lean only, trimmed to 1/4"" fat, choice, raw",28.35,1.0 oz,0.533,0.136,,,,,,,,,,,0.508,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,0,,,,,,1.701,0.034,,0.176,0.02,,,,,,,,0.246,,,159,,0.040,,,,,,,,,,,,,0.065,,0.74,0.598,,0,0.003,0.045,,0.3,,,,,,,,,,,,0.102,79,,0.241,1.49,0.045,,,,0.0,38.0,,0.067,,18,0.193,,6.6,0,0.007,7,0.278,0.289,54,,,,,,,0.0,,,,,,,,,0.342,,0.003,,,,0.541,0.182,,,,,,,,,,,,
141,"""17060""","Lamb, cubed for stew or kabob (leg and shoulder), separable lean only, trimmed to 1/4"" fat, cooked, braised",85.0,3.0 oz,2.678,0.689,,0.0,0.060,2.227,0.000,,18,,,,2.529,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,5.058,0.120,,0.892,0.102,,,,,,,,1.226,,,793,,0.196,,,,,,,,,,,,,0.204,0.000,2.32,3.009,3.7,0,0.017,0.102,,1.5,,0.000,0.1,,,,,,,,,0.51,221,14.4,1.201,7.48,0.230,,,,0.0,190.0,,0.335,,92,0.962,,32.4,0,0.027,18,1.381,1.454,174,0.0,109.9,1.065,0.0,109.9,1.065,0.0,,,0.0,2,,,,,1.702,,0.009,0.1,1.545,24.0,2.72,0.907,0.0,,,,0.0,,,,,,,
142,"""17061""","Lamb, cubed for stew or kabob (leg and shoulder), separable lean only, trimmed to 1/4"" fat, cooked, broiled",85.0,3.0 oz,2.227,0.57,,,,,,,,,,,2.107,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,0,,,,,,5.619,0.128,,0.74,0.085,,,,,,,,1.022,,,661,,0.161,,,,,,,,,,,,,0.255,,2.58,2.508,,0,0.017,0.119,,1.26,,,,,,,,,,,,0.425,285,,1.001,6.23,0.187,,,,0.0,158.0,,0.279,,76,0.802,,26.9,0,0.025,20,1.152,1.207,190,,,,,,,0.0,,,,,,,,,1.418,,0.009,,,,2.269,0.756,,,,,,,,,,,,
143,"""17059""","Lamb, cubed for stew or kabob (leg and shoulder), separable lean only, trimmed to 1/4"" fat, raw",28.35,1.0 oz,0.536,0.136,,,,,,,,,,,0.506,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,0,,,,,,1.687,0.034,,0.179,0.02,,,,,,,,0.245,,,159,,0.040,,,,,,,,,,,,,0.068,,0.77,0.604,,0,0.003,0.045,,0.3,,,,,,,,,,,,0.102,81,,0.24,1.5,0.045,,,,0.0,38.0,,0.067,,18,0.192,,6.5,0,0.007,7,0.276,0.289,54,,,,,,,0.0,,,,,,,,,0.34,,0.003,,,,0.544,0.181,,,,,,,,,,,,
144,"""17008""","Lamb, foreshank, separable lean and fat, trimmed to 1/4"" fat, choice, cooked, braised",148.0,"1.0 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",8.332,1.436,,0.0,0.074,3.266,0.000,,25,,,,3.707,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,8.081,0.182,,2.694,0.281,,,,,,,,1.797,,,1505,,0.770,,,,,,,,,,,,,0.281,0.000,3.37,8.406,6.4,0,0.089,0.148,,1.35,,0.000,0.1,,,,,,,,,1.08,380,21.5,1.761,19.92,0.577,,,,0.0,360.0,,0.491,,157,1.412,,45.3,0,0.037,25,2.026,4.248,246,0.0,162.8,1.561,0.0,162.8,1.561,0.0,,,0.0,3,,,,,2.495,,0.044,0.1,2.266,33.0,7.637,1.331,0.0,,,,0.0,,,,,,,
145,"""17007""","Lamb, foreshank, separable lean and fat, trimmed to 1/4"" fat, choice, raw",28.35,1.0 oz,1.653,0.301,,,,,,,,,,,0.473,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,0,,,,,,1.551,0.029,,0.522,0.068,,,,,,,,0.23,,,238,,0.150,,,,,,,,,,,,,0.054,,0.66,1.556,,0,0.017,0.043,,0.27,,,,,,,,,,,,0.218,61,,0.225,3.79,0.111,,,,0.0,57.0,,0.063,,20,0.18,,5.6,0,0.006,5,0.259,0.833,48,,,,,,,0.0,,,,,,,,,0.319,,0.009,,,,1.398,0.170,,,,,,,,,,,,
146,"""17228""","Lamb, foreshank, separable lean and fat, trimmed to 1/8"" fat, choice, raw",28.35,1.0 oz,1.653,0.301,,,,,,,,,,,0.473,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,0,,,,,,1.551,0.029,,0.522,0.068,,,,,,,,0.23,,,238,,0.150,,,,,,,,,,,,,0.054,,0.66,1.556,,0,0.017,0.043,,0.27,,,,,,,,,,,,0.218,61,,0.225,3.79,0.111,,,,0.0,57.0,,0.063,,20,0.18,,5.6,0,0.006,5,0.259,0.833,48,,,,,,,0.0,,,,,,,,,0.319,,0.009,,,,1.398,0.170,,,,,,,,,,,,
147,"""17229""","Lamb, foreshank, separable lean and fat, trimmed to 1/8"" fat, cooked, braised",148.0,"1.0 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",8.332,1.436,,,,,,,,,,,3.707,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,0,,,,,,8.081,0.182,,2.694,0.281,,,,,,,,1.797,,,1505,,0.770,,,,,,,,,,,,,0.281,,3.37,8.406,,0,0.089,0.148,,1.35,,,,,,,,,,,,1.08,380,,1.761,19.92,0.577,,,,0.0,360.0,,0.491,,157,1.412,,45.3,0,0.037,25,2.026,4.248,246,,,,,,,0.0,,,,,,,,,2.495,,0.044,,,,7.637,1.331,,,,,,,,,,,,
148,"""17010""","Lamb, foreshank, separable lean only, trimmed to 1/4"" fat, choice, cooked, braised",128.0,"1.0 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",2.752,0.499,,,,,,,,,,,3.506,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,0,,,,,,6.49,0.165,,0.947,0.051,,,,,,,,1.699,,,1001,,0.243,,,,,,,,,,,,,0.243,,2.89,3.379,,0,0.026,0.141,,1.2,,,,,,,,,,,,0.41,342,,1.665,7.71,0.230,,,,0.0,239.0,,0.463,,133,1.334,,45.2,0,0.036,24,1.915,1.485,224,,,,,,,0.0,,,,,,,,,2.358,,0.013,,,,3.123,1.257,,,,,,,,,,,,
149,"""17009""","Lamb, foreshank, separable lean only, trimmed to 1/4"" fat, choice, raw",28.35,1.0 oz,0.335,0.085,,,,,,,,,,,0.528,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,0,,,,,,1.505,0.031,,0.111,0.011,,,,,,,,0.256,,,142,,0.026,,,,,,,,,,,,,0.057,,0.69,0.374,,0,0.003,0.048,,0.3,,,,,,,,,,,,0.065,67,,0.251,0.93,0.028,,,,0.0,34.0,,0.07,,20,0.201,,6.8,0,0.007,6,0.288,0.181,53,,,,,,,0.0,,,,,,,,,0.355,,0.003,,,,0.34,0.189,,,,,,,,,,,,
150,"""17225""","Lamb, ground, cooked, broiled",85.0,3.0 oz,6.902,1.19,,0.0,0.085,1.636,0.000,,16,,,,1.858,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,5.695,0.109,,2.236,0.221,,,,,,,,0.9,,,1006,,0.637,,,,,,,,,,,,,0.212,0.000,2.22,7.072,4.5,0,0.068,0.119,,0.97,,0.000,0.1,,,,,,,,,0.909,288,10.5,0.882,16.7,0.484,,,,0.0,241.0,,0.246,,82,0.707,,23.5,0,0.020,16,1.015,3.528,171,0.0,79.4,0.782,0.0,79.4,0.782,0.0,,,0.0,2,,,,,1.25,,0.043,0.1,1.135,20.0,6.435,0.666,0.0,,,,0.0,,,,,,,
