,NDB_NO,Description,Weight(g),Measure,"Fatty acids, total saturated (g)","Fatty acids, total polyunsaturated (g)",Fructose (g),"Sugars, total (g)",Thiamin (mg),Leucine (g),6:0 (g),22:4 (g),"Folate, food (µg)","18:3 n-3 c,c,c (ALA) (g)",Vitamin E (alpha-tocopherol) (mg),Phenylalanine (g),Lysine (g),22:1 c (g),"Fluoride, F (µg)","Tocotrienol, beta (mg)",18:1 t (g),20:1 (g),15:1 (g),Glutamic acid (g),Aspartic acid (g),17:1 (g),21:5 (g),"20:2 n-6 c,c (g)","Fiber, total dietary (g)_x",20:3 n-3 (g)_x,Lutein + zeaxanthin (µg)_x,"Fiber, total dietary (g)_y",20:3 n-3 (g)_y,Lutein + zeaxanthin (µg)_y,"Fiber, total dietary (g)",20:3 n-3 (g),Lutein + zeaxanthin (µg),Retinol (µg),18:1-11 t (18:1t n-7) (g),Caffeine (mg),Hydroxyproline (g),Protein (g),Lycopene (µg),Niacin (mg),"Copper, Cu (mg)",17:0 (g),18:0 (g),18:3 undifferentiated (g),Glucose (dextrose) (g),14:1 (g),"Folate, DFE (µg)",20:3 undifferentiated (g),20:4 n-6 (g),"Vitamin E, added (mg)",22:6 n-3 (DHA) (g),Threonine (g),"18:3 n-6 c,c,c (g)",Maltose (g),Energy (kJ),"Fatty acids, total trans-monoenoic (g)",14:0 (g),Phytosterols (mg),"Iron, Fe (mg)",Cystine (g),"Fatty acids, total trans-polyenoic (g)",Water (g),"Cryptoxanthin, beta (µg)","Tocopherol, gamma (mg)",Glycine (g),"Calcium, Ca (mg)",16:1 t (g),"Carotene, beta (µg)",15:0 (g),Riboflavin (mg),20:5 n-3 (EPA) (g),Vitamin B-12 (µg),"Fatty acids, total monounsaturated (g)",Vitamin K (phylloquinone) (µg),"Vitamin A, RAE (µg)",12:0 (g),Vitamin B-6 (mg),22:0 (g),Ash (g),"Tocopherol, delta (mg)",22:1 undifferentiated (g),Vitamin D3 (cholecalciferol) (µg),24:0 (g),Campesterol (mg),16:1 c (g),"Sodium, Na (mg)",4:0 (g),Galactose (g),22:5 n-3 (DPA) (g),"Alcohol, ethyl (g)",18:2 undifferentiated (g),"Potassium, K (mg)",Betaine (mg),Proline (g),Total lipid (fat) (g),16:1 undifferentiated (g),18:2 t not further defined (g),18:2 i (g),Sucrose (g),"Vitamin A, IU (IU)",Energy (kcal),24:1 c (g),Tryptophan (g),Starch (g),Cholesterol (mg),Tyrosine (g),20:0 (g),"Selenium, Se (µg)",Folic acid (µg),"Manganese, Mn (mg)","Folate, total (µg)",Isoleucine (g),16:0 (g),"Phosphorus, P (mg)","Vitamin B-12, added (µg)_x","Choline, total (mg)_x",Serine (g)_x,"Vitamin B-12, added (µg)_y","Choline, total (mg)_y",Serine (g)_y,"Carbohydrate, by difference (g)",22:1 t (g),"18:2 t,t (g)","Carotene, alpha (µg)",Vitamin D (IU),18:1 c (g),"18:2 n-6 c,c (g)",Stigmasterol (mg),Pantothenic acid (mg),Arginine (g),Vitamin D2 (ergocalciferol) (µg),10:0 (g),Vitamin D (D2 + D3) (µg),Valine (g),"Magnesium, Mg (mg)",18:1 undifferentiated (g),Histidine (g),Dihydrophylloquinone (µg),20:3 n-6 (g),20:4 undifferentiated (g),"Fatty acids, total trans (g)",Theobromine (mg),"Tocotrienol, delta (mg)","Vitamin C, total ascorbic acid (mg)","Tocotrienol, gamma (mg)",Methionine (g),8:0 (g),Lactose (g),18:2 CLAs (g)
238,"""17407""","Lamb, New Zealand, imported, loin saddle, separable lean and fat, cooked, fast roasted",85.0,3.0 oz,7.448,0.684,,0.0,0.099,1.386,0.000,,,0.187,0.37,0.707,1.568,0.000,,,,,0.0,2.508,,,,0.000,,,0,,,0,,,0,14,,0,,,,4.534,0.096,0.324,4.015,0.187,,0.009,,0.004,0.018,,0.004,0.857,0.000,,973,0.966,0.345,,,,0.007,49.49,0,,,,0.023,0,,0.159,0.015,1.21,4.863,,14,0.020,0.147,0.032,0.76,,0.000,0.1,0.000,,0.121,59.0,0.000,,,,0.432,260,,0.575,17.83,0.143,,,,44.0,233.0,0.000,0.199,,65,0.622,0.021,3.1,,,,0.804,2.666,152,,,,,,,0.09,,0.007,0.0,2,3.761,0.189,,0.371,1.209,,0.019,0.1,0.915,18.0,4.706,0.380,,0.004,0.018,0.974,0.0,,,,,,,
239,"""17408""","Lamb, New Zealand, imported, loin saddle, separable lean and fat, raw",113.0,4.0 oz,10.892,0.97,,0.0,0.125,1.444,0.000,,,0.254,0.50,0.737,1.634,0.000,,,,,0.0,2.614,,,,0.000,,,0,,,0,,,0,17,,0,,,,5.284,0.103,0.478,5.563,0.254,,0.012,,0.005,0.023,,0.005,0.893,0.000,,1292,1.348,0.546,,,,0.014,67.85,0,,,,0.032,0,,0.124,0.019,1.07,7.37,,17,0.035,0.158,0.061,0.94,,0.000,0.1,0.000,,0.188,71.0,0.000,,,,0.632,328,,0.6,25.88,0.219,,,,55.0,308.0,0.000,0.207,,78,0.649,0.028,4.0,,,,0.837,4.143,176,,,,,,,0.23,,0.014,0.0,2,5.815,0.246,,0.418,1.259,,0.035,0.1,0.953,21.0,7.13,0.397,,0.005,0.023,1.362,0.0,,,,,,,
240,"""17386""","Lamb, New Zealand, imported, loin saddle, separable lean only, cooked, fast roasted",85.0,3.0 oz,2.137,0.321,,0.0,0.101,1.675,0.000,,,0.081,0.24,0.854,1.895,0.000,,,,,0.0,3.031,,,,0.000,,,0,,,0,,,0,4,,0,,,,5.471,0.116,0.095,1.011,0.081,,0.005,,0.006,0.024,,0.005,1.035,0.000,,577,0.212,0.118,,,,,58.05,0,,,,0.009,0,,0.188,0.020,1.39,1.491,,4,0.011,0.175,0.007,0.94,,0.000,0.0,,,0.042,65.0,0.000,,,,0.169,293,,0.695,5.7,0.050,,,,14.0,138.0,0.000,0.24,,66,0.751,0.007,3.4,,,,0.972,0.879,174,,,,,,,0.0,,,0.0,1,1.232,0.106,,0.437,1.46,,0.009,0.0,1.105,20.0,1.436,0.460,,0.006,0.024,0.212,0.0,,,,,,,
241,"""17387""","Lamb, New Zealand, imported, loin saddle, separable lean only, raw",113.0,4.0 oz,2.215,0.397,,0.0,0.133,1.820,0.000,,,0.093,0.25,0.929,2.058,0.000,,,,,0.0,3.292,,,,0.000,,,0,,,0,,,0,5,,0,,,,6.687,0.131,0.086,0.909,0.093,,0.008,,0.007,0.031,,0.007,1.124,0.000,,620,0.245,0.158,,,,,83.06,0,,,,0.011,0,,0.154,0.026,1.28,1.75,,5,0.016,0.198,0.014,1.18,,0.000,0.0,,,0.053,85.0,0.000,,,,0.214,402,,0.756,6.01,0.064,,,,17.0,148.0,0.000,0.261,,75,0.817,0.011,4.7,,,,1.055,1.008,218,,,,,,,0.0,,,0.0,1,1.443,0.128,,0.503,1.587,,0.014,0.0,1.200,27.0,1.678,0.499,,0.007,0.031,0.245,0.0,,,,,,,
242,"""17409""","Lamb, New Zealand, imported, loin, boneless, separable lean and fat, cooked, fast roasted",85.0,3.0 oz,1.372,0.299,,0.0,0.053,1.901,0.000,,,0.064,0.29,0.970,2.15,0.000,,,,,0.0,3.439,,,,0.000,,,0,,,0,,,0,1,,0,,,,6.057,0.142,0.048,0.545,0.064,,0.006,,0.005,0.030,,0.009,1.175,0.000,,558,0.088,0.082,,,,,56.64,0,,,,0.005,0,,0.159,0.032,1.18,1.067,,1,0.008,0.174,0.006,1.1,,0.000,0.0,,,0.037,48.0,0.000,,,,0.139,302,,0.789,3.88,0.043,,,,3.0,133.0,0.000,0.272,,73,0.853,0.000,4.7,,,,1.102,0.675,199,,,,,,,0.0,,,0.0,1,0.936,0.097,,0.666,1.657,,0.008,0.0,1.254,24.0,1.017,0.521,,0.005,0.03,0.088,0.0,,,,,,,
243,"""17410""","Lamb, New Zealand, imported, loin, boneless, separable lean and fat, raw",113.0,4.0 oz,1.457,0.315,,0.0,0.081,1.871,0.000,,,0.069,0.38,0.955,2.115,0.000,,,,,0.0,3.384,,,,0.000,,,0,,,0,,,0,2,,0,,,,7.162,0.144,0.054,0.592,0.069,,0.006,,0.000,0.036,,0.006,1.156,0.000,,575,0.080,0.084,,,,,84.04,0,,,,,0,,0.183,0.029,1.27,1.115,,2,0.008,0.198,0.007,1.32,,0.000,0.0,,,0.034,68.0,0.000,,,,0.151,416,,0.776,4.51,0.034,,,,7.0,138.0,0.000,0.268,,75,0.84,0.000,3.3,,,,1.085,0.705,245,,,,,,,0.0,,,0.0,1,0.996,0.105,,0.614,1.631,,0.008,0.0,1.234,29.0,1.076,0.513,,0.000,0.036,0.08,0.0,,,,,,,
244,"""17388""","Lamb, New Zealand, imported, loin, boneless, separable lean only, cooked, fast roasted",85.0,3.0 oz,1.344,0.297,,0.0,0.053,1.903,0.000,,,0.063,0.29,0.971,2.152,0.000,,,,,0.0,3.442,,,,0.000,,,0,,,0,,,0,1,,0,,,,6.063,0.142,0.048,0.53,0.063,,0.006,,0.005,0.030,,0.009,1.176,0.000,,556,0.083,0.082,,,,,56.69,0,,,,0.005,0,,0.159,0.032,1.18,1.048,,1,0.008,0.174,0.006,1.1,,0.000,0.0,,,0.037,48.0,0.000,,,,0.137,302,,0.79,3.82,0.043,,,,3.0,133.0,0.000,0.272,,73,0.853,0.000,4.7,,,,1.103,0.665,199,,,,,,,0.0,,,0.0,1,0.921,0.097,,0.667,1.658,,0.008,0.0,1.255,24.0,1.0,0.522,,0.005,0.03,0.083,0.0,,,,,,,
245,"""17389""","Lamb, New Zealand, imported, loin, boneless, separable lean only, raw",113.0,4.0 oz,1.341,0.307,,0.0,0.081,1.876,0.000,,,0.067,0.37,0.957,2.122,0.000,,,,,0.0,3.393,,,,0.000,,,0,,,0,,,0,2,,0,,,,7.182,0.144,0.049,0.529,0.067,,0.006,,0.000,0.036,,0.007,1.159,0.000,,567,0.064,0.079,,,,,84.23,0,,,,,0,,0.183,0.029,1.27,1.043,,2,0.007,0.199,0.006,1.32,,0.000,0.0,,,0.032,68.0,0.000,,,,0.146,416,,0.779,4.26,0.032,,,,7.0,136.0,0.000,0.269,,75,0.842,0.000,3.3,,,,1.087,0.664,245,,,,,,,0.0,,,0.0,1,0.941,0.104,,0.616,1.635,,0.008,0.0,1.237,29.0,1.006,0.514,,0.000,0.036,0.064,0.0,,,,,,,
246,"""17411""","Lamb, New Zealand, imported, neck chops, separable lean and fat, cooked, braised",85.0,3.0 oz,7.429,0.725,,0.0,0.031,1.873,0.000,,,0.218,0.53,0.955,2.117,0.000,,,,,0.0,3.387,,,,0.000,,,0,,,0,,,0,11,,0,,,,3.277,0.096,0.344,3.765,0.218,,0.011,,0.000,0.022,,0.007,1.157,0.000,,1092,0.802,0.381,,,,0.003,43.59,0,,,,0.015,0,,0.114,0.016,1.57,5.029,,11,0.028,0.064,0.020,0.86,,0.000,0.1,0.000,,0.141,77.0,0.000,,,,0.437,235,,0.777,18.22,0.156,,,,36.0,261.0,0.000,0.268,,99,0.84,0.021,6.1,,,,1.085,2.837,156,,,,,,,0.03,,0.003,0.0,2,4.071,0.216,,0.330,1.632,,0.030,0.1,1.235,18.0,4.859,0.513,,0.000,0.022,0.806,0.0,,,,,,,
247,"""17412""","Lamb, New Zealand, imported, neck chops, separable lean and fat, raw",113.0,4.0 oz,8.491,0.772,,0.0,0.093,1.572,0.000,,,0.221,0.41,0.802,1.777,0.000,,,,,0.0,2.844,,,,0.000,,,0,,,0,,,0,12,,0,,,,4.295,0.087,0.379,4.365,0.221,,0.01,,0.000,0.021,,0.001,0.971,0.000,,1094,0.950,0.402,,,,0.009,73.11,0,,,,0.041,0,,0.145,0.018,2.84,5.636,,12,0.024,0.123,0.041,0.99,,0.000,0.0,,,0.144,82.0,0.000,,,,0.483,328,,0.653,20.23,0.184,,,,43.0,261.0,0.000,0.225,,81,0.705,0.021,4.9,,,,0.912,3.231,176,,,,,,,0.16,,0.009,0.0,2,4.529,0.218,,0.348,1.371,,0.027,0.0,1.036,20.0,5.439,0.432,,0.000,0.021,0.959,0.0,,,,,,,
248,"""17393""","Lamb, New Zealand, imported, neck chops, separable lean only, cooked, braised",85.0,3.0 oz,5.172,0.571,,0.0,0.022,2.061,0.000,,,0.174,0.48,1.051,2.331,0.000,,,,,0.0,3.728,,,,0.000,,,0,,,0,,,0,7,,0,,,,3.528,0.105,0.251,2.486,0.174,,0.009,,0.000,0.025,,0.008,1.273,0.000,,938,0.462,0.281,,,,,46.44,0,,,,0.008,0,,0.119,0.019,1.70,3.575,,7,0.025,0.065,0.007,0.94,,0.000,0.0,,,0.106,82.0,0.000,,,,0.322,246,,0.856,13.06,0.114,,,,24.0,224.0,0.000,0.295,,103,0.925,0.015,6.6,,,,1.195,2.082,165,,,,,,,0.0,,,0.0,1,2.997,0.184,,0.353,1.797,,0.026,0.0,1.359,19.0,3.452,0.565,,0.000,0.025,0.462,0.0,,,,,,,
249,"""17392""","Lamb, New Zealand, imported, neck chops, separable lean only, raw",113.0,4.0 oz,3.526,0.429,,0.0,0.090,1.792,0.000,,,0.129,0.27,0.914,2.026,0.000,,,,,0.0,3.241,,,,0.000,,,0,,,0,,,0,6,,0,,,,4.856,0.098,0.162,1.69,0.129,,0.007,,0.000,0.026,,0.002,1.106,0.000,,714,0.293,0.179,,,,,81.85,0,,,,0.032,0,,0.164,0.021,3.27,2.454,,6,0.012,0.137,,1.13,,0.000,0.0,,,0.069,92.0,0.000,,,,0.232,365,,0.744,9.01,0.099,,,,19.0,171.0,0.000,0.257,,80,0.803,0.010,5.4,,,,1.038,1.446,198,,,,,,,0.0,,,0.0,1,2.086,0.149,,0.381,1.562,,0.015,0.0,1.182,23.0,2.347,0.492,,0.000,0.026,0.293,0.0,,,,,,,
250,"""17413""","Lamb, New Zealand, imported, netted shoulder, rolled, boneless, separable lean and fat, cooked, slow roasted",85.0,3.0 oz,7.166,0.723,,0.0,0.099,1.408,0.000,,,0.2,0.40,0.718,1.592,0.000,,,,,0.0,2.547,,,,0.000,,,0,,,0,,,0,12,,0,,,,3.178,0.086,0.308,3.637,0.2,,0.01,,0.000,0.021,,0.000,0.87,0.000,,1021,0.853,0.394,,,,0.009,47.98,0,,,,0.020,0,,0.142,0.014,1.65,4.825,,12,0.026,0.091,0.031,0.82,,0.000,0.1,0.000,,0.136,52.0,0.000,,,,0.463,259,,0.585,18.98,0.156,,,,39.0,244.0,0.000,0.201,,66,0.632,0.018,3.6,,,,0.816,2.728,151,,,,,,,0.04,,0.009,0.0,3,3.822,0.2,,0.572,1.227,,0.023,0.1,0.928,18.0,4.655,0.386,,0.000,0.021,0.862,0.0,,,,,,,
251,"""17414""","Lamb, New Zealand, imported, netted shoulder, rolled, boneless, separable lean and fat, raw",113.0,4.0 oz,9.278,0.863,,0.0,0.145,1.475,0.000,,,0.234,0.42,0.753,1.668,0.000,,,,,0.0,2.668,,,,0.000,,,0,,,0,,,0,15,,0,,,,4.918,0.087,0.408,4.706,0.234,,0.011,,0.000,0.023,,0.006,0.911,0.000,,1190,1.061,0.470,,,,0.014,70.59,0,,,,0.025,0,,0.136,0.017,2.24,6.192,,15,0.032,0.111,0.046,0.93,,0.000,0.1,0.000,,0.166,66.0,0.000,,,,0.557,316,,0.612,23.01,0.191,,,,50.0,285.0,0.000,0.211,,69,0.662,0.017,3.4,,,,0.855,3.569,170,,,,,,,0.23,,0.014,0.0,3,4.947,0.224,,0.554,1.286,,0.029,0.1,0.973,20.0,5.983,0.405,,0.000,0.023,1.075,0.0,,,,,,,
252,"""17394""","Lamb, New Zealand, imported, netted shoulder, rolled, boneless, separable lean only, cooked, slow roasted",85.0,3.0 oz,2.773,0.428,,0.0,0.099,1.650,0.000,,,0.113,0.29,0.842,1.866,0.000,,,,,0.0,2.984,,,,0.000,,,0,,,0,,,0,5,,0,,,,3.637,0.100,0.119,1.156,0.113,,0.007,,0.000,0.026,,0.000,1.019,0.000,,706,0.214,0.205,,,,0.004,54.59,0,,,,0.008,0,,0.16,0.018,1.93,1.975,,5,0.020,0.100,0.008,0.97,,0.000,0.1,0.000,,0.067,55.0,0.000,,,,0.249,286,,0.685,9.27,0.075,,,,16.0,169.0,0.000,0.236,,67,0.74,0.006,4.0,,,,0.956,1.244,167,,,,,,,0.0,,0.004,0.0,2,1.687,0.133,,0.678,1.438,,0.015,0.1,1.088,20.0,1.894,0.452,,0.000,0.026,0.218,0.0,,,,,,,
253,"""17395""","Lamb, New Zealand, imported, netted shoulder, rolled, boneless, separable lean only, raw",113.0,4.0 oz,2.401,0.398,,0.0,0.156,1.763,0.000,,,0.105,0.24,0.899,1.993,0.000,,,,,0.0,3.189,,,,0.000,,,0,,,0,,,0,6,,0,,,,5.881,0.104,0.106,0.972,0.105,,0.007,,0.000,0.028,,0.007,1.089,0.000,,675,0.149,0.169,,,,,82.38,0,,,,0.008,0,,0.16,0.021,2.69,1.814,,6,0.017,0.128,0.008,1.11,,0.000,0.0,,,0.067,73.0,0.000,,,,0.216,367,,0.732,7.77,0.075,,,,18.0,162.0,0.000,0.252,,66,0.791,0.000,3.7,,,,1.022,1.118,198,,,,,,,0.0,,,0.0,2,1.590,0.127,,0.653,1.537,,0.014,0.0,1.163,24.0,1.732,0.484,,0.000,0.028,0.149,0.0,,,,,,,
254,"""17419""","Lamb, New Zealand, imported, rack - fully frenched, separable lean and fat, cooked, fast roasted",85.0,3.0 oz,3.749,0.439,,0.0,0.051,1.546,0.000,,,0.117,0.28,0.789,1.748,0.000,,,,,0.0,2.797,,,,0.000,,,0,,,0,,,0,4,,0,,,,5.131,0.104,0.153,1.752,0.117,,0.008,,0.001,0.018,,0.001,0.955,0.000,,694,0.412,0.224,,,,0.002,55.05,0,,,,0.012,0,,0.173,0.020,1.09,2.715,,4,0.018,0.238,0.014,0.93,,0.000,0.1,0.000,,0.073,57.0,0.000,,,,0.263,275,,0.642,9.52,0.085,,,,14.0,166.0,0.000,0.221,,61,0.694,0.009,3.7,,,,0.896,1.563,166,,,,,,,0.01,,0.002,0.0,5,2.219,0.128,,0.525,1.348,,0.015,0.1,1.020,20.0,2.621,0.424,,0.001,0.018,0.414,0.0,,,,,,,
255,"""17420""","Lamb, New Zealand, imported, rack - fully frenched, separable lean and fat, raw",113.0,4.0 oz,4.865,0.52,,0.0,0.070,1.735,0.000,,,0.141,0.40,0.885,1.962,0.000,,,,,0.0,3.138,,,,0.000,,,0,,,0,,,0,8,,0,,,,5.677,0.114,0.202,2.37,0.141,,0.008,,0.001,0.018,,0.007,1.071,0.000,,801,0.581,0.262,,,,0.003,78.57,0,,,,0.017,0,,0.194,0.019,1.16,3.404,,8,0.020,0.268,0.017,1.06,,0.000,0.1,0.000,,0.086,70.0,0.000,,,,0.312,366,,0.72,11.25,0.103,,,,26.0,191.0,0.000,0.249,,70,0.779,0.011,3.2,,,,1.006,1.963,210,,,,,,,0.06,,0.003,0.0,5,2.726,0.147,,0.660,1.512,,0.019,0.1,1.144,25.0,3.289,0.476,,0.001,0.018,0.584,0.0,,,,,,,
256,"""17396""","Lamb, New Zealand, imported, rack - fully frenched, separable lean only, cooked, fast roasted",85.0,3.0 oz,2.717,0.365,,0.0,0.048,1.601,0.000,,,0.096,0.25,0.817,1.81,0.000,,,,,0.0,2.895,,,,0.000,,,0,,,0,,,0,3,,0,,,,5.327,0.107,0.109,1.18,0.096,,0.006,,0.002,0.020,,0.002,0.989,0.000,,615,0.266,0.176,,,,,56.7,0,,,,0.009,0,,0.178,0.020,1.11,2.039,,3,0.016,0.247,0.009,0.96,,0.000,0.1,0.000,,0.055,57.0,0.000,,,,0.209,280,,0.665,7.12,0.065,,,,9.0,147.0,0.000,0.23,,61,0.718,0.007,3.7,,,,0.928,1.209,170,,,,,,,0.0,,,0.0,4,1.709,0.111,,0.544,1.396,,0.014,0.1,1.056,20.0,1.967,0.439,,0.002,0.02,0.266,0.0,,,,,,,
257,"""17397""","Lamb, New Zealand, imported, rack - fully frenched, separable lean only, raw",113.0,4.0 oz,3.44,0.419,,0.0,0.069,1.798,0.000,,,0.114,0.36,0.918,2.034,0.000,,,,,0.0,3.253,,,,0.000,,,0,,,0,,,0,6,,0,,,,5.885,0.119,0.141,1.592,0.114,,0.008,,0.002,0.019,,0.007,1.111,0.000,,693,0.394,0.200,,,,,80.99,0,,,,0.014,0,,0.201,0.019,1.19,2.512,,6,0.017,0.278,0.009,1.1,,0.000,0.1,0.000,,0.064,71.0,0.000,,,,0.238,377,,0.747,8.05,0.079,,,,19.0,166.0,0.000,0.258,,70,0.807,0.008,3.3,,,,1.042,1.458,217,,,,,,,0.0,,,0.0,5,2.044,0.125,,0.683,1.567,,0.016,0.1,1.185,26.0,2.424,0.493,,0.002,0.019,0.394,0.0,,,,,,,
258,"""17081""","Lamb, New Zealand, imported, rack - partly frenched, separable lean and fat, cooked, fast roasted",85.0,3.0 oz,6.006,0.624,,0.0,0.057,1.448,,,0,0.17,0.38,0.739,1.637,0.000,,,,,0.0,2.619,,,,0.000,,,0,,,0,,,0,8,,0,,,,5.116,0.092,0.249,3.054,0.17,,0.009,0,,0.018,0.00,,0.894,0.000,,899,0.767,0.315,,,,0.004,50.71,0,,,,0.020,0,,0.158,0.013,0.99,4.069,2.6,8,0.020,0.133,0.016,0.83,,0.000,0.0,,,0.115,59.0,0.000,,,,0.403,258,9.1,0.601,15.55,0.135,,,,28.0,215.0,0.000,0.207,,65,0.649,0.016,3.4,,0.009,0,0.839,2.315,166,0.0,69.4,0.639,0.0,69.4,0.639,0.03,,0.004,0.0,2,3.176,0.173,,0.311,1.262,,0.020,0.0,0.955,19.0,3.922,0.397,0.0,0.000,0.018,0.771,0.0,,,,,,,
259,"""17080""","Lamb, New Zealand, imported, rack - partly frenched, separable lean and fat, raw",113.0,4.0 oz,8.169,0.812,,0.0,0.095,1.581,0.000,,,0.219,0.45,0.807,1.788,0.000,,,,,0.0,2.860,,,,0.000,,,0,,,0,,,0,12,,0,,,,5.686,0.111,0.351,4.176,0.219,,0.009,,0.000,0.024,,0.000,0.976,0.000,,1133,0.998,0.390,,,,0.009,70.94,0,,,,0.025,0,,0.189,0.021,1.27,5.542,,12,0.023,0.180,0.037,0.95,,0.000,0.0,,,0.144,69.0,0.000,,,,0.519,313,,0.657,20.93,0.168,,,,42.0,271.0,0.000,0.226,,75,0.71,0.018,3.7,0,0.009,,0.916,3.147,186,,,,,,,0.15,,0.009,0.0,2,4.387,0.203,,0.461,1.379,,0.024,0.0,1.043,23.0,5.36,0.434,,0.000,0.024,1.006,0.0,,,,,,,
260,"""17083""","Lamb, New Zealand, imported, rack - partly frenched, separable lean only, cooked, fast roasted",85.0,3.0 oz,3.114,0.428,,0.0,0.051,1.603,,,0,0.113,0.31,0.818,1.813,0.000,,,,,0.0,2.900,,,,0.000,,,0,,,0,,,0,3,,0,,,,5.699,0.102,0.123,1.421,0.113,,0.006,0,,0.021,0.00,,0.99,0.000,,688,0.359,0.190,,,,,55.22,0,,,,0.013,0,,0.172,0.015,1.05,2.211,3.0,3,0.015,0.145,0.000,0.93,,0.000,0.0,,,0.071,61.0,0.000,,,,0.263,275,10.5,0.666,9.04,0.083,,,,12.0,164.0,0.000,0.23,,65,0.719,0.009,3.7,,0.009,0,0.929,1.343,178,0.0,80.2,0.708,0.0,80.2,0.708,0.0,,,0.0,1,1.775,0.128,,0.335,1.397,,0.014,0.0,1.057,20.0,2.121,0.439,0.0,0.000,0.021,0.359,0.0,,,,,,,
261,"""17082""","Lamb, New Zealand, imported, rack - partly frenched, separable lean only, raw",113.0,4.0 oz,3.144,0.481,,0.0,0.094,1.802,0.000,,,0.128,0.32,0.919,2.037,0.000,,,,,0.0,3.260,,,,0.000,,,0,,,0,,,0,6,,0,,,,6.496,0.127,0.125,1.483,0.128,,0.006,,0.000,0.028,,0.000,1.113,0.000,,757,0.354,0.160,,,,,79.37,0,,,,0.012,0,,0.216,0.026,1.41,2.301,,6,0.011,0.205,0.009,1.06,,0.000,0.0,,,0.067,76.0,0.000,,,,0.277,349,,0.748,9.73,0.079,,,,19.0,181.0,0.000,0.258,,72,0.808,0.008,4.1,0,0.010,,1.044,1.337,209,,,,,,,0.0,,,0.0,1,1.875,0.133,,0.513,1.571,,0.011,0.0,1.189,25.0,2.216,0.494,,0.000,0.028,0.354,0.0,,,,,,,
262,"""17415""","Lamb, New Zealand, imported, square-cut shoulder chops, separable lean and fat, cooked, braised",85.0,3.0 oz,8.157,0.883,,0.0,0.039,1.759,0.000,,,0.235,0.59,0.897,1.989,0.000,,,,,0.0,3.182,,,,0.000,,,0,,,0,,,0,13,,0,,,,2.273,0.105,0.358,4.049,0.235,,0.014,,0.016,0.019,,0.008,1.086,0.000,,1146,0.961,0.467,,,,0.005,42.62,0,,,,0.025,0,,0.161,0.011,1.79,5.754,,13,0.048,0.087,0.021,0.87,,0.000,0.2,0.000,,0.166,48.0,0.000,,,,0.567,176,,0.73,20.28,0.191,,,,42.0,274.0,0.000,0.252,,81,0.789,0.013,8.6,,,,1.019,3.161,138,,,,,,,0.04,,0.005,0.0,6,4.609,0.25,,0.439,1.533,,0.037,0.2,1.159,17.0,5.545,0.482,,0.016,0.019,0.966,0.0,,,,,,,
263,"""17416""","Lamb, New Zealand, imported, square-cut shoulder chops, separable lean and fat, raw",113.0,4.0 oz,10.282,0.959,,0.0,0.082,1.485,0.000,,,0.245,0.59,0.757,1.679,0.000,,,,,0.0,2.686,,,,0.000,,,0,,,0,,,0,17,,0,,,,3.672,0.084,0.441,5.287,0.245,,0.011,,0.001,0.020,,0.001,0.918,0.000,,1298,1.272,0.504,,,,0.015,69.13,0,,,,0.029,0,,0.167,0.016,2.33,7.085,,17,0.032,0.067,0.053,0.94,,0.000,0.1,0.000,,0.179,80.0,0.000,,,,0.643,310,,0.617,25.81,0.208,,,,56.0,311.0,0.000,0.212,,71,0.667,0.024,7.0,,,,0.861,3.910,181,,,,,,,0.26,,0.015,0.0,7,5.616,0.246,,0.288,1.294,,0.031,0.1,0.980,20.0,6.859,0.407,,0.001,0.02,1.287,0.0,,,,,,,
264,"""17382""","Lamb, New Zealand, imported, square-cut shoulder chops, separable lean only, cooked, braised",85.0,3.0 oz,4.655,0.669,,0.0,0.026,2.039,0.000,,,0.171,0.54,1.040,2.306,0.000,,,,,0.0,3.688,,,,0.000,,,0,,,0,,,0,7,,0,,,,2.462,0.122,0.208,2.029,0.171,,0.011,,0.020,0.023,,0.009,1.26,0.000,,908,0.445,0.326,,,,,47.06,0,,,,0.016,0,,0.182,0.014,2.06,3.563,,7,0.047,0.093,0.000,1.0,,0.000,0.2,0.000,,0.116,50.0,0.000,,,,0.409,181,,0.847,12.38,0.132,,,,22.0,217.0,0.000,0.292,,84,0.915,0.002,10.0,,,,1.181,2.009,149,,,,,,,0.0,,,0.0,6,2.992,0.206,,0.500,1.777,,0.034,0.2,1.345,19.0,3.42,0.559,,0.020,0.023,0.445,0.0,,,,,,,
265,"""17383""","Lamb, New Zealand, imported, square-cut shoulder chops, separable lean only, raw",113.0,4.0 oz,3.129,0.477,,0.0,0.077,1.800,0.000,,,0.108,0.44,0.918,2.035,0.000,,,,,0.0,3.256,,,,0.000,,,0,,,0,,,0,7,,0,,,,4.364,0.101,0.129,1.392,0.108,,0.007,,0.002,0.026,,0.002,1.112,0.000,,776,0.338,0.191,,,,,81.34,0,,,,0.011,0,,0.203,0.021,2.85,2.654,,7,0.016,0.071,0.012,1.13,,0.000,0.1,0.000,,0.077,93.0,0.000,,,,0.296,363,,0.747,10.26,0.088,,,,24.0,185.0,0.000,0.258,,67,0.808,0.008,8.4,,,,1.043,1.368,214,,,,,,,0.0,,,0.0,6,2.232,0.146,,0.321,1.568,,0.012,0.1,1.187,24.0,2.558,0.494,,0.002,0.026,0.338,0.0,,,,,,,
