,NDB_NO,Description,Weight(g),Measure,"Fatty acids, total saturated (g)","Fatty acids, total polyunsaturated (g)",Fructose (g),"Sugars, total (g)",Thiamin (mg),Leucine (g),6:0 (g),22:4 (g),"Folate, food (µg)","18:3 n-3 c,c,c (ALA) (g)",Vitamin E (alpha-tocopherol) (mg),Phenylalanine (g),Lysine (g),22:1 c (g),"Fluoride, F (µg)","Tocotrienol, beta (mg)",18:1 t (g),20:1 (g),15:1 (g),Glutamic acid (g),Aspartic acid (g),17:1 (g),21:5 (g),"20:2 n-6 c,c (g)","Fiber, total dietary (g)",20:3 n-3 (g),Lutein + zeaxanthin (µg),Menaquinone-4 (µg)_x,"Tocotrienol, alpha (mg)_x",Alanine (g)_x,Menaquinone-4 (µg)_y,"Tocotrienol, alpha (mg)_y",Alanine (g)_y,Retinol (µg),18:1-11 t (18:1t n-7) (g),Caffeine (mg),Hydroxyproline (g),Protein (g),Lycopene (µg),Niacin (mg),"Copper, Cu (mg)",17:0 (g),18:0 (g),18:3 undifferentiated (g),Glucose (dextrose) (g),14:1 (g),"Folate, DFE (µg)",20:3 undifferentiated (g),20:4 n-6 (g),"Vitamin E, added (mg)",22:6 n-3 (DHA) (g),Threonine (g),"18:3 n-6 c,c,c (g)",Maltose (g),Energy (kJ),"Fatty acids, total trans-monoenoic (g)",14:0 (g),Phytosterols (mg),"Iron, Fe (mg)",Cystine (g),"Fatty acids, total trans-polyenoic (g)",Water (g),"Cryptoxanthin, beta (µg)","Tocopherol, gamma (mg)",Glycine (g),"Calcium, Ca (mg)",16:1 t (g),"Carotene, beta (µg)",15:0 (g),Riboflavin (mg),20:5 n-3 (EPA) (g),Vitamin B-12 (µg),"Fatty acids, total monounsaturated (g)",Vitamin K (phylloquinone) (µg),"Vitamin A, RAE (µg)",12:0 (g),Vitamin B-6 (mg),22:0 (g),Ash (g),"Tocopherol, delta (mg)",22:1 undifferentiated (g),Vitamin D3 (cholecalciferol) (µg),24:0 (g),Campesterol (mg),16:1 c (g),"Sodium, Na (mg)",4:0 (g),Galactose (g),22:5 n-3 (DPA) (g),"Alcohol, ethyl (g)",18:2 undifferentiated (g),"Potassium, K (mg)",Betaine (mg),Proline (g),Total lipid (fat) (g),16:1 undifferentiated (g),18:2 t not further defined (g),18:2 i (g),Sucrose (g),"Vitamin A, IU (IU)",Energy (kcal),24:1 c (g),Tryptophan (g),Starch (g),Cholesterol (mg),Tyrosine (g),20:0 (g),"Selenium, Se (µg)",Folic acid (µg),"Manganese, Mn (mg)","Folate, total (µg)",Isoleucine (g),16:0 (g),"Phosphorus, P (mg)","Vitamin B-12, added (µg)_x","Choline, total (mg)_x",Serine (g)_x,"Vitamin B-12, added (µg)_y","Choline, total (mg)_y",Serine (g)_y,"Carbohydrate, by difference (g)",22:1 t (g),"18:2 t,t (g)","Carotene, alpha (µg)",Vitamin D (IU),18:1 c (g),"18:2 n-6 c,c (g)",Stigmasterol (mg),Pantothenic acid (mg),Arginine (g),Vitamin D2 (ergocalciferol) (µg),10:0 (g),Vitamin D (D2 + D3) (µg),Valine (g),"Magnesium, Mg (mg)",18:1 undifferentiated (g),Histidine (g),Dihydrophylloquinone (µg),20:3 n-6 (g),20:4 undifferentiated (g),"Fatty acids, total trans (g)",Theobromine (mg),"Tocotrienol, delta (mg)","Vitamin C, total ascorbic acid (mg)","Tocotrienol, gamma (mg)",Methionine (g),8:0 (g),Lactose (g),18:2 CLAs (g)
217,"""09237""","Peaches, canned, water pack, solids and liquids",244.0,"1.0 cup, halves or slices",0.015,0.068,,11.74,0.022,0.061,0.000,,7,,,,0.034,,,,,,,,,,,,3.2,,149,,,,,,,,,0,,,,1.271,0.132,,0.002,,,,,,,,,0.041,,,244,,0.000,,,,,,,,,,,,,0.046,,0.00,0.051,4.1,66,0.0,0.046,,0.66,,0.000,,,,,,,,,,0.066,242.0,,0.044,0.15,0.000,,,,1298,59.0,,0.002,,0,0.027,,0.7,0,0.117,7.0,0.032,0.012,24,0.0,10.0,0.049,0.0,10.0,0.049,14.91,,,2.0,0,,,,,0.027,,0.000,0.0,0.059,12.0,0.051,0.020,,,,,0.0,,7.1,,,,,
218,"""09245""","Peaches, dehydrated (low-moisture), sulfured, stewed",242.0,1.0 cup,0.109,0.494,,,,,,,,,,,0.157,,,,,,,,,,,,,,,,,,,,,0,,,,,,4.913,0.489,,0.015,0.012,,,,,,,,0.191,,,1346,,,,,,,,,,,,,,,0.145,,0.00,0.373,,48,,,,3.36,,,,,,,,,,,,0.482,1341.0,,0.203,1.02,0.007,,,,958,322.0,,0.015,,0,0.126,,,0,0.411,7.0,0.14,0.097,160,,,,,,,82.62,,,,,,,,,0.123,,,0.0,0.264,56.0,0.365,0.090,,,,,,,,,,,,
219,"""09244""","Peaches, dehydrated (low-moisture), sulfured, uncooked",116.0,1.0 cup,0.129,0.578,,,,,,,,,,,0.182,,,,,,,,,,,,,,,,,,,,,0,,,,,,5.597,0.572,,0.016,0.014,,,,,,,,0.223,,,1578,,,,,,,,,,,,,,,0.128,,0.00,0.437,,82,,,,3.93,,,,,,,,,,,,0.564,1567.0,,0.239,1.19,0.009,,,,1644,377.0,,0.016,,0,0.148,,,0,0.479,8.0,0.164,0.113,188,,,,,,,96.49,,,,,,,,,0.144,,,0.0,0.310,66.0,0.428,0.106,,,,,,,,,,,,
220,"""09248""","Peaches, dried, sulfured, stewed, with added sugar",270.0,1.0 cup,0.065,0.292,,,,,,,0,,,,0.092,,,,,,,,,,,,6.5,,,,,,,,,0,,,,,,3.748,0.289,,0.008,,,,,,,,,0.111,,,1164,,0.000,,,,,,,,,,,,,0.051,,0.00,0.221,,24,0.0,0.095,,1.97,,0.000,,,,,,,,,,0.283,788.0,,0.119,0.59,0.005,,,,486,278.0,,0.008,,0,0.076,,1.9,,0.240,0.0,0.081,0.057,94,,,,,,,71.82,,,,,,,,,0.073,,0.000,0.0,0.157,32.0,0.216,0.054,,,,,,,,,,,,
221,"""09247""","Peaches, dried, sulfured, stewed, without added sugar",258.0,1.0 cup,0.067,0.304,,43.83,0.013,0.168,,,0,,,,0.095,,,,,,,,,,,,7.0,,464,,,,,,,,,0,,,,3.919,0.302,,0.008,,,,,,,,,0.116,,,831,,0.000,,,,,,,,,,,,,0.054,,0.00,0.23,12.9,26,0.0,0.098,,2.06,,0.000,,,,,,,,,,0.297,826.0,,0.126,0.65,0.005,,,,508,199.0,,0.008,,0,0.077,,0.5,,0.253,0.0,0.085,0.059,98,0.0,10.6,0.137,0.0,10.6,0.137,50.8,,,0.0,,,,,,0.075,,0.000,0.0,0.163,34.0,0.224,0.054,,,,,0.0,,9.5,,,,,
222,"""09246""","Peaches, dried, sulfured, uncooked",160.0,"1.0 cup, halves",0.131,0.587,21.58,66.78,0.003,0.326,,,0,,,,0.186,,,0.0,,,,,,,,,13.1,,894,,,,,,,,,0,,,,7.0,0.582,,0.016,0.014,20.53,,,,,,,0.226,,,1600,,0.000,,,,,,,0.0,0.202,45.0,,,,0.339,,0.00,0.445,25.1,173,0.0,0.107,,4.0,0.00,,,,,,,,,,,0.573,1594.0,,0.243,1.22,0.010,,,,3461,382.0,,0.016,,0,0.15,,0.8,,0.488,0.0,0.166,0.114,190,0.0,20.3,0.267,0.0,20.3,0.267,98.13,,,5.0,0,,,,,0.147,,0.000,0.0,0.315,67.0,0.435,0.107,,,,,0.0,,7.7,0.0,0.139,,,
223,"""09250""","Peaches, frozen, sliced, sweetened",250.0,"1.0 cup, thawed",0.035,0.160,,55.45,0.033,0.087,0.000,,8,,,,0.05,,,,,,,,,,,,4.5,,192,,,,,,,,,0,,,,1.633,0.060,,0.005,,,,,,,,,0.06,,,982,,0.000,,,,,,,,,,,,,0.087,,0.00,0.12,5.5,35,0.0,0.045,,1.32,,0.000,,,,,,,,,,0.158,325.0,,0.065,0.33,0.003,,,,710,235.0,,0.005,,0,0.04,,1.0,0,0.072,8.0,0.045,0.030,28,0.0,12.8,0.072,0.0,12.8,0.072,59.95,,,0.0,,,,,,0.04,,0.000,0.0,0.085,12.0,0.117,0.030,,,,,0.0,,235.5,,,,,
224,"""09243""","Peaches, spiced, canned, heavy syrup pack, solids and liquids",242.0,"1.0 cup, whole",0.027,0.116,,45.45,0.027,0.056,0.000,,7,,,,0.031,,,,,,,,,,,,3.1,,148,,,,,,,,,0,,,,1.3,0.237,,0.002,,,,,,,,,0.039,,,760,,0.000,,,,,,,,,,,,,0.085,,0.00,0.087,4.1,39,0.0,0.046,,0.51,,0.000,,,,,,,,,,0.114,206.0,,0.041,0.24,0.002,,,,767,182.0,,0.002,,0,0.027,,0.7,0,,7.0,0.029,0.022,22,0.0,9.9,0.046,0.0,9.9,0.046,48.59,,,0.0,,,,,,0.024,,0.000,0.0,0.056,17.0,0.087,0.019,,,,,0.0,,12.8,,,,,
225,"""09236""","Peaches, yellow, raw",154.0,1.0 cup slices,0.029,0.132,2.36,12.92,0.037,0.042,0.000,,6,,,,0.046,,6.2,0.0,,,,,,,,,2.3,,140,,,,,,,,,0,,,,1.241,0.105,,0.003,,3.00,,,,,,,0.025,,0.12,254,,0.000,15.0,0.39,0.018,,,,0.03,0.032,9.0,,,,0.048,,0.00,0.103,4.0,25,0.0,0.038,,0.66,0.00,,,,,,,,0.09,,0.0,0.129,293.0,0.5,0.028,0.39,0.003,,,,502,60.0,,0.015,,0,0.022,,0.2,0,0.094,6.0,0.026,,31,0.0,9.4,0.049,0.0,9.4,0.049,14.69,,,0.0,,,,,,0.028,,0.000,0.0,0.034,14.0,0.100,0.020,0.0,,,,0.0,,10.2,0.0,0.015,,0.0,
226,"""09408""","Pear nectar, canned, with added ascorbic acid",250.0,1.0 cup,0.003,0.007,,37.9,0.005,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,0,,,,,,0.32,0.168,,,,,,,,,,,,,,628,,,,,,,,,,,,,,,0.033,,0.00,0.007,,0,,,,0.25,,,,,,,,,,,,0.007,32.0,,,,,,,,2,150.0,,,,,,,,0,0.075,2.0,,,,,,,,,,39.4,,,,,,,,,,,,0.0,,8.0,0.005,,,,,,,,,,,,,
227,"""09262""","Pear nectar, canned, without added ascorbic acid",250.0,1.0 cup,0.003,0.007,,37.9,0.005,,0.000,,2,,,,,,,,,,,,,,,,1.5,,50,,,,,,,,,0,,,,0.32,0.168,,0.0,,,,,,,,,,,,628,,0.000,,,,,,,,,,,,,0.033,,0.00,0.007,4.5,0,0.0,0.035,,0.25,,0.000,,,,,,,,,,0.007,32.0,,,,,,,,2,150.0,,,,,,,,0,0.075,2.0,,,,0.0,5.0,,0.0,5.0,,39.4,,,0.0,,,,,,,,,0.0,,8.0,0.005,,,,,,0.0,,2.8,,,,,
228,"""09340""","Pears, asian, raw",122.0,"1.0 fruit 2-1/4"" high x 2-1/2"" dia",0.015,0.067,,8.6,0.011,0.031,0.000,,10,,,,0.021,,,,,,,,,,,,4.4,,61,,,,,,,,,0,,,,0.267,0.061,,0.002,0.001,,,,,,,,0.016,,,215,,0.000,,,,,,,,,,,,,0.012,,0.00,0.06,5.5,0,0.0,0.027,,0.45,,0.000,,,,,,,,,,0.066,148.0,,0.020,0.28,0.001,,,,0,51.0,,0.006,,0,0.005,,0.1,0,0.073,10.0,0.017,0.012,13,0.0,6.2,0.022,0.0,6.2,0.022,12.99,,,0.0,,,,,,0.011,,0.000,0.0,0.022,10.0,0.057,0.006,,,,,0.0,,4.6,,,,,
229,"""09258""","Pears, canned, extra heavy syrup pack, solids and liquids",266.0,"1.0 cup, halves",0.019,0.080,,,,,,,,,,,0.019,,,,,,,,,,,,4.3,,,,,,,,,0,,,,,,0.633,0.128,,0.003,,,,,,,,,0.013,,,1080,,,,,,,,,,,,,,,0.059,,0.00,0.069,,0,,,,0.4,,,,,,,,,,,,0.077,170.0,,0.013,0.35,0.003,,,,0,258.0,,,,,0.005,,,0,0.085,3.0,0.016,0.013,19,,,,,,,67.17,,,,,,,,,0.008,,,0.0,0.019,11.0,0.067,0.005,,,,,,,,,,,,
230,"""09255""","Pears, canned, extra light syrup pack, solids and liquids (Includes foods for USDA's Food Distribution Program)",247.0,"1.0 cup, halves",0.015,0.057,,,,,,,,,,,0.027,,,,,,,,,,,,4.0,,,,,,,,,0,,,,,,0.988,0.173,,0.002,,,,,,,,,0.02,,,487,,,,,,,,,,,,,,,0.049,,0.00,0.052,,0,,,,0.25,,,,,,,,,,,,0.057,111.0,,0.020,0.25,,,,,0,116.0,,,,,0.007,,,0,0.082,2.0,0.022,0.010,17,,,,,,,30.13,,,,,,,,,0.012,,,0.0,0.027,12.0,0.049,0.007,,,,,,,,,,,,
231,"""09257""","Pears, canned, heavy syrup pack, solids and liquids",266.0,1.0 cup,0.019,0.080,15.69,40.43,0.027,,0.000,,3,,,,0.019,,19.9,,,,,,,,,,4.3,,90,,,,,,,,,0,,,,0.644,0.130,,0.003,0.000,16.23,,,,,,,0.013,,5.05,825,,0.000,,,,,,,,,,,,,0.059,,0.00,0.072,0.8,0,0.0,0.037,,0.4,,0.000,,,,,,,,,,0.08,173.0,0.8,0.013,0.35,0.003,,,,0,197.0,,,,,0.005,,0.0,0,0.085,3.0,0.016,,19,0.0,5.1,0.019,0.0,5.1,0.019,50.99,,,0.0,,,,,,0.008,,0.000,0.0,0.019,11.0,0.069,0.005,,,,,0.0,,2.9,,,,,
232,"""09374""","Pears, canned, heavy syrup, drained",201.0,1.0 cup,0.02,0.082,,33.0,0.022,,0.000,,2,,,,,,,,,,,,,,,,5.4,,100,,,,,,,,,0,,,,0.486,0.123,,0.002,0.000,,,,,,,,,,,621,,0.000,,,,,,,,,,,,,0.048,,0.00,0.074,0.6,0,0.0,0.028,,0.3,,0.000,,,,,,,,,,0.082,133.0,,,,,,,,16,149.0,,,,,,,,0,,2.0,,,,0.0,2.6,,0.0,2.6,,38.35,,,0.0,,,,,,,,,0.0,,8.0,0.072,,,,,,0.0,,2.2,,,,,
233,"""09254""","Pears, canned, juice pack, solids and liquids",248.0,"1.0 cup, halves",0.01,0.037,14.38,24.06,0.027,0.042,0.000,,2,,,,0.03,,,,,,,,,,,,4.0,,84,,,,,,,,,0,,,,0.496,0.131,,0.0,,8.18,,,,,,,0.022,,0.00,518,,0.000,,,,,,,,,,,,,0.027,,0.00,0.035,0.7,0,0.0,0.035,,0.47,,0.000,,,,,,,,,,0.037,238.0,,0.022,0.17,0.000,,,,15,124.0,,,,,0.007,,0.0,0,0.084,2.0,0.025,0.007,30,0.0,8.4,0.030,0.0,8.4,0.030,32.09,,,0.0,,,,,,0.015,,0.000,0.0,0.030,17.0,0.032,0.010,,,,,0.0,,4.0,,,,,
234,"""09256""","Pears, canned, light syrup pack, solids and liquids",251.0,"1.0 cup, halves",0.005,0.018,12.80,30.37,0.025,,0.000,,3,,,,0.018,,,,,,,,,,,,4.0,,85,,,,,,,,,0,,,,0.387,0.123,,0.0,,12.05,,,,,,,0.013,,2.76,597,,0.000,,,,,,,,,,,,,0.040,,0.00,0.015,0.8,0,0.0,0.035,,0.35,,0.000,,,,,,,,,,0.018,166.0,,0.013,0.08,0.000,,,,0,143.0,,,,,0.005,,0.0,0,0.083,3.0,0.015,0.003,18,0.0,8.5,0.018,0.0,8.5,0.018,38.08,,,0.0,,,,,,0.008,,0.000,0.0,0.018,10.0,0.015,0.005,,,,,0.0,,1.8,,,,,
235,"""09253""","Pears, canned, water pack, solids and liquids",244.0,"1.0 cup, halves",0.005,0.017,9.52,14.88,0.020,0.022,0.000,,2,,,,0.017,,,,,,,,,,,,3.9,,83,,,,,,,,,0,,,,0.132,0.124,,0.0,,4.64,,,,,,,0.012,,0.00,295,,0.000,,,,,,,,,,,,,0.024,,0.00,0.015,0.7,0,0.0,0.034,,0.39,,0.000,,,,,,,,,,0.017,129.0,,0.012,0.07,0.000,,,,0,71.0,,,,,0.005,,0.0,0,0.083,2.0,0.012,0.002,17,0.0,8.3,0.017,0.0,8.3,0.017,19.06,,,0.0,,,,,,0.007,,0.000,0.0,0.017,10.0,0.015,0.005,,,,,0.0,,2.4,,,,,
236,"""09261""","Pears, dried, sulfured, stewed, with added sugar",280.0,"1.0 cup, halves",0.045,0.190,,,,,,,0,,,,0.084,,,,,,,,,,,,16.2,,,,,,,,,0,,,,,,0.932,0.479,,0.006,0.003,,,,,,,,0.062,,,1641,,0.000,,,,,,,,,,,,,0.053,,0.00,0.171,,6,0.0,0.092,,1.43,,0.000,,,,,,,,,,0.188,686.0,,0.064,0.81,0.003,,,,112,392.0,,,,,0.02,,6.7,,0.423,0.0,0.07,0.034,76,,,,,,,103.99,,,,,,,,,0.042,,0.000,0.0,0.084,42.0,0.165,0.025,,,,,,,,,,,,
237,"""09260""","Pears, dried, sulfured, stewed, without added sugar",255.0,"1.0 cup, halves",0.043,0.184,,69.9,0.010,0.117,,,0,,,,0.082,,,,,,,,,,,,16.3,,61,,,,,,,,,0,,,,0.895,0.459,,0.005,0.003,,,,,,,,0.059,,,1354,,0.000,,,,,,,,,,,,,0.051,,0.00,0.163,25.2,5,0.0,0.089,,1.38,,0.000,,,,,,,,,,0.181,658.0,,0.064,0.79,0.003,,,,107,324.0,,,,,0.02,,0.3,,0.405,0.0,0.066,0.033,71,0.0,28.6,0.082,0.0,28.6,0.082,86.22,,,3.0,0,,,,,0.041,,0.000,0.0,0.082,41.0,0.158,0.026,,,,,0.0,,10.2,,,,,
238,"""09259""","Pears, dried, sulfured, uncooked",180.0,"1.0 cup, halves",0.063,0.266,,111.96,0.014,0.169,,,0,,,,0.119,,,0.0,,0.004,,,,,,,13.5,,90,,,,,,,,,0,,,,2.47,0.668,,0.007,0.004,,,,,,,,0.088,,,1973,,0.000,,,,,,,0.07,0.097,61.0,,,,0.261,,0.00,0.238,36.7,0,0.0,0.130,,2.0,0.07,0.000,,,,,,,,,,0.263,959.0,,0.092,1.13,0.005,,,,5,472.0,,,,,0.029,,0.4,,0.589,0.0,0.097,0.049,106,0.0,41.4,0.121,0.0,41.4,0.121,125.46,,,0.0,,,,,,0.058,,0.000,0.0,0.119,59.0,0.230,0.036,,,,,0.0,,12.6,0.0,0.040,,,
239,"""09252""","Pears, raw",140.0,"1.0 cup, slices",0.031,0.132,8.99,13.65,0.017,0.027,0.000,,10,,,,0.024,,3.1,0.0,,0.001,,,,,,,4.3,,62,,,,,,,,,0,,,,0.225,0.115,,0.004,0.001,3.64,,,,,,,0.015,,0.00,335,,0.000,11.0,0.25,0.003,,,,0.04,0.018,13.0,,,,0.036,,0.00,0.118,6.2,1,0.0,0.041,,0.45,0.00,,,,,,,,,,0.0,0.13,162.0,0.3,0.029,0.2,0.003,,,,35,80.0,,0.003,,0,0.003,,0.1,0,0.067,10.0,0.015,0.024,17,0.0,7.1,0.021,0.0,7.1,0.021,21.32,,,1.0,0,,,,,0.014,,0.000,0.0,0.024,10.0,0.113,0.003,0.0,,,,0.0,,6.0,0.0,0.003,,0.0,
240,"""09263""","Persimmons, japanese, raw",168.0,"1.0 fruit (2-1/2"" dia)",0.034,0.072,9.34,21.05,0.050,0.071,0.000,,13,,,,0.055,,,,,,,,,,,,6.0,,1401,,,,,,,,,0,,,,0.168,0.190,,0.005,0.007,9.14,,,,,,,0.05,,,492,,0.002,7.0,0.25,0.022,,,,,,,,,,0.034,,0.00,0.062,4.4,136,0.0,0.168,,0.55,,0.000,,,,,,,,,,0.066,270.0,,0.037,0.32,0.000,,,,2733,118.0,,0.017,,0,0.027,,1.0,0,0.596,13.0,0.042,0.027,29,0.0,12.8,0.037,0.0,12.8,0.037,31.23,,,0.0,,,,,,0.042,,0.000,0.0,0.050,15.0,0.062,0.020,,,,,0.0,,12.6,,,,,
241,"""09409""","Pineapple juice, canned or bottled, unsweetened, with added ascorbic acid",250.0,1.0 cup,0.02,0.105,9.53,24.95,0.145,,0.000,,45,,,,,,,,,,,,,,,,0.5,,0,,,,,,,,,0,,,,0.497,0.172,,0.007,0.045,11.62,,,,,,,,,,550,,0.000,,,,,,,,,,,,,0.052,,0.00,0.035,0.8,0,0.0,0.250,,0.7,,0.000,,,,,,,,,0.0,0.06,325.0,,,,,,,,12,132.0,,,,,,,,0,1.260,45.0,,,,0.0,8.2,,0.0,8.2,,32.17,,,0.0,,,,,,,,,0.0,,30.0,0.030,,,,,,0.0,,109.5,,,,0.0,
242,"""09273""","Pineapple juice, canned or bottled, unsweetened, without added ascorbic acid",250.0,1.0 cup,0.02,0.105,9.53,24.95,0.145,,0.000,,45,,,,,,,,,,,,,,,,0.5,,0,,,,,,,,,0,,,,0.497,0.172,,0.007,0.045,11.62,,,,,,,,,,550,,0.000,,,,,,,,,,,,,0.052,,0.00,0.035,0.8,0,0.0,0.250,,0.7,,0.000,,,,,,,,,0.0,0.06,325.0,,,,,,,,12,132.0,,,,,,,,0,1.260,45.0,,,,0.0,8.2,,0.0,8.2,,32.17,,,0.0,,,,,,,,,0.0,,30.0,0.030,,,,,,0.0,,25.0,,,,0.0,
243,"""09510""","Pineapple juice, canned, not from concentrate, unsweetened, with added vitamins A, C and E",250.0,1.0 cup,0.0,,9.53,24.95,0.145,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,0.352,0.070,,,,,,,,,,,,,,525,,,,,,,,,,,,,,,0.040,,0.00,,,,,,,0.65,,,,,,,,,,,0.0,,,,,,,,,,588,125.0,,,,,,,,0,1.260,30.0,,,,0.0,,,0.0,,,30.45,,,,,,,,,,,,0.0,,28.0,,,,,,,0.0,,78.2,,,,0.0,
244,"""09275""","Pineapple juice, frozen concentrate, unsweetened, diluted with 3 volume water",250.0,1.0 cup,0.005,0.025,,31.18,0.175,,0.000,,28,,,,,,,,,,,,,,,,0.5,,0,,,,,,,,,0,,,,0.5,0.113,,0.003,0.010,,,,,,,,,,,535,,0.000,,,,,,,,,,,,,0.050,,0.00,0.007,0.8,2,0.0,0.185,,0.75,,0.000,,,,,,,,,,0.015,330.0,,,,,,,,25,128.0,,,,,,,,0,2.623,28.0,,,,0.0,8.2,,0.0,8.2,,31.68,,,0.0,,,,,,,,,0.0,,35.0,0.007,,,,,,0.0,,30.0,,,,,
245,"""09274""","Pineapple juice, frozen concentrate, unsweetened, undiluted",216.0,1.0 can (6 fl oz),0.015,0.076,,94.18,0.497,,0.000,,80,,,,,,,,,,,,,,,,1.5,,0,,,,,,,,,0,,,,1.944,0.676,,0.006,0.032,,,,,,,,,,,1618,,0.000,,,,,,,,,,,,,0.130,,0.00,0.026,2.2,6,0.0,0.551,,2.59,,0.000,,,,,,,,,,0.043,1020.0,,,,,,,,108,387.0,,,,,,,,0,7.428,80.0,,,,0.0,25.1,,0.0,25.1,,95.69,,,0.0,,,,,,,,,0.0,,76.0,0.024,,,,,,0.0,,90.7,,,,,
246,"""09271""","Pineapple, canned, extra heavy syrup pack, solids and liquids",260.0,"1.0 cup, crushed, sliced, or chunks",0.023,0.099,,,,,,,,,,,0.042,,,,,,,,,,,,2.1,,,,,,,,,0,,,,,,0.733,0.257,,0.008,0.042,,,,,,,,0.023,,,902,,,,,,,,,,,,,,,0.065,,0.00,0.034,,3,,,,0.88,,,,,,,,,,,,0.057,265.0,,0.023,0.29,0.003,,,,36,216.0,,0.013,,0,0.021,,,0,2.761,13.0,0.023,0.013,18,,,,,,,55.9,,,,,,,,,0.031,,,0.0,0.029,39.0,0.031,0.018,,,,,,,,,,,,
247,"""09270""","Pineapple, canned, heavy syrup pack, solids and liquids",254.0,"1.0 cup, crushed, sliced, or chunks",0.023,0.102,18.29,42.93,0.229,0.033,0.000,,13,,,,0.041,,,,,,,,,,,,2.0,,0,,,,,,,,,0,,,,0.729,0.257,,0.008,0.043,19.05,,,,,,,0.023,,,828,,0.000,,,,,,,,,,,,,0.064,,0.00,0.033,0.8,3,0.0,0.188,,0.86,,0.000,,,,,,,,,,0.058,264.0,,0.023,0.28,0.003,,,,36,198.0,,0.013,,0,0.02,,1.0,0,2.743,13.0,0.023,0.013,18,0.0,9.7,0.048,0.0,9.7,0.048,51.31,,,0.0,,,,,,0.03,,0.000,0.0,0.028,41.0,0.030,0.020,,,,,0.0,,18.8,,,,,
248,"""09354""","Pineapple, canned, juice pack, drained",181.0,"1.0 cup, chunks",0.014,0.072,,25.81,0.185,,0.000,,9,,,,,,,,,,,,,,,,2.4,,0,,,,,,,,,0,,,,0.514,0.194,,0.005,0.031,,,,,,,,,,,456,,0.000,,,,,,,,,,,,,0.038,,0.00,0.025,1.3,5,0.0,0.136,,0.56,,0.000,,,,,,,,,,0.042,224.0,,,,,,,,90,109.0,,,,,,,,0,,9.0,,,,0.0,10.0,,0.0,10.0,,28.16,,,0.0,,,,,,,,,0.0,,27.0,0.022,,,,,,0.0,,17.0,,,,,
249,"""09268""","Pineapple, canned, juice pack, solids and liquids",249.0,"1.0 cup, crushed, sliced, or chunks",0.015,0.072,16.18,35.98,0.237,0.040,0.000,,12,,,,0.047,,10.5,,,,,,,,,,2.0,,0,,,,,,,,,0,,,,0.707,0.214,,0.005,0.030,19.17,,,,,,,0.025,,,625,,0.000,,,,,,,,,,,,,0.047,,0.00,0.025,0.7,5,0.0,0.184,,0.75,,0.000,,,,,,,,,,0.042,304.0,,0.027,0.2,0.002,,,,95,149.0,,0.012,,0,0.025,,1.0,0,2.791,12.0,0.025,0.010,15,0.0,12.0,0.055,0.0,12.0,0.055,39.09,,,0.0,,,,,,0.035,,0.000,0.0,0.032,35.0,,0.022,,,,,0.0,,23.7,,,,,
250,"""09269""","Pineapple, canned, light syrup pack, solids and liquids",252.0,"1.0 cup, crushed, sliced, or chunks",0.023,0.101,,31.88,0.229,0.035,0.000,,13,,,,0.04,,,,,,,,,,,,2.0,,0,,,,,,,,,0,,,,0.736,0.260,,0.008,0.043,,,,,,,,0.023,,,549,,0.000,,,,,,,,,,,,,0.063,,0.00,0.033,0.8,5,0.0,0.186,,0.88,,0.000,,,,,,,,,,0.058,265.0,,0.023,0.3,0.003,,,,96,131.0,,0.013,,0,0.023,,1.0,0,2.764,13.0,0.023,0.013,18,0.0,9.6,0.048,0.0,9.6,0.048,33.89,,,0.0,,,,,,0.03,,0.000,0.0,0.030,40.0,0.030,0.020,,,,,0.0,,18.9,,,,,
251,"""09267""","Pineapple, canned, water pack, solids and liquids",246.0,"1.0 cup, crushed, sliced, or chunks",0.015,0.076,,18.45,0.229,0.042,0.000,,12,,,,0.049,,,,,,,,,,,,2.0,,0,,,,,,,,,0,,,,0.733,0.258,,0.005,0.032,,,,,,,,0.027,,,330,,0.000,,,,,,,,,,,,,0.064,,0.00,0.027,0.7,5,0.0,0.182,,0.86,,0.000,,,,,,,,,,0.044,312.0,,0.027,0.22,0.002,,,,93,79.0,,0.015,,0,0.025,,1.0,0,2.758,12.0,0.027,0.010,10,0.0,9.3,0.057,0.0,9.3,0.057,20.42,,,0.0,,,,,,0.037,,0.000,0.0,0.034,44.0,0.025,0.022,,,,,0.0,,18.9,,,,,
252,"""09272""","Pineapple, frozen, chunks, sweetened",245.0,"1.0 cup, chunks",0.017,0.086,,51.7,0.245,0.049,0.000,,27,,,,0.064,,,,,,,,,,,,2.7,,0,,,,,,,,,0,,,,0.735,0.243,,0.007,0.037,,,,,,,,0.032,,,882,,0.000,,,,,,,,,,,,,0.073,,0.00,0.029,1.7,5,0.0,0.184,,0.49,,0.000,,,,,,,,,,0.049,245.0,,0.032,0.24,0.002,,,,74,211.0,,0.012,,0,0.032,,0.2,0,2.602,27.0,0.032,0.010,10,0.0,12.0,0.064,0.0,12.0,0.064,54.39,,,0.0,,,,,,0.044,,0.000,0.0,0.039,24.0,0.027,0.022,,,,,0.0,,19.6,,,,,
