,NDB_NO,Description,Weight(g),Measure,"Fatty acids, total saturated (g)","Fatty acids, total polyunsaturated (g)",Fructose (g),"Sugars, total (g)",Thiamin (mg),Leucine (g),6:0 (g),22:4 (g),"Folate, food (µg)","18:3 n-3 c,c,c (ALA) (g)",Vitamin E (alpha-tocopherol) (mg),Phenylalanine (g),Lysine (g),22:1 c (g),"Fluoride, F (µg)","Tocotrienol, beta (mg)",18:1 t (g),20:1 (g),15:1 (g),Glutamic acid (g),Aspartic acid (g),17:1 (g),21:5 (g),"20:2 n-6 c,c (g)","Fiber, total dietary (g)",20:3 n-3 (g),Lutein + zeaxanthin (µg),Menaquinone-4 (µg)_x,"Tocotrienol, alpha (mg)_x",Alanine (g)_x,Menaquinone-4 (µg)_y,"Tocotrienol, alpha (mg)_y",Alanine (g)_y,Retinol (µg),18:1-11 t (18:1t n-7) (g),Caffeine (mg),Hydroxyproline (g),Protein (g),Lycopene (µg),Niacin (mg),"Copper, Cu (mg)",17:0 (g),18:0 (g),18:3 undifferentiated (g),Glucose (dextrose) (g),14:1 (g),"Folate, DFE (µg)",20:3 undifferentiated (g),20:4 n-6 (g),"Vitamin E, added (mg)",22:6 n-3 (DHA) (g),Threonine (g),"18:3 n-6 c,c,c (g)",Maltose (g),Energy (kJ),"Fatty acids, total trans-monoenoic (g)",14:0 (g),Phytosterols (mg),"Iron, Fe (mg)",Cystine (g),"Fatty acids, total trans-polyenoic (g)",Water (g),"Cryptoxanthin, beta (µg)","Tocopherol, gamma (mg)",Glycine (g),"Calcium, Ca (mg)",16:1 t (g),"Carotene, beta (µg)",15:0 (g),Riboflavin (mg),20:5 n-3 (EPA) (g),Vitamin B-12 (µg),"Fatty acids, total monounsaturated (g)",Vitamin K (phylloquinone) (µg),"Vitamin A, RAE (µg)",12:0 (g),Vitamin B-6 (mg),22:0 (g),Ash (g),"Tocopherol, delta (mg)",22:1 undifferentiated (g),Vitamin D3 (cholecalciferol) (µg),24:0 (g),Campesterol (mg),16:1 c (g),"Sodium, Na (mg)",4:0 (g),Galactose (g),22:5 n-3 (DPA) (g),"Alcohol, ethyl (g)",18:2 undifferentiated (g),"Potassium, K (mg)",Betaine (mg),Proline (g),Total lipid (fat) (g),16:1 undifferentiated (g),18:2 t not further defined (g),18:2 i (g),Sucrose (g),"Vitamin A, IU (IU)",Energy (kcal),24:1 c (g),Tryptophan (g),Starch (g),Cholesterol (mg),Tyrosine (g),20:0 (g),"Selenium, Se (µg)",Folic acid (µg),"Manganese, Mn (mg)","Folate, total (µg)",Isoleucine (g),16:0 (g),"Phosphorus, P (mg)","Vitamin B-12, added (µg)_x","Choline, total (mg)_x",Serine (g)_x,"Vitamin B-12, added (µg)_y","Choline, total (mg)_y",Serine (g)_y,"Carbohydrate, by difference (g)",22:1 t (g),"18:2 t,t (g)","Carotene, alpha (µg)",Vitamin D (IU),18:1 c (g),"18:2 n-6 c,c (g)",Stigmasterol (mg),Pantothenic acid (mg),Arginine (g),Vitamin D2 (ergocalciferol) (µg),10:0 (g),Vitamin D (D2 + D3) (µg),Valine (g),"Magnesium, Mg (mg)",18:1 undifferentiated (g),Histidine (g),Dihydrophylloquinone (µg),20:3 n-6 (g),20:4 undifferentiated (g),"Fatty acids, total trans (g)",Theobromine (mg),"Tocotrienol, delta (mg)","Vitamin C, total ascorbic acid (mg)","Tocotrienol, gamma (mg)",Methionine (g),8:0 (g),Lactose (g),18:2 CLAs (g)
109,"""09516""","Fruit juice smoothie, BOLTHOUSE FARMS, strawberry banana",233.0,1.0 cup,0.128,0.112,10.67,24.07,0.082,,0.007,0.000,56,0.023,0.37,,,,,,,,0.0,,,,,0.000,1.4,0.000,58,0.0,,,0.0,,,,,0,,,,0.669,0.089,0.000,0.023,,7.74,0.000,56,,,,,,,,510,0.002,0.007,,,,0.000,201.78,2,,,,0.000,21,0.005,0.123,,0.00,0.047,2.1,2,0.0,0.175,,0.68,,0.000,,,,,12.0,0.000,,,0.0,0.033,429.0,,,,,0.000,,5.69,47,121.0,0.000,,,,,,,0,0.452,56.0,,,,0.0,12.3,,0.0,12.3,,28.82,0.000,,9.0,,0.021,0.033,,0.214,,,,0.0,,30.0,0.023,,0.0,,0.000,0.002,0.0,,110.2,,,,0.0,
110,"""09511""","Fruit juice smoothie, NAKED JUICE, BLUE MACHINE",240.0,8.0 fl oz,0.0,,,28.99,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,19.999,,,,,,,,,,,,,,,710,,,,,,,,,,,,,,,,,,,,,,,,2.9,,,,,,,,,,,,,,,,,,,,,0,170.0,,,,,,,,,,,,,,,,,,,,40.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,"""09508""","Fruit juice smoothie, NAKED JUICE, GREEN MACHINE",275.0,1.0 cup,0.146,0.201,15.26,30.66,0.193,,0.000,,41,,,,,,,,,,,,,,,,1.9,,503,,,,,,,,,0,,,,0.797,0.146,,0.011,0.071,7.56,,,,,,,,,,613,,0.011,,,,,,,,,,,,,0.247,0.000,1.73,0.11,58.3,58,0.003,0.206,,0.99,,0.000,,,,,,,,,0.0,0.129,454.0,,,,,,,,1177,146.0,,,,,,,,0,0.591,41.0,,,,0.0,11.8,,0.0,11.8,,34.46,,,14.0,0,,,,,,,,0.0,,28.0,0.071,,,,,,0.0,,22.6,,,,0.0,
112,"""09507""","Fruit juice smoothie, NAKED JUICE, MIGHTY MANGO",240.0,8.0 fl oz,0.0,,,30.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,629,,,,,,,,,,,,,,,,,,,,,,,,2.69,,,,,,,,,,,,,,,,,,,,,4999,151.0,,,,,,,,,,,,,,,,,,,,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,"""09531""","Fruit juice smoothie, NAKED JUICE, strawberry banana",228.0,1.0 cup,0.139,0.066,10.08,22.91,0.091,,0.011,0.000,80,0.030,0.30,,,,,,,,0.0,,,,,0.000,1.4,0.000,59,0.0,,,0.0,,,,,0,,,,0.707,0.091,0.000,0.023,0.030,6.38,0.000,80,,,,,,,,472,0.005,0.007,,,,0.000,199.0,21,,,,0.000,25,0.005,0.130,,0.00,0.036,4.8,5,0.0,0.262,,0.71,,0.000,,,,0.002,5.0,0.000,,,0.0,0.036,458.0,0.2,,,,0.000,,6.45,71,114.0,0.000,,,,,,,0,0.410,80.0,,,,0.0,8.7,,0.0,8.7,,26.58,0.000,,16.0,,0.030,0.036,,,,,,0.0,,32.0,0.034,,0.0,,0.000,0.005,0.0,,19.2,,,,0.0,
114,"""09513""","Fruit juice smoothie, ODWALLA, ORIGINAL SUPERFOOD",227.0,1.0 cup,0.238,0.254,9.74,23.06,0.114,,0.007,0.000,32,0.043,0.95,,,,,,,,0.0,,,,,0.000,1.4,0.000,86,0.0,,,0.0,,,,,0,,,,1.033,0.091,0.000,0.041,0.043,5.11,0.000,32,,,,,,,,477,0.005,0.011,,,,0.000,197.99,197,,,,0.000,1802,0.002,0.193,,0.00,0.091,11.3,159,0.0,0.059,0.005,0.64,,0.000,,,,0.011,7.0,0.000,,,0.0,0.211,329.0,,,,,0.000,,8.19,3196,114.0,0.000,,,,,,,0,0.173,32.0,,,,0.0,11.3,,0.0,11.3,,26.13,0.000,,32.0,,0.059,0.211,,,,,,0.0,,20.0,0.064,,0.0,,0.000,0.005,0.0,,71.1,,,,0.0,
115,"""09530""","Fruit juice smoothie, ODWALLA, strawberry banana",233.0,1.0 cup,0.137,0.056,8.95,23.07,0.117,,0.009,0.000,70,0.023,20.81,,,,,,,,0.0,,,,,0.000,1.4,0.000,112,0.0,,,0.0,,,,,0,,,,0.664,0.093,0.000,0.028,0.023,5.99,0.000,70,,,,,,,,466,0.000,0.009,,,,0.000,204.43,394,,,,0.000,105,0.005,0.117,,0.00,0.03,1.9,26,0.0,0.151,,0.91,,0.000,,,,0.002,5.0,0.000,,,0.0,0.033,468.0,,,,,0.000,,8.11,517,112.0,0.000,,,,,,,0,0.419,70.0,,,,0.0,8.9,,0.0,8.9,,25.75,0.000,,16.0,0,0.028,0.033,,0.489,,,,0.0,,33.0,0.028,,0.0,,,0.000,0.0,,89.5,,,,0.0,
116,"""09106""","Fruit salad, (peach and pear and apricot and pineapple and cherry), canned, extra heavy syrup, solids and liquids",259.0,1.0 cup,0.023,0.070,,,,,,,,,,,,,,,,,,,,,,,2.6,,,,,,,,,0,,,,,,0.914,0.163,,0.005,0.008,,,,,,,,,,,953,,,,,,,,,,,,,,,0.052,,0.00,0.031,,83,,,,0.54,,,,,,,,,,,,0.062,207.0,,,,,,,,1650,228.0,,,,,,,,0,0.370,8.0,,,,,,,,,,58.97,,,,,,,,,,,,0.0,,13.0,0.031,,,,,,,,,,,,,
117,"""09103""","Fruit salad, (peach and pear and apricot and pineapple and cherry), canned, juice pack, solids and liquids",249.0,1.0 cup,0.01,0.027,,,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,0,,,,,,0.886,0.125,,0.002,,,,,,,,,,,,520,,,,,,,,,,,,,,,0.035,,0.00,0.012,,75,,,,0.65,,,,,,,,,,,,0.025,289.0,,,,,,,,1494,124.0,,,,,,,,0,0.376,7.0,,,,,,,,,,32.49,,,,,,,,,,,,0.0,,20.0,0.012,,,,,,,,,,,,,
118,"""09104""","Fruit salad, (peach and pear and apricot and pineapple and cherry), canned, light syrup, solids and liquids",252.0,1.0 cup,0.023,0.071,,,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,0,,,,,,0.92,0.164,,0.005,0.008,,,,,,,,,,,612,,,,,,,,,,,,,,,0.050,,0.00,0.03,,53,,,,0.53,,,,,,,,,,,,0.06,207.0,,,,,,,,1081,146.0,,,,,,,,0,0.373,8.0,,,,,,,,,,38.15,,,,,,,,,,,,0.0,,13.0,0.030,,,,,,,,,,,,,
119,"""09102""","Fruit salad, (peach and pear and apricot and pineapple and cherry), canned, water pack, solids and liquids",245.0,1.0 cup,0.022,0.069,,,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,0,,,,,,0.916,0.164,,0.007,,,,,,,,,,,,309,,,,,,,,,,,,,,,0.051,,0.00,0.032,,54,,,,0.54,,,,,,,,,,,,0.061,191.0,,,,,,,,1078,74.0,,,,,,,,0,0.370,7.0,,,,,,,,,,19.28,,,,,,,,,,,,0.0,,12.0,0.032,,,,,,,,,,,,,
120,"""09325""","Fruit salad, (pineapple and papaya and banana and guava), tropical, canned, heavy syrup, solids and liquids",257.0,1.0 cup,0.049,0.082,,,,,0.000,,23,,,,,,,,,,,,,,,,3.3,,,,,,,,,0,,,,,,1.444,0.206,,0.008,0.036,,,,,,,,,,,925,,0.005,,,,,,,,,,,,,0.116,,0.00,0.046,,15,0.0,0.308,,0.9,,0.000,,,,,,,,,,0.046,337.0,,,,,,,,326,221.0,,,,,,,,0,,23.0,,,,,,,,,,57.47,,,,,,,,,,,,0.0,,33.0,0.033,,,,,,,,,,,,,
121,"""09110""","Goji berries, dried",28.0,5.0 tbsp,0.0,,,12.77,,0.128,,,,,,,0.065,,,,,,,,,,,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,409,,,,,,,,,,,,,,,,,,,,,,,,0.22,,,,,,,,,,,,,,,0.280,0.11,,,,,7510,98.0,,,,,0.062,,,,,,0.073,,,,,,,,,21.58,,,,,,,,,0.202,,,,,,,,,,,,,,,,,,,
122,"""09109""","Gooseberries, canned, light syrup pack, solids and liquids",252.0,1.0 cup,0.033,0.277,,,,,0.000,,8,,,,,,,,,,,,,,,,6.0,,,,,,,,,0,,,,,,0.386,0.547,,0.01,0.040,,,,,,,,,,,769,,0.000,,,,,,,,,,,,,0.134,,0.00,0.045,,18,0.0,0.030,,0.73,,0.000,,,,,,,,,,0.237,194.0,,,,,,,,348,184.0,,,,,,,,0,0.446,8.0,,,,,,,,,,47.25,,,,,,,,,,,,,,,0.045,,,,,,,,,,,,,
123,"""09107""","Gooseberries, raw",150.0,1.0 cup,0.057,0.475,,,,,0.000,,9,,,,,,,,,,,,,,,,6.5,,,,,,,,,0,,,,,,0.45,0.105,,0.019,0.069,,,,,,,,,,,276,,0.000,,,,,,,,,,,,,0.045,,0.00,0.076,,22,0.0,0.120,,0.73,,0.000,,,,,,,,,,0.407,297.0,,,,,,,,435,66.0,,,,,,,,0,0.216,9.0,,,,,,,,,,15.27,,,,,,,,,,,,,,,0.076,,,,,,,,,,,,,
124,"""09130""","Grape juice, canned or bottled, unsweetened, with added ascorbic acid",253.0,1.0 cup,0.063,0.056,18.62,35.93,0.043,,,,0,,,,,,,0.0,,,,,,,,,0.5,,144,,,,,,,,,0,,,,0.336,0.046,,0.008,0.013,17.23,,,,,,,,,,638,,0.003,,,,,,,0.0,,28.0,,,,0.038,,0.00,0.008,1.0,0,0.0,0.081,,0.56,0.00,,,,,,,,,,0.0,0.043,263.0,0.5,,,,,,,20,152.0,,,,,,,,,0.605,0.0,,,,0.0,8.1,,0.0,8.1,,37.37,,,0.0,,,,,,,,,0.0,,25.0,0.008,,,,,,0.0,,63.2,0.0,,,0.0,
125,"""09512""","Grape juice, canned or bottled, unsweetened, with added ascorbic acid and calcium",253.0,1.0 cup,0.063,0.056,18.62,35.93,0.043,0.030,,,0,,,,0.025,,349.1,0.0,,,,,,,,,0.5,,144,,,,,,,,,0,,,,0.336,0.046,,0.008,0.013,17.23,,,,,,,0.04,,0.00,653,,0.003,,,,,,,0.0,0.030,106.0,,,,0.038,,0.00,0.008,1.0,0,0.0,0.081,,0.56,0.00,,,,,,,,,,0.0,0.043,263.0,0.5,0.040,0.33,0.000,,,,20,157.0,,,,,0.008,,0.0,,0.605,0.0,0.018,0.053,35,0.0,8.1,0.033,0.0,8.1,0.033,37.37,,,0.0,,,,,,0.119,,0.000,0.0,0.025,25.0,0.008,0.018,,,,,0.0,,63.2,0.0,0.003,,0.0,
126,"""09135""","Grape juice, canned or bottled, unsweetened, without added ascorbic acid",253.0,1.0 cup,0.063,0.056,18.62,35.93,0.043,0.030,,,0,,,,0.025,,349.1,0.0,,,,,,,,,0.5,,144,,,,,,,,,0,,,,0.336,0.046,,0.008,0.013,17.23,,,,,,,0.04,,0.00,638,,0.003,,,,,,,0.0,0.030,28.0,,,,0.038,,0.00,0.008,1.0,0,0.0,0.081,,0.56,0.00,,,,,,,,,,0.0,0.043,263.0,0.5,0.040,0.33,0.000,,,,20,152.0,,,,,0.008,,0.0,,0.605,0.0,0.018,0.053,35,0.0,8.1,0.033,0.0,8.1,0.033,37.37,,,0.0,,,,,,0.119,,0.000,0.0,0.025,25.0,0.008,0.018,,,,,0.0,,0.3,0.0,0.003,,0.0,
127,"""09127""","Grapefruit juice, pink or red, with added calcium",240.0,8.0 fl oz,0.415,0.710,6.60,19.1,0.091,,0.000,,29,,,,,,,0.0,,,,,,,,,0.7,,34,,,,,,,,,0,,,,0.48,0.062,,0.029,0.149,6.41,,,,,,,,,,394,,0.000,,,,,,,0.0,,350.0,,,,0.072,,0.00,0.384,0.0,38,0.0,0.106,,0.7,0.00,,,,,,,,,,0.0,0.562,317.0,,,,,,,,768,94.0,,,,,,,,0,0.046,29.0,,,,0.0,15.4,,0.0,15.4,,18.58,,,7.0,0,,,,,,,,0.0,,22.0,0.355,,,,,,0.0,,53.3,0.0,,,0.0,
128,"""09404""","Grapefruit juice, pink, raw",247.0,1.0 cup,0.035,0.059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.494,0.082,,0.002,0.012,,,,,,,,,,,403,,,,,,,,,,,,,,,0.049,,0.00,0.032,,54,,,,0.49,,,,,,,,,,,,0.047,400.0,,,,,,,,1087,96.0,,,,,,,,0,0.049,25.0,,,,,,,,,,22.72,,,,,,,,,,,,0.0,,30.0,0.030,,,,,,,,,,,,,
129,"""09123""","Grapefruit juice, white, canned or bottled, unsweetened",257.0,1.0 cup,0.211,0.450,8.33,19.76,0.164,,0.000,,36,,,,,,,0.0,,,,,,,,,1.5,,26,,,,,,,,,0,,,,0.668,0.082,,0.015,0.098,7.97,,,,,,,,,,396,,0.000,,,,,,,0.0,,41.0,,,,0.051,,0.00,0.239,0.0,5,0.0,0.095,,0.75,0.00,,,,,,,,0.05,,0.0,0.352,362.0,,,,,,,,90,95.0,,,,,,,,0,0.049,36.0,,,,0.0,19.8,,0.0,19.8,,19.38,,,5.0,0,,,,,,,,0.0,,23.0,0.211,,,,,,0.0,,86.6,0.0,,,0.05,
130,"""09124""","Grapefruit juice, white, canned, sweetened",250.0,1.0 cup,0.03,0.052,,27.57,0.100,,0.000,,25,,,,,,,,,,,,,,,,0.2,,25,,,,,,,,,0,,,,0.797,0.120,,0.003,0.010,,,,,,,,,,,480,,0.000,,,,,,,,,,,,,0.058,,0.00,0.03,,0,0.0,0.050,,2.05,,0.000,,,,,,,,,,0.043,405.0,,,,,,,,18,115.0,,,,,,,,0,0.050,25.0,,,,0.0,,,0.0,,,27.82,,,5.0,0,,,,,,,,0.0,,25.0,0.028,,,,,,0.0,,67.2,,,,,
131,"""09126""","Grapefruit juice, white, frozen concentrate, unsweetened, diluted with 3 volume water",247.0,1.0 cup,0.047,0.079,,23.79,0.101,,0.000,,10,,,,,,,,,,,,,,,,0.2,,25,,,,,,,,,0,,,,0.536,0.082,,0.002,0.017,,,,,,,,,,,425,,0.002,,,,,,,,,,,,,0.054,,0.00,0.044,,0,0.0,0.109,,0.69,,0.000,,,,,,,,,,0.062,336.0,,,,,,,,22,101.0,,,,,,,,0,0.049,10.0,,,,0.0,19.0,,0.0,19.0,,24.03,,,5.0,0,,,,,,,,0.0,,27.0,0.040,,,,,,0.0,,83.2,,,,,
132,"""09125""","Grapefruit juice, white, frozen concentrate, unsweetened, undiluted",207.0,1.0 can (6 fl oz),0.132,0.234,,70.71,0.300,,0.000,,27,,,,,,,,,,,,,,,,0.8,,70,,,,,,,,,0,,,,1.598,0.244,,0.004,0.050,,,,,,,,,,,1265,,0.002,,,,,,,,,,,,,0.161,,0.00,0.13,0.2,4,0.002,0.319,,2.05,,0.000,,,,,,,,,,0.184,1002.0,,,,,,,,64,302.0,,,,,,,,0,0.145,27.0,,,,0.0,50.7,,0.0,50.7,,71.54,,,17.0,0,,,,,,,,0.0,,79.0,0.116,,,,,,0.0,,248.0,,,,,
133,"""09128""","Grapefruit juice, white, raw",247.0,1.0 cup,0.035,0.059,,22.48,0.099,,0.000,,25,,,,,,,0.0,,,,,,,,,0.2,,25,,,,,,,,,0,,,,0.494,0.082,,0.002,0.012,,,,,,,,,,,403,,0.000,,,,,,,0.0,,22.0,,,,0.049,,0.00,0.032,0.0,2,0.0,0.109,,0.49,0.00,,,,,,,,,,,0.047,400.0,,,,,,,,25,96.0,,,,,,,,0,0.049,25.0,,,,0.0,19.0,,0.0,19.0,,22.72,,,5.0,0,,,,,,,,0.0,,30.0,0.030,,,,,,0.0,,93.9,0.0,,,,
134,"""09111""","Grapefruit, raw, pink and red and white, all areas",230.0,"1.0 cup sections, with juice",0.032,0.055,,16.05,0.083,0.028,0.000,,23,,,,0.037,,2.3,,,,,,,,,,2.5,,14,,,,,,,,,0,,,,0.575,0.108,,0.002,0.012,,,,,,,,0.025,,,308,,0.000,,,,,,,,,,,,,0.046,,0.00,0.03,0.0,106,0.0,0.097,,0.71,,0.000,,,,,,,,,,0.044,320.0,,0.117,0.23,0.002,,,,2132,74.0,,0.014,,0,0.014,,0.7,0,0.028,23.0,0.016,0.028,18,0.0,17.7,0.051,0.0,17.7,0.051,18.58,,,9.0,0,,,,,0.161,,0.000,0.0,0.028,18.0,0.028,0.014,,,,,0.0,,79.1,,,,,
135,"""09112""","Grapefruit, raw, pink and red, all areas",230.0,"1.0 cup sections, with juice",0.048,0.083,4.07,15.85,0.099,0.034,0.000,,30,,,,0.044,,,0.0,,,,,,,,,3.7,,12,,,,,,,,,0,,,,0.469,0.074,,0.005,0.018,3.70,,,,,,,0.03,,0.00,405,,0.000,,,,,,,0.0,0.034,51.0,,,,0.071,,0.00,0.046,0.0,133,0.0,0.122,,0.83,0.00,,,,,,,,,,0.0,0.067,310.0,0.2,0.145,0.32,0.005,,,,2645,97.0,,0.018,,0,0.018,,0.2,0,0.051,30.0,0.018,0.041,41,0.0,17.7,0.064,0.0,17.7,0.064,24.52,,,7.0,0,,,,,0.2,,0.000,0.0,0.034,21.0,0.041,0.018,0.0,,,,0.0,,71.8,0.0,0.016,,0.0,
136,"""09113""","Grapefruit, raw, pink and red, California and Arizona",230.0,"1.0 cup sections, with juice",0.032,0.055,,,,,,,,,,,0.028,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.439,0.074,,0.002,0.012,,,,,,,,0.021,,,356,,,,,,,,,,,,,,,0.046,,0.00,0.03,,30,,,,0.92,,,,,,,,,,,,0.044,338.0,,0.094,0.23,0.002,,,,596,85.0,,0.012,,0,0.012,,,0,0.046,28.0,0.012,0.028,28,,,,,,,22.29,,,,,,,,,0.129,,,0.0,0.023,21.0,0.028,0.012,,,,,,,,,,,,
137,"""09114""","Grapefruit, raw, pink and red, Florida",230.0,"1.0 cup sections, with juice",0.032,0.055,,,,,0.000,,21,,,,0.032,,,,,,,,,,,,2.5,,,,,,,,,,,0,,,,0.46,0.101,,0.002,0.012,,,,,,,,0.021,,,290,,0.000,,,,,,,,,,,,,0.046,,0.00,0.03,,30,0.0,0.097,,0.67,,0.000,,,,,,,,,,0.044,292.0,,0.103,0.23,0.002,,,,596,69.0,,0.014,,0,0.014,,3.2,0,0.023,21.0,0.014,0.028,21,,,,,,,17.25,,,,,,,,,0.143,,0.000,0.0,0.025,18.0,0.028,0.014,,,,,0.0,,85.1,,,,,
138,"""09116""","Grapefruit, raw, white, all areas",230.0,"1.0 cup sections, with juice",0.032,0.055,,16.81,0.085,0.030,0.000,,23,,,,0.039,,,,,,,,,,,,2.5,,23,,,,,,,,,0,,,,0.619,0.115,,0.002,0.012,,,,,,,,0.028,,,317,,0.000,39.0,0.14,0.016,,,,,,,,,,0.046,,0.00,0.03,0.0,5,0.0,0.099,,0.76,,0.000,,,,,,,,,,0.044,340.0,,0.129,0.23,0.002,,,,,76.0,,0.016,,0,0.016,,3.2,0,0.030,23.0,0.016,0.028,18,0.0,17.7,0.058,0.0,17.7,0.058,19.34,,,18.0,0,,,,,0.179,,0.000,0.0,0.032,21.0,0.028,0.016,,,,,0.0,,76.6,,,,,
139,"""09117""","Grapefruit, raw, white, California",230.0,"1.0 cup sections, with juice",0.032,0.055,,,,,,,,,,,0.051,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.619,0.074,,0.002,0.012,,,,,,,,0.034,,,356,,,,,,,,,,,,,,,0.046,,0.00,0.03,,0,,,,0.81,,,,,,,,,,,,0.044,329.0,,0.166,0.23,0.002,,,,23,85.0,,0.021,,0,0.021,,,0,0.046,28.0,0.021,0.028,28,,,,,,,20.91,,,,,,,,,0.228,,,0.0,0.039,21.0,0.028,0.021,,,,,,,,,,,,
140,"""09118""","Grapefruit, raw, white, Florida",230.0,"1.0 cup sections, with juice",0.032,0.055,,,,,,,,,,,0.037,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.46,0.129,,0.002,0.012,,,,,,,,0.025,,,308,,,,,,,,,,,,,,,0.046,,0.00,0.03,,0,,,,0.74,,,,,,,,,,,,0.044,345.0,,0.117,0.23,0.002,,,,23,74.0,,0.014,,0,0.014,,,0,0.025,21.0,0.016,0.028,16,,,,,,,18.84,,,,,,,,,0.161,,,0.0,0.028,21.0,0.028,0.014,,,,,,,,,,,,
141,"""09120""","Grapefruit, sections, canned, juice pack, solids and liquids",249.0,1.0 cup,0.03,0.052,,21.91,0.072,0.032,0.000,,22,,,,0.042,,,,,,,,,,,,1.0,,0,,,,,,,,,0,,,,0.62,0.092,,0.002,0.010,,,,,,,,0.03,,,386,,0.000,,,,,,,,,,,,,0.045,,0.00,0.03,,0,0.0,0.050,,0.85,,0.000,,,,,,,,,,0.042,421.0,,0.142,0.22,0.002,,,,0,92.0,,0.017,,0,0.017,,2.2,0,0.017,22.0,0.017,0.027,30,0.0,12.7,0.062,0.0,12.7,0.062,22.93,,,0.0,,,,,,0.197,,0.000,0.0,0.035,27.0,0.025,0.017,,,,,0.0,,84.4,,,,,
142,"""09121""","Grapefruit, sections, canned, light syrup pack, solids and liquids",254.0,1.0 cup,0.036,0.061,,38.2,0.097,0.028,0.000,,23,,,,0.036,,,,,,,,,,,,1.0,,0,,,,,,,,,0,,,,0.617,0.168,,0.003,0.013,,,,,,,,0.025,,,638,,0.000,,,,,,,,,,,,,0.051,,0.00,0.033,,0,0.0,0.051,,0.79,,0.000,,,,,,,,,,0.048,328.0,,0.117,0.25,0.003,,,,0,152.0,,0.015,,0,0.015,,2.3,0,0.018,23.0,0.015,0.030,25,0.0,13.0,0.051,0.0,13.0,0.051,39.22,,,0.0,,,,,,0.16,,0.000,0.0,0.028,25.0,0.030,0.015,,,,,0.0,,54.1,,,,,
143,"""09119""","Grapefruit, sections, canned, water pack, solids and liquids",244.0,1.0 cup,0.034,0.059,,21.35,0.095,0.027,0.000,,22,,,,0.034,,,,,,,,,,,,1.0,,0,,,,,,,,,0,,,,0.608,0.163,,0.002,0.012,,,,,,,,0.024,,,368,,0.000,,,,,,,,,,,,,0.051,,0.00,0.034,,0,0.0,0.049,,0.78,,0.000,,,,,,,,,,0.046,322.0,,0.117,0.24,0.002,,,,0,88.0,,0.015,,0,0.015,,2.2,0,0.017,22.0,0.015,0.032,24,0.0,12.4,0.051,0.0,12.4,0.051,22.33,,,0.0,,,,,,0.159,,0.000,0.0,0.027,24.0,0.029,0.015,,,,,0.0,,53.2,,,,,
144,"""09131""","Grapes, american type (slip skin), raw",92.0,1.0 cup,0.105,0.094,,14.95,0.085,0.012,0.000,,4,,,,0.013,,,,,,,,,,,,0.8,,66,,,,,,,,,0,,,,0.276,0.037,,0.012,0.022,,,,,,,,0.016,,,258,,0.003,,,,,,,,,,,,,0.052,,0.00,0.013,13.4,5,0.0,0.101,,0.52,,0.000,,,,,,,,,,0.073,176.0,,0.019,0.32,0.000,,,,92,62.0,,0.003,,0,0.01,,0.1,0,0.661,4.0,0.005,0.090,9,0.0,5.2,0.028,0.0,5.2,0.028,15.78,,,1.0,0,,,,,0.042,,0.000,0.0,0.016,5.0,0.013,0.021,,,,,0.0,,3.7,,,,,
145,"""09134""","Grapes, canned, thompson seedless, heavy syrup pack, solids and liquids",256.0,1.0 cup,0.084,0.077,,48.77,0.077,0.026,0.000,,8,,,,0.028,,,,,,,,,,,,1.5,,123,,,,,,,,,0,,,,0.32,0.138,,0.01,0.018,,,,,,,,0.033,,,817,,0.003,,,,,,,,,,,,,0.056,,0.00,0.01,25.1,8,0.0,0.166,,0.61,,0.000,,,,,,,,,,0.059,264.0,,0.041,0.26,0.000,,,,164,195.0,,0.005,,0,0.02,,0.3,0,0.097,8.0,0.01,0.074,44,0.0,9.7,0.059,0.0,9.7,0.059,50.3,,,3.0,0,,,,,0.09,,0.000,0.0,0.033,15.0,0.010,0.046,,,,,0.0,,2.6,,,,,
