,NDB_NO,Description,Weight(g),Measure,"Fatty acids, total saturated (g)","Fatty acids, total polyunsaturated (g)",Fructose (g),"Sugars, total (g)",Thiamin (mg),Leucine (g),6:0 (g),22:4 (g),"Folate, food (µg)","18:3 n-3 c,c,c (ALA) (g)",Vitamin E (alpha-tocopherol) (mg),Phenylalanine (g),Lysine (g),22:1 c (g),"Fluoride, F (µg)","Tocotrienol, beta (mg)",18:1 t (g),20:1 (g),15:1 (g),Glutamic acid (g),Aspartic acid (g),17:1 (g),21:5 (g),"20:2 n-6 c,c (g)","Fiber, total dietary (g)",20:3 n-3 (g),Lutein + zeaxanthin (µg),Menaquinone-4 (µg),"Tocotrienol, alpha (mg)",Alanine (g),13:0 (g),Beta-sitosterol (mg),18:4 (g),Retinol (µg),18:1-11 t (18:1t n-7) (g),Caffeine (mg),Hydroxyproline (g),Protein (g),Lycopene (µg),Niacin (mg),"Copper, Cu (mg)",17:0 (g),18:0 (g),18:3 undifferentiated (g),Glucose (dextrose) (g),14:1 (g)_x,"Folate, DFE (µg)_x",20:3 undifferentiated (g)_x,14:1 (g)_y,"Folate, DFE (µg)_y",20:3 undifferentiated (g)_y,Threonine (g),"18:3 n-6 c,c,c (g)",Maltose (g),Energy (kJ),"Fatty acids, total trans-monoenoic (g)",14:0 (g),Phytosterols (mg),"Iron, Fe (mg)",Cystine (g),"Fatty acids, total trans-polyenoic (g)",Water (g),"Cryptoxanthin, beta (µg)","Tocopherol, gamma (mg)",Glycine (g),"Calcium, Ca (mg)",16:1 t (g),"Carotene, beta (µg)",15:0 (g),Riboflavin (mg),20:5 n-3 (EPA) (g),Vitamin B-12 (µg),"Fatty acids, total monounsaturated (g)",Vitamin K (phylloquinone) (µg),"Vitamin A, RAE (µg)",12:0 (g),Vitamin B-6 (mg),22:0 (g),Ash (g)_x,"Tocopherol, delta (mg)_x",22:1 undifferentiated (g)_x,Ash (g)_y,"Tocopherol, delta (mg)_y",22:1 undifferentiated (g)_y,16:1 c (g),"Sodium, Na (mg)",4:0 (g),Galactose (g),22:5 n-3 (DPA) (g),"Alcohol, ethyl (g)",18:2 undifferentiated (g),"Potassium, K (mg)",Betaine (mg),Proline (g),Total lipid (fat) (g),16:1 undifferentiated (g),18:2 t not further defined (g),18:2 i (g),Sucrose (g),"Vitamin A, IU (IU)",Energy (kcal),24:1 c (g),Tryptophan (g),Starch (g),Cholesterol (mg),Tyrosine (g),20:0 (g),"Selenium, Se (µg)",Folic acid (µg),"Manganese, Mn (mg)","Folate, total (µg)",Isoleucine (g),16:0 (g),"Phosphorus, P (mg)","Vitamin B-12, added (µg)_x","Choline, total (mg)_x",Serine (g)_x,"Vitamin B-12, added (µg)_y","Choline, total (mg)_y",Serine (g)_y,"Carbohydrate, by difference (g)",22:1 t (g),"18:2 t,t (g)","Carotene, alpha (µg)",Vitamin D (IU),18:1 c (g),"18:2 n-6 c,c (g)",Stigmasterol (mg),Pantothenic acid (mg),Arginine (g),Vitamin D2 (ergocalciferol) (µg),10:0 (g),Vitamin D (D2 + D3) (µg),Valine (g),"Magnesium, Mg (mg)",18:1 undifferentiated (g),Histidine (g),Dihydrophylloquinone (µg),20:3 n-6 (g),20:4 undifferentiated (g),"Fatty acids, total trans (g)",Theobromine (mg),"Tocotrienol, delta (mg)","Vitamin C, total ascorbic acid (mg)","Tocotrienol, gamma (mg)",Methionine (g),8:0 (g),Lactose (g),18:2 CLAs (g)
170,"""06256""","Soup, cream of shrimp, canned, prepared with equal volume low fat (2%) milk",253.0,1.0 cup (8 fl oz),4.883,0.392,,6.63,0.071,,0.152,,10,,,,,,,,,,,,,,,,0.3,,0,,,,,,,109,,0,,,,0.534,0.129,,0.946,0.091,,,,,,,,,,,643,,0.756,,,,,,,,,,,,,0.271,0.000,1.26,2.902,0.3,109,0.223,0.086,,3.69,,0.000,3.69,,0.000,,,,,,,0.215,240.0,,,,,,,,372.0,154.0,,,,,,,,0,0.385,10.0,,,,0.00,29.9,,0.00,29.9,,14.27,,,0.0,63,,,,,,,,1.5,,23.0,1.923,,,,,,0.0,,0.3,,,,,
171,"""06456""","Soup, cream of shrimp, canned, prepared with equal volume water",244.0,1.0 cup,3.148,0.183,,0.59,0.020,,0.098,,5,,,,,,,,,,,,,,,,0.2,,0,,,,,,,37,,0,,,,0.415,0.134,,0.61,0.073,,,,,,,,,,,366,,0.512,,,,,,,,,,,,,0.027,0.000,0.59,1.452,0.0,39,0.146,0.037,,2.88,,0.000,2.88,,0.000,,,,,,,0.122,59.0,,,,,,,,154.0,88.0,,,,,,,,0,0.366,5.0,,,,0.00,8.3,,0.00,8.3,,7.98,,,0.0,,,,,,,,,0.0,,10.0,1.269,,,,,,0.0,,,,,,,
172,"""06101""","Soup, cream of vegetable, dry, powder",18.0,1.0 packet,1.085,1.132,,3.15,0.932,,0.000,,5,,,,,,,,,,,,,,,,0.5,,166,,,,,,,,,0,,,,0.396,0.072,,0.461,0.070,,,,,,,,,,,336,,0.018,,,,,,,,,,,,,0.081,0.000,0.09,1.931,5.9,108,0.000,0.018,,2.32,,0.000,2.32,,0.000,,,,,,,1.064,73.0,,,,,,,,2159.0,80.0,,,,,,,,0,0.144,5.0,,,,0.00,10.4,,0.00,10.4,,9.38,,,508.0,0,,,,,,,,0.0,,9.0,1.931,,,,,,0.0,,3.0,,,,,
173,"""27000""","Soup, egg drop, Chinese restaurant",241.0,1.0 cup,0.4,0.311,,0.22,0.046,0.113,0.000,,17,0.017,0.31,0.067,0.125,0.000,,,,,0.0,1.848,0.161,,,0.000,1.0,0.000,116,,,,,,,43,,0,,,,0.376,0.046,0.002,0.101,0.019,,0.000,17,0.002,0.000,17,0.002,0.089,0.000,,275,,0.005,,,,,,,,,,,39,0.0,0.046,0.000,0.07,0.460,2.9,48,0.000,0.048,,2.58,,0.000,2.58,,0.000,0.027,892.0,0.0,,,,0.272,53.0,,0.104,1.47,0.027,0.000,,,214.0,65.0,0.000,0.06,5.90,55.0,0.046,0.000,1.0,0,0.027,17.0,0.067,0.277,36.0,0.00,79.5,0.080,0.00,79.5,0.080,10.34,0.000,,2.0,14,0.429,0.27,,0.289,0.089,,0.014,0.5,0.089,5.0,0.431,0.031,,,0.017,0.002,0.0,,15.7,,,,,
174,"""06315""","Soup, HEALTHY CHOICE Chicken and Rice Soup, canned",240.0,1.0 serving 1 cup,0.408,0.312,,0.89,,,,,,,,,,,,,,,,,,,,,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374,,,,,,,,,,,,,,,,,,0.552,,,,,,2.16,,,2.16,,,,,,,,,,,,,,,,,,802.0,89.0,,,,,,,,,,,,,,,,,,,,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,"""06314""","Soup, HEALTHY CHOICE Chicken Noodle Soup, canned",243.0,1.0 serving 1 cup,0.972,0.437,,1.39,,,,,,,,,,,,,,,,,,,,,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420,,,,,,,,,,,,,,,,,,0.000,,,,,,1.82,,,1.82,,,,,,,,,,,,,,,,,,1380.0,100.0,,,,,,,,,,,,,,,,,,,,12.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,"""06316""","Soup, HEALTHY CHOICE Garden Vegetable Soup, canned",246.0,1.0 serving 1 cup,0.123,0.197,,5.24,,,,,,,,,,,,,,,,,,,,,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,522,,,,,,,,,,,,,,,,,,0.172,,,,,,1.97,,,1.97,,,,,,,,,,,,,,,,,,1520.0,125.0,,,,,,,,,,,,,,,,,,,,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,"""27001""","Soup, hot and sour, Chinese restaurant",233.0,1.0 cup,0.534,0.725,0.00,0.98,0.061,0.352,0.000,,19,0.070,0.91,0.198,0.356,0.000,,,,,0.0,2.281,0.496,,,0.000,1.2,0.000,51,7.9,,0.214,,,,21,,0,,,,1.181,0.061,0.002,0.093,,0.07,0.000,19,,0.000,19,,0.259,,0.00,377,0.000,0.009,,,,0.000,211.21,2,,,,,2,0.0,0.072,0.000,0.23,0.671,2.6,21,0.000,0.149,,2.8,,0.000,2.8,,0.000,0.030,876.0,0.0,,,0.0,0.636,128.0,2.3,0.291,2.82,0.03,0.000,,0.93,79.0,91.0,0.000,0.044,5.66,49.0,0.142,0.002,0.9,0,0.198,19.0,0.186,0.377,75.0,0.00,93.0,0.207,0.00,93.0,0.207,10.14,0.000,,0.0,12,0.638,0.636,,0.529,0.31,,0.049,0.2,0.214,21.0,0.638,0.135,0.0,,0.019,0.0,0.0,,,,,,0.0,
178,"""06037""","Soup, lentil with ham, canned, ready-to-serve",248.0,1.0 cup (8 fl oz),1.116,0.322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1.352,0.174,,0.397,0.025,,,,,,,,,,,580,,0.050,,,,,,,,,,,,,0.112,,0.30,1.290,,17,0.000,0.223,,3.08,,,3.08,,,,,,,,,0.298,357.0,,,,,,,,360.0,139.0,,,,,,,,0,0.298,50.0,,,,,,,,,,20.24,,,,,,,,,,,,,,,1.166,,,,,,,,,,,,,
179,"""06039""","Soup, minestrone, canned, chunky, ready-to-serve",240.0,1.0 cup,1.488,0.264,,5.21,0.055,,0.048,,31,,,,,,,,,,,,,,,,5.8,,108,,,,,,,,,0,,,,1.178,0.24,,0.336,0.048,,,,,,,,,,,533,,0.216,,,,,,,,,,,,,0.118,,0.00,0.912,7.7,214,0.072,0.240,,3.24,,0.000,3.24,,0.000,,,,,,,0.216,612.0,,,,,,,,4279.0,127.0,,,,,,,,22,0.720,53.0,,,,0.00,16.6,,0.00,16.6,,20.74,,,888.0,0,,,,,,,,0.0,,14.0,0.84,,,,,,0.0,,4.8,,,,,
180,"""06040""","Soup, minestrone, canned, condensed",123.0,0.5 cup (4 fl oz),0.541,1.119,,1.84,0.054,0.236,0.000,,16,,,,0.183,,,,,,,,,,,,1.0,,184,,,,,,,,,0,,,,0.947,0.123,,0.111,0.135,,,,,,,,0.105,,,351,,0.025,,,,,,,,,,,,,0.044,,0.00,0.689,9.6,105,0.000,0.098,,2.89,,0.000,2.89,,0.000,,,,,,,0.972,314.0,,0.326,2.52,0.012,,,,2101.0,84.0,,0.031,,1.0,0.085,,3.4,20,0.369,36.0,0.13,0.307,57.0,0.00,10.9,0.145,0.00,10.9,0.145,11.28,,,258.0,0,,,,,0.198,,0.000,0.0,0.180,7.0,0.664,0.074,,,,,0.0,,1.1,,,,,
181,"""06440""","Soup, minestrone, canned, prepared with equal volume water",241.0,1.0 cup (8 fl oz),0.554,1.109,,,,,0.000,,17,,,,0.183,,,,,,,,,,,,1.0,,,,,,,,,0,,,,,,0.942,0.123,,0.121,0.145,,,,,,,,0.104,,,342,,0.024,,,,,,,,,,,,,0.043,,0.00,0.699,,118,0.000,0.099,,2.87,,0.000,2.87,,0.000,,,,,,,0.964,313.0,,0.325,2.51,0.024,,,,2338.0,82.0,,0.031,,2.0,0.084,,,19,0.366,36.0,0.13,0.313,55.0,,,,,,,11.23,,,,,,,,,0.198,,0.000,,,,0.651,0.072,,,,,,,,,,,,
182,"""06177""","Soup, minestrone, canned, reduced sodium, ready-to-serve",245.0,1.0 cup,0.343,0.613,,5.22,0.147,,0.007,,34,,,,,,,,,,,,,,,,5.9,,220,,,,,,,,,0,,,,1.568,0.203,,0.061,0.081,,,,,,,,,,,512,,0.022,,,,,,,,,,,,,0.098,,0.00,0.686,14.2,81,0.012,0.147,,3.09,,0.000,3.09,,0.000,,,,,,,0.529,456.0,,,,,,,,1629.0,122.0,,,,,,,,2,,39.0,,,,0.00,16.2,,0.00,16.2,,22.05,,,243.0,0,,,,,,,,0.0,,32.0,0.564,,,,,,0.0,,14.0,,,,,
183,"""06042""","Soup, mushroom barley, canned, condensed",126.0,0.5 cup (4 fl oz),0.441,0.718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.882,0.202,,0.164,0.038,,,,,,,,,,,321,,0.000,,,,,,,,,,,,,0.088,,0.00,1.008,,10,,,,2.77,,,2.77,,,,,,,,,0.68,96.0,,,,,,,,199.0,77.0,,,,,,,,0,0.126,6.0,,,,,,,,,,12.1,,,,,,,,,,,,,,,1.008,,,,,,,,,,,,,
184,"""06442""","Soup, mushroom barley, canned, prepared with equal volume water",244.0,1.0 cup (8 fl oz),0.439,0.708,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,,,,,0,,,,,,0.878,0.244,,0.171,0.024,,,,,,,,,,,307,,0.000,,,,,,,,,,,,,0.088,,0.00,1.000,,10,,,,2.68,,,2.68,,,,,,,,,0.683,93.0,,,,,,,,198.0,73.0,,,,,,,,0,0.122,5.0,,,,,,,,,,11.71,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
185,"""06044""","Soup, mushroom with beef stock, canned, condensed",126.0,0.5 cup (4 fl oz),1.562,0.781,,2.87,0.035,,0.025,,9,,,,,,,,,,,,,,,,0.1,,0,,,,,,,10,,0,,,,1.210,0.252,,0.466,0.101,,,,,,,,,,,359,,0.113,,,,,,,,,,,,,0.096,,0.00,1.411,2.9,21,,0.038,,2.86,,0.000,2.86,,0.000,,,,,,,0.68,159.0,,,,,,,,244.0,86.0,,,,,,,,0,0.378,9.0,,,,0.00,11.2,,0.00,11.2,,9.34,,,0.0,,,,,,,,,0.0,,9.0,1.273,,,,,,0.0,,1.0,,,,,
186,"""06444""","Soup, mushroom with beef stock, canned, prepared with equal volume water",244.0,1.0 cup (8 fl oz),1.562,0.781,,,,,0.024,,10,,,,,,,,,,,,,,,,0.7,,,,,,,,,0,,,,,,1.205,0.251,,0.464,0.098,,,,,,,,,,,356,,0.122,,,,,,,,,,,,,0.095,,0.00,1.415,,63,0.024,0.037,,2.85,,,2.85,,,,,,,,,0.683,159.0,,,,,,,,1254.0,85.0,,,,,,,,0,0.376,10.0,,,,,,,,,,9.3,,,,,,,,,,,,,,,1.269,,,,,,,,,,,,,
187,"""06045""","Soup, onion, canned, condensed",123.0,0.5 cup (4 fl oz),0.258,0.652,,3.35,0.033,,0.000,,15,,,,,,,,,,,,,,,,0.9,,1,,,,,,,4,,0,,,,0.603,0.123,,0.086,0.049,,,,,,,,,,,236,,0.000,,,,,,,,,,,,,0.025,,0.00,0.750,0.5,4,0.000,0.049,,3.06,,0.000,3.06,,0.000,,,,,,,0.615,69.0,,,,,,,,14.0,57.0,,,,,,,,0,0.246,15.0,,,,0.00,4.9,,0.00,4.9,,8.22,,,0.0,,,,,,,,,0.0,,2.0,0.738,,,,,,0.0,,1.2,,,,,
188,"""06094""","Soup, onion, dry, mix",7.5,1.0 serving 1 tbsp,0.007,0.012,,0.35,0.021,,,,0,,,,,,,,,,0.0,,,0.001,,0.000,0.5,,2,,,,0.000,,0.0,,,0,,,,0.110,0.026,0.000,0.0,0.001,,,,,,,,,,,92,,0.000,0.0,0.09,,,,,0.05,,11.0,,,,0.021,,0.00,0.005,0.1,0,0.000,0.044,0.001,1.75,0.02,0.000,1.75,0.02,0.000,,,,,,,0.011,54.0,,,,,,,,1.0,22.0,,,,,,,,,0.050,0.0,,,,0.00,2.1,,0.00,2.1,,4.88,,,0.0,,,,,,,,,0.0,,4.0,0.004,,,,,,0.0,,0.3,,,,,
189,"""06494""","Soup, onion, dry, mix, prepared with water",230.0,1.0 serving 1 cup,0.009,0.016,,0.46,0.028,,,,0,,,,,,,,,,0.0,,,,,0.000,0.7,,2,,,,,,0.0,,,0,,,,0.145,0.058,0.000,0.0,,,,,,,,,,,,120,,0.000,,,,,,,,,,,,,0.028,,0.00,0.007,0.2,0,0.000,0.058,,2.53,,0.000,2.53,,0.000,,,,,,,0.014,71.0,,,,,,,,2.0,28.0,,,,,,,,,0.067,0.0,,,,0.00,2.8,,0.00,2.8,,6.37,,,0.0,,,,,,,,,0.0,,9.0,0.005,,,,,,0.0,,0.2,,,,,
190,"""06048""","Soup, oyster stew, canned, condensed",123.0,0.5 cup (4 fl oz),2.509,0.160,,,,,0.086,,2,,,,,,,,,,,,,,,,0.0,,,,,,,,,0,,,,,,0.234,1.599,,0.455,0.025,,,,,,,,,,,247,,0.418,,,,,,,,,,,,,0.036,,2.20,0.910,,4,0.111,0.012,,2.4,,,2.4,,,,,,,,,0.123,49.0,,,,,,,,71.0,59.0,,,,,,,,0,0.369,2.0,,,,,,,,,,4.08,,,,,,,,,,,,,,,0.812,,,,,,,,,,,,,
191,"""06248""","Soup, oyster stew, canned, prepared with equal volume milk",245.0,1.0 cup (8 fl oz),5.047,0.319,,,,,0.172,,10,,,,,,,,,,,,,,,,0.0,,,,,,,,,54,,,,,,0.336,1.605,,0.956,0.073,,,,,,,,,,,564,,0.833,,,,,,,,,,,,,0.233,,2.62,2.083,,56,0.221,0.064,,3.28,,,3.28,,,,,,,,,0.221,235.0,,,,,,,,225.0,135.0,,,,,,,,0,0.370,10.0,,,,,,,,,,9.78,,,,,,,,,,,,,,,1.837,,,,,,,,,,,,,
192,"""06448""","Soup, oyster stew, canned, prepared with equal volume water",241.0,1.0 cup (8 fl oz),2.506,0.169,,,,,0.096,,2,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,0.234,1.593,,0.458,0.024,,,,,,,,,,,241,,0.410,,,,,,,,,,,,,0.036,,2.19,0.916,,19,0.121,0.012,,2.39,,,2.39,,,,,,,,,0.121,48.0,,,,,,,,70.0,58.0,,,,,,,,0,0.366,2.0,,,,,,,,,,4.07,,,,,,,,,,,,,,,0.795,,,,,,,,,,,,,
193,"""06049""","Soup, pea, green, canned, condensed",128.0,0.5 cup,1.37,0.371,,8.35,0.105,0.605,0.038,,1,,,,0.497,,,,,,,,,,,,5.0,,0,,,,,,,9,,0,,,,1.207,0.369,,0.307,0.038,,,,,,,,0.296,,,669,,0.192,,,,,,,,,,,,,0.067,,0.00,0.973,0.5,9,,0.051,,3.21,,0.000,3.21,,0.000,,,,,,,0.333,186.0,,0.431,2.85,0.038,,,,32.0,160.0,,0.07,,0.0,0.244,,9.5,0,0.640,1.0,0.289,0.614,122.0,0.00,34.6,0.338,0.00,34.6,0.338,25.83,,,0.0,,,,,,0.689,,0.051,0.0,0.430,38.0,0.909,0.166,,,,,0.0,,1.7,,,,,
194,"""06249""","Soup, pea, green, canned, prepared with equal volume milk",254.0,1.0 cup (8 fl oz),4.013,0.533,,,,,0.102,,8,,,,0.831,,,,,,,,,,,,2.8,,,,,,,,,,,,,,,1.341,0.391,,0.813,0.102,,,,,,,,0.485,,,998,,0.635,,,,,,,,,,,,,0.267,0.000,0.43,2.184,,,0.178,0.104,,4.19,,0.000,4.19,,0.000,,,,,,,0.432,376.0,,0.833,7.04,0.152,,,,356.0,239.0,,0.13,,18.0,0.447,,,0,0.660,8.0,0.541,1.727,239.0,,,,,,,32.23,,,,,,,,,0.853,,0.152,,,,1.956,0.279,,,,,,,,,,,,
195,"""06449""","Soup, pea, green, canned, prepared with equal volume water",259.0,1.0 serving 1 cup,1.357,0.368,,8.26,0.104,,0.039,,3,,,,,,,,,,,,,,,,4.9,,0,,,,,,,8,,0,,,,1.197,0.378,,0.303,0.039,,,,,,,,,,,663,,0.189,,,,,,,,,,,,,0.065,,0.00,0.963,0.5,8,,0.052,,3.32,,0.000,3.32,,0.000,,,,,,,0.329,184.0,,,,,,,,31.0,158.0,,,,,,,,0,0.635,3.0,,,,0.00,34.2,,0.00,34.2,,25.59,,,0.0,,,,,,,,,0.0,,39.0,0.901,,,,,,0.0,,1.6,,,,,
196,"""06965""","Soup, pea, low sodium, prepared with equal volume water",259.0,1.0 cup,1.357,0.368,,8.26,0.104,,0.039,,3,,,,,,,,,,,,,,,,4.9,,0,,,,,,,8,,0,,,,1.197,0.378,,0.303,0.039,,,,,,,,,,,673,,0.189,,,,,,,,,,,,,0.065,,0.00,0.963,0.5,8,,0.052,,3.32,,0.000,3.32,,0.000,,,,,,,0.329,184.0,,,,,,,,31.0,161.0,,,,,,,,0,,3.0,,,,0.00,34.2,,0.00,34.2,,25.59,,,0.0,,,,,,,,,0.0,,39.0,0.901,,,,,,0.0,,1.6,,,,,
197,"""06050""","Soup, pea, split with ham, canned, chunky, ready-to-serve",240.0,1.0 cup,1.584,0.576,,4.58,0.115,0.766,0.024,,5,,,,0.749,,,,,,,,,,,,4.1,,187,,,,,,,,,0,,,,2.520,0.24,,0.456,0.048,,,,,,,,0.391,,,773,,0.120,,,,,,,,,,,,,0.094,0.000,0.24,1.632,18.0,245,0.024,0.216,,3.84,,0.000,3.84,,0.000,,,,,,,0.528,305.0,,0.504,3.98,0.072,,,,4872.0,185.0,,0.11,,7.0,0.343,,9.8,0,0.600,5.0,0.468,0.864,178.0,0.00,40.6,0.478,0.00,40.6,0.478,26.81,,,1068.0,0,,,,,0.758,,0.024,0.0,0.526,38.0,1.512,0.233,,,,,0.0,,7.0,,,,,
198,"""06051""","Soup, pea, split with ham, canned, condensed",135.0,0.5 cup (4 fl oz),1.768,0.634,,,,,0.027,,3,,,,0.699,,,,,,,,,,,,2.3,,,,,,,,,0,,,,,,1.482,0.371,,0.513,0.054,,,,,,,,0.366,,,796,,0.148,,,,,,,,,,,,,0.076,,0.27,1.809,,23,0.041,0.068,,3.47,,,3.47,,,,,,,,,0.581,401.0,,0.471,4.43,0.081,,,,447.0,190.0,,0.103,,8.0,0.321,,10.0,0,0.675,3.0,0.437,0.958,215.0,,,,,,,28.09,,,,,,,,,0.707,,0.027,,,,1.688,0.217,,,,,,,,,,,,
199,"""06451""","Soup, pea, split with ham, canned, prepared with equal volume water",253.0,1.0 cup (8 fl oz),1.771,0.632,,,,,0.025,,3,,,,0.696,,,,,,,,,,,,2.3,,,,,,,,,0,,,,,,1.475,0.369,,0.506,0.051,,,,,,,,0.364,,,794,,0.152,,,,,,,,,,,,,0.076,,0.25,1.796,,23,0.051,0.068,,3.44,,,3.44,,,,,,,,,0.582,400.0,,0.468,4.4,0.076,,,,445.0,190.0,,0.101,,8.0,0.319,,,0,0.670,3.0,0.435,0.936,213.0,,,,,,,27.96,,,,,,,,,0.703,,0.025,,,,1.67,0.215,,,,,,,,,,,,
200,"""06583""","Soup, ramen noodle, any flavor, dry",81.0,1.0 package without flavor packet,6.575,1.780,0.00,1.6,0.363,,0.000,,36,0.045,1.98,,,,,1.18,0.016,0.025,0.0,,,0.004,,0.002,2.3,0.002,16,,,,,,,,,0,,,,4.375,0.102,0.014,0.576,0.050,0.00,0.001,134,0.002,0.001,134,0.002,,,,1491,0.016,0.142,,,,0.036,5.28,0,0.08,,17.0,0.000,5,0.008,0.207,0.000,0.20,4.986,7.2,1,0.041,0.031,0.011,4.41,0.00,0.001,4.41,0.00,0.001,0.022,1503.0,0.0,,,0.0,1.724,147.0,13.8,,,,0.036,,1.16,10.0,356.0,0.000,,,,,,,57,0.510,94.0,,,,0.00,4.5,,0.00,4.5,,48.81,0.000,,2.0,0,4.918,1.682,,0.355,,,,0.0,,20.0,4.934,,,0.000,0.003,0.053,0.0,0.77,0.2,2.66,,0.003,0.0,0.005
201,"""06982""","Soup, ramen noodle, beef flavor, dry",82.0,1.0 package without flavor packet,6.69,1.797,0.00,1.63,0.393,,0.000,0.001,,0.045,2.04,,,,,1.07,0.019,0.026,0.0,,,0.005,,0.002,2.5,0.001,,,,,,,,0,,,,,,4.214,0.1,0.015,0.591,0.051,0.00,0.000,,0.002,0.000,,0.002,,,,1514,0.019,0.146,,,,0.038,5.38,,0.09,,17.0,0.000,,0.008,0.212,0.000,,5.075,7.4,,0.045,0.030,0.011,4.35,0.00,,4.35,0.00,,0.022,1416.0,0.0,0.00,,,1.739,145.0,15.7,,,,0.038,,1.15,,,,,,,,,,,,,,,,,,,,,,49.48,0.000,,,,,1.697,,0.367,,,,,,,5.022,,,0.000,0.003,0.057,,,,2.69,,0.004,0.0,0.005
202,"""06983""","Soup, ramen noodle, chicken flavor, dry",81.0,1.0 package without flavor packet,6.557,1.783,0.00,1.59,0.351,,0.000,,,0.045,1.95,,,,,1.24,0.015,0.024,0.0,,,0.004,,0.002,2.3,0.002,,,,,,,,,,,,,,4.484,0.104,0.014,0.571,0.050,0.00,0.001,,0.002,0.001,,0.002,,,,1490,0.015,0.141,,,,0.036,5.26,,0.08,,18.0,0.000,,0.008,0.206,0.000,,4.972,,,0.038,0.032,0.011,4.48,0.00,0.001,4.48,0.00,0.001,0.023,1558.0,0.0,0.00,,,1.725,148.0,13.0,,,,0.036,,1.16,,,,,,,,,,,,,,,,,,,,,,48.79,0.000,,,,,1.684,,0.352,,,,,,,4.92,,,0.000,0.003,0.051,,,,2.67,,0.003,0.0,0.005
203,"""27035""","Soup, ramen noodle, dry, any flavor, reduced fat, reduced sodium",40.0,1.0 oz dry (half noodle block),0.0,0.575,,0.34,0.233,,0.000,,10,,,,,,,,,,,,,,,,1.1,,6,,,,,,,,,0,,,,1.962,0.066,,0.0,0.033,,,,,,,,,,,586,,0.000,,,,,,,,,,,,,0.164,,0.00,0.274,0.4,0,0.000,0.026,,1.44,,0.000,1.44,,0.000,,,,,,,0.542,51.0,,,,,,,,1.0,140.0,,,,,,,,39,,49.0,,,,0.00,5.2,,0.00,5.2,,28.38,,,0.0,,,,,,,,,0.0,,9.0,0.272,,,,,,0.0,,0.5,,,,,
204,"""06180""","Soup, shark fin, restaurant-prepared",216.0,1.0 cup,1.082,0.737,,,,,0.000,,19,,,,,,,,,,,,,,,,0.0,,,,,,,,,0,,,,,,1.065,0.233,,0.186,0.032,,,,,,,,,,,415,,0.080,,,,,,,,,,,,,0.084,0.186,0.41,1.259,,0,0.000,0.056,,1.88,,0.000,1.88,,0.000,,,,,,,0.048,114.0,,,,,,,,0.0,99.0,,,,,,,,0,0.052,19.0,,,,,,,,,,8.21,,,,,,,,,,,,,,,0.788,,,,,,,,,,,,,
205,"""06170""","Soup, stock, beef, home-prepared",240.0,1.0 cup,0.084,0.012,,1.3,0.079,,0.000,,5,,,,,,,,,,,,,,,,0.0,,2,,,,,,,,,0,,,,2.093,0.12,,0.031,0.000,,,,,,,,,,,130,,0.002,,,,,,,,,,,,,0.218,,0.00,0.103,0.2,0,0.000,0.132,,1.68,,0.000,1.68,,0.000,,,,,,,0.01,444.0,,,,,,,,0.0,31.0,,,,,,,,0,,5.0,,,,0.00,11.5,,0.00,11.5,,2.88,,,0.0,,,,,,,,,0.0,,17.0,0.094,,,,,,0.0,,,,,,,
206,"""06172""","Soup, stock, chicken, home-prepared",240.0,1.0 cup,0.77,0.511,,3.79,0.084,,0.000,,12,,,,,,,,,,,,,,,,0.0,,2,,,,,,,2,,0,,,,3.802,0.13,,0.134,0.022,,,,,,,,,,,362,,0.019,,,,,,,,,,,,,0.204,,0.00,1.397,0.5,2,0.000,0.146,,1.51,,0.000,1.51,,0.000,,,,,,,0.49,252.0,,,,,,,,7.0,86.0,,,,,,,,0,,12.0,,,,0.00,22.1,,0.00,22.1,,8.47,,,0.0,,,,,,,,,0.0,,10.0,1.162,,,,,,0.0,,0.5,,,,,
207,"""06174""","Soup, stock, fish, home-prepared",233.0,1.0 cup,0.473,0.322,,0.0,0.077,,0.000,,5,,,,,,,,,,,,,,,,,,0,,,,,,,5,,0,,,,2.763,0.135,,0.082,0.014,,,,,,,,,,,158,,0.035,,,,,,,,,,,,,0.177,0.082,1.61,0.550,0.0,5,0.000,0.086,,1.72,,0.000,1.72,,0.000,,,,,,,0.021,336.0,,,,,,,,14.0,37.0,,,,,,,,0,0.121,5.0,,,,0.00,16.3,,0.00,16.3,,0.0,,,0.0,,,,,,,,,0.0,,16.0,0.345,,,,,,0.0,,0.2,,,,,
