,NDB_NO,Description,Weight(g),Measure,"Fatty acids, total saturated (g)","Fatty acids, total polyunsaturated (g)",Fructose (g),"Sugars, total (g)",Thiamin (mg),Leucine (g),6:0 (g),22:4 (g),"Folate, food (µg)","18:3 n-3 c,c,c (ALA) (g)",Vitamin E (alpha-tocopherol) (mg),Phenylalanine (g),Lysine (g),22:1 c (g),"Fluoride, F (µg)","Tocotrienol, beta (mg)",18:1 t (g),20:1 (g),15:1 (g),Glutamic acid (g),Aspartic acid (g),17:1 (g),21:5 (g),"20:2 n-6 c,c (g)","Fiber, total dietary (g)",20:3 n-3 (g),Lutein + zeaxanthin (µg),Menaquinone-4 (µg),"Tocotrienol, alpha (mg)",Alanine (g),13:0 (g),Beta-sitosterol (mg),18:4 (g),Retinol (µg),18:1-11 t (18:1t n-7) (g),Caffeine (mg),Hydroxyproline (g),Protein (g),Lycopene (µg),Niacin (mg),"Copper, Cu (mg)",17:0 (g),18:0 (g),18:3 undifferentiated (g),Glucose (dextrose) (g),14:1 (g)_x,"Folate, DFE (µg)_x",20:3 undifferentiated (g)_x,14:1 (g)_y,"Folate, DFE (µg)_y",20:3 undifferentiated (g)_y,Threonine (g),"18:3 n-6 c,c,c (g)",Maltose (g),Energy (kJ),"Fatty acids, total trans-monoenoic (g)",14:0 (g),Phytosterols (mg),"Iron, Fe (mg)",Cystine (g),"Fatty acids, total trans-polyenoic (g)",Water (g),"Cryptoxanthin, beta (µg)","Tocopherol, gamma (mg)",Glycine (g),"Calcium, Ca (mg)",16:1 t (g),"Carotene, beta (µg)",15:0 (g),Riboflavin (mg),20:5 n-3 (EPA) (g),Vitamin B-12 (µg),"Fatty acids, total monounsaturated (g)",Vitamin K (phylloquinone) (µg),"Vitamin A, RAE (µg)",12:0 (g),Vitamin B-6 (mg),22:0 (g),Ash (g)_x,"Tocopherol, delta (mg)_x",22:1 undifferentiated (g)_x,Ash (g)_y,"Tocopherol, delta (mg)_y",22:1 undifferentiated (g)_y,16:1 c (g),"Sodium, Na (mg)",4:0 (g),Galactose (g),22:5 n-3 (DPA) (g),"Alcohol, ethyl (g)",18:2 undifferentiated (g),"Potassium, K (mg)",Betaine (mg),Proline (g),Total lipid (fat) (g),16:1 undifferentiated (g),18:2 t not further defined (g),18:2 i (g),Sucrose (g),"Vitamin A, IU (IU)",Energy (kcal),24:1 c (g),Tryptophan (g),Starch (g),Cholesterol (mg),Tyrosine (g),20:0 (g),"Selenium, Se (µg)",Folic acid (µg),"Manganese, Mn (mg)","Folate, total (µg)",Isoleucine (g),16:0 (g),"Phosphorus, P (mg)","Vitamin B-12, added (µg)_x","Choline, total (mg)_x",Serine (g)_x,"Vitamin B-12, added (µg)_y","Choline, total (mg)_y",Serine (g)_y,"Carbohydrate, by difference (g)",22:1 t (g),"18:2 t,t (g)","Carotene, alpha (µg)",Vitamin D (IU),18:1 c (g),"18:2 n-6 c,c (g)",Stigmasterol (mg),Pantothenic acid (mg),Arginine (g),Vitamin D2 (ergocalciferol) (µg),10:0 (g),Vitamin D (D2 + D3) (µg),Valine (g),"Magnesium, Mg (mg)",18:1 undifferentiated (g),Histidine (g),Dihydrophylloquinone (µg),20:3 n-6 (g),20:4 undifferentiated (g),"Fatty acids, total trans (g)",Theobromine (mg),"Tocotrienol, delta (mg)","Vitamin C, total ascorbic acid (mg)","Tocotrienol, gamma (mg)",Methionine (g),8:0 (g),Lactose (g),18:2 CLAs (g)
208,"""06611""","Soup, SWANSON, beef broth, lower sodium",213.0,1.0 cup,0.064,0.004,0.00,0.43,0.043,,0.000,,,,0.00,,,,,0.0,0.006,,0.002,,,,,0.000,,,,,,,,,,0,,,,,,1.065,0.019,0.000,0.021,0.000,0.43,0.002,,0.000,0.002,,0.000,,,,58,,0.006,,,,0.000,208.74,,0.0,,4.0,0.000,,0.004,0.181,,0.00,0.026,,0,0.000,0.228,,1.06,0.00,,1.06,0.00,,,383.0,0.0,0.00,,,0.004,49.0,,,,,,,0.00,0.0,13.0,,,,,,,,,,,,,,,,,,,,0.45,0.000,,,,,0.004,,0.106,,,,,,,0.023,,,,0.000,0.006,,,,0.0,,,0.0,
209,"""06615""","Soup, SWANSON, vegetable broth",220.0,1.0 cup,0.068,0.009,0.00,1.25,0.044,,,,0,,0.00,,,,,0.0,,,0.0,,,,,0.000,0.0,,2,,,,,,,,,,,,,0.242,0.02,0.000,0.024,0.000,0.51,0.000,,,0.000,,,,,,53,0.000,0.004,,,,,215.42,0,0.0,,7.0,0.000,299,0.002,0.033,0.000,,0.013,,31,0.000,0.015,,1.65,0.00,,1.65,0.00,,,667.0,0.0,0.00,,,0.009,44.0,,,,,0.000,,0.73,636.0,13.0,0.000,,,,,,,,,,,,,,,,,,,2.24,0.000,,165.0,,0.013,0.009,,0.132,,,,,,,0.013,,,,,0.0,,,,0.0,,,0.0,
210,"""06061""","Soup, tomato beef with noodle, canned, condensed",251.0,1.0 cup (8 fl oz),3.188,1.355,,,,,,,,,,,0.484,,,,,,,,,,,,3.0,,,,,,,,,0,,,,,,3.740,0.251,,1.079,0.176,,,,,,,,0.286,,,1177,,0.176,,,,,,,,,,,,,0.178,,0.38,3.464,,53,,,,5.22,,,5.22,,,,,,,,,1.155,442.0,,0.575,8.58,0.251,,,,1067.0,281.0,,0.085,,8.0,0.231,,10.0,23,0.502,38.0,0.344,1.757,113.0,,,,,,,42.34,,,,,,,,,0.364,,,,,,3.037,0.206,,,,,,,,,,,,
211,"""06461""","Soup, tomato beef with noodle, canned, prepared with equal volume water",244.0,1.0 cup,1.549,0.659,,1.78,0.083,,0.000,,7,,,,,,,,,,,,,,,,1.5,,51,,,,,,,2,,0,,,,1.818,0.134,,0.525,0.085,,,,,,,,,,,571,,0.085,,,,,,,,,,,,,0.088,0.000,0.20,1.684,0.0,29,0.000,0.085,,2.66,,0.000,2.66,,0.000,,,,,,,0.561,215.0,,,,,,,,534.0,137.0,,,,,,,,12,0.244,20.0,,,,0.00,20.0,,0.00,20.0,,20.59,,,73.0,0,,,,,,,,0.0,,7.0,1.476,,,,,,0.0,,,,,,,
212,"""06158""","Soup, tomato bisque, canned, condensed",129.0,0.5 cup (4 fl oz),0.542,1.122,,,,,,,,,,,0.09,,,,,,,,,,,,1.0,,,,,,,,,5,,,,,,1.153,0.129,,0.116,0.142,,,,,,,,0.067,,,519,,0.026,,,,,,,,,,,,,0.071,,0.00,0.684,,41,,,,3.21,,,3.21,,,,,,,,,0.968,419.0,,0.139,2.52,0.013,,,,725.0,124.0,,0.023,,5.0,0.059,,,0,0.258,15.0,0.077,0.31,61.0,,,,,,,23.83,,,,,,,,,0.066,,,,,,0.658,0.044,,,,,,,,,,,,
213,"""06358""","Soup, tomato bisque, canned, prepared with equal volume milk",251.0,1.0 cup (8 fl oz),3.138,1.230,,,,,0.075,,23,,,,0.409,,,,,,,,,,,,0.5,,,,,,,,,23,,,,,,1.252,0.141,,0.602,0.201,,,,,,,,0.248,,,831,,0.452,,,,,,,,,,,,,0.269,,0.43,1.883,,63,0.126,0.141,,4.09,,,4.09,,,,,,,,,1.054,605.0,,0.53,6.6,0.126,,,,878.0,198.0,,0.08,,23.0,0.254,,,0,0.259,23.0,0.321,1.406,173.0,,,,,,,29.44,,,,,,,,,0.211,,0.100,,,,1.707,0.153,,,,,,,,,,,,
214,"""06558""","Soup, tomato bisque, canned, prepared with equal volume water",247.0,1.0 cup (8 fl oz),0.543,1.112,,,,,,,,,,,0.089,,,,,,,,,,,,0.5,,,,,,,,,10,,,,,,1.149,0.128,,0.099,0.148,,,,,,,,0.067,,,516,,0.025,,,,,,,,,,,,,0.072,,0.00,0.692,,44,,,,3.19,,,3.19,,,,,,,,,0.963,417.0,,0.138,2.52,0.025,,,,721.0,124.0,,0.022,,5.0,0.059,,,0,0.257,15.0,0.077,0.296,59.0,,,,,,,23.71,,,,,,,,,0.067,,,,,,0.667,0.044,,,,,,,,,,,,
215,"""06063""","Soup, tomato rice, canned, condensed",129.0,0.5 cup (4 fl oz),0.516,1.355,,7.61,0.062,,0.013,,14,,,,,,,,,,,,,,,,1.7,,4,,,,,,,3,,0,,,,1.060,0.129,,0.129,0.232,,,,,,,,,,,502,,0.039,,,,,,,,,,,,,0.050,,0.00,0.606,3.9,30,0.013,0.077,,2.62,,0.000,2.62,,0.000,,,,,,,1.122,332.0,,,,,,,,543.0,120.0,,,,,,,,0,0.387,14.0,,,,0.00,20.1,,0.00,20.1,,22.03,,,0.0,,,,,,,,,0.0,,5.0,0.593,,,,,,0.0,,14.8,,,,,
216,"""06463""","Soup, tomato rice, canned, prepared with equal volume water",247.0,1.0 cup,0.494,1.297,,7.29,0.059,,0.012,,15,,,,,,,,,,,,,,,,1.7,,2,,,,,,,2,,0,,,,1.015,0.136,,0.124,0.222,,,,,,,,,,,482,,0.037,,,,,,,,,,,,,0.049,,0.00,0.580,3.7,30,0.012,0.074,,2.64,,0.000,2.64,,0.000,,,,,,,1.074,319.0,,,,,,,,519.0,116.0,,,,,,,,0,0.370,15.0,,,,0.00,19.3,,0.00,19.3,,21.09,,,0.0,,,,,,,,,0.0,,5.0,0.568,,,,,,0.0,,14.3,,,,,
217,"""06159""","Soup, tomato, canned, condensed",148.0,1.0 cup,0.17,0.232,,12.18,0.062,,,,0,,,,,,,,,,,,,,,,1.6,,133,,,,,,,,,0,,,,1.270,0.074,,0.034,0.037,,,,,,,,,,,407,,0.016,,,,,,,,,,,,,0.022,,0.00,0.201,4.7,30,0.000,0.127,,3.09,,0.024,3.09,,0.024,,,,,,,0.195,832.0,,,,,,,,580.0,98.0,,,,,,,,,0.204,0.0,,,,0.00,18.9,,0.00,18.9,,22.53,,,0.0,,,,,,,,,0.0,,21.0,0.117,,,,,,0.0,,19.1,,,,,
218,"""06956""","Soup, tomato, canned, condensed, reduced sodium",121.0,1.0 serving 1/2 cup,0.188,0.229,,9.81,0.047,,0.006,,0,,,,,,,,,,,,,,,,1.5,,109,,,,,,,,,0,,,,1.249,0.192,,0.03,0.034,,,,,,,,,,,330,,0.016,,,,,,,,,,,,,0.076,,0.00,0.217,3.9,24,0.000,0.104,,2.31,,0.022,2.31,,0.022,,,,,,,0.177,277.0,,,,,,,,474.0,79.0,,,,,,,,,,0.0,,,,0.00,15.5,,0.00,15.5,,16.23,,,0.0,,,,,,,,,0.0,,17.0,0.105,,,,,,0.0,,15.6,,,,,
219,"""06359""","Soup, tomato, canned, prepared with equal volume low fat (2%) milk",252.0,1.0 serving 1 cup,1.782,0.285,5.70,16.61,0.103,0.504,0.053,,5,,,,0.408,,,,,,,,,,,,1.3,,108,,,,,,,73,,0,,,,1.162,0.068,,0.345,0.040,4.33,,,,,,,0.234,,0.00,577,,0.242,,,,,,,,,,,,,0.260,0.000,0.71,0.897,4.0,96,0.071,0.154,,3.48,,0.020,3.48,,0.020,,,,0.03,,0.0,0.239,864.0,,0.554,3.12,0.05,,,,723.0,139.0,,0.076,,10.0,0.26,,6.8,0,0.186,5.0,0.28,0.827,159.0,0.00,37.0,0.338,0.00,37.0,0.338,24.75,,,0.0,63,,,,,0.181,,0.063,1.5,0.348,33.0,0.759,0.166,,,,,0.0,,15.9,,,,6.55,
220,"""06559""","Soup, tomato, canned, prepared with equal volume water, commercial",248.0,1.0 serving 1 cup,0.139,0.191,,9.99,0.050,,,,0,,,,,,,,,,,,,,,,1.2,,109,,,,,,,,,0,,,,1.042,0.072,,0.027,0.030,,,,,,,,,,,335,,0.015,,,,,,,,,,,,,0.017,,0.00,0.166,3.7,25,0.000,0.104,,2.68,,0.020,2.68,,0.020,,,,,,,0.159,682.0,,,,,,,,476.0,79.0,,,,,,,,,0.166,0.0,,,,0.00,15.6,,0.00,15.6,,18.48,,,0.0,,,,,,,,,0.0,,17.0,0.097,,,,,,0.0,,15.6,,,,,
221,"""06498""","Soup, tomato, dry, mix, prepared with water",265.0,1.0 cup 8 fl oz,0.758,0.167,,10.34,0.278,,0.021,,29,,,,,,,,,,,,,,,,1.1,,85,,,,,,,13,,0,,,,2.454,0.09,,0.146,0.042,,,,,,,,,,,419,,0.122,,,,,,,,,,,,,0.464,0.000,0.16,0.628,2.1,53,0.034,0.154,,3.74,,0.000,3.74,,0.000,,,,,,,0.125,294.0,,,,,,,,832.0,101.0,,,,,,,,0,0.095,29.0,,,,0.00,19.9,,0.00,19.9,,19.0,,,0.0,,,,,,,,,0.0,,26.0,0.549,,,,,,0.0,,5.3,,,,,
222,"""06964""","Soup, tomato, low sodium, with water",248.0,1.0 serving 1 cup,0.188,0.231,,9.85,0.047,,0.005,,0,,,,,,,,,,,,,,,,1.5,,109,,,,,,,,,0,,,,1.252,0.206,,0.03,0.035,,,,,,,,,,,308,,0.015,,,,,,,,,,,,,0.077,,0.00,0.218,3.7,25,0.000,0.104,,2.46,,0.022,2.46,,0.022,,,,,,,0.176,278.0,,,,,,,,476.0,74.0,,,,,,,,,0.144,0.0,,,,0.00,15.6,,0.00,15.6,,16.29,,,0.0,,,,,,,,,0.0,,17.0,0.107,,,,,,0.0,,15.6,,,,,
223,"""06465""","Soup, turkey noodle, canned, prepared with equal volume water",244.0,1.0 cup,0.561,0.488,,,,,0.000,,2,,,,0.212,,,,,,,,,,,,0.7,,,,,,,,,0,,,,,,1.396,0.124,,0.098,0.024,,,,,,,,0.124,,,285,,0.024,,,,,,,,,,,,,0.063,0.000,0.15,0.805,,15,0.000,0.037,,2.59,,0.000,2.59,,0.000,,,,,,,0.464,76.0,,0.251,2.0,0.122,,,,293.0,68.0,,0.037,,5.0,0.102,,10.7,17,0.251,20.0,0.151,0.415,49.0,,,,,,,8.64,,,,,,,,,0.159,,0.000,,,,0.683,0.090,,,,,,,,,,,,
224,"""06466""","Soup, turkey vegetable, canned, prepared with equal volume water",241.0,1.0 cup (8 fl oz),0.892,0.675,,,,,0.000,,5,,,,0.19,,,,,,,,,,,,0.5,,,,,,,,,0,,,,,,1.005,0.123,,0.193,0.048,,,,,,,,0.096,,,304,,0.024,,,,,,,,,,,,,0.039,0.000,0.17,1.326,,123,0.000,0.048,,2.39,,0.000,2.39,,0.000,,,,,,,0.627,176.0,,0.176,3.04,0.169,,,,2444.0,72.0,,0.027,,2.0,0.082,,,0,0.246,5.0,0.116,0.651,41.0,,,,,,,8.63,,,,,,,,,0.145,,0.000,,,,1.109,0.067,,,,,,,,,,,,
225,"""06064""","Soup, turkey, chunky, canned, ready-to-serve",236.0,1.0 cup (8 fl oz),1.227,1.086,,,,,,,,,,,0.809,,,,,,,,,,,,,,,,,,,,,0,,,,,,3.587,0.236,,0.212,0.047,,,,,,,,0.404,,,562,,0.047,,,,,,,,,,,,,0.106,,2.12,1.770,,359,,,,3.47,,,3.47,,,,,,,,,1.038,361.0,,0.467,4.41,0.26,,,,7156.0,135.0,,0.099,,9.0,0.307,,,0,0.236,12.0,0.514,0.92,104.0,,,,,,,14.07,,,,,,,,,0.531,,,,,,1.534,0.238,,,,,,,,,,,,
226,"""06071""","Soup, vegetable beef, canned, condensed",126.0,0.5 cup,0.857,0.113,,1.12,0.037,0.359,0.000,,10,,,,0.345,,,,,,,,,,,,2.0,,116,,,,,,,,,0,,,,1.037,0.183,,0.29,0.013,,,,,,,,0.175,,,333,,0.038,,,,,,,,,,,,,0.049,0.000,0.32,0.806,7.1,195,0.000,0.076,,2.83,,0.000,2.83,,0.000,,,,,,,0.101,174.0,,0.321,1.9,0.076,,,,3911.0,79.0,,0.048,,5.0,0.146,,2.8,0,0.315,10.0,0.212,0.466,40.0,0.00,12.6,0.193,0.00,12.6,0.193,10.22,,,616.0,0,,,,,0.262,,0.000,0.0,0.248,6.0,0.706,0.123,,,,,0.0,,2.4,,,,,
227,"""06471""","Soup, vegetable beef, canned, prepared with equal volume water",244.0,1.0 cup (8 fl oz),0.83,0.110,,1.1,0.037,,0.000,,10,,,,,,,,,,,,,,,,2.0,,112,,,,,,,,,0,,,,1.005,0.188,,0.281,0.012,,,,,,,,,,,322,,0.037,,,,,,,,,,,,,0.049,0.000,0.32,0.781,6.8,190,0.000,0.073,,2.88,,0.000,2.88,,0.000,,,,,,,0.098,168.0,,,,,,,,3787.0,76.0,,,,,,,,0,0.305,10.0,,,,0.00,12.2,,0.00,12.2,,9.91,,,598.0,0,,,,,,,,0.0,,7.0,0.683,,,,,,0.0,,2.4,,,,,
228,"""06742""","Soup, vegetable beef, microwavable, ready-to-serve, single brand",292.0,1.0 serving,0.645,0.327,,,,,,,,,,,,,,,,,,,,,,,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,537,,,,,,,,,,,,,,,,,,0.651,,96,,,,3.5,,,3.5,,,,,,,,,,,,,,,,,,1898.0,128.0,,,,,,,,,,,,,,,,,,,,9.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,"""06700""","Soup, vegetable broth, ready to serve",221.0,1.0 cup,0.062,0.009,0.07,1.22,0.051,,,,0,,0.00,,,,,0.0,,,0.0,,,,,0.000,0.0,,2,,,,,,,,,0,,,,0.243,0.02,0.000,0.022,0.000,0.29,,0,,,0,,,,,49,0.000,0.004,,,,,216.69,0,0.0,,7.0,0.000,245,0.002,0.049,,0.00,0.011,1.5,27,0.000,0.015,,1.57,0.00,,1.57,0.00,,,654.0,0.0,,,0.0,0.009,42.0,,,,,0.000,,0.84,526.0,11.0,0.000,,,,,,,,0.013,0.0,,,,0.00,0.7,,0.00,0.7,,2.06,0.000,,141.0,0,0.011,0.009,,0.133,,,,0.0,,2.0,0.011,,,,,0.0,0.0,,0.9,0.0,,,0.0,
230,"""06974""","Soup, vegetable chicken, canned, prepared with water, low sodium",241.0,1.0 cup,1.439,1.007,,3.42,0.048,,0.000,,39,,,,,,,,,,,,,,,,1.0,,280,,,,,,,36,,0,,,,3.302,0.241,,0.287,0.048,,,,,,,,,,,696,,0.048,,,,,,,,,,,,,0.169,0.000,0.24,2.157,14.9,333,0.000,0.096,,1.78,,0.000,1.78,,0.000,,,,,,,0.935,369.0,,,,,,,,6015.0,166.0,,,,,,,,5,,43.0,,,,0.00,10.4,,0.00,10.4,,21.11,,,1292.0,0,,,,,,,,0.0,,10.0,1.798,,,,,,0.0,,5.5,,,,,
231,"""06967""","Soup, vegetable soup, condensed, low sodium, prepared with equal volume water",253.0,1.0 cup,0.187,0.511,,5.44,0.139,,0.000,,15,,,,,,,,,,,,,,,,2.8,,58,,,,,,,,,0,,,,1.948,0.306,,0.038,0.030,,,,,,,,,,,347,,0.003,,,,,,,,,,,,,0.116,,0.00,0.258,5.3,109,0.000,0.213,,2.66,,0.000,2.66,,0.000,,,,,,,0.481,549.0,,,,,,,,2176.0,83.0,,,,,,,,0,0.316,15.0,,,,0.00,11.4,,0.00,11.4,,15.33,,,397.0,0,,,,,,,,0.0,,33.0,0.256,,,,,,0.0,,1.0,,,,,
232,"""06072""","Soup, vegetable with beef broth, canned, condensed",123.0,0.5 cup,0.443,0.787,,2.02,0.052,0.165,0.000,,11,,,,0.127,,,,,,,,,,,,1.6,,43,,,,,,,,,0,,,,0.970,0.154,,0.135,0.111,,,,,,,,0.073,,,339,,0.012,,,,,,,,,,,,,0.046,,0.00,0.553,2.8,105,0.000,0.057,,2.53,,0.000,2.53,,0.000,,,,,,,0.677,193.0,,0.226,1.92,0.025,,,,2100.0,81.0,,0.021,,1.0,0.059,,2.7,0,0.338,11.0,0.091,0.258,39.0,0.00,12.7,0.101,0.00,12.7,0.101,13.16,,,476.0,0,,,,,0.138,,0.000,0.0,0.125,6.0,0.517,0.050,,,,,0.0,,2.3,,,,,
233,"""06472""","Soup, vegetable with beef broth, canned, prepared with equal volume water",241.0,1.0 cup (8 fl oz),0.434,0.771,,1.98,0.051,,0.000,,10,,,,,,,,,,,,,,,,1.7,,43,,,,,,,,,0,,,,0.952,0.161,,0.133,0.108,,,,,,,,,,,333,,0.012,,,,,,,,,,,,,0.046,,0.00,0.542,2.9,104,0.000,0.055,,2.6,,0.000,2.6,,0.000,,,,,,,0.663,190.0,,,,,,,,2056.0,80.0,,,,,,,,0,0.333,10.0,,,,0.00,12.3,,0.00,12.3,,12.89,,,465.0,0,,,,,,,,0.0,,7.0,0.506,,,,,,0.0,,2.4,,,,,
234,"""06217""","Soup, vegetable, canned, low sodium, condensed",126.0,0.5 cup,0.185,0.508,,5.43,0.137,,0.000,,15,,,,,,,,,,,,,,,,2.6,,57,,,,,,,,,0,,,,1.940,0.292,,0.038,0.029,,,,,,,,,,,344,,0.003,,,,,,,,,,,,,0.116,,0.00,0.256,5.3,108,0.000,0.210,,2.52,,0.000,2.52,,0.000,,,,,,,0.479,546.0,,,,,,,,2168.0,82.0,,,,,,,,1,0.315,15.0,,,,0.00,11.3,,0.00,11.3,,15.26,,,396.0,0,,,,,,,,0.0,,32.0,0.253,,,,,,0.0,,1.0,,,,,
235,"""06068""","Soup, vegetarian vegetable, canned, condensed",126.0,0.5 cup,0.302,0.743,,3.94,0.055,0.152,0.000,,11,,,,0.102,,,,,,,,,,,,0.6,,202,,,,,,,,,0,,,,0.941,0.126,,0.101,0.050,,,,,,,,0.077,,,311,,0.000,,,,,,,,,,,,,0.047,,0.00,0.857,5.3,179,0.000,0.057,,2.55,,0.000,2.55,,0.000,,,,,,,0.693,215.0,,0.152,1.99,0.013,,,,3581.0,74.0,,0.015,,0.0,0.05,,4.4,0,0.472,11.0,0.102,0.202,35.0,0.00,10.0,0.077,0.00,10.0,0.077,12.32,,,517.0,0,,,,,0.102,,0.000,0.0,0.102,8.0,0.844,0.050,,,,,0.0,,1.5,,,,,
236,"""06468""","Soup, vegetarian vegetable, canned, prepared with equal volume water",241.0,1.0 cup,0.289,0.711,,3.78,0.053,,0.000,,10,,,,,,,,,,,,,,,,0.7,,193,,,,,,,,,0,,,,0.901,0.133,,0.096,0.048,,,,,,,,,,,287,,0.000,,,,,,,,,,,,,0.046,,0.00,0.819,5.1,171,0.000,0.055,,2.55,,0.000,2.55,,0.000,,,,,,,0.663,207.0,,,,,,,,3425.0,67.0,,,,,,,,0,0.453,10.0,,,,0.00,9.4,,0.00,9.4,,11.78,,,494.0,0,,,,,,,,0.0,,7.0,0.807,,,,,,0.0,,1.4,,,,,
237,"""27002""","Soup, wonton, Chinese restaurant",223.0,1.0 cup,0.138,0.158,0.00,0.76,0.054,0.268,0.000,,13,0.009,0.13,0.156,0.138,0.000,,,,,0.0,2.683,0.245,,,0.000,0.4,0.000,27,0.0,,0.145,,,,2,,0,,,,1.293,0.054,0.000,0.033,0.009,0.00,0.000,40,,0.000,40,,0.181,0.000,0.20,297,,0.002,,,,,203.33,0,,,,,13,0.0,0.036,0.000,0.20,0.172,2.0,2,0.000,0.169,,2.72,,0.000,2.72,,0.000,0.011,905.0,0.0,,,0.0,0.145,71.0,,0.453,0.58,0.011,0.000,,0.54,29.0,71.0,0.000,0.029,10.59,9.0,0.109,0.000,2.5,16,0.076,29.0,0.134,0.103,40.0,0.00,42.4,0.152,0.00,42.4,0.152,11.71,0.000,,0.0,,0.156,0.145,,0.312,0.194,,0.000,0.0,0.158,7.0,0.158,0.087,0.0,0.000,,0.002,0.0,,1.6,,,,0.0,
238,"""06192""","Split pea soup, canned, reduced sodium, prepared with water or ready-to serve",253.0,1.0 cup,0.759,0.425,,12.8,0.177,,0.000,,51,,,,,,,,,,,,,,,,4.8,,3254,,,,,,,,,0,,,,1.156,0.278,,0.228,0.053,,,,,,,,,,,751,,0.030,,,,,,,,,,,,,0.073,0.000,0.03,0.936,91.3,71,0.008,0.185,,2.53,,0.000,2.53,,0.000,,,,,,,0.372,463.0,0.5,,,,,,,1397.0,180.0,,,,,,,,0,0.506,51.0,,,,0.00,46.0,,0.00,46.0,,29.93,,,89.0,0,,,,,,,,0.0,,35.0,0.873,,,,,,0.0,,,,,,,
239,"""06193""","Split pea with ham soup, canned, reduced sodium, prepared with water or ready-to-serve",245.0,1.0 cup,0.72,0.331,,3.85,0.203,,0.000,,71,,,,,,,,,,,,,,,,4.7,,44,,,,,,,,,0,,,,1.703,0.245,,0.14,0.047,,,,,,,,,,,698,,0.020,,,,,,,,,,,,,0.093,0.000,0.07,0.691,6.4,51,0.245,0.118,,2.45,,0.000,2.45,,0.000,,,,,,,0.282,500.0,1.2,,,,,,,1017.0,167.0,,,,,,,,0,0.485,71.0,,,,0.00,54.6,,0.00,54.6,,27.93,,,220.0,0,,,,,,,,0.0,,34.0,0.63,,,,,,0.0,,2.5,,,,,
240,"""27064""",Wasabi,20.0,1.0 tablespoon,0.406,0.725,0.46,2.64,0.010,,0.000,,2,0.030,0.78,,,,,0.0,0.003,0.014,0.0,,,,,0.001,1.2,0.000,1,0.0,0.45,,,,,,,0,,,,0.032,0.011,0.001,0.039,0.032,0.50,0.000,2,,0.000,2,,,,,244,0.003,0.007,,,,0.005,6.34,0,0.09,,8.0,0.000,0,0.001,0.014,0.001,0.00,0.882,0.7,0,0.000,0.010,0.004,1.81,0.00,0.001,1.81,0.00,0.001,0.004,678.0,0.0,,,0.0,0.692,36.0,,,,,0.005,,1.68,1.0,58.0,0.001,,,,,,,0,0.027,2.0,,,,0.00,0.5,,0.00,0.5,,9.23,0.000,,0.0,,0.859,0.685,,0.000,,,,0.0,,4.0,0.862,,0.0,0.000,0.000,0.007,0.0,,,0.48,,0.000,0.0,0.002
241,"""06431""","CAMPBELL'S CHUNKY, New England Clam Chowder",251.0,1.0 cup,,,,0.0,0.038,,,,,,,,,,,,,,,,,,,,3.0,,45,,,,,,,,,,,,,1.180,0.083,,,,,,,,,,,,,,846,,,,,,,,,,,,,,,0.038,,,,,,,,,2.91,,,2.91,,,,,,0.00,,,,,,,,,,,,15.0,203.0,,,,,,,,,,,,,,,,,,,,22.62,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,
242,"""27057""","Sauce, barbecue, KC MASTERPIECE, original",18.0,1.0 tbsp,,,,5.57,0.005,,,,,,,,,,,0.0,,,,,,,,,0.3,,18,,,,,,,,,,,,,0.142,0.013,,,,,,,,,,,,,,121,,,,,,,,,0.02,,7.0,,,,0.013,,,,,,,,,0.4,0.00,,0.4,0.00,,,,,0.00,,,,,,,,,,,,50.0,29.0,,,,,,,,,,,,,,,,,,,,6.83,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,
243,"""27058""","Sauce, barbecue, OPEN PIT, original",17.0,1.0 tbsp,,,,3.99,0.003,,,,,,,,,,,0.0,,,,,,,,,0.1,,3,,,,,,,,,,,,,0.027,0.003,,,,,,,,,,,,,,94,,,,,,,,,0.14,,3.0,,,,0.004,,,,,,,,,0.64,0.04,,0.64,0.04,,,,,0.00,,,,,,,,,,,,5.0,22.0,,,,,,,,,,,,,,,,,,,,5.01,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,
244,"""06631""","Sauce, hot chile, sriracha",6.5,1.0 tsp,,,,0.98,0.005,,,,,,,,,,,0.0,,,,,,,,,0.1,,58,0.0,,,,,,,,,,,,0.081,0.004,,,,,,,,,,,,,,25,,,,,,,,,0.02,,1.0,,,,0.014,,,,,,,,,0.4,0.00,,0.4,0.00,,,,,0.00,,,,,,,,,,,,167.0,6.0,,,,,,,,,,,,,,,,,,,,1.25,,,15.0,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,
245,"""06632""","Sauce, hot chile, sriracha, CHA! BY TEXAS PETE",6.9,1.0 tsp,,,,1.08,0.007,,,,,,,,,,,0.0,,,,,,,,,0.1,,78,,,,,,,,,,,,,0.078,0.004,,,,,,,,,,,,,,31,,,,,,,,,0.02,,1.0,,,,0.017,,,,,,,,,0.55,0.00,,0.55,0.00,,,,,0.00,,,,,,,,,,,,191.0,7.0,,,,,,,,,,,,,,,,,,,,1.57,,,21.0,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,
