,NDB_NO,Description,Weight(g),Measure,"Fatty acids, total saturated (g)","Fatty acids, total polyunsaturated (g)",Fructose (g),"Sugars, total (g)",Thiamin (mg),Leucine (g),6:0 (g),22:4 (g),"Folate, food (µg)","18:3 n-3 c,c,c (ALA) (g)",Vitamin E (alpha-tocopherol) (mg),Phenylalanine (g),Lysine (g),22:1 c (g),"Fluoride, F (µg)","Tocotrienol, beta (mg)",18:1 t (g),20:1 (g),15:1 (g),Glutamic acid (g),Aspartic acid (g),17:1 (g),21:5 (g),"20:2 n-6 c,c (g)","Fiber, total dietary (g)",20:3 n-3 (g),Lutein + zeaxanthin (µg),Menaquinone-4 (µg),"Tocotrienol, alpha (mg)",Alanine (g),13:0 (g),Beta-sitosterol (mg),18:4 (g),Retinol (µg),18:1-11 t (18:1t n-7) (g),Caffeine (mg),Hydroxyproline (g),Protein (g),Lycopene (µg),Niacin (mg),"Copper, Cu (mg)",17:0 (g),18:0 (g),18:3 undifferentiated (g),Glucose (dextrose) (g),14:1 (g)_x,"Folate, DFE (µg)_x",20:3 undifferentiated (g)_x,14:1 (g)_y,"Folate, DFE (µg)_y",20:3 undifferentiated (g)_y,Threonine (g),"18:3 n-6 c,c,c (g)",Maltose (g),Energy (kJ),"Fatty acids, total trans-monoenoic (g)",14:0 (g),Phytosterols (mg),"Iron, Fe (mg)",Cystine (g),"Fatty acids, total trans-polyenoic (g)",Water (g),"Cryptoxanthin, beta (µg)","Tocopherol, gamma (mg)",Glycine (g),"Calcium, Ca (mg)",16:1 t (g),"Carotene, beta (µg)",15:0 (g),Riboflavin (mg),20:5 n-3 (EPA) (g),Vitamin B-12 (µg),"Fatty acids, total monounsaturated (g)",Vitamin K (phylloquinone) (µg),"Vitamin A, RAE (µg)",12:0 (g),Vitamin B-6 (mg),22:0 (g),Ash (g),"Tocopherol, delta (mg)",22:1 undifferentiated (g),Vitamin D3 (cholecalciferol) (µg),24:0 (g),Campesterol (mg),16:1 c (g),"Sodium, Na (mg)",4:0 (g),Galactose (g),22:5 n-3 (DPA) (g),"Alcohol, ethyl (g)",18:2 undifferentiated (g),"Potassium, K (mg)",Betaine (mg),Proline (g),Total lipid (fat) (g),16:1 undifferentiated (g),18:2 t not further defined (g),18:2 i (g),Sucrose (g),"Vitamin A, IU (IU)",Energy (kcal),24:1 c (g),Tryptophan (g),Starch (g),Cholesterol (mg),Tyrosine (g),20:0 (g),"Selenium, Se (µg)",Folic acid (µg),"Manganese, Mn (mg)","Folate, total (µg)",Isoleucine (g),16:0 (g),"Phosphorus, P (mg)","Vitamin B-12, added (µg)_x","Choline, total (mg)_x",Serine (g)_x,"Vitamin B-12, added (µg)_y","Choline, total (mg)_y",Serine (g)_y,"Carbohydrate, by difference (g)",22:1 t (g),"18:2 t,t (g)","Carotene, alpha (µg)",Vitamin D (IU),18:1 c (g),"18:2 n-6 c,c (g)",Stigmasterol (mg),Pantothenic acid (mg),Arginine (g),Vitamin D2 (ergocalciferol) (µg),10:0 (g),Vitamin D (D2 + D3) (µg),Valine (g),"Magnesium, Mg (mg)",18:1 undifferentiated (g),Histidine (g),Dihydrophylloquinone (µg),20:3 n-6 (g),20:4 undifferentiated (g),"Fatty acids, total trans (g)",Theobromine (mg),"Tocotrienol, delta (mg)","Vitamin C, total ascorbic acid (mg)","Tocotrienol, gamma (mg)",Methionine (g),8:0 (g),Lactose (g),18:2 CLAs (g)
28,"""22977""","Lasagna with meat sauce, frozen, prepared",123.0,1.0 piece side,2.888,0.533,1.28,3.83,0.086,0.711,0.041,0.005,9,0.032,1.05,0.405,0.598,0.000,,0.0,0.182,0.020,0.0,2.299,0.711,0.027,,0.006,2.1,0.000,216,1.7,0.02,0.367,,,,28,,0,,,,1.879,0.111,0.048,0.702,0.032,1.14,0.039,44,0.009,0.039,44,0.009,0.269,,0.00,694,0.199,0.336,,,,0.042,87.17,4,0.14,0.344,108.0,0.016,258,0.041,0.091,0.001,0.41,2.162,8.6,50,0.077,0.15,0.005,1.93,0.04,0.000,,,,0.143,459.0,0.057,,0.004,0.0,0.466,241.0,7.4,0.967,6.05,0.159,0.042,,0.66,538.0,166.0,0.001,0.105,12.09,21.0,0.293,0.009,19.6,21.0,0.237,30.0,0.276,1.471,141.0,0.0,28.5,0.456,0.0,28.5,0.456,18.89,0.000,,10.0,1,1.733,0.396,,0.397,0.403,,0.069,0.0,0.351,25.0,1.915,0.225,0.5,0.007,0.011,0.241,0.0,0.01,3.1,0.06,0.202,0.026,0.74,0.028
29,"""22910""","Lasagna, cheese, frozen, prepared",225.0,1.0 cup 1 serving,4.747,2.3,2.23,9.52,0.257,1.192,0.0,,14,,,,0.81,,,0.0,,,,,,,,,3.8,,63,,,,,,,88,,0,0.000,14.71,6253.0,3.062,0.245,0.000,1.055,0.290,4.18,0.0,115,,0.0,115,,0.461,,0.00,1220,,0.830,,,,,,,1.84,0.338,250.0,,,,0.346,0.000,1.28,3.539,20.5,104,0.137,0.155,0.000,3.4,0.38,0.000,,,,,,,0.11,,0.0,2.009,410.0,,4.905,11.99,0.25,,,,623.0,292.0,,0.146,20.05,29.0,0.529,0.000,59.0,58.0,0.443,72.0,0.45,2.727,241.0,0.0,23.2,0.877,0.0,23.2,0.877,31.14,,,4.0,2,,,,,0.495,,0.0,0.0,0.574,47.0,3.289,0.326,0.0,,,,0.0,,38.5,0.0,0.326,,2.27,
30,"""32019""","Lasagna, cheese, frozen, unprepared",237.0,1.0 cup 1 serving,5.001,1.465,,9.01,0.408,,0.088,,19,,,,,,,,,,0.0,,,0.007,,0.000,4.0,,66,,,,0.002,,0.000,36,,0,,,,3.209,0.282,0.009,0.865,0.166,,0.009,164,0.002,0.009,164,0.002,,,,1434,,0.668,,,,,,,,,,,,,0.301,0.000,0.24,2.552,7.3,55,0.147,0.185,0.012,3.58,,0.000,,,,,,,,,,1.299,377.0,,,,,,,,472.0,344.0,0.000,,,,,,,85.0,0.571,104.0,,,,0.0,24.4,,0.0,24.4,,51.22,,,5.0,2,,,,,,,,0.0,,45.0,2.401,,,,,,0.0,,3.6,,,,,
31,"""22956""","Lasagna, Vegetable, frozen, baked",227.0,1.0 serving,6.506,3.035,,5.77,0.266,1.174,0.079,0.000,27,,,,0.67,,,,,,0.0,3.448,0.958,0.014,,0.000,4.3,,229,,,,0.000,,0.054,95,,0,,15.59,0.0,1.839,0.166,0.054,1.355,0.363,,0.054,32,0.000,0.054,32,0.000,0.568,,,1317,,0.899,,,,,,,,,,,,,0.42,0.000,1.34,3.907,40.4,154,0.254,0.232,0.000,3.77,,0.000,,,,,,,,,,2.62,386.0,,1.507,13.71,0.134,,,,1469.0,316.0,0.000,0.252,,32.0,0.554,0.014,32.0,2.0,0.434,32.0,0.665,3.142,318.0,0.0,27.9,0.590,0.0,27.9,0.590,32.19,,,204.0,0,,,,,0.429,,0.229,0.0,0.779,48.0,3.693,0.343,,,,,0.0,,2.5,,,,,
32,"""22962""","LEAN POCKETS, Ham N Cheddar",127.0,1.0 hot pocket (1 NLEA serving),3.034,1.782,,9.65,0.523,1.050,0.014,0.005,14,0.146,0.37,0.591,0.786,0.000,,,,,0.0,2.978,0.899,0.003,,0.010,2.2,0.001,146,1.9,,0.522,,,,,,0,,,,4.397,0.097,0.017,0.848,0.147,,0.008,107,0.006,0.008,107,0.006,0.49,0.001,,1222,0.170,0.213,,,,0.057,61.57,0,,,,0.004,0,0.013,0.39,0.001,0.56,1.97,2.2,0,0.276,0.13,0.010,2.78,,0.000,,,,0.062,537.0,0.004,,,,1.585,258.0,,1.125,8.29,0.066,0.057,,,0.0,292.0,0.001,0.182,,25.0,0.389,0.017,15.0,55.0,0.363,69.0,0.565,1.553,250.0,0.0,37.0,0.610,0.0,37.0,0.610,41.3,0.000,,0.0,13,1.701,1.518,,,0.603,,0.042,0.3,0.660,27.0,1.866,0.396,2.8,0.005,0.023,0.226,0.0,,0.1,,,,,
33,"""22963""","Lean Pockets, Meatballs  &  Mozzarella",128.0,1.0 each,3.951,1.893,1.59,11.28,0.548,1.097,0.024,0.006,,0.15,,0.644,0.814,0.000,,,,,,,,0.000,,0.018,2.6,0.003,196,1.4,,0.520,,,,36,,,,,,3.817,0.105,0.026,1.101,0.151,1.66,0.013,,0.009,0.013,,0.009,0.486,0.001,6.07,1288,0.136,0.311,,,,0.054,60.08,13,,,,0.006,118,0.022,0.317,0.001,0.59,2.523,4.5,46,0.34,0.131,0.010,3.32,,0.000,,,,0.095,713.0,0.018,0.00,0.004,,1.681,283.0,,1.208,9.86,0.101,0.054,,0.36,328.0,307.0,0.001,0.183,,26.0,0.454,0.019,12.9,,,,0.585,1.97,230.0,,,,,,,41.32,0.000,,0.0,,2.243,1.614,,0.838,0.625,,0.068,,,,2.372,0.401,1.9,0.006,0.02,0.189,,,,,,,1.6,0.014
34,"""22959""","Macaroni and cheese dinner with dry sauce mix, boxed, uncooked",70.0,1.0 serving (makes about 1 cup prepared),0.806,0.569,0.00,6.73,0.728,0.757,0.0,,12,,,,0.284,,,,,,,,,,,,2.2,,10,,,,,,,12,,0,,9.7,0.0,2.717,0.135,0.000,0.152,,0.00,0.0,234,,0.0,234,,0.344,,1.67,1111,,0.115,,,,,,,,,,,,,0.438,0.000,0.54,0.466,0.1,13,0.0,0.099,,2.21,,0.000,,,,,,,,,0.0,0.569,243.0,84.8,1.249,3.37,0.0,,,,46.0,265.0,,0.155,36.82,5.0,0.156,0.000,33.2,131.0,0.487,143.0,0.407,0.539,232.0,0.0,25.2,0.510,0.0,25.2,0.510,49.08,,,0.0,,,,,,0.353,,0.0,0.0,0.447,34.0,0.466,0.229,0.0,,,,0.0,,0.5,,,,4.83,
35,"""32005""","Macaroni and cheese, box mix with cheese sauce, prepared",189.0,1.0 cup prepared,3.092,1.973,0.00,2.97,0.293,,0.062,0.006,,0.433,1.02,,,,,0.34,0.115,0.108,0.0,,,0.011,,0.006,2.3,0.000,,,,,,,,42,,,,,,2.173,0.127,0.030,0.565,0.435,0.00,0.032,,0.006,0.032,,0.006,,,,1297,0.130,0.412,,,,,,,1.98,,161.0,0.015,,0.045,0.17,0.023,0.51,4.188,,42,0.125,0.047,0.021,3.1,0.09,0.004,,,,0.066,869.0,0.085,0.00,0.004,,1.486,151.0,,,,,0.042,,0.02,136.0,310.0,0.004,,,,,,,,,,,,,,,,,,,43.66,0.000,,,,,1.416,,0.784,,,,,,,3.948,,,,0.006,0.174,,,,0.0,,0.053,2.46,0.028
36,"""32004""","Macaroni and cheese, box mix with cheese sauce, unprepared",25.0,1.0 serving (3.5 oz),0.296,0.741,,1.61,0.131,0.215,0.002,,4,,,,0.106,,,,,,,,,,,,0.5,,5,,,,,,,1,,0,,3.18,0.0,1.001,0.041,,0.068,0.215,,,,,,,,0.1,,,349,,0.013,,,,,,,,,,,,,0.093,0.000,0.10,1.518,1.4,2,0.003,0.028,,0.77,,0.000,,,,,,,,,,0.525,49.0,,0.293,2.67,0.008,,,,10.0,84.0,,0.037,,1.0,0.072,,9.2,30.0,0.117,34.0,0.118,0.175,98.0,0.0,6.2,0.129,0.0,6.2,0.129,11.66,,,0.0,,,,,,0.094,,0.003,0.0,0.135,8.0,1.478,0.063,,,,,0.0,,0.1,,,,,
37,"""22247""","Macaroni and Cheese, canned entree",244.0,1.0 serving,2.15,0.739,0.00,1.22,0.246,,0.0,,5,,,,,,,,,,,,,,,0.000,1.2,,5,,,,,,0.000,41,,0,,,,2.887,0.722,0.000,0.281,,0.00,0.0,51,,0.0,51,,,,,834,,0.427,,,,,,,,,,,,,0.278,0.000,0.37,1.464,0.5,41,0.0,0.09,,3.05,,0.000,,,,,,,,,0.0,0.739,205.0,105.4,,,,,,,159.0,200.0,0.000,,,,,,,27.0,0.547,32.0,,,,0.0,13.2,,0.0,13.2,,28.11,,,0.0,,,,,,,,,0.0,,22.0,1.464,,,,,,0.0,,,,,,0.73,
38,"""22919""","Macaroni and Cheese, canned, microwavable",213.0,7.0 oz 1 serving,7.806,0.918,0.00,3.0,0.162,,0.0,,,,,,,,,,,,,,,,,0.000,0.9,,,,,,,,0.000,,,,,,,2.228,0.554,0.000,1.864,,0.00,0.0,,,0.0,,,,,,1191,,1.325,,,,,,,,,,,,,0.396,0.000,0.19,3.776,,,0.405,0.079,0.000,2.39,,0.000,,,,,,,0.00,,,0.918,153.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.73,,,,,,,,,,,,,,,3.523,,,,,,,,,,,,2.51,
39,"""22960""","Macaroni and cheese, dry mix, prepared with 2% milk and 80% stick margarine from dry mix",198.0,1.0 cup,3.596,3.722,0.00,8.45,0.35,0.895,0.028,0.000,12,0.376,,0.570,0.376,0.000,,,,,0.0,3.574,0.588,0.010,,0.004,2.4,0.000,,,,,,,,,,,,,,2.342,0.147,0.026,1.018,0.394,0.00,0.014,226,0.002,0.014,226,0.002,0.404,0.018,2.48,1572,2.269,0.184,,,,0.194,121.97,,,,,0.008,,0.022,0.352,0.000,0.32,7.3,12.7,,0.057,0.121,0.046,2.57,,0.000,,,,0.034,669.0,0.036,0.00,,,3.313,255.0,30.3,1.34,16.39,0.042,0.194,,0.00,,,,0.119,34.69,6.0,0.341,0.046,24.8,125.0,0.467,139.0,0.491,2.043,222.0,,,,,,,47.38,0.000,,,,,3.095,,0.855,0.444,,0.048,,,,7.203,0.242,11.7,0.002,0.01,2.463,,,,,,,5.98,0.024
40,"""22970""","Macaroni and cheese, frozen entree",137.0,1.0 cup,3.573,1.867,0.00,2.1,0.074,,0.089,0.001,10,0.2,0.34,,,,,0.37,0.145,0.022,0.0,,,0.012,,0.003,1.5,0.000,5,,,,,,,62,,0,,,,1.012,0.07,0.036,0.641,0.201,0.00,0.044,10,0.005,0.044,10,0.005,,,,855,0.163,0.518,,,,0.047,95.06,0,1.42,,156.0,0.019,27,0.056,0.078,0.003,0.16,1.963,7.0,64,0.16,0.058,0.011,1.79,0.55,0.001,,,,0.077,397.0,0.095,,0.004,0.0,1.637,130.0,,,,,0.047,,0.00,249.0,204.0,0.000,,,,,,,0.0,0.296,10.0,,,,0.0,11.4,,0.0,11.4,,23.67,0.000,,0.0,,1.643,1.559,,0.532,,,,0.0,,23.0,1.788,,,0.005,0.008,0.210,0.0,0.03,,0.03,,0.059,1.69,0.032
41,"""32014""","Macaroni or noodles with cheese, made from reduced fat packaged mix, unprepared",99.0,1.0 serving (3.5 oz),0.405,1.108,,4.99,0.535,,0.003,,15,,,,,,,,,,,,,,,,2.0,,7,,,,,,,30,,0,,,,4.077,0.166,,0.101,0.322,,,,,,,,,,,1230,,0.019,,,,,,,,,,,,,0.379,0.000,0.40,2.268,2.2,30,0.005,0.116,,3.12,,0.000,,,,,,,,,,0.786,201.0,,,,,,,,100.0,294.0,,,,,,,,122.0,,137.0,,,,0.0,25.1,,0.0,25.1,,51.54,,,0.0,,,,,,,,,0.0,,35.0,2.212,,,,,,0.0,,,,,,,
42,"""32016""","Macaroni or noodles with cheese, microwaveable, unprepared",61.0,1.0 serving 1 pouch,1.717,1.212,,5.0,0.634,,0.0,,10,,,,,,,,,,,,,,,,1.0,,9,,,,,,,60,,0,,,,2.368,0.118,,0.324,0.000,,,,,,,,,,,990,,0.244,,,,,,,,,,,,,0.382,0.000,0.47,0.991,0.1,60,0.0,0.087,,1.92,,0.000,,,,,,,,,,1.212,212.0,,,,,,,,205.0,237.0,,,,,,,,114.0,,124.0,,,,0.0,22.0,,0.0,22.0,,43.16,,,0.0,,,,,,,,,0.0,,30.0,0.991,,,,,,0.0,,,,,,,
43,"""32009""","Pasta mix, classic beef, unprepared",122.0,1.0 package,0.536,0.986,0.10,6.04,2.879,,0.0,,30,0.048,0.40,,,,,1.17,0.107,0.011,0.0,,,0.000,,0.001,2.4,0.000,1,,,,,,,,,0,,,,6.393,0.199,0.002,0.134,0.048,0.12,0.0,240,,0.0,240,,,,,1808,0.107,0.002,,,,0.022,10.47,0,0.32,,26.0,,0,0.006,0.516,0.000,0.01,0.611,0.4,0,0.005,0.162,0.006,6.25,0.00,,,,,0.002,1875.0,0.0,,,0.0,0.937,417.0,10.5,,,,0.022,,0.49,1.0,432.0,0.000,,,,,,,123.0,0.802,155.0,,,,0.0,6.3,,0.0,6.3,,88.08,0.000,,0.0,,0.492,0.915,,0.695,,,,0.0,,48.0,0.598,,,,0.0,0.129,0.0,,3.2,0.0,,0.006,0.0,
44,"""32008""","Pasta mix, classic cheeseburger macaroni, unprepared",123.0,1.0 package,0.453,0.611,0.28,6.11,1.058,,0.005,0.000,16,0.033,0.53,,,,,1.0,0.055,0.006,0.0,,,,,0.001,3.3,0.000,46,,,,,,,9,,0,,,,7.015,0.172,0.002,0.071,0.033,0.21,0.0,244,,0.0,244,,,,,1798,0.055,0.021,,,,0.011,11.14,0,0.21,,34.0,0.000,256,0.004,0.533,0.000,0.37,0.359,1.4,31,0.022,0.156,0.004,7.31,0.09,0.000,,,,0.004,2647.0,0.018,,,0.0,0.578,251.0,,,,,0.011,,3.08,456.0,429.0,0.000,,,,,,,134.0,0.806,150.0,,,,0.0,10.8,,0.0,10.8,,87.96,0.000,,0.0,,0.294,0.565,,0.732,,,,0.0,,43.0,0.348,,,,0.0,0.066,0.0,,2.8,0.0,,0.025,0.86,0.001
45,"""32017""","Pasta mix, Italian four cheese lasagna, unprepared",117.0,1.0 package,0.815,0.607,0.47,7.84,0.951,,0.015,0.000,,0.035,0.63,,,,,0.82,0.096,0.008,0.0,,,0.002,,0.001,3.0,0.000,,,,,,,,44,,,,,,7.098,0.192,0.007,0.118,0.035,0.32,0.009,,0.001,0.009,,0.001,,,,1740,0.098,0.092,,,,0.018,9.44,,0.37,,64.0,0.002,,0.011,0.628,0.000,0.61,0.639,,44,0.028,0.179,0.005,7.52,0.09,0.000,,,,0.013,2449.0,0.021,0.00,,,0.567,317.0,,,,,0.018,,1.87,147.0,415.0,0.000,,,,,,,,,,,,,,,,,,,82.2,0.000,,,,,0.545,,0.889,,,,,,,0.604,,,0.001,0.005,0.116,,,,0.0,,0.013,2.77,0.005
46,"""32010""","Pasta mix, Italian lasagna, unprepared",141.0,1.0 package,0.625,0.585,1.13,15.89,0.987,,0.011,0.000,11,0.038,1.14,,,,,0.86,0.099,0.008,0.0,,,0.003,,0.000,3.9,0.000,38,,,,,,,4,,0,,,,7.864,0.217,0.006,0.093,0.038,0.85,0.004,264,0.000,0.004,264,0.000,,,,2102,0.100,0.051,,,,0.024,11.2,0,0.45,,73.0,0.001,110,0.008,0.602,0.000,0.27,0.596,18.2,14,0.018,0.226,0.004,7.63,0.08,0.000,,,,0.008,2608.0,0.02,,,0.0,0.547,391.0,,,,,0.024,,9.63,199.0,502.0,0.000,,,,,,,148.0,0.821,159.0,,,,0.0,13.7,,0.0,13.7,,104.02,0.000,,1.0,0,0.472,0.517,,0.846,,,,0.0,,52.0,0.571,,,0.000,0.001,0.125,0.0,,1.3,0.0,,0.028,0.52,0.004
47,"""22522""","Pasta with Sliced Franks in Tomato Sauce, canned entree",252.0,1.0 serving (1 cup),1.993,0.827,,7.99,0.197,,0.005,,68,,,,,,,,,,0.0,,,,,0.000,4.0,,13,,,,,,0.000,10,,0,,,,2.916,0.343,0.000,0.645,0.129,,0.0,123,,0.0,123,,,,,945,,0.113,,,,,,,,,,,,,0.174,0.000,0.48,2.58,4.0,33,0.015,0.184,0.000,5.95,,0.068,,,,,,,,,,0.698,481.0,,,,,,,,499.0,227.0,0.000,,,,,,,33.0,0.325,101.0,,,,0.0,30.2,,0.0,30.2,,32.0,,,0.0,40,,,,,,,,1.0,,35.0,2.263,,,,,,0.0,,9.6,,,,,
48,"""22914""","Pasta with tomato sauce, no meat, canned",252.0,1.0 serving (1 NLEA serving),0.421,0.529,5.09,10.08,0.146,,0.0,0.005,66,0.038,1.56,,,,,0.71,0.013,0.008,0.0,,,,,0.000,2.3,0.000,232,,,,,,,5,,0,,,,3.281,0.136,0.003,0.063,0.038,4.99,0.0,181,0.003,0.0,181,0.003,,,,748,0.013,0.028,,,,0.005,207.02,0,0.2,,33.0,0.000,1026,0.005,0.131,0.005,0.00,0.275,3.0,91,0.008,0.146,0.005,2.47,0.05,0.003,,,,,960.0,0.005,,,0.0,0.479,484.0,44.1,,,,0.005,,0.00,1754.0,179.0,0.008,,,,,,,68.0,0.408,66.0,,,,0.0,10.3,,0.0,10.3,,35.13,0.000,,35.0,0,0.239,0.474,,0.280,,,,0.0,,35.0,0.252,,0.0,0.003,0.0,0.018,0.0,,,0.0,,0.003,0.0,
49,"""32012""","Pizza rolls, frozen, unprepared",80.0,1.0 serving 6 rolls,1.995,2.282,,2.99,0.162,,0.008,,9,,,,,,,,,,0.0,,,,,0.000,1.0,,3,,,,,,0.000,40,,0,,,,1.66,0.105,0.000,0.542,0.160,,0.0,57,,0.0,57,,,,,1097,,0.134,,,,,,,,,,,,,0.17,0.000,0.21,3.079,3.7,54,0.016,0.056,0.000,2.18,,0.000,,,,,,,,,,2.117,241.0,,,,,,,,415.0,262.0,0.000,,,,,,,28.0,,37.0,,,,0.0,10.8,,0.0,10.8,,40.58,,,6.0,1,,,,,,,,0.0,,16.0,3.006,,,,,,0.0,,,,,,,
50,"""22971""",Potato salad with egg,125.0,0.5 cup,1.796,6.229,1.64,6.19,0.04,,0.0,0.001,16,0.787,0.85,,,,,0.0,0.005,0.034,0.0,,,0.007,,0.005,1.6,0.000,54,,,,,,,16,,0,,,,1.0,0.051,0.011,0.484,0.789,1.93,0.0,16,0.001,0.0,16,0.001,,,,822,0.009,0.010,,,,0.022,88.74,4,7.17,,19.0,0.000,84,0.004,0.021,0.000,0.09,2.5,17.9,24,0.0,0.144,0.033,1.84,2.79,0.020,,,,0.025,411.0,0.0,,,0.0,5.412,302.0,,,,,0.022,,2.12,204.0,196.0,0.000,,,,,,,0.0,0.140,16.0,,,,0.0,22.8,,0.0,22.8,,20.23,0.003,,6.0,5,2.408,5.384,,0.554,,,,0.1,,19.0,2.414,,,0.001,0.016,0.031,0.0,,1.0,0.01,,0.003,0.0,0.005
51,"""32013""","Potsticker or wonton, pork and vegetable, frozen, unprepared",145.0,5.0 pieces 1 serving,2.5,1.134,,4.0,0.532,,0.0,,26,,,,,,,,,,0.0,,,,,0.000,2.0,,30,,,,,,0.000,1,,0,,,,3.242,0.049,0.000,0.802,0.083,,0.0,26,,0.0,26,,,,,824,,0.103,,,,,,,,,,,,,0.184,0.000,0.38,3.653,79.8,7,0.003,0.36,0.001,2.89,,0.000,,,,,,,,,,0.992,412.0,,,,,,,,113.0,197.0,0.000,,,,,,,0.0,,26.0,,,,0.0,76.0,,0.0,76.0,,19.26,,,0.0,14,,,,,,,,0.3,,30.0,3.3,,,,,,0.0,,12.0,,,,,
52,"""22972""",Pulled pork in barbecue sauce,249.0,1.0 cup,3.526,1.885,13.60,37.85,0.413,,0.0,0.025,5,0.07,2.22,,,,,0.0,0.037,0.080,0.0,,,0.027,,0.057,3.0,0.007,224,3.7,0.05,,,,,,,0,,,,7.55,0.242,0.032,1.101,0.077,15.84,0.002,5,0.030,0.002,5,0.030,,,,1745,0.040,0.127,,,,0.007,151.87,47,0.75,,110.0,0.002,314,0.007,0.319,0.005,1.02,4.514,3.5,32,0.01,0.618,0.007,6.6,0.02,0.007,,,,0.244,1658.0,0.0,,0.012,0.0,1.551,759.0,,,,,0.007,,8.42,657.0,418.0,0.000,,,,,,,0.0,0.224,5.0,,,,0.0,110.8,,0.0,110.8,,46.66,0.000,,115.0,20,4.113,1.531,,2.027,,,,0.5,,55.0,4.151,,,0.020,0.122,0.047,0.0,0.02,0.5,0.02,,0.005,0.0,0.012
53,"""22976""","Ravioli, cheese with tomato sauce, frozen, not prepared, includes regular and light entrees",159.0,1.0 cup,1.894,0.668,1.72,6.5,0.188,0.555,0.032,0.003,21,0.051,1.56,0.318,0.367,0.002,,0.32,0.078,0.011,0.0,2.072,0.620,0.006,,0.002,2.2,0.000,466,0.5,0.03,0.269,,,,22,,0,,,,2.015,0.126,0.019,0.331,0.052,1.75,0.019,111,0.005,0.019,111,0.005,0.245,0.002,0.46,738,0.089,0.269,,,,0.029,118.18,0,0.51,0.188,126.0,0.010,417,0.03,0.184,0.006,0.22,1.096,25.6,56,0.078,0.172,0.008,1.96,0.10,0.002,,,,0.046,445.0,0.04,,0.003,0.0,0.584,370.0,,0.579,4.15,0.056,0.029,,0.81,766.0,176.0,0.003,0.089,16.06,17.0,0.196,0.008,19.2,54.0,0.293,75.0,0.294,0.97,124.0,0.0,31.2,0.343,0.0,31.2,0.343,27.52,0.000,,0.0,5,0.919,0.537,,,0.229,,0.073,0.2,0.359,32.0,0.997,0.172,,0.005,0.008,0.118,0.0,,4.5,0.0,0.122,0.030,1.75,0.017
54,"""22899""","Ravioli, cheese-filled, canned",242.0,1.0 cup,1.75,0.44,,9.0,0.179,,0.041,,27,,,,,,,,,,,,,,,,3.1,,39,,,,,,,,,0,,,,2.565,0.344,,0.329,0.063,,0.0,63,,0.0,63,,,,,784,,0.259,,,,,,,,,,,,,0.194,0.000,0.07,1.012,5.6,24,0.041,0.247,0.000,3.68,,0.000,,,,,,,,,,0.378,561.0,,,,,,,,501.0,186.0,,,,,,,,22.0,0.426,48.0,,,,0.0,23.0,,0.0,23.0,,33.01,,,0.0,,,,,,,,,0.0,,36.0,0.871,,,,,,0.0,,,,,,,
55,"""22900""","Ravioli, meat-filled, with tomato sauce or meat sauce, canned",262.0,1.0 cup,3.825,0.621,2.54,5.16,0.149,0.582,0.0,0.005,29,0.031,1.31,0.406,0.39,0.003,,0.24,0.422,0.034,0.0,2.450,0.726,0.081,,0.003,3.9,0.000,170,0.5,0.03,0.424,,,,10,,0,0.039,8.49,8738.0,3.262,0.139,0.118,1.21,0.034,2.62,0.066,73,0.010,0.066,73,0.010,0.286,,0.00,1061,0.451,0.270,,,,0.05,207.29,0,0.16,0.474,31.0,0.029,317,0.045,0.149,0.005,0.39,4.237,2.1,37,0.008,0.144,0.005,2.54,0.00,0.003,,,,0.275,741.0,0.005,,0.003,0.0,0.558,466.0,,0.668,8.93,0.304,0.05,,0.00,569.0,254.0,0.003,0.084,23.03,13.0,0.275,0.010,25.2,26.0,0.377,55.0,0.343,2.138,105.0,0.0,32.8,0.393,0.0,32.8,0.393,34.74,0.000,,3.0,0,3.322,0.453,,,0.435,,0.005,0.0,0.438,31.0,3.744,0.215,,0.008,0.005,0.503,0.0,,,0.0,0.131,0.003,0.0,0.052
56,"""32001""","Rice and vermicelli mix, beef flavor, prepared with 80% margarine",247.0,1.0 cup,1.685,2.26,,,,,0.0,0.002,,0.259,0.67,,,,,0.12,0.904,0.025,0.0,,,,,0.002,1.5,0.000,,,,,,,,,,,,,,3.342,0.133,0.007,0.447,0.259,,0.0,,0.002,0.0,,0.002,,,,1331,0.904,0.012,,,,0.047,175.2,,5.9,,25.0,0.000,,0.002,0.044,0.000,,2.781,,,0.0,0.037,0.022,2.49,2.54,0.000,,,,0.005,899.0,0.368,,,,1.991,119.0,,,,,0.047,,,,,,,,,,,,,,,,,,,,,,,,54.41,0.000,,,,,1.941,,0.370,,,,,,,2.744,,,,0.002,0.948,,,,0.15,,0.000,,
