,NDB_NO,Description,Weight(g),Measure,"Fatty acids, total saturated (g)","Fatty acids, total polyunsaturated (g)",Fructose (g),"Sugars, total (g)",Thiamin (mg),Leucine (g),6:0 (g),22:4 (g),"Folate, food (µg)","18:3 n-3 c,c,c (ALA) (g)",Vitamin E (alpha-tocopherol) (mg),Phenylalanine (g),Lysine (g),22:1 c (g),"Fluoride, F (µg)","Tocotrienol, beta (mg)",18:1 t (g),20:1 (g),15:1 (g),Glutamic acid (g),Aspartic acid (g),17:1 (g),21:5 (g),"20:2 n-6 c,c (g)","Fiber, total dietary (g)",20:3 n-3 (g),Lutein + zeaxanthin (µg),Menaquinone-4 (µg),"Tocotrienol, alpha (mg)",Alanine (g),13:0 (g),Beta-sitosterol (mg),18:4 (g),Retinol (µg),18:1-11 t (18:1t n-7) (g),Caffeine (mg),Hydroxyproline (g),Protein (g),Lycopene (µg),Niacin (mg),"Copper, Cu (mg)",17:0 (g),18:0 (g),18:3 undifferentiated (g),Glucose (dextrose) (g),14:1 (g)_x,"Folate, DFE (µg)_x",20:3 undifferentiated (g)_x,14:1 (g)_y,"Folate, DFE (µg)_y",20:3 undifferentiated (g)_y,Threonine (g),"18:3 n-6 c,c,c (g)",Maltose (g),Energy (kJ),"Fatty acids, total trans-monoenoic (g)",14:0 (g),Phytosterols (mg),"Iron, Fe (mg)",Cystine (g),"Fatty acids, total trans-polyenoic (g)",Water (g),"Cryptoxanthin, beta (µg)","Tocopherol, gamma (mg)",Glycine (g),"Calcium, Ca (mg)",16:1 t (g),"Carotene, beta (µg)",15:0 (g),Riboflavin (mg),20:5 n-3 (EPA) (g),Vitamin B-12 (µg),"Fatty acids, total monounsaturated (g)",Vitamin K (phylloquinone) (µg),"Vitamin A, RAE (µg)",12:0 (g),Vitamin B-6 (mg),22:0 (g),Ash (g)_x,"Tocopherol, delta (mg)_x",22:1 undifferentiated (g)_x,Ash (g)_y,"Tocopherol, delta (mg)_y",22:1 undifferentiated (g)_y,16:1 c (g),"Sodium, Na (mg)",4:0 (g),Galactose (g),22:5 n-3 (DPA) (g),"Alcohol, ethyl (g)",18:2 undifferentiated (g),"Potassium, K (mg)",Betaine (mg),Proline (g),Total lipid (fat) (g),16:1 undifferentiated (g),18:2 t not further defined (g),18:2 i (g),Sucrose (g),"Vitamin A, IU (IU)",Energy (kcal),24:1 c (g),Tryptophan (g),Starch (g),Cholesterol (mg),Tyrosine (g),20:0 (g),"Selenium, Se (µg)",Folic acid (µg),"Manganese, Mn (mg)","Folate, total (µg)",Isoleucine (g),16:0 (g),"Phosphorus, P (mg)","Vitamin B-12, added (µg)_x","Choline, total (mg)_x",Serine (g)_x,"Vitamin B-12, added (µg)_y","Choline, total (mg)_y",Serine (g)_y,"Carbohydrate, by difference (g)",22:1 t (g),"18:2 t,t (g)","Carotene, alpha (µg)",Vitamin D (IU),18:1 c (g),"18:2 n-6 c,c (g)",Stigmasterol (mg),Pantothenic acid (mg),Arginine (g),Vitamin D2 (ergocalciferol) (µg),10:0 (g),Vitamin D (D2 + D3) (µg),Valine (g),"Magnesium, Mg (mg)",18:1 undifferentiated (g),Histidine (g),Dihydrophylloquinone (µg),20:3 n-6 (g),20:4 undifferentiated (g),"Fatty acids, total trans (g)",Theobromine (mg),"Tocotrienol, delta (mg)","Vitamin C, total ascorbic acid (mg)","Tocotrienol, gamma (mg)",Methionine (g),8:0 (g),Lactose (g),18:2 CLAs (g)
95,"""12008""","Seeds, cottonseed flour, low fat (glandless)",28.35,1.0 oz,0.088,0.164,,,,,,,,,,,0.717,,,,,,,,,,,,,,,,,,,,,0,,,,,,1.145,0.332,,0.008,0.001,,,,,,,,0.522,,,394,,0.003,,,,,,,,,,,,,0.112,,0.00,0.063,,6,,,,1.63,,,1.63,,,,,,,,,0.162,499.0,,0.602,0.4,0.002,,,,122.0,94.0,,0.213,,0.0,0.509,,,0.0,0.604,65.0,0.509,0.076,450.0,,,,,,,10.23,,,,,,,,,1.909,,,0.0,0.725,203.0,0.06,0.445,,,,,,,,,,,,
96,"""12007""","Seeds, cottonseed flour, partially defatted (glandless)",94.0,1.0 cup,1.493,2.781,,,,,0.0,,215.0,,,,1.954,,,,,,,,,,,,2.8,,,,,,,,,0,,,,,,3.821,1.109,,0.132,0.010,,,,,,,,1.424,,,1412,,0.053,,,,,,,,,,,,,0.375,,0.00,1.065,,21,0.0,0.723,,5.64,,0.000,5.64,,0.000,,,,,,,2.749,1666.0,,1.642,5.83,0.039,,,,408.0,337.0,,0.581,,0.0,1.387,,5.3,0.0,2.014,215.0,1.387,1.298,1501.0,,,,,,,38.11,,,,,,,,,5.201,,0.000,0.0,1.976,678.0,1.017,1.214,,,,,,,,,,,,
97,"""12160""","Seeds, cottonseed kernels, roasted (glandless)",149.0,1.0 cup,14.452,26.921,,,,,0.0,,347.0,,,,2.464,,,,,,,,,,,,8.2,,,,,,,,,0,,,,,,4.470,1.788,,1.271,0.103,,,,,,,,1.795,,,3154,,0.508,,,,,,,,,,,,,0.380,,0.00,10.309,,33,0.0,1.165,,6.82,,0.000,6.82,,0.000,,,,,,,26.619,2012.0,,2.07,54.07,0.381,,,,659.0,754.0,,0.733,,0.0,1.749,,,0.0,3.250,347.0,1.749,12.565,1192.0,,,,,,,32.63,,,,,,,,,6.559,,0.000,0.0,2.491,656.0,9.852,1.530,,,,,,,,,,,,
98,"""12011""","Seeds, cottonseed meal, partially defatted (glandless)",28.35,1.0 oz,0.342,0.637,,,,,,,,,,,0.706,,,,,,,,,,,,,,,,,,,,,0,,,,,,1.215,0.0,,0.03,0.003,,,,,,,,0.515,,,435,,0.012,,,,,,,,,,,,,0.119,,0.00,0.244,,7,,,,1.84,,,1.84,,,,,,,,,0.63,530.0,,0.594,1.35,0.009,,,,130.0,104.0,,0.21,,0.0,0.502,,,0.0,0.641,69.0,0.502,0.297,477.0,,,,,,,10.89,,,,,,,,,1.88,,,0.0,0.714,215.0,0.233,0.439,,,,,,,,,,,,
99,"""12220""","Seeds, flaxseed",10.3,"1.0 tbsp, whole",0.377,2.959,0.00,0.16,0.169,0.127,0.0,,9.0,,,,0.089,,,0.0,,0.007,,,,,,,2.8,,67,,,,,,,,,0,0.018,1.88,0.0,0.317,0.126,0.002,0.137,2.350,0.04,,,,,,,0.079,,0.00,230,,0.001,,,,,,,2.05,0.129,26.0,,,,0.017,,0.00,0.775,0.4,0,0.0,0.049,0.005,0.38,0.04,0.001,0.38,0.04,0.001,,,,,,0.0,0.608,84.0,0.3,0.083,4.34,0.002,,,,0.0,55.0,0.007,0.031,,0.0,0.051,0.005,2.6,0.0,0.256,9.0,0.092,0.223,66.0,0.0,8.1,0.100,0.0,8.1,0.100,2.97,,,0.0,,,,,,0.198,,0.000,0.0,0.110,40.0,0.758,0.049,0.0,,,,0.0,,0.1,0.0,0.038,,0.0,
100,"""12012""","Seeds, hemp seed, hulled",30.0,3.0 tbsp,1.38,11.430,0.09,0.45,0.383,0.649,,,,2.605,0.24,0.434,0.383,,,,,,,,,,,,1.2,,,,,,,,,,,,,,,2.760,0.48,,0.373,3.007,0.06,,,,,,,0.381,0.402,0.02,694,,,,,,,,,,,,,,,0.085,,,1.62,,0,,,,1.82,,,1.82,,,,,,,,,8.238,360.0,,0.479,14.62,,,,,3.0,166.0,,0.111,,0.0,0.379,0.094,,0.0,2.280,33.0,0.386,0.86,495.0,,,,,,,2.6,,,,,,8.207,,,1.365,,,,,,1.583,0.291,,,,,,,,,,,0.02,0.061
101,"""12013""","Seeds, lotus seeds, dried",32.0,1.0 cup,0.106,0.373,,,,,,,,,,,0.315,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.512,0.112,,,,,,,,,,,0.239,,,444,,0.001,,,,,,,,,,,,,0.048,,0.00,0.124,,1,,,,1.28,,0.037,1.28,,0.037,,,,,,,0.34,438.0,,0.411,0.63,,,,,16.0,106.0,,0.071,,0.0,0.12,,,0.0,0.742,33.0,0.245,0.092,200.0,,,,,,,20.63,,,,,,,,,0.404,,,0.0,0.317,67.0,0.074,0.138,,,,,,,,,,,,
102,"""12205""","Seeds, lotus seeds, raw",28.35,1.0 oz,0.025,0.088,,,,,,,,,,,0.075,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.122,0.027,,,,,,,,,,,0.057,,,105,,0.000,,,,,,,,,,,,,0.011,,0.00,0.029,,0,,,,0.3,,0.009,0.3,,0.009,,,,,,,0.081,104.0,,0.098,0.15,,,,,4.0,25.0,,0.017,,0.0,0.028,,,0.0,0.176,8.0,0.058,0.022,48.0,,,,,,,4.9,,,,,,,,,0.096,,,0.0,0.075,16.0,0.018,0.033,,,,,,,,,,,,
103,"""12014""","Seeds, pumpkin and squash seed kernels, dried",129.0,1.0 cup,11.17,27.059,0.19,1.81,0.352,3.121,0.001,0.008,75.0,0.155,2.81,2.236,1.594,0.000,,0.0,0.032,0.072,0.0,7.983,3.818,0.000,,0.005,7.7,0.000,95,0.0,,1.916,,,,,,0,,,,6.433,1.732,0.048,3.701,0.155,0.17,0.0,75,,0.0,75,,1.287,,0.00,3017,0.034,0.076,,,,0.050,6.75,1,45.28,2.377,59.0,0.000,12,0.01,0.197,,0.00,20.952,9.4,1,0.008,0.184,0.074,6.17,0.57,0.001,6.17,0.57,0.001,0.062,9.0,0.0,,,0.0,26.716,1044.0,,1.698,63.27,0.062,0.05,,1.46,21.0,721.0,0.006,0.743,1.90,0.0,1.41,0.273,12.1,0.0,5.860,75.0,1.652,6.92,1591.0,0.0,81.3,2.158,0.0,81.3,2.158,13.82,0.001,,1.0,0,20.779,26.66,,0.968,6.905,,0.004,0.0,2.037,764.0,20.812,1.006,0.0,0.000,0.169,0.083,0.0,,2.5,0.08,0.778,0.000,0.0,0.005
104,"""12516""","Seeds, pumpkin and squash seed kernels, roasted, with salt added",118.0,1.0 cup,10.082,23.430,0.08,1.52,0.083,2.818,0.008,0.006,67.0,0.131,0.66,2.019,1.44,0.000,,0.0,0.018,0.063,0.0,7.207,3.448,0.000,,0.014,7.7,0.000,35,0.0,,1.730,,,,,,0,,,,5.227,1.504,0.045,3.437,0.131,0.08,0.0,67,,0.0,67,,1.162,,0.00,2833,0.019,0.068,,,,0.031,2.4,0,15.02,2.146,61.0,0.000,6,0.009,0.177,,0.00,18.566,5.3,0,0.007,0.118,0.071,5.16,0.33,0.001,5.16,0.33,0.001,0.052,302.0,0.0,,,0.0,23.116,930.0,1.8,1.533,57.88,0.052,0.031,,1.35,9.0,677.0,0.012,0.671,0.87,0.0,1.273,0.255,11.1,0.0,5.298,67.0,1.493,6.125,1385.0,0.0,74.3,1.949,0.0,74.3,1.949,17.36,0.001,,1.0,0,18.421,23.08,0,0.673,6.235,,0.002,0.0,1.840,649.0,18.439,0.909,0.0,0.000,0.145,0.05,0.0,,2.1,0.0,0.702,0.002,0.0,0.006
105,"""12016""","Seeds, pumpkin and squash seed kernels, roasted, without salt",118.0,1.0 cup,10.082,23.430,0.08,1.52,0.083,2.818,0.008,0.006,67.0,0.131,0.66,2.019,1.44,0.000,,0.0,0.018,0.063,0.0,7.207,3.448,0.000,,0.014,7.7,0.000,35,0.0,,1.730,,,,,,0,,,,5.227,1.504,0.045,3.437,0.131,0.08,0.0,67,,0.0,67,,1.162,,0.00,2833,0.019,0.068,,,,0.031,2.4,0,15.02,2.146,61.0,0.000,6,0.009,0.177,,0.00,18.566,5.3,0,0.007,0.118,0.071,5.16,0.33,0.001,5.16,0.33,0.001,0.052,21.0,0.0,,,0.0,23.116,930.0,1.8,1.533,57.88,0.052,0.031,,1.35,9.0,677.0,0.012,0.671,0.87,0.0,1.273,0.255,11.1,0.0,5.298,67.0,1.493,6.125,1385.0,0.0,74.3,1.949,0.0,74.3,1.949,17.36,0.001,,1.0,0,18.421,23.08,0,0.673,6.235,,0.002,0.0,1.840,649.0,18.439,0.909,0.0,0.000,0.145,0.05,0.0,,2.1,0.0,0.702,0.002,0.0,0.006
106,"""12663""","Seeds, pumpkin and squash seeds, whole, roasted, with salt added",64.0,1.0 cup,2.349,5.660,,,,,,,,,,,0.887,,,,,,,,,,,,11.8,,,,,,,,,0,,,,,,0.183,0.442,,0.761,0.049,,,,,,,,0.437,,,1194,,0.014,,,,,,,,,,,,,0.033,,0.00,3.86,,2,0.012,0.024,,2.43,,,2.43,,,,,,,,,5.606,588.0,0.2,0.484,12.42,0.027,,,,40.0,285.0,,0.209,,0.0,0.493,,,0.0,0.317,6.0,0.612,1.519,59.0,,,,,,,34.4,,,,,,,,,1.951,,,0.0,0.954,168.0,3.83,0.330,,,,,,,,,,,,
107,"""12163""","Seeds, pumpkin and squash seeds, whole, roasted, without salt",64.0,1.0 cup,2.349,5.660,,,,,,,,,,,0.887,,,,,,,,,,,,11.8,,,,,,,,,0,,,,,,0.183,0.442,,0.761,0.049,,,,,,,,0.437,,,1194,,0.014,,,,,,,,,,,,,0.033,,0.00,3.86,,2,0.012,0.024,,2.43,,,2.43,,,,,,,,,5.606,588.0,,0.484,12.42,0.027,,,,40.0,285.0,,0.209,,0.0,0.493,,,0.0,0.317,6.0,0.612,1.519,59.0,,,,,,,34.4,,,,,,,,,1.951,,,0.0,0.954,168.0,3.83,0.330,,,,,,,,,,,,
108,"""12021""","Seeds, safflower seed kernels, dried",28.35,1.0 oz,1.044,8.001,,,,,,,,,,,0.151,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.648,0.495,,0.261,0.031,,,,,,,,0.166,,,613,,0.010,,,,,,,,,,,,,0.118,,0.00,1.374,,1,,,,1.55,,,1.55,,,,,,,,,7.962,195.0,,0.206,10.9,0.010,,,,14.0,147.0,,0.052,,0.0,0.151,,,0.0,0.571,45.0,0.203,0.73,183.0,,,,,,,9.72,,,,,,,,,0.496,,,0.0,0.291,100.0,1.363,0.128,,,,,,,,,,,,
109,"""12022""","Seeds, safflower seed meal, partially defatted",28.35,1.0 oz,0.059,0.449,,,,,,,,,,,0.333,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.642,0.491,,0.015,0.002,,,,,,,,0.366,,,406,,0.001,,,,,,,,,,,,,0.117,,0.00,0.077,,1,,,,1.94,,,1.94,,,,,,,,,0.447,19.0,,0.453,0.68,0.001,,,,14.0,97.0,,0.114,,0.0,0.331,,,0.0,0.566,45.0,0.448,0.041,181.0,,,,,,,13.81,,,,,,,,,1.092,,,0.0,0.640,99.0,0.077,0.282,,,,,,,,,,,,
110,"""12169""","Seeds, sesame butter, paste",16.0,1.0 tbsp,1.14,3.567,,,,,0.0,,16.0,,,,0.093,,,,,,,,,,,,0.9,,,,,,,,,0,,,,,,1.072,0.674,,0.342,0.062,,,,,,,,0.12,,,393,,0.020,,,,,,,,,,,,,0.032,,0.00,3.073,,0,0.0,0.131,,0.86,,0.000,0.86,,0.000,,,,,,,3.502,93.0,,0.132,8.14,0.024,,,,8.0,94.0,,0.063,,0.0,0.121,,5.7,0.0,0.406,16.0,0.124,0.728,105.0,,,,,,,3.85,,,,,,,,,0.429,,0.000,0.0,0.162,58.0,3.035,0.085,,,,,,,,,,,,
111,"""12198""","Seeds, sesame butter, tahini, from raw and stone ground kernels",15.0,1.0 tbsp,1.008,3.156,,,,,,,,,,,0.086,,,,,,,,,,,,1.4,,,,,,,,,0,,,,,,0.889,0.243,,0.303,0.054,,,,,,,,0.111,,,358,,0.018,,,,,,,,,,,,,0.076,,0.00,2.719,,0,,,,0.75,,,0.75,,,,,,,,,3.098,62.0,,0.122,7.2,0.022,,,,10.0,86.0,,0.059,,0.0,0.112,,,0.0,0.219,15.0,0.115,0.644,113.0,,,,,,,3.93,,,,,,,,,0.396,,,0.0,0.149,14.0,2.685,0.079,,,,,,,,,,,,
112,"""12166""","Seeds, sesame butter, tahini, from roasted and toasted kernels (most common type)",15.0,1.0 tbsp,1.129,3.535,,0.07,0.183,0.195,0.0,,15.0,,,,0.082,,,,,,,,,,,,1.4,,0,,,,,,,,,0,,,,0.818,0.242,,0.339,0.061,,,,,,,,0.106,,,373,,0.020,,,,,,,,,,,,,0.071,,0.00,3.045,0.0,0,0.0,0.022,,0.75,,0.000,0.75,,0.000,,,,,,,3.47,62.0,,0.116,8.06,0.024,,,,10.0,89.0,,0.056,,0.0,0.107,,5.2,0.0,0.218,15.0,0.11,0.721,110.0,0.0,3.9,0.139,0.0,3.9,0.139,3.18,,,0.0,,,,,,0.378,,0.000,0.0,0.142,14.0,3.007,0.075,,,,,0.0,,,,,,,
113,"""12171""","Seeds, sesame butter, tahini, from unroasted kernels (non-chemically removed seed coat)",14.0,1.0 tbsp,1.107,3.463,,,,,,,,,,,0.081,,,,,,,,,,,,1.3,,,,,,,,,0,,,,,,0.790,0.208,,0.332,0.060,,,,,,,,0.104,,,356,,0.020,,,,,,,,,,,,,0.017,,0.00,2.984,,0,,,,0.66,,,0.66,,,,,,,,,3.4,64.0,,0.115,7.9,0.024,,,,9.0,85.0,,0.055,,0.0,0.105,,,0.0,0.204,14.0,0.108,0.706,111.0,,,,,,,2.5,,,,,,,,,0.373,,,0.0,0.140,49.0,2.946,0.074,,,,,,,,,,,,
114,"""12698""","Seeds, sesame butter, tahini, type of kernels unspecified",15.0,1.0 tbsp,1.113,3.485,,,,,0.0,,15.0,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,0,,,,0.846,0.242,,0.335,0.060,,,,,,,,,,,372,,0.020,,,,,,,,,,,,,0.018,,0.00,3.002,,0,0.0,0.022,,0.76,,0.000,0.76,,0.000,,,,,,,3.421,69.0,,,,,,,,10.0,89.0,,,,,,,,0.0,,15.0,,,,,,,,,,3.23,,,,,,,,,,,,0.0,,14.0,2.964,,,,,,0.0,,0.6,,,,,
115,"""12170""","Seeds, sesame flour, high-fat",28.35,1.0 oz,1.473,4.610,,,,,,,,,,,0.28,,,,,,,,,,,,,,,,,,,,,0,,,,,,3.790,0.431,,0.443,0.080,,,,,,,,0.362,,,624,,0.026,,,,,,,,,,,,,0.081,,0.00,3.972,,1,,,,1.3,,,1.3,,,,,,,,,4.526,120.0,,0.399,10.52,0.031,,,,20.0,149.0,,0.191,,0.0,0.365,,,0.0,0.422,9.0,0.375,0.94,229.0,,,,,,,7.55,,,,,,,,,1.294,,,0.0,0.487,102.0,3.922,0.257,,,,,,,,,,,,
116,"""12033""","Seeds, sesame flour, low-fat",28.35,1.0 oz,0.057,0.179,,,,,,,,,,,0.456,,,,,,,,,,,,,,,,,,,,,0,,,,,,3.553,0.404,,0.017,0.003,,,,,,,,0.59,,,395,,0.001,,,,,,,,,,,,,0.076,,0.00,0.154,,1,,,,1.56,,,1.56,,,,,,,,,0.175,113.0,,0.649,0.5,0.001,,,,18.0,94.0,,0.311,,0.0,0.595,,,0.0,0.396,8.0,0.612,0.036,215.0,,,,,,,10.07,,,,,,,,,2.108,,,0.0,0.794,96.0,0.152,0.418,,,,,,,,,,,,
117,"""12032""","Seeds, sesame flour, partially defatted",28.35,1.0 oz,0.463,1.450,,,,,,,,,,,0.367,,,,,,,,,,,,,,,,,,,,,0,,,,,,3.572,0.406,,0.139,0.025,,,,,,,,0.475,,,453,,0.008,,,,,,,,,,,,,0.077,,0.00,1.249,,1,,,,1.72,,,1.72,,,,,,,,,1.423,120.0,,0.522,3.37,0.010,,,,20.0,108.0,,0.25,,0.0,0.479,,,0.0,0.398,8.0,0.492,0.296,230.0,,,,,,,9.96,,,,,,,,,1.695,,,0.0,0.638,103.0,1.233,0.337,,,,,,,,,,,,
118,"""12034""","Seeds, sesame meal, partially defatted",28.35,1.0 oz,1.906,5.965,,,,,,,,,,,0.154,,,,,,,,,,,,,,,,,,,,,0,,,,,,3.633,0.413,,0.572,0.103,,,,,,,,0.2,,,672,,0.034,,,,,,,,,,,,,0.078,,0.00,5.139,,1,,,,1.13,,,1.13,,,,,,,,,5.855,115.0,,0.219,13.61,0.041,,,,19.0,161.0,,0.105,,0.0,0.201,,,0.0,0.405,9.0,0.207,1.217,219.0,,,,,,,7.38,,,,,,,,,0.713,,,0.0,0.268,98.0,5.074,0.141,,,,,,,,,,,,
119,"""12201""","Seeds, sesame seed kernels, dried (decorticated)",150.0,1.0 cup,13.582,38.236,0.11,0.72,1.048,2.250,0.0,,172.0,,,,0.975,,,,,,,,,,,,17.4,,0,,,,,348,0.000,,,0,,30.68,0.0,8.700,2.1,,4.966,0.395,0.15,,,,,,,1.095,,0.00,3960,,0.000,,,,,,,0.0,1.635,90.0,,,,0.135,,0.00,35.886,0.0,4,0.0,0.600,0.106,4.29,0.00,0.098,4.29,0.00,0.098,,,,,,0.0,37.84,555.0,0.6,1.56,91.81,0.158,,,,99.0,946.0,0.053,0.495,,0.0,1.185,0.520,51.6,0.0,2.160,172.0,1.125,7.909,1000.0,0.0,38.4,1.800,0.0,38.4,1.800,17.59,,,0.0,,,,,,4.875,,0.000,0.0,1.470,518.0,35.392,0.825,0.0,,,,0.0,,,,,,0.0,
120,"""12529""","Seeds, sesame seed kernels, toasted, with salt added (decorticated)",128.0,1.0 cup,8.604,26.930,,0.61,1.542,1.663,0.0,,123.0,,,,0.696,,,,,,,,,,,,21.6,,0,,,,,,,,,0,,,,6.961,1.865,,2.584,0.465,,,,,,,,0.901,,,3036,,0.154,,,,,,,,,,,,,0.596,,0.00,23.203,0.0,4,0.0,0.187,,5.12,,0.000,5.12,,0.000,,,,,,,26.437,520.0,,0.991,61.44,0.184,,,,84.0,726.0,,0.475,,0.0,0.909,,44.0,0.0,1.827,123.0,0.934,5.494,991.0,0.0,32.8,1.184,0.0,32.8,1.184,33.33,,,0.0,,,,,,3.219,,0.000,0.0,1.212,443.0,22.908,0.639,,,,,0.0,,,,,,,
121,"""12029""","Seeds, sesame seed kernels, toasted, without salt added (decorticated)",128.0,1.0 cup,8.604,26.930,,0.61,1.542,1.663,0.0,,123.0,,,,0.696,,,,,,,,,,,,21.6,,0,,,,,,,,,0,,,,6.961,1.865,,2.584,0.465,,,,,,,,0.901,,,3036,,0.154,,,,,,,,,,,,,0.596,,0.00,23.203,0.0,4,0.0,0.187,,5.12,,0.000,5.12,,0.000,,,,,,,26.437,520.0,,0.991,61.44,0.184,,,,84.0,726.0,,0.475,,0.0,0.909,,44.0,0.0,1.827,123.0,0.934,5.494,991.0,0.0,32.8,1.184,0.0,32.8,1.184,33.33,,,0.0,,,,,,3.219,,0.000,0.0,1.212,443.0,22.908,0.639,,,,,0.0,,,,,,,
122,"""12023""","Seeds, sesame seeds, whole, dried",144.0,1.0 cup,10.018,31.353,,0.43,1.139,1.956,0.0,,140.0,,,,0.819,,,,,,,,,,,,17.0,,0,,,,,,,,,0,,,,6.502,5.878,,3.01,0.541,,,,,,,,1.06,,,3452,,0.179,1028.0,20.95,0.516,,,,,,,,,,0.356,,0.00,27.013,,0,0.0,1.138,,6.41,,0.000,6.41,,0.000,,,,,,,30.78,674.0,,1.166,71.52,0.215,,,,13.0,825.0,,0.559,,0.0,1.07,,49.5,0.0,3.542,140.0,1.099,6.395,906.0,0.0,36.9,1.392,0.0,36.9,1.392,33.77,,,0.0,,,,,,3.787,,0.000,0.0,1.426,505.0,26.67,0.752,,,,,0.0,,,,,,,
123,"""12024""","Seeds, sesame seeds, whole, roasted and toasted",28.35,1.0 oz,1.906,5.965,,,,,,,,,,,0.154,,,,,,,,,,,,4.0,,,,,,,,,0,,,,,,1.299,0.7,,0.572,0.103,,,,,,,,0.2,,,670,,0.034,,,,,,,,,,,,,0.071,,0.00,5.139,,0,,,,1.7,,,1.7,,,,,,,,,5.855,135.0,,0.219,13.61,0.041,,,,3.0,160.0,,0.105,,0.0,0.201,,9.8,0.0,0.708,28.0,0.207,1.217,181.0,,,,,,,7.3,,,,,,,,,0.713,,,0.0,0.268,101.0,5.074,0.141,,,,,,,,,,,,
124,"""12193""","Seeds, sisymbrium sp. seeds, whole, dried",74.0,1.0 cup,0.667,1.497,,,,,,,,,,,0.596,,,,,,,,,,,,,,,,,,,,,0,,,,,,12.450,0.081,,0.098,1.074,,,,,,,,0.51,,,985,,,,,,,,,,,,,,,0.313,,0.00,1.1,,2,,,,13.99,,0.195,13.99,,0.195,,,,,,,0.423,1576.0,,0.498,3.4,0.026,,,,47.0,235.0,,0.197,,0.0,0.31,,,0.0,1.119,70.0,0.481,0.456,4.0,,,,,,,43.11,,,,,,,,,0.591,,,,,,0.619,0.241,,,,,,,,,,,,
125,"""12540""","Seeds, sunflower seed butter, with salt added (Includes foods for USDA's Food Distribution Program)",16.0,1.0 tbsp,0.748,1.569,0.00,1.69,0.008,0.210,0.0,0.000,38.0,0.008,3.66,0.151,0.085,0.000,,0.0,0.003,0.023,0.0,0.684,0.296,,,0.000,0.9,0.000,,,,,,,,0,,,,,,1.080,0.256,0.002,0.325,0.008,0.00,0.0,38,0.000,0.0,38,0.000,0.116,,0.00,413,0.003,0.002,,,,0.002,0.1,,2.4,0.180,10.0,0.000,,0.001,0.026,,0.00,6.244,,,0.0,0.088,0.070,0.57,0.91,0.000,0.57,0.91,0.000,0.003,53.0,0.002,0.00,,,1.558,92.0,,0.14,8.83,0.003,0.002,,1.69,8.0,99.0,0.001,0.046,0.13,0.0,0.07,0.021,16.7,0.0,0.332,38.0,0.135,0.302,107.0,,,,,,,3.73,0.000,,,,,1.556,3,0.187,0.28,,0.001,0.0,0.160,50.0,6.216,0.079,,0.000,0.002,0.004,,,,0.02,0.070,0.000,0.0,0.000
126,"""12040""","Seeds, sunflower seed butter, without salt",16.0,1.0 tbsp,0.748,1.569,0.00,1.69,0.008,0.210,0.0,0.000,38.0,0.008,3.66,0.151,0.085,0.000,,0.0,0.003,0.023,0.0,0.684,0.296,,,0.000,0.9,0.000,,,,,,,,0,,,,,,1.080,0.256,0.002,0.325,0.008,0.00,0.0,38,0.000,0.0,38,0.000,0.116,,0.00,413,0.003,0.002,,,,0.002,0.1,,2.4,0.180,10.0,0.000,,0.001,0.026,,0.00,6.244,,,0.0,0.088,0.070,0.57,0.91,0.000,0.57,0.91,0.000,0.003,0.0,0.002,0.00,,,1.558,92.0,,0.14,8.83,0.003,0.002,,1.69,8.0,99.0,0.001,0.046,0.13,0.0,0.07,0.021,16.7,0.0,0.332,38.0,0.135,0.302,107.0,,,,,,,3.73,0.000,,,,,1.556,3,0.187,0.28,,0.001,0.0,0.160,50.0,6.216,0.079,,0.000,0.002,0.004,,,,0.02,0.070,0.000,0.0,0.000
127,"""12041""","Seeds, sunflower seed flour, partially defatted",64.0,1.0 cup,0.088,0.557,,,,,0.0,,142.0,,,,1.265,,,,,,,,,,,,3.3,,,,,,,,,0,,,,,,4.680,1.096,,0.038,0.001,,,,,,,,1.254,,,873,,0.001,,,,,,,,,,,,,0.170,,0.00,0.161,,1,0.0,0.482,,4.51,,0.000,4.51,,0.000,,,,,,,0.556,43.0,,1.596,1.03,0.001,,,,31.0,209.0,,0.47,,0.0,0.9,,37.2,0.0,1.264,142.0,1.538,0.047,441.0,,,,,,,22.93,,,,,,,,,3.244,,0.000,0.0,1.776,221.0,0.159,0.853,,,,,,,,,,,,
