,NDB_NO,Description,Weight(g),Measure,"Fatty acids, total saturated (g)","Fatty acids, total polyunsaturated (g)",Fructose (g),"Sugars, total (g)",Thiamin (mg),Leucine (g),6:0 (g),22:4 (g),"Folate, food (µg)","18:3 n-3 c,c,c (ALA) (g)",Vitamin E (alpha-tocopherol) (mg),Phenylalanine (g),Lysine (g),22:1 c (g),"Fluoride, F (µg)","Tocotrienol, beta (mg)",18:1 t (g),20:1 (g),15:1 (g),Glutamic acid (g),Aspartic acid (g),17:1 (g),21:5 (g),"20:2 n-6 c,c (g)","Fiber, total dietary (g)",20:3 n-3 (g),Lutein + zeaxanthin (µg),Menaquinone-4 (µg),"Tocotrienol, alpha (mg)",Alanine (g),13:0 (g),Beta-sitosterol (mg),18:4 (g),Retinol (µg),18:1-11 t (18:1t n-7) (g),Caffeine (mg),Hydroxyproline (g),Protein (g),Lycopene (µg),Niacin (mg),"Copper, Cu (mg)",17:0 (g),18:0 (g),18:3 undifferentiated (g),Glucose (dextrose) (g),14:1 (g)_x,"Folate, DFE (µg)_x",20:3 undifferentiated (g)_x,14:1 (g)_y,"Folate, DFE (µg)_y",20:3 undifferentiated (g)_y,Threonine (g),"18:3 n-6 c,c,c (g)",Maltose (g),Energy (kJ),"Fatty acids, total trans-monoenoic (g)",14:0 (g),Phytosterols (mg),"Iron, Fe (mg)",Cystine (g),"Fatty acids, total trans-polyenoic (g)",Water (g),"Cryptoxanthin, beta (µg)","Tocopherol, gamma (mg)",Glycine (g),"Calcium, Ca (mg)",16:1 t (g),"Carotene, beta (µg)",15:0 (g),Riboflavin (mg),20:5 n-3 (EPA) (g),Vitamin B-12 (µg),"Fatty acids, total monounsaturated (g)",Vitamin K (phylloquinone) (µg),"Vitamin A, RAE (µg)",12:0 (g),Vitamin B-6 (mg),22:0 (g),Ash (g)_x,"Tocopherol, delta (mg)_x",22:1 undifferentiated (g)_x,Ash (g)_y,"Tocopherol, delta (mg)_y",22:1 undifferentiated (g)_y,16:1 c (g),"Sodium, Na (mg)",4:0 (g),Galactose (g),22:5 n-3 (DPA) (g),"Alcohol, ethyl (g)",18:2 undifferentiated (g),"Potassium, K (mg)",Betaine (mg),Proline (g),Total lipid (fat) (g),16:1 undifferentiated (g),18:2 t not further defined (g),18:2 i (g),Sucrose (g),"Vitamin A, IU (IU)",Energy (kcal),24:1 c (g),Tryptophan (g),Starch (g),Cholesterol (mg),Tyrosine (g),20:0 (g),"Selenium, Se (µg)",Folic acid (µg),"Manganese, Mn (mg)","Folate, total (µg)",Isoleucine (g),16:0 (g),"Phosphorus, P (mg)","Vitamin B-12, added (µg)_x","Choline, total (mg)_x",Serine (g)_x,"Vitamin B-12, added (µg)_y","Choline, total (mg)_y",Serine (g)_y,"Carbohydrate, by difference (g)",22:1 t (g),"18:2 t,t (g)","Carotene, alpha (µg)",Vitamin D (IU),18:1 c (g),"18:2 n-6 c,c (g)",Stigmasterol (mg),Pantothenic acid (mg),Arginine (g),Vitamin D2 (ergocalciferol) (µg),10:0 (g),Vitamin D (D2 + D3) (µg),Valine (g),"Magnesium, Mg (mg)",18:1 undifferentiated (g),Histidine (g),Dihydrophylloquinone (µg),20:3 n-6 (g),20:4 undifferentiated (g),"Fatty acids, total trans (g)",Theobromine (mg),"Tocotrienol, delta (mg)","Vitamin C, total ascorbic acid (mg)","Tocotrienol, gamma (mg)",Methionine (g),8:0 (g),Lactose (g),18:2 CLAs (g)
186,"""16256""",SILK Black Cherry soy yogurt,170.0,1.0 container,0.0,,,19.99,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626,,,,,,,,,,,,,,,,,,,,,,,,2.11,,,2.11,,,,,,,,,,,,,,,,,,0.0,150.0,,,,,,,,,,,,,,,,,,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,"""16257""",SILK Blueberry soy yogurt,170.0,1.0 container,0.0,,,21.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626,,,,,,,,,,,,,,,,,,,,,,,,2.11,,,2.11,,,,,,,,,,,,,,,,,,0.0,150.0,,,,,,,,,,,,,,,,,,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,"""16247""","SILK Chai, soymilk",243.0,1.0 cup,0.501,,,14.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539,,,,,,,,,,,,,,,0.340,,0.90,,,,,,,1.58,,,1.58,,,,,,,,,,,,,,,,,,299.0,129.0,,,,,,,,,,,,,,,,,,,,19.0,,,,,,,,,,,,1.9,,0,,,,,,,,,,,,,,
189,"""16237""","SILK Chocolate, soymilk",243.0,1.0 cup,0.501,,,19.0,,,,,,,,,,,,,,,,,,,,,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590,,,,,,,,,,,,,,,0.510,,2.99,,,,,,,1.58,,,1.58,,,,,,,,,,,,,,,,,,501.0,141.0,,,,,,,,,,,,,,,,,,,,23.01,,,,,,,,,,,,2.9,,39,,,,,,,,,,,,,,
190,"""16249""","SILK Coffee, soymilk",243.0,1.0 cup,0.501,,,23.01,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,629,,,,,,,,,,,,,,,0.510,,0.90,,,,,,,1.58,,,1.58,,,,,,,,,,,,,,,,,,299.0,151.0,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,"""16261""",SILK French Vanilla Creamer,15.0,1.0 tbsp,0.0,,,3.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,0.06,,,,,,,,,,,,,,,,,,0.0,20.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,"""16262""",SILK Hazelnut Creamer,15.0,1.0 tbsp,0.0,,,3.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,0.06,,,,,,,,,,,,,,,,,,0.0,20.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,"""16258""",SILK Key Lime soy yogurt,170.0,1.0 container,0.0,,,21.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626,,,,,,,,,,,,,,,,,,,,,,,,2.11,,,2.11,,,,,,,,,,,,,,,,,,0.0,150.0,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,"""16240""","SILK Light Chocolate, soymilk",243.0,1.0 cup,0.0,,,19.0,,,,,,,,,,,,,,,,,,,,,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498,,,,,,,,,,,,,,,0.510,,2.99,,,,,,,1.56,,,1.56,,,,,,,,,,,,,,,,,,501.0,119.0,,,,,,,,,,,,,,,,,,,,21.99,,,,,,,,,,,,2.9,,39,,,,,,,,,,,,,,
195,"""16238""","SILK Light Plain, soymilk",243.0,1.0 cup,0.0,,,6.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294,,,,,,,,,,,,,,,0.510,,2.99,,,,,,,1.56,,,1.56,,,,,,,,,,,,,,,,,,501.0,70.0,,,,,,,,,,,,,,,,,,,,7.99,,,,,,,,,,,,2.9,,39,,,,,,,,,,,,,,
196,"""16239""","SILK Light Vanilla, soymilk",243.0,1.0 cup,0.0,,,7.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335,,,,,,,,,,,,,,,0.510,,2.99,,,,,,,1.56,,,1.56,,,,,,,,,,,,,,,,,,501.0,80.0,,,,,,,,,,,,,,,,,,,,10.01,,,,,,,,,,,,2.9,,39,,,,,,,,,,,,,,
197,"""16248""","SILK Mocha, soymilk",243.0,1.0 cup,0.501,,,18.01,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590,,,,,,,,,,,,,,,0.340,,0.90,,,,,,,1.58,,,1.58,,,,,,,,,,,,,,,,,,299.0,141.0,,,,,,,,,,,,,,,,,,,,21.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,"""16246""","SILK Nog, soymilk",122.0,0.5 cup,0.0,,,12.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378,,,,,,,,,,,,,,,,,0.00,,,,,,,0.79,,,0.79,,,,,,,,,,,,,,,,,,0.0,90.0,,,,,,,,,,,,,,,,,,,,15.01,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
199,"""16260""",SILK Original Creamer,15.0,1.0 tbsp,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,0.06,,,,,,,,,,,,,,,,,,0.0,15.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,"""16255""",SILK Peach soy yogurt,170.0,1.0 container,0.0,,,25.01,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,668,,,,,,,,,,,,,,,,,,,,,,,,2.11,,,2.11,,,,,,,,,,,,,,,,,,0.0,160.0,,,,,,,,,,,,,,,,,,,,31.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,"""16252""",SILK Plain soy yogurt,227.0,1.0 container,0.499,,,12.01,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,627,,,,,,,,,,,,,,,,,,,,,,,,2.81,,,2.81,,,,,,,,,,,,,,,,,,0.0,150.0,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,
202,"""16235""","SILK Plain, soymilk",243.0,1.0 cup,0.501,,,6.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418,,,,,,,,,,,,,,,0.510,,2.99,,,,,,,1.58,,,1.58,,,,,,,,,,,,,,,,,,501.0,100.0,,,,,,,,,,,,,,,,,,,,7.99,,,,,,,,,,,,2.9,,39,,,,,,,,,,,,,,
203,"""16243""","SILK Plus Fiber, soymilk",243.0,1.0 cup,0.501,,,7.0,,,,,,,,,,,,,,,,,,,,,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418,,,,,,,,,,,,,,,0.510,,2.99,,,,,,,1.56,,,1.56,,,,,,,,,,,,,,,,,,501.0,100.0,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,2.9,,39,,,,,,,,,,,,,,
204,"""16242""","SILK Plus for Bone Health, soymilk",243.0,1.0 cup,0.501,,,7.0,,,,,,,,,,,,,,,,,,,,,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418,,,,,,,,,,,,,,,0.510,,2.99,,,,,,,1.56,,,1.56,,,,,,,,,,,,,,,,,,501.0,100.0,,,,,,,,,,,,,,,,,,,,11.01,,,,,,,,,,,,2.9,,39,,,,,,,,,,,,,,
205,"""16241""","SILK Plus Omega-3 DHA, soymilk",243.0,1.0 cup,0.501,,,6.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457,,,,,,,,,,,,,,,0.510,,2.99,,,,,,,1.56,,,1.56,,,,,,,,,,,,,,,,,,1001.0,109.0,,,,,,,,,,,,,,,,,,,,7.99,,,,,,,,,,,,2.9,,39,,,,,,,,,,,,,,
206,"""16254""",SILK Raspberry soy yogurt,170.0,1.0 container,0.0,,,22.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626,,,,,,,,,,,,,,,,,,,,,,,,2.11,,,2.11,,,,,,,,,,,,,,,,,,0.0,150.0,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,"""16253""",SILK Strawberry soy yogurt,170.0,1.0 container,0.0,,,22.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,668,,,,,,,,,,,,,,,,,,,,,,,,2.11,,,2.11,,,,,,,,,,,,,,,,,,0.0,160.0,,,,,,,,,,,,,,,,,,,,31.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,"""16244""","SILK Unsweetened, soymilk",243.0,1.0 cup,0.501,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335,,,,,,,,,,,,,,,0.510,,2.99,,,,,,,1.56,,,1.56,,,,,,,,,,,,,,,,,,501.0,80.0,,,,,,,,,,,,,,,,,,,,4.01,,,,,,,,,,,,0.0,,39,,,,,,,,,,,,,,
209,"""16250""",SILK Vanilla soy yogurt (family size),227.0,1.0 container,0.499,,,23.99,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,751,,,,,,,,,,,,,,,,,,,,,,,,2.81,,,2.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.01,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,
210,"""16251""",SILK Vanilla soy yogurt (single serving size),170.0,1.0 container,0.0,,,18.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626,,,,,,,,,,,,,,,,,,,,,,,,2.11,,,2.11,,,,,,,,,,,,,,,,,,0.0,150.0,,,,,,,,,,,,,,,,,,,,25.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,"""16236""","SILK Vanilla, soymilk",243.0,1.0 cup,0.501,,,7.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418,,,,,,,,,,,,,,,0.510,,2.99,,,,,,,1.58,,,1.58,,,,,,,,,,,,,,,,,,501.0,100.0,,,,,,,,,,,,,,,,,,,,10.01,,,,,,,,,,,,2.9,,39,,,,,,,,,,,,,,
212,"""16245""","SILK Very Vanilla, soymilk",243.0,1.0 cup,0.501,,,15.99,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539,,,,,,,,,,,,,,,0.510,,2.99,,,,,,,1.58,,,1.58,,,,,,,,,,,,,,,,,,1001.0,129.0,,,,,,,,,,,,,,,,,,,,19.0,,,,,,,,,,,,2.9,,39,,,,,,,,,,,,,,
213,"""16117""","Soy flour, defatted",105.0,1.0 cup,0.143,0.560,,17.24,0.733,4.019,0.000,,320,,,,3.285,,,,,,,,,,,,18.4,,0,,,,,,,,,0,,,,2.743,4.268,,0.036,0.066,,,,,,,,2.144,,,1435,,0.003,,,,,,,,,,,,,0.266,,0.00,0.218,4.3,2,0.000,0.603,,6.46,,0.000,6.46,,0.000,,,,,,,0.493,2503.0,,2.888,1.28,0.003,,,,42.0,343.0,,0.717,,0,1.867,,1.8,0,3.169,320.0,2.395,0.105,708.0,0.0,11.9,2.861,0.0,11.9,2.861,35.62,,,0.0,,,,,,3.829,,0.000,0.0,2.463,304,0.216,1.331,,,,,0.0,,,,,,,
214,"""16115""","Soy flour, full-fat, raw",84.0,"1.0 cup, stirred",2.509,9.792,,6.3,0.488,2.362,0.000,,290,,,,1.93,,,,,,,,,,,,8.1,,0,,,,,,,,,0,,,,3.629,2.453,,0.619,1.158,,,,,,,,1.26,,,1525,,0.048,,,,,,,,,,,,,0.974,,0.00,3.831,58.8,5,0.000,0.387,,3.75,,0.000,3.75,,0.000,,,,,,,8.635,2113.0,,1.697,17.35,0.048,,,,101.0,365.0,,0.422,,0,1.097,,6.3,0,1.911,290.0,1.407,1.841,415.0,0.0,160.1,1.682,0.0,160.1,1.682,26.81,,,0.0,,,,,,2.25,,0.000,0.0,1.448,360,3.783,0.782,,,,,0.0,,,,,,,
215,"""16116""","Soy flour, full-fat, roasted",85.0,"1.0 cup, stirred",2.688,10.490,,6.47,0.350,2.409,0.000,,193,,,,1.969,,,,,,,,,,,,8.2,,0,,,,,,,,,0,,,,2.793,1.888,,0.663,1.239,,,,,,,,1.284,,,1561,,0.052,,,,,,,,,,,,,0.800,,0.00,4.105,60.4,5,0.000,0.298,,4.98,,0.000,4.98,,0.000,,,,,,,9.251,1735.0,,1.73,18.58,0.052,,,,104.0,373.0,,0.430,,0,1.119,,6.4,0,1.765,193.0,1.435,1.972,405.0,0.0,,1.714,0.0,,1.714,25.82,,,0.0,,,,,,2.295,,0.000,0.0,1.476,314,4.053,0.797,,,,,0.0,,,,,,,
216,"""16118""","Soy flour, low-fat",88.0,"1.0 cup, stirred",1.135,3.709,,8.21,0.957,,0.000,,254,,,,,,,0.0,,0.009,0.0,,,,,0.000,14.1,,0,,,,,,,,,0,,,,2.596,1.408,0.000,0.312,0.488,,0.0,254,,0.0,254,,,,,1370,,0.000,,,,,,,5.31,,251.0,,,,0.246,,0.00,1.285,3.4,2,0.000,0.924,0.018,5.32,2.30,0.000,5.32,2.30,0.000,,,,,,,3.221,1839.0,2.5,,,,,,,35.0,327.0,0.000,,,,,,,0,2.772,254.0,,,,0.0,168.7,,0.0,168.7,,26.95,,,0.0,,,,,,,,,0.0,,251,1.276,,,,,,0.0,,,0.0,,,,
217,"""16119""","Soy meal, defatted, raw",122.0,1.0 cup,0.327,1.275,,,,,,,,,,,3.649,,,,,,,,,,,,,,,,,,,,,0,,,,,,3.156,2.44,,0.081,0.15,,,,,,,,2.381,,,1719,,0.006,,,,,,,,,,,,,0.306,,0.00,0.499,,2,,,,6.81,,,6.81,,,,,,,,,1.124,3038.0,,3.207,2.92,0.006,,,,49.0,411.0,,0.797,,0,2.074,,4.0,0,4.636,370.0,2.66,0.239,855.0,,,,,,,43.79,,,,,,,,,4.254,,,0.0,2.736,373,0.493,1.479,,,,,,,,,,,,
218,"""16420""","Soy protein concentrate, produced by acid wash",28.35,1.0 oz,0.015,0.057,,5.67,0.090,1.394,,,,,,,1.114,,,,,,,,,,,,1.6,,0,,,,,,,,,0,,,,0.203,0.277,,0.004,0.007,,,,,,,,0.701,,,389,,0.000,,,,,,,,,,,,,0.040,,0.00,0.022,,0,,,,1.33,,,1.33,,,,,,,,,0.05,128.0,,0.935,0.13,0.000,,,,0.0,93.0,,0.237,,0,0.652,,0.2,0,1.188,96.0,0.834,0.011,238.0,,,,,,,7.2,,,0.0,,,,,,1.316,,,0.0,0.869,40,0.022,0.447,,,,,0.0,,,,,,,
219,"""16121""","Soy protein concentrate, produced by alcohol extraction",28.35,1.0 oz,0.015,0.057,,5.67,0.090,1.394,,,,,,,1.114,,,,,,,,,,,,1.6,,0,,,,,,,,,0,,,,0.203,0.277,,0.004,0.007,,,,,,,,0.701,,,389,,0.000,,,,,,,,,,,,,0.040,,0.00,0.022,,0,,,,1.33,,,1.33,,,,,,,,,0.05,624.0,,0.935,0.13,0.000,,,,0.0,93.0,,0.237,,0,0.652,,0.2,0,1.188,96.0,0.834,0.011,238.0,0.0,,0.955,0.0,,0.955,7.2,,,0.0,,,,,,1.316,,,0.0,0.869,89,0.022,0.447,,,,,0.0,,,,,,,
220,"""16122""",Soy protein isolate,28.35,1.0 oz,0.12,0.467,,0.0,0.050,1.923,0.000,,50,,,,1.51,,,,,,,,,,,,,,0,,,,,,,,,0,,,,0.408,0.453,,0.029,0.055,,,,,,,,0.889,,,397,,0.002,,,,,,,,,,,,,0.028,,0.00,0.183,,0,0.000,0.028,,1.01,,0.000,1.01,,0.000,,,,,,,0.412,23.0,,1.406,0.96,0.002,,,,0.0,95.0,,0.316,,0,0.913,,0.2,0,0.423,50.0,1.206,0.088,220.0,0.0,54.1,1.302,0.0,54.1,1.302,0.0,,,0.0,,,,,,1.891,,0.000,0.0,1.162,11,0.181,0.653,,,,,0.0,,,,,,,
221,"""16422""","Soy protein isolate, potassium type",28.35,1.0 oz,0.022,0.085,,0.0,0.050,1.923,0.000,,50,,,,1.51,,,,,,,,,,,,,,0,,,,,,,,,0,,,,0.408,0.453,,0.005,0.01,,,,,,,,0.889,,,381,,0.000,,,,,,,,,,,,,0.028,,0.00,0.033,,0,0.000,0.028,,1.01,,0.000,1.01,,0.000,,,,,,,0.075,451.0,,1.406,0.15,0.000,,,,0.0,91.0,,0.316,,0,0.913,,0.2,0,0.423,50.0,1.206,0.016,220.0,0.0,54.1,1.302,0.0,54.1,1.302,0.73,,,0.0,,,,,,1.891,,0.000,0.0,1.162,11,0.033,0.653,,,,,0.0,,,,,,,
222,"""16125""",Soy sauce made from hydrolyzed vegetable protein,18.0,1.0 tbsp,0.007,0.026,0.00,0.23,0.008,,0.000,,2,,,,,,,,,,,,,,,,0.1,,0,,,,,,,,,0,,,,0.509,0.007,,0.001,0.004,0.13,,,,,,,,,,46,,0.000,,,,,,,,,,,,,0.020,,0.00,0.011,,0,0.000,0.026,,2.99,,0.000,2.99,,0.000,,,,,,0.0,0.023,80.0,,,,,,,,0.0,11.0,,,,,,,,0,0.018,2.0,,,,0.0,5.0,,0.0,5.0,,1.41,,,0.0,,,,,,,,,0.0,,5,0.01,,,,,,0.0,,,,,,0.0,
223,"""16124""",Soy sauce made from soy (tamari),18.0,1.0 tbsp,0.002,0.008,,0.31,0.011,0.132,0.000,,3,,,,0.132,,,,,,,,,,,,0.1,,0,,,,,,,,,0,,,,0.711,0.024,,0.001,0.001,,,,,,,,0.073,,,45,,0.000,,,,,,,,,,,,,0.027,,0.00,0.003,,0,0.000,0.036,,3.21,,0.000,3.21,,0.000,,,,,,,0.007,38.0,,0.145,0.02,0.000,,,,0.0,11.0,,0.033,,0,0.062,,0.1,0,0.090,3.0,0.088,0.001,23.0,0.0,6.9,0.087,0.0,6.9,0.087,1.0,,,0.0,,,,,,0.073,,0.000,0.0,0.094,7,0.003,0.039,,,,,0.0,,,,,,,
224,"""16123""",Soy sauce made from soy and wheat (shoyu),16.0,1.0 tbsp,0.012,0.042,0.00,0.06,0.005,0.086,0.000,,2,,,,0.061,,,,,,,,,,,,0.1,,0,,,,,,,,,0,,,,0.351,0.007,,0.001,0.005,0.05,,,,,,,0.043,,0.00,36,,0.000,,,,,,,,,,,,,0.026,,0.00,0.014,,0,0.000,0.024,,2.43,,0.000,2.43,,0.000,,,,,,0.0,0.037,70.0,4.8,0.079,0.09,0.000,,,,0.0,8.0,,0.015,,0,0.039,,0.1,0,0.163,2.0,0.051,0.009,27.0,0.0,2.9,0.062,0.0,2.9,0.062,0.79,,,0.0,,,,,,0.074,,0.000,0.0,0.053,12,0.013,0.028,,,,,0.0,,,,,,0.0,
225,"""16424""","Soy sauce made from soy and wheat (shoyu), low sodium",14.2,1.0 tbsp,0.005,0.020,0.00,0.07,0.006,0.084,0.000,,6,,,,0.048,,,0.02,,0.000,,,,,,,0.1,,0,,,,,,,,,0,,1.29,0,0.162,0.007,,0.001,0.002,0.04,,,,,,,0.054,,0.00,34,,0.000,,,,,,,0.01,0.047,4.0,,,,0.034,,0.00,0.006,,0,0.000,0.023,,1.41,0.00,0.000,1.41,0.00,0.000,,,,0.03,,0.0,0.017,50.0,5.5,0.085,0.04,0.000,,,,0.0,8.0,,,,0,0.013,,0.1,0,0.143,6.0,0.058,0.004,24.0,0.0,4.4,0.068,0.0,4.4,0.068,0.79,,,0.0,,,,,,0.07,,0.000,0.0,0.061,10,0.006,0.024,0.0,,,,0.0,,,0.0,0.013,,0.0,
226,"""16425""","Soy sauce, reduced sodium, made from hydrolyzed vegetable protein",15.0,1.0 tbsp,0.003,0.013,0.01,0.84,0.004,,0.000,,1,,,,,,,0.0,,,,,,,,,0.0,,0,,,,,,,,,0,,1.23,0,0.068,0.007,,0.001,0.002,0.45,,,,,,,,,,56,,0.000,,,,,,,0.0,,2.0,,,,0.006,,0.00,0.005,,0,0.000,0.006,,2.06,0.00,,2.06,0.00,,,,,,,0.0,0.012,465.0,0.1,,,,,,,0.0,14.0,,,,,,,,,,,,,,0.0,4.7,,0.0,4.7,,2.17,,,0.0,,,,,,,,,0.0,,5,0.005,,0.0,,,,0.0,,,0.0,,,0.0,
227,"""43299""","Soybean, curd cheese",225.0,1.0 cup,2.637,10.287,,3.6,0.000,,0.000,,50,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,1.125,0.855,,0.65,1.215,,,,,,,,,,,1418,,0.049,,,,,,,,,,,,,0.315,,0.00,4.025,10.3,4,0.000,0.158,,3.6,,0.000,3.6,,0.000,,,,,,,9.072,448.0,,,,,,,,94.0,340.0,,,,,,,,0,2.000,50.0,,,,0.0,140.6,,0.0,140.6,,15.53,,,0.0,,,,,,,,,0.0,,513,3.974,,,,,,0.0,,,,,,,
228,"""16109""","Soybeans, mature cooked, boiled, without salt",172.0,1.0 cup,2.231,8.710,,5.16,0.267,2.331,0.000,,93,,,,1.906,,,,,,,,,,,,10.3,,0,,,,,,,,,0,,,,0.686,0.7,,0.55,1.029,,,,,,,,1.244,,,1240,,0.043,,,,,,,,,,,,,0.490,,0.00,3.407,33.0,0,0.000,0.402,,3.29,,0.000,3.29,,0.000,,,,,,,7.68,886.0,,1.675,15.43,0.043,,,,15.0,296.0,,0.416,,0,1.084,,12.6,0,1.417,93.0,1.388,1.637,421.0,0.0,81.7,1.660,0.0,81.7,1.660,14.38,,,0.0,,,,,,2.221,,0.000,0.0,1.429,148,3.364,0.772,,,,,0.0,,2.9,,,,,
229,"""16409""","Soybeans, mature seeds, cooked, boiled, with salt",172.0,1.0 cup,2.231,8.710,,4.06,0.267,2.331,,,,,,,1.906,,,,,,,,,,,,10.3,,0,,,,,,,0,,,,,,0.686,0.7,,0.55,1.029,,,,,,,,1.244,,,1240,,0.043,,,,,,,,,,,,,0.490,,0.00,3.407,33.0,0,,,,3.29,,,3.29,,,,,,,,,7.68,886.0,,1.675,15.43,0.043,,,,15.0,296.0,,0.416,,0,1.084,,12.6,0,1.417,93.0,1.388,1.637,421.0,0.0,,1.660,0.0,,1.660,14.38,,,0.0,,,,,,2.221,,,0.0,1.429,148,3.364,0.772,,,,,,,,,,,,
230,"""16111""","Soybeans, mature seeds, dry roasted",93.0,1.0 cup,2.908,11.353,,,,,,,,,,,2.45,,,,,,,,,,,,7.5,,,,,,,,,0,,,,,,0.982,1.003,,0.718,1.342,,,,,,,,1.599,,,1748,,0.056,,,,,,,,,,,,,0.702,,0.00,4.442,34.4,0,,,,4.91,,,4.91,,,,,,,,,10.011,1269.0,,2.153,20.11,0.056,,,,0.0,418.0,,0.535,,0,1.392,,17.9,0,2.031,191.0,1.786,2.134,604.0,,,,,,,26.95,,,,,,,,,2.856,,,0.0,1.838,212,4.386,0.993,,,,,,,,,,,,
231,"""16108""","Soybeans, mature seeds, raw",186.0,1.0 cup,5.364,20.934,,13.63,1.626,6.155,,,,,,,5.033,,,,,,,,,,,,17.3,,0,,,,,,,,,0,,,,3.019,3.084,,1.324,2.474,,,,,,,,3.285,,,3471,,0.102,299.0,29.2,1.218,,,,,,,,,,1.618,,0.00,8.191,87.4,2,,,,9.06,,,9.06,,,,,,,,,18.461,3342.0,3.9,4.425,37.09,0.102,,,,41.0,830.0,,1.099,,0,2.863,,33.1,0,4.682,698.0,3.666,3.936,1309.0,,,,,,,56.1,,,0.0,,,,,,5.865,,,0.0,3.774,521,8.087,2.040,,,,,0.0,,11.2,,,,,
