,NDB_NO,Description,Weight(g),Measure,"Fatty acids, total saturated (g)","Fatty acids, total polyunsaturated (g)",Fructose (g),"Sugars, total (g)",Thiamin (mg),Leucine (g),6:0 (g),22:4 (g),"Folate, food (µg)","18:3 n-3 c,c,c (ALA) (g)",Vitamin E (alpha-tocopherol) (mg),Phenylalanine (g),Lysine (g),22:1 c (g),"Fluoride, F (µg)","Tocotrienol, beta (mg)",18:1 t (g),20:1 (g),15:1 (g),Glutamic acid (g),Aspartic acid (g),17:1 (g),21:5 (g),"20:2 n-6 c,c (g)","Fiber, total dietary (g)",20:3 n-3 (g),Lutein + zeaxanthin (µg),Menaquinone-4 (µg),"Tocotrienol, alpha (mg)",Alanine (g),13:0 (g),Beta-sitosterol (mg),18:4 (g),Retinol (µg),18:1-11 t (18:1t n-7) (g),Caffeine (mg),Hydroxyproline (g),Protein (g),Lycopene (µg),Niacin (mg),"Copper, Cu (mg)",17:0 (g),18:0 (g),18:3 undifferentiated (g),Glucose (dextrose) (g),14:1 (g)_x,"Folate, DFE (µg)_x",20:3 undifferentiated (g)_x,14:1 (g)_y,"Folate, DFE (µg)_y",20:3 undifferentiated (g)_y,Threonine (g),"18:3 n-6 c,c,c (g)",Maltose (g),Energy (kJ),"Fatty acids, total trans-monoenoic (g)",14:0 (g),Phytosterols (mg),"Iron, Fe (mg)",Cystine (g),"Fatty acids, total trans-polyenoic (g)",Water (g),"Cryptoxanthin, beta (µg)","Tocopherol, gamma (mg)",Glycine (g),"Calcium, Ca (mg)",16:1 t (g),"Carotene, beta (µg)",15:0 (g),Riboflavin (mg),20:5 n-3 (EPA) (g),Vitamin B-12 (µg),"Fatty acids, total monounsaturated (g)",Vitamin K (phylloquinone) (µg),"Vitamin A, RAE (µg)",12:0 (g),Vitamin B-6 (mg),22:0 (g),Ash (g)_x,"Tocopherol, delta (mg)_x",22:1 undifferentiated (g)_x,Ash (g)_y,"Tocopherol, delta (mg)_y",22:1 undifferentiated (g)_y,16:1 c (g),"Sodium, Na (mg)",4:0 (g),Galactose (g),22:5 n-3 (DPA) (g),"Alcohol, ethyl (g)",18:2 undifferentiated (g),"Potassium, K (mg)",Betaine (mg),Proline (g),Total lipid (fat) (g),16:1 undifferentiated (g),18:2 t not further defined (g),18:2 i (g),Sucrose (g),"Vitamin A, IU (IU)",Energy (kcal),24:1 c (g),Tryptophan (g),Starch (g),Cholesterol (mg),Tyrosine (g),20:0 (g),"Selenium, Se (µg)",Folic acid (µg),"Manganese, Mn (mg)","Folate, total (µg)",Isoleucine (g),16:0 (g),"Phosphorus, P (mg)","Vitamin B-12, added (µg)_x","Choline, total (mg)_x",Serine (g)_x,"Vitamin B-12, added (µg)_y","Choline, total (mg)_y",Serine (g)_y,"Carbohydrate, by difference (g)",22:1 t (g),"18:2 t,t (g)","Carotene, alpha (µg)",Vitamin D (IU),18:1 c (g),"18:2 n-6 c,c (g)",Stigmasterol (mg),Pantothenic acid (mg),Arginine (g),Vitamin D2 (ergocalciferol) (µg),10:0 (g),Vitamin D (D2 + D3) (µg),Valine (g),"Magnesium, Mg (mg)",18:1 undifferentiated (g),Histidine (g),Dihydrophylloquinone (µg),20:3 n-6 (g),20:4 undifferentiated (g),"Fatty acids, total trans (g)",Theobromine (mg),"Tocotrienol, delta (mg)","Vitamin C, total ascorbic acid (mg)","Tocotrienol, gamma (mg)",Methionine (g),8:0 (g),Lactose (g),18:2 CLAs (g)
130,"""20126""","Spaghetti, spinach, dry",57.0,2.0 oz,0.129,0.365,,1.55,0.213,0.519,0.000,,27.0,,,,0.156,,,,,,,,,,,,6.0,,1988,,,,,,,,,0,,,,2.593,0.284,,0.015,0.042,,,,,,,,0.205,,,887,,0.002,,,,,,,,,,,,,0.112,,0.00,0.103,86.4,13,0.000,0.184,,1.1,,0.000,1.1,,0.000,,,,,,,0.323,214.0,,0.812,0.89,0.001,,,,263.0,212.0,,0.097,,0,0.202,,36.2,0,1.508,27,0.294,0.112,189.0,0.0,9.7,0.362,0.0,9.7,0.362,42.64,,,0.0,,,,,,0.282,,0.000,0.0,0.326,99.0,0.103,0.154,,,,,0.0,,,,,,,
131,"""20140""","Spelt, uncooked",174.0,1.0 cup,0.706,2.189,0.42,11.87,0.633,1.862,,,,0.113,1.37,1.282,0.712,,,0.0,,0.033,0.0,8.093,1.317,,,0.0,18.6,,294,0.0,0.61,0.929,,,,0,,,,,,11.907,0.889,0.000,0.042,0.113,1.46,0.0,78,,0.0,78,,0.771,0.000,8.96,2460,,0.000,,,,,,,2.98,1.047,47.0,,,,0.197,,0.00,0.774,6.3,0,0.000,0.4,0.014,3.1,0.00,,3.1,0.00,,,,,0.00,,,2.076,675.0,,2.828,4.23,0.005,,,,17.0,588.0,,0.23,93.82,0,0.656,0.007,20.4,0,5.190,78,0.96,0.644,698.0,,,,,,,122.13,,,0.0,,,,,,1.195,,0.000,,,,0.736,0.626,0.0,,,,,,,0.0,0.449,,0.0,
132,"""20068""","Tapioca, pearl, dry",152.0,1.0 cup,0.008,0.005,,5.09,0.006,0.009,0.000,,6.0,,,,0.009,,,,,,,,,,,,1.4,,0,,,,,,,,,0,,,,0.0,0.03,,0.000,0.002,,,,,,,,0.006,,,2277,,0.000,,,,,,,,,,,,,,,0.00,0.008,,0,0.000,0.012,,0.17,,0.000,0.17,,0.000,,,,,,,0.003,17.0,,0.008,0.03,0.000,,,,0.0,544.0,,0.005,,0,0.003,,1.2,0,0.167,6,0.006,0.008,11.0,0.0,1.8,0.008,0.0,1.8,0.008,134.81,,,0.0,,,,,,0.029,,0.000,0.0,0.008,2.0,0.008,0.005,,,,,0.0,,,,,,,
133,"""20142""","Teff, uncooked",193.0,1.0 cup,0.867,2.067,0.91,3.55,0.753,2.061,,,,0.261,0.15,1.347,0.726,,,0.0,,0.021,0.0,6.464,1.583,,,0.0,15.4,,127,0.0,0.04,1.442,,,,,,,,,,6.491,1.563,0.000,0.185,0.261,1.41,0.0,,,0.0,,,0.984,0.000,0.02,2964,,0.000,,,,,,,9.73,0.921,347.0,,,,0.521,,,1.137,3.7,0,0.000,0.93,0.014,4.57,0.14,,4.57,0.14,,,,,0.00,,,1.806,824.0,4.4,1.282,4.59,0.008,,,,17.0,708.0,,0.268,70.56,,0.884,0.035,8.5,,,,0.967,0.633,828.0,,,,,,,141.14,,,0.0,,,,,,0.998,,0.000,,,,1.108,0.581,0.0,,,,,,,0.44,0.826,0.000,0.0,
134,"""20069""",Triticale,192.0,1.0 cup,0.703,1.753,,,,,,,,,,,0.701,,,,,,,,,,,,,,,,,,,,,0,,,,,,2.746,0.877,,0.060,0.117,,,,,,,,0.778,,,2700,,0.017,,,,,,,,,,,,,0.257,,0.00,0.405,,0,0.027,0.265,,4.28,,,4.28,,,,,,,,,1.638,637.0,,2.273,4.01,0.035,,,,0.0,645.0,,0.301,,0,0.735,,,0,6.163,140,0.92,0.526,687.0,0.0,,1.139,0.0,,1.139,138.49,,,,,,,,,1.288,,,0.0,1.169,250.0,0.342,0.597,,,,,,,,,,,,
135,"""20070""","Triticale flour, whole-grain",130.0,1.0 cup,0.413,1.032,,,,,,,,,,,0.48,,,,,,,,,,,,19.0,,,,,,,,,0,,,,,,3.718,0.727,,0.035,0.069,,,,,,,,0.532,,,1838,,0.010,,,,,,,,,,,,,0.172,,0.00,0.238,,0,0.016,0.524,,2.4,,,2.4,,,,,,,,,0.963,606.0,,1.555,2.35,0.021,,,,0.0,439.0,,0.205,,0,0.503,,,0,5.440,96,0.629,0.309,417.0,,,,,,,95.08,,,,,,,,,0.881,,,0.0,0.799,199.0,0.200,0.408,,,,,,,,,,,,
136,"""20077""","Wheat bran, crude",58.0,1.0 cup,0.365,1.283,,0.24,0.303,0.538,0.000,,46.0,,,,0.348,,,,,,,,,,,,24.8,,139,,,,,,,,,0,,,,7.875,0.579,,0.021,0.097,,,,,,,,0.29,,,524,,0.004,,,,,,,,,,,,,0.335,,0.00,0.369,1.1,0,0.001,0.756,,3.36,,0.000,3.36,,0.000,,,,,,,1.183,686.0,,0.512,2.46,0.010,,,,5.0,125.0,,0.164,,0,0.253,,45.0,0,6.670,46,0.282,0.322,588.0,0.0,43.2,0.397,0.0,43.2,0.397,37.42,,,0.0,,,,,,0.63,,0.000,0.0,0.421,354.0,0.359,0.249,,,,,0.0,,,,,,,
137,"""20081""","Wheat flour, white, all-purpose, enriched, bleached",125.0,1.0 cup,0.194,0.516,,0.34,0.981,0.887,0.000,,36.0,,,,0.285,,,0.11,,0.000,,,,,,,3.4,,22,,,,,,,,,0,,,,7.38,0.18,,0.009,0.028,,,,,,,,0.351,,,1904,,0.000,,,,,,,0.47,0.464,19.0,,,,0.618,,0.00,0.109,0.4,0,0.000,0.055,,0.59,0.03,0.000,0.59,0.03,0.000,,,,,,,0.489,134.0,87.9,1.498,1.23,0.000,,,,0.0,455.0,,0.159,,0,0.39,,42.4,192,0.853,229,0.446,0.185,135.0,0.0,13.0,0.645,0.0,13.0,0.645,95.39,,,0.0,,,,,,0.521,,0.000,0.0,0.519,28.0,0.109,0.287,,,,,0.0,,,0.0,0.229,,,
138,"""20381""","Wheat flour, white, all-purpose, enriched, calcium-fortified",125.0,1.0 cup,0.194,0.516,,,,,,,,,,,0.285,,,,,,,,,,,,3.4,,,,,,,,,0,,,,,,7.38,0.18,,0.009,0.028,,,,,,,,0.351,,,1904,,,,,,,,,,,,,,,0.618,,0.00,0.109,,0,,,,0.59,,,0.59,,,,,,,,,0.489,134.0,,1.498,1.23,,,,,0.0,455.0,,0.159,,0,0.39,,,192,0.853,229,0.446,0.185,135.0,,,,,,,95.39,,,,,,,,,0.521,,,0.0,0.519,28.0,0.109,0.287,,,,,,,,,,,,
139,"""20581""","Wheat flour, white, all-purpose, enriched, unbleached",125.0,1.0 cup,0.194,0.516,,0.34,0.981,0.887,0.000,,36.0,,,,0.285,,,0.0,,,,,,,,,3.4,,99,,,,,,,,,0,,,,7.38,0.18,,0.009,0.028,,,,,,,,0.351,,,1904,,0.000,,,,,,,1.56,0.464,19.0,,,,0.618,,0.00,0.109,0.4,0,0.000,0.055,,0.59,0.00,,0.59,0.00,,,,,,,,0.489,134.0,,1.498,1.23,0.000,,,,2.0,455.0,,0.159,,0,0.39,,42.4,192,0.853,229,0.446,0.185,135.0,0.0,,0.645,0.0,,0.645,95.39,,,0.0,,,,,,0.521,,0.000,0.0,0.519,28.0,0.109,0.287,,,,,0.0,,,0.0,0.229,,,
140,"""20082""","Wheat flour, white, all-purpose, self-rising, enriched",125.0,1.0 cup,0.193,0.512,,0.28,0.843,0.850,0.000,,48.0,,,,0.274,,,0.0,,,,,,,,,3.4,,22,,,,,,,,,0,,,,7.29,0.14,,0.009,0.028,,,,,,,,0.336,,,1851,,0.000,,,,,,,0.4,0.445,422.0,,,,0.517,,0.00,0.107,0.4,0,0.000,0.062,,5.41,0.00,,5.41,0.00,,,,,,,,0.485,155.0,,1.433,1.21,0.000,,,,0.0,442.0,,0.151,,0,0.372,,43.0,198,1.250,245,0.427,0.184,744.0,0.0,13.0,0.618,0.0,13.0,0.618,92.78,,,0.0,,,,,,0.499,,0.000,0.0,0.496,24.0,0.107,0.275,,,,,0.0,,,0.0,0.219,,,
141,"""20481""","Wheat flour, white, all-purpose, unenriched",125.0,1.0 cup,0.194,0.516,,0.34,0.150,0.887,0.000,,32.0,,,,0.285,,,,,,,,,,,,3.4,,22,,,,,,,,,0,,,,1.562,0.18,,0.009,0.028,,,,,,,,0.351,,,1904,,0.000,,,,,,,,,,,,,0.050,,0.00,0.109,0.4,0,0.000,0.055,,0.59,,0.000,0.59,,0.000,,,,,,,0.489,134.0,,1.498,1.23,0.000,,,,0.0,455.0,,0.159,,0,0.39,,42.4,0,0.853,32,0.446,0.185,135.0,0.0,13.0,0.645,0.0,13.0,0.645,95.39,,,0.0,,,,,,0.521,,0.000,0.0,0.519,28.0,0.109,0.287,,,,,0.0,,,,,,,
142,"""20083""","Wheat flour, white, bread, enriched",137.0,1.0 cup,0.334,0.996,,0.42,1.112,1.134,0.000,,45.0,,,,0.316,,,0.0,,,,,,,,,3.3,,108,,,,,,,,,0,,,,10.349,0.249,,0.014,0.059,,,,,,,,0.438,,,2069,,0.001,,,,,,,1.97,0.562,21.0,,,,0.701,,0.00,0.192,0.4,0,0.000,0.051,,0.64,0.00,,0.64,0.00,,,,,,,,0.938,137.0,,1.93,2.27,0.007,,,,3.0,495.0,,0.19,,0,0.449,,54.4,206,1.085,251,0.608,0.299,133.0,0.0,14.2,0.795,0.0,14.2,0.795,99.37,,,0.0,,,,,,0.57,,0.000,0.0,0.688,34.0,0.185,0.348,,,,,0.0,,,0.0,0.288,,,
143,"""20084""","Wheat flour, white, cake, enriched",137.0,"1.0 cup unsifted, dipped",0.174,0.519,,0.42,1.222,0.764,0.000,,64.0,,,,0.39,,,0.0,,,,,,,,,2.3,,4,,,,,,,,,0,,,,9.302,0.19,,0.007,0.030,,,,,,,,0.311,,,2076,,0.001,,,,,,,0.11,0.381,19.0,,,,0.589,,0.00,0.1,0.4,0,0.000,0.045,,0.53,0.00,,0.53,0.00,,,,,,,,0.489,144.0,,1.251,1.18,0.004,,,,0.0,496.0,,0.162,,0,0.321,,6.7,189,0.869,255,0.426,0.156,116.0,0.0,14.2,0.592,0.0,14.2,0.592,106.9,,,0.0,,,,,,0.43,,0.000,0.0,0.493,22.0,0.096,0.229,,,,,0.0,,,0.0,0.189,,,
144,"""20086""","Wheat flour, white, tortilla mix, enriched",111.0,1.0 cup,4.551,1.689,,,,,,,,,,,0.236,,,,,,,,,,,,,,,,,,,,,0,,,,,,6.46,0.111,,1.531,0.137,,,,,,,,0.292,,,1881,,0.147,,,,,,,,,,,,,0.547,,0.00,5.041,1.2,,0.023,0.044,,2.76,,,2.76,,,,,,,,,1.553,111.0,,1.243,11.8,0.301,,,,0.0,450.0,,0.132,,0,0.323,,,124,0.682,151,0.371,2.838,233.0,,,,,,,74.53,,,,,,,,,0.433,,0.011,0.0,0.431,23.0,4.740,0.239,,,,,,,,,,,,
145,"""20080""","Wheat flour, whole-grain (Includes foods for USDA's Food Distribution Program)",120.0,1.0 cup,0.516,1.400,0.06,0.49,0.602,1.078,0.000,,53.0,,,,0.431,,,0.0,,0.012,0.0,5.194,0.866,,,0.0,12.8,,264,,,,,,,,,0,,,,5.948,0.492,0.000,0.024,0.088,0.00,0.0,53,,0.0,53,,0.44,,,1709,,0.000,,,,,,,2.29,0.683,41.0,,,,0.198,,0.00,0.34,2.3,0,0.000,0.488,,1.9,0.00,,1.9,0.00,,,,,,,,1.312,436.0,87.4,2.49,3.0,0.000,,,,11.0,408.0,0.000,0.209,69.32,0,0.33,0.000,74.2,0,4.880,53,0.532,0.492,428.0,0.0,37.4,0.744,0.0,37.4,0.744,86.36,,,0.0,,,,,,0.778,,0.000,0.0,0.677,164.0,0.328,0.428,,,,,0.0,,,0.04,0.274,0.000,,
146,"""20129""","Wheat flours, bread, unenriched",137.0,"1.0 cup unsifted, dipped",0.334,0.996,,0.42,0.110,1.134,0.000,,45.0,,,,0.316,,,,,,,,,,,,3.3,,108,,,,,,,,,0,,,,1.37,0.249,,0.014,0.059,,,,,,,,0.438,,,2069,,0.001,,,,,,,,,,,,,0.082,,0.00,0.192,0.4,0,0.000,0.051,,0.64,,0.000,0.64,,0.000,,,,,,,0.938,137.0,,1.93,2.27,0.007,,,,3.0,495.0,,0.19,,0,0.449,,54.4,0,1.085,45,0.608,0.299,133.0,0.0,14.2,0.795,0.0,14.2,0.795,99.37,,,0.0,,,,,,0.57,,0.000,0.0,0.688,34.0,0.185,0.348,,,,,0.0,,,,,,,
147,"""20078""","Wheat germ, crude",115.0,1.0 cup,1.915,6.912,,,,,,,,,,,1.688,,,,,,,,,,,,15.2,,,,,,,,,0,,,,,,7.835,0.915,,0.063,0.831,,,,,,,,1.113,,,1732,,0.015,,,,,,,,,,,,,0.574,,0.00,1.57,,0,,,,4.84,,,4.84,,,,,,,,,6.08,1026.0,,1.416,11.18,0.039,,,,0.0,414.0,,0.365,,0,0.81,,91.1,0,15.296,323,0.974,1.825,968.0,0.0,,1.267,0.0,,1.267,59.57,,,,,,,,,2.147,,,0.0,1.378,275.0,1.532,0.739,,,,,,,,,,,,
148,"""20076""","Wheat, durum",192.0,1.0 cup,0.872,1.878,,,,,,,,,,,0.582,,,,,,,,,,,,,,,,,,,,,0,,,,,,12.937,1.062,,0.042,0.092,,,,,,,,0.703,,,2723,,0.006,,,,,,,,,,,,,0.232,,0.00,0.66,,0,,,,3.42,,,3.42,,,,,,,,,1.786,828.0,,2.801,4.74,0.017,,,,0.0,651.0,,0.338,,0,0.685,,171.6,0,5.783,83,1.023,0.810,975.0,,,,,,,136.57,,,,,,,,,0.927,,,0.0,1.140,276.0,0.643,0.618,,,,,,,,,,,,
149,"""20071""","Wheat, hard red spring",192.0,1.0 cup,0.603,1.469,,0.79,0.968,1.993,0.000,,83.0,,,,0.776,,,,,,,,,,,,23.4,,422,,,,,,,,,0,,,,10.963,0.787,,0.027,0.069,,,,,,,,0.831,,,2644,,0.008,,,,,,,,,,,,,0.211,,0.00,0.582,3.6,0,0.000,0.645,,3.63,,0.000,3.63,,0.000,,,,,,,1.396,653.0,,3.226,3.69,0.127,,,,17.0,632.0,,0.374,,0,0.847,,135.7,0,7.786,83,1.039,0.543,637.0,0.0,59.9,1.273,0.0,59.9,1.273,130.62,,,0.0,,,,,,1.348,,0.000,0.0,1.304,238.0,0.453,0.634,,,,,0.0,,,,,,,
150,"""20072""","Wheat, hard red winter",192.0,1.0 cup,0.516,1.204,,0.79,0.735,1.640,0.000,,73.0,,,,0.643,,,,,,,,,,,,23.4,,422,,,,,,,,,0,,,,10.491,0.833,,0.025,0.052,,,,,,,,0.701,,,2627,,0.002,,,,,,,,,,,,,0.221,,0.00,0.384,3.6,0,0.000,0.576,,3.01,,0.000,3.01,,0.000,,,,,,,1.152,697.0,,2.475,2.96,0.015,,,,17.0,628.0,,0.307,,0,0.743,,135.7,0,7.651,73,0.879,0.449,553.0,0.0,59.9,1.125,0.0,59.9,1.125,136.67,,,0.0,,,,,,1.142,,0.000,0.0,1.068,242.0,0.369,0.547,,,,,0.0,,,,,,,
151,"""20074""","Wheat, hard white",192.0,1.0 cup,0.532,1.440,,0.79,0.743,,0.000,,73.0,,,,,,,,,,,,,,,,23.4,,422,,,,,,,,,0,,,,8.412,0.697,,0.031,0.067,,,,,,,,,,,2748,,0.000,,,,,,,,,,,,,0.207,,0.00,0.39,3.6,0,0.000,0.707,,2.92,,0.000,2.92,,0.000,,,,,,,1.373,829.0,,,,,,,,17.0,657.0,,,,,,,,0,7.336,73,,,,0.0,,,0.0,,,145.73,,,0.0,,,,,,,,,0.0,,179.0,0.390,,,,,,0.0,,,,,,,
152,"""20139""","Wheat, KAMUT khorasan, cooked",172.0,1.0 cup,0.132,0.418,,5.28,0.163,0.743,,,,,,,0.277,,,,,,,,,,,,7.4,,,,,,,,,0,,,,,,3.965,0.356,,,,,,,,,,,0.296,,,949,,,,,,,,,,,,,,,0.052,,0.00,0.144,,,,,,1.15,,,1.15,,,,,,,,,,,,1.065,1.43,,,,,7.0,227.0,,0.088,,0,0.236,,54.9,0,1.772,19,0.378,,253.0,,,,,,,47.47,,,,,,,,,0.464,,,,,,,,,,,,,,,,,,,
153,"""20138""","Wheat, KAMUT khorasan, uncooked",186.0,1.0 cup,0.365,1.155,0.20,14.58,1.053,2.068,,,,0.089,1.13,1.436,0.774,,,0.0,,0.020,0.0,9.001,1.492,,,0.0,20.6,,560,0.0,0.58,1.010,,,,,,,,,,11.857,0.941,0.000,0.022,0.089,1.15,0.0,,,0.0,,,0.822,0.000,12.20,2621,,0.000,,,,,,,2.01,1.077,41.0,,,,0.342,,,0.396,3.3,2,0.000,0.482,,3.11,0.02,,3.11,0.02,,,,,0.00,,,1.066,750.0,210.2,2.965,3.96,0.004,,,,19.0,627.0,,0.242,97.48,0,0.655,0.004,151.6,,,,1.053,0.339,677.0,,,,,,,131.28,,,4.0,,,,,,1.295,,0.000,,,,0.374,0.705,0.0,,,,,,,0.04,0.467,0.000,0.0,
154,"""20073""","Wheat, soft red winter",168.0,1.0 cup,0.486,1.102,,0.69,0.662,1.282,,,,,,,0.529,,,,,,,,,,,,21.0,,,,,,,,,0,,,,,,8.064,0.756,,0.024,0.047,,,,,,,,0.575,,,2327,,0.003,,,,,,,,,,,,,0.161,,0.00,0.299,,0,,,,2.82,,,2.82,,,,,,,,,1.055,667.0,,1.959,2.62,0.013,,,,0.0,556.0,,,,,0.549,,,0,7.377,69,0.665,0.455,828.0,0.0,,0.907,0.0,,0.907,124.72,,,,,,,,,0.877,,,0.0,0.837,212.0,0.286,0.430,,,,,,,,,,,,
155,"""20075""","Wheat, soft white",168.0,1.0 cup,0.618,1.406,,0.69,,,0.000,,69.0,,,,,,,,,,,,,,,,21.3,,370,,,,,,,,,0,,,,8.007,0.716,,0.030,0.060,,,,,,,,,,,2391,,0.005,,,,,,,,,,,,,0.180,,0.00,0.381,3.2,0,0.000,0.635,,2.59,,0.000,2.59,,0.000,,,,,,,1.344,731.0,,,,,,,,15.0,571.0,,,,,,,,0,5.722,69,,,,0.0,,,0.0,,,126.6,,,0.0,,,,,,,,,0.0,,151.0,0.365,,,,,,0.0,,,,,,,
156,"""20087""","Wheat, sprouted",108.0,1.0 cup,0.222,0.602,,,,,0.000,,41.0,,,,0.265,,,,,,,,,,,,1.2,,,,,,,,,0,,,,,,3.334,0.282,,0.013,0.028,,,,,,,,0.274,,,894,,0.000,,,,,,,,,,,,,0.167,,0.00,0.163,,0,0.000,0.286,,1.04,,0.000,1.04,,0.000,,,,,,,0.573,183.0,,0.728,1.37,0.000,,,,0.0,214.0,,0.124,,0,0.297,,45.9,0,2.007,41,0.31,0.210,216.0,,,,,,,45.93,,,,,,,,,0.459,,0.000,0.0,0.390,89.0,0.163,0.212,,,,,,,,,,,,
157,"""20089""","Wild rice, cooked",164.0,1.0 cup,0.08,0.349,0.33,1.2,0.085,0.453,0.000,,43.0,,,,0.279,,,,,,,,,,,,3.0,,105,,,,,,,,,0,,,,2.111,0.198,,0.005,0.156,0.33,,,,,,,0.208,,,694,,0.000,,,,,,,,,,,,,0.143,,0.00,0.082,0.8,0,0.000,0.221,,0.66,,0.000,0.66,,0.000,,,,,,,0.195,166.0,,0.23,0.56,0.000,,,,5.0,166.0,,0.08,,0,0.277,,1.3,0,0.462,43,0.274,0.075,134.0,0.0,16.7,0.346,0.0,16.7,0.346,35.0,,,0.0,,,,,,0.505,,0.000,0.0,0.380,52.0,0.082,0.171,,,,,0.0,,,,,,,
158,"""20088""","Wild rice, raw",160.0,1.0 cup,0.25,1.082,,4.0,0.184,1.629,0.000,,152.0,,,,1.006,,,,,,,,,,,,9.9,,352,,,,,,,,,0,,,,10.773,0.838,,0.018,0.480,,,,,,,,0.75,,,2390,,0.000,,,,,,,,,,,,,0.419,,0.00,0.254,3.0,2,0.000,0.626,,2.45,,0.000,2.45,,0.000,,,,,,,0.603,683.0,,0.83,1.73,0.000,,,,30.0,571.0,,0.286,,0,0.995,,4.5,0,2.126,152,0.989,0.232,693.0,0.0,56.0,1.245,0.0,56.0,1.245,119.84,,,0.0,,,,,,1.818,,0.000,0.0,1.373,283.0,0.254,0.614,,,,,0.0,,,,,,,
159,"""20656""","Pasta, gluten-free, rice flour and rice bran extract, cooked, DE BOLES",121.0,1.0 cup spaghetti,,,,0.0,,,,,,,,,,,,,,,,,,,,,2.3,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,1012,,,,,,,,,,,,,,,,,,,,,,,,0.65,,,0.65,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0,2.347,,,,,,,,,,,49.31,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,
160,"""20652""","Pasta, whole grain, 51% whole wheat, remaining enriched semolina, cooked (Includes foods for USDA's Food Distribution Program)",116.0,1.0 cup spaghetti not packed,,,,0.75,0.229,,,,,,,,,,,,,,,,,,,,5.2,,,0.0,,,,,,,,,,,,3.082,0.209,,,,,,,,,,,,,,756,,,,,,,,,,,,,,,0.154,,,,,,,,,0.57,,,0.57,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,21,1.144,44,,,,,,,,,,35.81,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
161,"""20143""","Teff, cooked",252.0,1.0 cup,,,,,,,,,,,,,0.275,,,,,,,,,,,,7.1,,,,,,,,,0,,,,,,2.291,0.57,,,,,,,,,,,0.375,,,1063,,,,,,,,,,,,,,,0.083,,0.00,,,,,,,1.74,,,1.74,,,,,,,,,,,,0.486,1.64,,,,,5.0,255.0,,0.103,,0,0.335,,,0,7.207,45,0.368,,302.0,,,,,,,50.05,,,,,,,,,0.381,,,,,,,,,,,,,,,,,,,
162,"""20002""","Amaranth grain, cooked",246.0,1.0 cup,,,,,,,,,,,,,,,,0.0,,,,,,,,,5.2,,,,,,,,,,,,,,,0.578,0.367,,,,,,,,,,,,,,1055,,,,,,,,,0.12,,116.0,,,,0.054,,,,,,,,,1.89,0.59,,1.89,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.98,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,
163,"""20141""","Spelt, cooked",194.0,1.0 cup,,,,,,,,,,,,,,,,0.0,,,,,,,,,7.6,,,,,,,,,0,,,,,,4.986,0.417,,,,,,,,,,,,,,1028,,,,,,,,,1.07,,19.0,,,,0.058,,0.00,,,,,,,1.26,0.00,,1.26,0.00,,,,,,,,,,,,,,,,,8.0,246.0,,,,,,,,0,2.117,25,,,,,,,,,,51.29,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
164,"""20315""","Corn flour, whole-grain, blue (harina de maiz morado)",6.9,1.0 tbsp,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,0.179,0.011,,,,,,,,,,,,,,105,,,,,,,,,,,,,,,0.016,,,,,,,,,0.1,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,"""20058""","Rice, white, steamed, Chinese restaurant",132.0,"1.0 cup, loosely packed",,,,,,,,,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,,0.747,0.063,,,,,,,,,,,,,,833,,,,,,,,,,,,,,,0.020,,,,,,,,,0.18,,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.591,7,,,,,,,,,,44.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,
