,NDB_NO,Description,Weight(g),Measure,"Fatty acids, total saturated (g)","Fatty acids, total polyunsaturated (g)",Fructose (g),"Sugars, total (g)",Thiamin (mg),Leucine (g),6:0 (g),22:4 (g),"Folate, food (µg)","18:3 n-3 c,c,c (ALA) (g)",Vitamin E (alpha-tocopherol) (mg),Phenylalanine (g),Lysine (g),22:1 c (g),"Fluoride, F (µg)","Tocotrienol, beta (mg)",18:1 t (g),20:1 (g),15:1 (g),Glutamic acid (g),Aspartic acid (g),17:1 (g),21:5 (g),"20:2 n-6 c,c (g)","Fiber, total dietary (g)",20:3 n-3 (g),Lutein + zeaxanthin (µg),Menaquinone-4 (µg),"Tocotrienol, alpha (mg)",Alanine (g),13:0 (g),Beta-sitosterol (mg),18:4 (g),Retinol (µg),18:1-11 t (18:1t n-7) (g),Caffeine (mg),Hydroxyproline (g),Protein (g),Lycopene (µg),Niacin (mg),"Copper, Cu (mg)",17:0 (g),18:0 (g),18:3 undifferentiated (g),Glucose (dextrose) (g),14:1 (g)_x,"Folate, DFE (µg)_x",20:3 undifferentiated (g)_x,14:1 (g)_y,"Folate, DFE (µg)_y",20:3 undifferentiated (g)_y,Threonine (g),"18:3 n-6 c,c,c (g)",Maltose (g),Energy (kJ),"Fatty acids, total trans-monoenoic (g)",14:0 (g),Phytosterols (mg),"Iron, Fe (mg)",Cystine (g),"Fatty acids, total trans-polyenoic (g)",Water (g),"Cryptoxanthin, beta (µg)","Tocopherol, gamma (mg)",Glycine (g),"Calcium, Ca (mg)",16:1 t (g),"Carotene, beta (µg)",15:0 (g),Riboflavin (mg),20:5 n-3 (EPA) (g),Vitamin B-12 (µg),"Fatty acids, total monounsaturated (g)",Vitamin K (phylloquinone) (µg),"Vitamin A, RAE (µg)",12:0 (g),Vitamin B-6 (mg),22:0 (g),Ash (g)_x,"Tocopherol, delta (mg)_x",22:1 undifferentiated (g)_x,Ash (g)_y,"Tocopherol, delta (mg)_y",22:1 undifferentiated (g)_y,16:1 c (g),"Sodium, Na (mg)",4:0 (g),Galactose (g),22:5 n-3 (DPA) (g),"Alcohol, ethyl (g)",18:2 undifferentiated (g),"Potassium, K (mg)",Betaine (mg),Proline (g),Total lipid (fat) (g),16:1 undifferentiated (g),18:2 t not further defined (g),18:2 i (g),Sucrose (g),"Vitamin A, IU (IU)",Energy (kcal),24:1 c (g),Tryptophan (g),Starch (g),Cholesterol (mg),Tyrosine (g),20:0 (g),"Selenium, Se (µg)",Folic acid (µg),"Manganese, Mn (mg)","Folate, total (µg)",Isoleucine (g),16:0 (g),"Phosphorus, P (mg)","Vitamin B-12, added (µg)_x","Choline, total (mg)_x",Serine (g)_x,"Vitamin B-12, added (µg)_y","Choline, total (mg)_y",Serine (g)_y,"Carbohydrate, by difference (g)",22:1 t (g),"18:2 t,t (g)","Carotene, alpha (µg)",Vitamin D (IU),18:1 c (g),"18:2 n-6 c,c (g)",Stigmasterol (mg),Pantothenic acid (mg),Arginine (g),Vitamin D2 (ergocalciferol) (µg),10:0 (g),Vitamin D (D2 + D3) (µg),Valine (g),"Magnesium, Mg (mg)",18:1 undifferentiated (g),Histidine (g),Dihydrophylloquinone (µg),20:3 n-6 (g),20:4 undifferentiated (g),"Fatty acids, total trans (g)",Theobromine (mg),"Tocotrienol, delta (mg)","Vitamin C, total ascorbic acid (mg)","Tocotrienol, gamma (mg)",Methionine (g),8:0 (g),Lactose (g),18:2 CLAs (g)
64,"""20421""","Pasta, cooked, unenriched, without added salt",124.0,1.0 cup spaghetti not packed,0.218,0.404,0.04,0.69,0.025,0.546,0.000,,9.0,0.03,0.07,0.368,0.165,,,0.0,,,0.0,2.537,0.345,,,0.0,2.2,,9,,,,,,0.0,,,0,,7.19,0,0.496,0.124,0.000,0.017,0.030,0.05,0.0,9,,0.0,9,,0.255,0.000,0.50,818,0.000,0.007,,,,,,,0.62,0.243,9.0,,,,0.025,,0.00,0.162,,0,0.007,0.061,0.000,0.33,0.00,,0.33,0.00,,,,,,,0.0,0.366,55.0,84.3,0.866,1.15,0.000,,,,0.0,196.0,,0.103,32.25,0,0.134,0.000,32.7,0,0.399,9,0.283,0.185,72.0,0.0,7.9,0.341,0.0,7.9,0.341,38.27,,,0.0,,0.162,,,,0.262,,0.000,0.0,0.325,22.0,0.162,0.164,0.6,,,,0.0,,,0.0,0.081,,0.0,
65,"""20120""","Pasta, dry, enriched",91.0,1.0 cup spaghetti,0.252,0.513,0.10,2.43,0.811,0.899,0.000,,16.0,0.022,0.10,0.608,0.271,,16.4,0.01,,0.000,0.0,4.182,0.568,,,0.0,2.9,,16,,,,,,0.0,,,0,,11.87,0,6.531,0.263,0.000,0.023,0.022,0.11,0.0,356,,0.0,356,,0.42,0.000,1.78,1413,,0.000,,,,,,,0.8,0.401,19.0,,,,0.364,,0.00,0.156,0.1,0,0.000,0.129,,0.8,0.00,,0.8,0.00,,,,,,,0.0,0.491,203.0,129.6,1.428,1.37,0.000,,,,0.0,338.0,,0.168,56.83,0,0.221,0.000,57.5,199,0.834,216,0.465,0.228,172.0,0.0,13.7,0.561,0.0,13.7,0.561,67.95,,,0.0,,0.156,,,,0.431,,0.000,0.0,0.535,48.0,0.156,0.271,0.0,,,,0.0,,,0.0,0.134,,0.0,
66,"""20420""","Pasta, dry, unenriched",91.0,1.0 cup spaghetti,0.252,0.513,0.10,2.43,0.082,0.899,0.000,,16.0,0.022,0.10,0.608,0.271,,,0.01,,0.000,0.0,4.182,0.568,,,0.0,2.9,,,,,,,,0.0,0,,,0.000,11.87,,1.547,0.263,0.000,0.023,0.022,0.11,0.0,16,,0.0,16,,0.42,0.000,1.78,1413,,0.000,,,,,,,0.8,0.401,19.0,,,,0.055,,0.00,0.156,0.1,0,0.000,0.129,,0.8,0.00,,0.8,0.00,,,,,,,0.0,0.491,203.0,,1.428,1.37,0.000,,,,0.0,338.0,,0.168,56.83,0,0.221,0.000,57.5,0,0.834,16,0.465,0.228,172.0,,,,,,,67.95,,,,,,,,,0.431,,0.000,0.0,0.535,48.0,0.156,0.271,0.0,,,,,,,0.0,0.134,,0.0,
67,"""20093""","Pasta, fresh-refrigerated, plain, as purchased",128.0,4.0 oz,0.42,1.206,,,,,,,,,,,0.274,,,,,,,,,,,,,,,,,,,,,18,,,,,,4.288,0.292,,0.047,0.105,,,,,,,,0.378,,,1542,,0.006,,,,,,,,,,,,,0.562,,0.40,0.347,,18,,,,0.84,,,0.84,,,,,,,,,1.101,229.0,,1.571,2.94,,,,,60.0,369.0,,0.183,,93,0.375,,,197,0.700,225,0.552,0.367,209.0,,,,,,,70.05,,,,,,,,,0.526,,,,,,0.347,0.289,,,,,,,,,,,,
68,"""20094""","Pasta, fresh-refrigerated, plain, cooked",128.0,2.0 oz,0.192,0.549,,,,,,,,,,,0.124,,,,,,,,,,,,,,,,,,,,,8,,,,,,1.27,0.119,,0.022,0.047,,,,,,,,0.172,,,701,,0.003,,,,,,,,,,,,,0.192,,0.18,0.159,,8,,,,0.38,,,0.38,,,,,,,,,0.502,31.0,,0.716,1.34,,,,,26.0,168.0,,0.083,,42,0.172,,,73,0.287,82,0.252,0.168,81.0,,,,,,,31.91,,,,,,,,,0.239,,,,,,0.159,0.132,,,,,,,,,,,,
69,"""20095""","Pasta, fresh-refrigerated, spinach, as purchased",128.0,4.0 oz,0.618,0.598,,,,,,,,,,,0.43,,,,,,,,,,,,,,,,,,,,,19,,,,,,4.429,0.252,,0.111,0.082,,,,,,,,0.451,,,1548,,0.009,,,,,,,,,,,,,0.509,,0.40,0.844,,32,,,,1.05,,,1.05,,,,,,,,,0.516,348.0,,1.352,2.69,0.081,,,,308.0,370.0,,0.192,,93,0.425,,,155,1.000,227,0.625,0.497,189.0,,,,,,,71.32,,,,,,,,,0.614,,,,,,0.762,0.303,,,,,,,,,,,,
70,"""20096""","Pasta, fresh-refrigerated, spinach, cooked",57.0,2.0 oz,0.124,0.120,,,,,,,,,,,0.086,,,,,,,,,,,,,,,,,,,,,3,,,,,,0.576,0.046,,0.022,0.017,,,,,,,,0.09,,,310,,0.002,,,,,,,,,,,,,0.076,,0.08,0.169,,6,,,,0.21,,,0.21,,,,,,,,,0.103,21.0,,0.27,0.54,0.016,,,,59.0,74.0,,0.038,,19,0.085,,,26,0.180,36,0.125,0.099,32.0,,,,,,,14.27,,,,,,,,,0.123,,,,,,0.152,0.061,,,,,,,,,,,,
71,"""20654""","Pasta, gluten-free, brown rice flour, cooked, TINKYADA",169.0,1.0 cup spaghetti not packed,0.343,0.754,0.00,0.0,0.161,0.446,0.000,,7.0,0.024,0.00,0.294,0.352,0.000,,0.0,0.002,0.012,0.208,0.808,0.488,,,0.0,2.9,,0,,,,,,,,,0,,5.85,0,2.476,0.117,0.002,0.051,0.024,0.00,0.0,7,,0.0,7,,0.184,,0.00,975,0.002,0.022,,,,0.002,105.29,0,0.0,0.260,8.0,,0,0.005,0.139,0.007,0.00,1.007,0.5,0,0.000,0.127,0.007,0.64,0.00,,0.64,0.00,,0.003,7.0,0.0,,,0.0,0.723,42.0,,0.262,2.82,0.003,0.002,,0.00,0.0,233.0,,0.068,52.32,0,0.252,0.014,18.8,0,2.074,7,0.193,0.230,147.0,0.0,4.6,0.294,0.0,4.6,0.294,54.42,0.000,,0.0,,0.782,0.722,,0.439,0.521,,0.002,0.0,0.226,61.0,0.782,0.142,,,0.000,0.003,0.0,,,0.0,0.134,,0.0,
72,"""20657""","Pasta, gluten-free, corn and rice flour, cooked",141.0,1.0 cup spaghetti,0.211,0.464,0.00,0.0,0.071,0.637,0.000,,6.0,0.018,0.00,0.247,0.231,0.000,,0.0,0.003,0.004,0.141,0.767,0.247,,,0.0,2.0,0.000,760,,,,,,,,,0,,4.51,0,0.338,0.028,0.003,0.041,0.018,0.00,0.0,6,,0.0,6,,0.145,,0.00,1055,0.003,0.007,,,,0.003,81.31,0,0.0,0.145,3.0,0.000,45,0.004,0.111,0.003,0.00,0.365,0.0,6,0.000,0.052,0.003,0.1,0.00,,0.1,0.00,,0.001,6.0,0.0,,,0.0,0.444,34.0,,0.492,1.41,0.001,0.003,,0.00,100.0,252.0,0.000,0.028,50.97,0,0.203,0.004,3.1,0,0.133,6,0.145,0.149,47.0,0.0,2.4,0.231,0.0,2.4,0.231,53.65,0.000,,30.0,0,0.216,0.443,,0.197,0.217,,0.000,0.0,0.145,16.0,0.219,0.130,,,0.000,0.006,0.0,,,0.0,0.102,,0.0,
73,"""20655""","Pasta, gluten-free, corn flour and quinoa flour, cooked, ANCIENT HARVEST",166.0,1.0 cup spaghetti packed,0.252,1.572,0.00,0.5,0.199,0.589,0.000,,13.0,0.053,0.38,0.246,0.262,0.003,,,,,0.282,0.770,0.310,0.002,,0.0,5.5,0.000,217,,,,,,,,,0,,5.36,0,0.747,0.106,0.003,0.060,0.053,0.00,0.0,13,,0.0,13,,0.164,,0.00,1059,0.007,0.008,,,,0.005,104.91,10,,,,0.000,5,0.005,0.154,0.005,0.00,1.101,0.0,2,0.002,0.083,0.007,0.65,,0.003,0.65,,0.003,0.005,7.0,0.0,,,0.0,1.514,105.0,,0.475,3.44,0.005,0.005,,0.50,18.0,252.0,0.000,0.033,46.36,0,0.196,0.012,3.7,0,0.342,13,0.148,0.146,151.0,0.0,9.6,0.246,0.0,9.6,0.246,51.64,0.000,,0.0,,0.787,1.509,,0.349,0.295,,0.003,0.0,0.179,68.0,0.792,0.148,,0.000,0.002,0.01,0.0,,,,,,0.0,
74,"""20092""","Pasta, gluten-free, corn, cooked",140.0,1.0 cup,0.143,0.455,,,,,0.000,,8.0,,,,0.104,,,,,,,,,,,,6.7,,,,,,,,,0,,,,,,0.778,0.09,,0.015,0.014,,,,,,,,0.139,,,738,,0.000,,,,,,,,,,,,,0.032,,0.00,0.267,,4,0.000,0.081,,0.59,,0.000,0.59,,0.000,,,,,,,0.442,43.0,,0.321,1.02,0.001,,,,80.0,176.0,,0.027,,0,0.15,,3.9,0,0.214,8,0.132,0.122,106.0,,,,,,,39.07,,,,,,,,,0.183,,0.000,,,,0.267,0.112,,,,,,,,,,,,
75,"""20091""","Pasta, gluten-free, corn, dry",105.0,1.0 cup,0.304,0.970,,,,,0.000,,26.0,,,,0.221,,,,,,,,,,,,11.6,,,,,,,,,0,,,,,,2.551,0.212,,0.035,0.029,,,,,,,,0.294,,,1569,,0.000,,,,,,,,,,,,,0.091,,0.00,0.57,,9,0.000,0.216,,1.26,,0.000,1.26,,0.000,,,,,,,0.941,309.0,,0.684,2.18,0.001,,,,178.0,375.0,,0.056,,0,0.318,,8.3,0,0.507,26,0.28,0.259,266.0,,,,,,,83.22,,,,,,,,,0.391,,0.000,,,,0.568,0.239,,,,,,,,,,,,
76,"""20097""","Pasta, homemade, made with egg, cooked",57.0,2.0 oz,0.233,0.297,,,,,,,,,,,0.094,,,,,,,,,,,,,,,,,,,,,10,,,,,,0.716,0.032,,0.055,0.026,,,,,,,,0.095,,,310,,0.002,1.0,0.66,0.082,,,,,,,,,,0.099,0.000,0.06,0.29,,10,0.000,0.021,,0.42,,0.000,0.42,,0.000,,,,,,,0.262,12.0,,0.283,0.99,0.017,,,,33.0,74.0,,0.038,,23,0.089,,,14,0.104,25,0.127,0.172,30.0,,,,,,,13.42,,,,,,,,,0.127,,0.000,,,,0.270,0.063,,,,,,,,,,,,
77,"""20098""","Pasta, homemade, made without egg, cooked",57.0,2.0 oz,0.08,0.290,,,,,,,,,,,0.048,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.766,0.034,,0.017,0.031,,,,,,,,0.066,,,296,,0.001,1.0,0.64,0.07,,,,,,,,,,0.084,,0.00,0.107,,0,,,,0.38,,,0.38,,,,,,,,,0.258,11.0,,0.274,0.56,0.001,,,,0.0,71.0,,0.032,,0,0.066,,,15,0.110,25,0.096,0.062,23.0,,,,,,,14.32,,,,,,,,,0.092,,,,,,0.105,0.051,,,,,,,,,,,,
78,"""20653""","Pasta, whole grain, 51% whole wheat, remaining enriched semolina, dry (Includes foods for USDA's Food Distribution Program)",91.0,1.0 cup spaghetti,0.295,0.770,0.18,2.0,0.501,,0.000,,54.0,0.048,,,,,,,,,0.0,,,0.001,,0.002,10.3,0.000,,0.0,,,,,,,,,,,,7.853,0.355,0.002,0.024,0.048,0.18,0.0,139,,0.0,139,,,,,1373,0.000,0.003,,,,0.002,8.4,,,,,0.000,,0.003,0.285,0.000,,0.219,0.8,,0.000,0.218,0.004,1.57,,0.001,1.57,,0.001,0.003,11.0,0.0,0.00,,,0.72,289.0,,,,,0.002,,0.36,,,,,,,,,,50,1.920,104,,,,,,,,,,66.7,0.000,,,,,0.719,,0.637,,,,,,,0.207,,0.0,,0.000,0.002,,,,,,,0.0,
79,"""20136""","Pasta, whole grain, 51% whole wheat, remaining unenriched semolina, cooked",116.0,1.0 cup spaghetti not packed,0.277,0.677,0.08,0.99,0.182,,0.000,,23.0,0.045,0.12,,,,,0.7,0.000,0.007,0.0,,,,,0.0,5.3,0.000,,,,,,,,,,,,,,3.349,0.231,0.001,0.023,0.045,0.08,0.0,23,,0.0,23,,,,,771,0.000,0.005,,,,0.000,70.44,,0.07,,14.0,0.000,,0.003,0.119,0.000,,0.198,,,0.000,0.113,0.002,0.52,0.00,,0.52,0.00,,0.002,7.0,0.0,0.00,,,0.632,89.0,,,,,0.0,,0.23,,,,,,,,,,0,1.197,23,,,,,,,,,,36.55,0.000,,,,,0.632,,0.267,,,,,,,0.190,,,,,0.0,,,,0.0,,,0.0,
80,"""20135""","Pasta, whole grain, 51% whole wheat, remaining unenriched semolina, dry",91.0,1.0 cup spaghetti,0.319,0.844,0.18,2.37,0.338,,0.000,,54.0,0.056,0.15,,,,,1.29,0.000,0.010,0.0,,,0.001,,0.002,9.2,0.000,,0.0,0.14,,,,,,,,,,,7.233,0.388,0.001,0.024,0.056,0.18,0.0,54,,0.0,54,,,,,1379,0.000,0.004,,,,0.002,8.05,,0.58,,25.0,0.000,,0.003,0.176,0.000,,0.256,0.8,,0.000,0.255,0.004,1.7,0.00,0.001,1.7,0.00,0.001,0.003,10.0,0.0,0.00,,,0.787,333.0,,,,,0.002,,0.55,,,,,,,,,,0,2.040,54,,,,,,,,,,66.52,0.000,,,,,0.785,,0.728,,,,,,,0.241,,0.0,,0.000,0.002,,,,0.0,,,0.0,
81,"""20125""","Pasta, whole-wheat, cooked (Includes foods for USDA's Food Distribution Program)",117.0,1.0 cup spaghetti not packed,0.284,0.672,0.08,0.88,0.183,0.479,0.000,,25.0,0.042,0.27,0.349,0.156,0.000,,1.36,0.000,0.007,0.0,2.427,0.316,,,0.0,4.6,0.000,110,0.0,0.21,0.218,,,,,,0,,,,3.657,0.263,0.001,0.025,0.042,0.08,0.0,25,,0.0,25,,0.188,0.000,0.47,731,0.000,0.005,,,,,72.31,0,0.11,0.254,15.0,0.000,2,0.004,0.116,,0.00,0.206,0.7,0,0.000,0.109,0.004,0.51,0.00,,0.51,0.00,,0.002,5.0,0.0,,,0.0,0.629,112.0,,0.746,2.0,0.002,0.0,,0.23,5.0,174.0,0.000,0.09,29.85,0,0.183,0.002,42.5,0,1.546,25,0.271,0.242,149.0,0.0,7.6,0.342,0.0,7.6,0.342,35.18,0.000,,0.0,,0.197,0.629,,0.314,0.247,,0.000,0.0,0.303,63.0,0.197,0.164,0.0,,,0.0,0.0,,,0.0,0.113,,0.0,
82,"""20124""","Pasta, whole-wheat, dry (Includes foods for USDA's Food Distribution Program)",91.0,1.0 cup spaghetti,0.389,1.034,0.27,2.49,0.370,,0.000,,63.0,0.064,0.42,,,,,2.54,0.000,0.012,0.0,,,0.001,,0.002,8.4,0.000,,0.0,0.36,,,,,0,,,,,,7.909,0.452,0.002,0.029,0.064,0.22,0.0,63,,0.0,63,,,,,1339,0.000,0.005,,,,0.002,7.47,,0.79,,26.0,0.000,,0.004,0.198,,0.00,0.329,1.3,,0.000,0.258,0.004,1.47,0.00,0.002,1.47,0.00,0.002,0.003,5.0,0.0,0.00,,,0.967,395.0,,,,,0.002,,0.62,,,,,,,,,,0,2.715,63,,,,,,,,,,66.77,0.000,,,,,0.966,,0.792,,,,0.0,,116.0,0.309,,0.0,0.000,0.001,0.002,,,,0.0,,,0.0,
83,"""20137""","Quinoa, cooked",185.0,1.0 cup,0.427,1.994,,1.61,0.198,0.483,0.000,,78.0,,,,0.442,,,0.0,,0.057,,,,,,,5.2,,98,,,,,,,,,0,,,,0.762,0.355,,0.022,0.157,,,,,,,,0.242,,,931,,0.000,,,,,,,2.2,0.400,31.0,,,,0.204,,0.00,0.977,,0,0.000,0.228,,1.41,0.20,0.050,1.41,0.20,0.050,,,,,,,1.802,318.0,,0.444,3.55,0.000,,,,9.0,222.0,,0.096,32.62,0,0.154,,5.2,0,1.167,78,0.29,0.363,281.0,0.0,42.5,0.326,0.0,42.5,0.326,39.41,,,0.0,,,,,,0.629,,0.000,0.0,0.342,118.0,0.860,0.235,,,,,0.0,,,0.0,0.178,,,
84,"""20035""","Quinoa, uncooked",170.0,1.0 cup,1.2,5.596,,,,,,,,,,,1.302,,,0.0,,0.158,0.0,3.171,1.928,,,0.0,11.9,,277,1.9,0.00,1.000,,,,0,,,,,,2.584,1.003,0.000,0.063,0.442,,0.0,313,,0.0,313,,0.716,,,2616,,0.000,,,,,,,7.74,1.180,80.0,,,,0.541,,0.00,2.742,0.0,2,0.000,0.828,0.051,4.05,0.59,0.141,4.05,0.59,0.141,,,,,,,5.061,957.0,1071.7,1.314,10.32,0.000,,,,24.0,626.0,0.029,0.284,88.77,0,0.454,0.051,14.4,0,3.456,313,0.857,1.020,777.0,,,,,,,109.07,,,0.0,,,,,,1.855,,0.000,0.0,1.010,335.0,2.414,0.692,0.0,,,,,,,0.0,0.525,,,
85,"""20060""","Rice bran, crude",118.0,1.0 cup,4.922,8.802,0.24,1.06,3.249,1.206,0.000,,74.0,,,,0.767,,,,,,,,,,,,24.8,,260,,,,,,,,,0,,,,40.114,0.859,,0.440,0.373,0.24,,,,,,,0.655,,,1560,,0.092,,,,,,,,,,,,,0.335,,0.00,8.908,2.2,0,0.022,4.803,,11.78,,0.000,11.78,,0.000,,,,,,,8.429,1752.0,,0.788,24.6,0.088,,,,0.0,373.0,,0.127,,0,0.485,,18.4,0,16.768,74,0.67,4.197,1979.0,0.0,38.0,0.781,0.0,38.0,0.781,58.63,,,0.0,,,,,,1.248,,0.000,0.0,1.040,922.0,8.820,0.419,,,,,0.0,,,,,,,
86,"""20090""","Rice flour, brown",158.0,1.0 cup,0.88,1.574,,1.04,0.700,0.945,,,,,,,0.436,,,,,,,,,,,,7.3,,,,,,,,,0,,,,,,10.017,0.363,,0.079,0.066,,,,,,,,0.419,,,2400,,0.016,,,,,,,,,,,,,0.126,,0.00,1.593,,,0.005,1.163,,2.43,,,2.43,,,,,,,,,1.507,457.0,,0.536,4.39,0.016,,,,0.0,574.0,,0.145,,0,0.428,,,0,6.341,25,0.483,0.750,532.0,0.0,,0.591,0.0,,0.591,120.84,,,,,,,,,0.866,,,0.0,0.670,177.0,1.577,0.291,,,,,,,,,,,,
87,"""20061""","Rice flour, white, unenriched",158.0,1.0 cup,0.61,0.599,,0.19,0.218,0.771,0.000,,6.0,,,,0.327,,,,,,,,,,,,3.8,,0,,,,,,,,,0,,,,4.092,0.205,,0.041,0.106,,,,,,,,0.332,,,2419,,0.013,,,,,,,,,,,,,0.033,,0.00,0.698,,0,0.000,0.689,,0.96,,0.000,0.96,,0.000,,,,,,,0.495,120.0,,0.439,2.24,0.008,,,,0.0,578.0,,0.114,,0,0.496,,23.9,0,1.896,6,0.386,0.545,155.0,0.0,9.2,0.490,0.0,9.2,0.490,126.61,,,0.0,,,,,,0.815,,0.000,0.0,0.550,55.0,0.689,0.235,,,,,0.0,,,,,,,
88,"""20134""","Rice noodles, cooked",176.0,1.0 cup,0.04,,,0.05,0.032,0.259,0.000,,2.0,,,,0.109,,,,,,,,,,,,1.8,,0,,,,,,,,,0,,,,0.127,0.067,,0.004,0.007,,,,,,,,0.111,,,799,,0.000,,,,,,,,,,,,,0.007,,0.00,0.046,,0,0.000,0.011,,0.32,,0.000,0.32,,0.000,,,,,,,0.033,7.0,,0.146,0.35,0.000,,,,0.0,190.0,,0.039,,0,0.165,,7.9,0,0.201,2,0.128,0.037,35.0,0.0,2.8,0.164,0.0,2.8,0.164,42.26,,,0.0,,,,,,0.273,,0.000,0.0,0.183,5.0,0.046,0.079,,,,,0.0,,,,,,,
89,"""20133""","Rice noodles, dry",57.0,2.0 oz,0.087,0.085,,0.07,0.018,0.278,0.000,,2.0,,,,0.118,,,,,,,,,,,,0.9,,0,,,,,,,,,0,,,,0.126,0.044,,0.006,0.015,,,,,,,,0.12,,,868,,0.002,,,,,,,,,,,,,0.010,,0.00,0.1,,0,0.000,0.009,,0.48,,0.000,0.48,,0.000,,,,,,,0.071,17.0,,0.158,0.32,0.001,,,,0.0,207.0,,0.041,,0,0.179,,8.6,0,0.284,2,0.139,0.078,87.0,0.0,3.1,0.177,0.0,3.1,0.177,45.7,,,0.0,,,,,,0.294,,0.000,0.0,0.198,7.0,0.098,0.085,,,,,0.0,,,,,,,
90,"""20037""","Rice, brown, long-grain, cooked (Includes foods for USDA's Food Distribution Program)",202.0,1.0 cup,0.525,0.739,0.00,0.48,0.360,0.432,0.000,,18.0,0.022,0.34,0.269,0.2,0.000,,0.12,0.000,0.006,0.0,1.063,0.489,,,0.0,3.2,,0,0.0,0.26,0.305,,,,,,0,,,,5.173,0.214,0.000,0.044,0.022,0.00,0.0,18,,0.0,18,,0.192,,0.00,1038,0.000,0.018,,,,,141.95,0,0.1,0.257,6.0,,0,0.004,0.139,,0.00,0.745,0.4,0,0.004,0.248,0.000,0.89,0.00,,0.89,0.00,,0.002,8.0,0.0,,,0.0,0.717,174.0,1.0,0.244,1.96,0.002,0.0,,0.48,0.0,248.0,,0.067,50.08,0,0.196,0.008,11.7,0,1.967,18,0.22,0.400,208.0,0.0,18.6,0.271,0.0,18.6,0.271,51.67,0.000,,0.0,,0.737,0.717,,0.768,0.396,,0.030,0.0,0.305,79.0,0.737,0.133,0.0,,,0.0,0.0,,,0.93,0.117,0.004,0.0,
91,"""20036""","Rice, brown, long-grain, raw (Includes foods for USDA's Food Distribution Program)",185.0,1.0 cup,1.093,1.850,0.00,1.22,1.001,1.215,0.000,,43.0,0.059,1.11,0.758,0.561,0.000,,0.17,0.000,0.020,0.0,2.993,1.375,,,0.0,6.7,,0,0.0,0.81,0.857,,,,,,0,,,,12.014,0.559,0.000,0.104,0.059,0.00,0.0,43,,0.0,43,,0.538,,0.00,2838,0.000,0.031,,,,0.002,21.83,0,0.35,0.723,17.0,,0,0.004,0.176,,0.00,1.95,1.1,0,0.009,0.882,0.000,2.24,0.00,,2.24,0.00,,0.007,9.0,0.0,,,0.0,1.791,462.0,,0.688,5.92,0.007,0.002,,1.22,0.0,679.0,,0.187,134.14,0,0.551,0.028,31.6,0,5.278,43,0.622,0.851,575.0,0.0,39.8,0.760,0.0,39.8,0.760,141.06,0.000,,0.0,,1.922,1.789,,1.97,1.114,,0.031,0.0,0.862,215.0,1.922,0.374,0.0,,0.000,0.002,0.0,0.11,,2.48,0.331,0.004,0.0,
92,"""20041""","Rice, brown, medium-grain, cooked (Includes foods for USDA's Food Distribution Program)",195.0,1.0 cup,0.322,0.577,,,,,,,,,,,0.172,,,,,,,,,,,,3.5,,,,,,,,,0,,,,,,2.594,0.158,,0.029,0.025,,,,,,,,0.166,,,915,,0.006,,,,,,,,,,,,,0.023,,0.00,0.585,,0,0.002,0.291,,0.76,,,0.76,,,,,,,,,0.552,154.0,,0.213,1.62,0.006,,,,0.0,218.0,,0.058,,0,0.17,,,0,2.139,8,0.191,0.275,150.0,,,,,,,45.84,,,,,,,,,0.341,,,0.0,0.265,86.0,0.579,0.115,,,,,,,,,,,,
93,"""20040""","Rice, brown, medium-grain, raw (Includes foods for USDA's Food Distribution Program)",190.0,1.0 cup,1.018,1.822,,,,,,,,,,,0.543,,,,,,,,,,,,6.5,,,,,,,,,0,,,,,,8.185,0.526,,0.091,0.078,,,,,,,,0.523,,,2878,,0.019,,,,,,,,,,,,,0.082,,0.00,1.845,,0,0.004,0.967,,2.41,,,2.41,,,,,,,,,1.744,509.0,,0.669,5.09,0.019,,,,0.0,688.0,,0.182,,0,0.534,,,0,7.112,38,0.604,0.868,502.0,0.0,,0.737,0.0,,0.737,144.72,,,,,,,,,1.081,,,0.0,0.836,272.0,1.826,0.361,,,,,,,,,,,,
94,"""20651""","Rice, brown, parboiled, cooked, UNCLE BENS",155.0,1.0 cup,0.33,0.417,0.00,0.23,0.150,,0.000,,6.0,0.012,0.00,,,,,0.0,,0.003,0.0,,,,,0.0,2.6,0.000,,0.0,0.17,,,,,,,,,,,2.95,0.2,0.000,0.031,0.012,0.00,0.0,,,0.0,,,,,,952,0.000,0.012,,,,0.000,99.79,,0.0,,5.0,0.000,,0.003,0.109,0.002,,0.465,0.6,,0.005,0.171,0.000,0.54,0.00,,0.54,0.00,,0.002,6.0,0.0,0.00,,,0.401,95.0,,,,,0.0,,0.23,,,,,,,,,,,,,,,,,,,,,,48.56,0.000,,,,,0.401,,0.426,,,,,,,0.460,,0.0,,,0.0,,,,0.47,,0.003,0.0,
