,NDB_NO,Description,Weight(g),Measure,"Fatty acids, total saturated (g)","Fatty acids, total polyunsaturated (g)",Fructose (g),"Sugars, total (g)",Thiamin (mg),Leucine (g),6:0 (g),22:4 (g),"Folate, food (µg)","18:3 n-3 c,c,c (ALA) (g)",Vitamin E (alpha-tocopherol) (mg),Phenylalanine (g),Lysine (g),22:1 c (g),"Fluoride, F (µg)","Tocotrienol, beta (mg)",18:1 t (g),20:1 (g),15:1 (g),Glutamic acid (g),Aspartic acid (g),17:1 (g),21:5 (g),"20:2 n-6 c,c (g)","Fiber, total dietary (g)",20:3 n-3 (g),Lutein + zeaxanthin (µg),Menaquinone-4 (µg)_x,"Tocotrienol, alpha (mg)_x",Alanine (g)_x,Menaquinone-4 (µg)_y,"Tocotrienol, alpha (mg)_y",Alanine (g)_y,Retinol (µg),18:1-11 t (18:1t n-7) (g),Caffeine (mg),Hydroxyproline (g),Protein (g),Lycopene (µg),Niacin (mg),"Copper, Cu (mg)",17:0 (g),18:0 (g),18:3 undifferentiated (g),Glucose (dextrose) (g),14:1 (g)_x,"Folate, DFE (µg)_x",20:3 undifferentiated (g)_x,14:1 (g)_y,"Folate, DFE (µg)_y",20:3 undifferentiated (g)_y,Threonine (g),"18:3 n-6 c,c,c (g)",Maltose (g),Energy (kJ),"Fatty acids, total trans-monoenoic (g)",14:0 (g),Phytosterols (mg),"Iron, Fe (mg)",Cystine (g),"Fatty acids, total trans-polyenoic (g)",Water (g),"Cryptoxanthin, beta (µg)","Tocopherol, gamma (mg)",Glycine (g),"Calcium, Ca (mg)",16:1 t (g),"Carotene, beta (µg)",15:0 (g),Riboflavin (mg),20:5 n-3 (EPA) (g),Vitamin B-12 (µg),"Fatty acids, total monounsaturated (g)",Vitamin K (phylloquinone) (µg),"Vitamin A, RAE (µg)",12:0 (g),Vitamin B-6 (mg),22:0 (g),Ash (g),"Tocopherol, delta (mg)",22:1 undifferentiated (g),Vitamin D3 (cholecalciferol) (µg),24:0 (g),Campesterol (mg),16:1 c (g),"Sodium, Na (mg)",4:0 (g),Galactose (g),22:5 n-3 (DPA) (g),"Alcohol, ethyl (g)",18:2 undifferentiated (g),"Potassium, K (mg)",Betaine (mg),Proline (g),Total lipid (fat) (g),16:1 undifferentiated (g),18:2 t not further defined (g),18:2 i (g),Sucrose (g),"Vitamin A, IU (IU)",Energy (kcal),24:1 c (g),Tryptophan (g),Starch (g),Cholesterol (mg),Tyrosine (g),20:0 (g),"Selenium, Se (µg)",Folic acid (µg),"Manganese, Mn (mg)","Folate, total (µg)",Isoleucine (g),16:0 (g),"Phosphorus, P (mg)","Vitamin B-12, added (µg)_x","Choline, total (mg)_x",Serine (g)_x,"Vitamin B-12, added (µg)_y","Choline, total (mg)_y",Serine (g)_y,"Carbohydrate, by difference (g)",22:1 t (g),"18:2 t,t (g)","Carotene, alpha (µg)",Vitamin D (IU),18:1 c (g),"18:2 n-6 c,c (g)",Stigmasterol (mg),Pantothenic acid (mg),Arginine (g),Vitamin D2 (ergocalciferol) (µg),10:0 (g),Vitamin D (D2 + D3) (µg),Valine (g),"Magnesium, Mg (mg)",18:1 undifferentiated (g),Histidine (g),Dihydrophylloquinone (µg),20:3 n-6 (g),20:4 undifferentiated (g),"Fatty acids, total trans (g)",Theobromine (mg),"Tocotrienol, delta (mg)","Vitamin C, total ascorbic acid (mg)","Tocotrienol, gamma (mg)",Methionine (g),8:0 (g),Lactose (g),18:2 CLAs (g)
49,"""10921""","Pork, cured, ham and water product, slice, boneless, separable lean and fat, heated, pan-broil",85.0,3.0 oz (3 oz),1.32,0.594,0.41,3.99,0.262,1.027,0.000,,2,0.02,0.11,0.513,1.083,,,0.0,0.020,0.031,0.0,1.834,1.119,0.0,,0.021,,,0,3.8,0.03,0.755,3.8,0.03,0.755,11,,0,0.083,12.82,0.0,3.641,0.072,0.011,0.408,0.020,3.43,0.000,2,,0.000,2,,0.574,0.000,0.14,441,0.000,0.049,,,,,60.47,0.0,0.03,0.670,7.0,,,,0.116,0.000,0.37,1.836,0.0,11,0.000,0.285,0.009,3.63,0.00,,0.8,,,,,,,,0.0,0.51,231.0,3.8,0.55,4.36,0.106,,,,37.0,105.0,,0.121,,38,0.416,0.002,27.7,0,0.031,2,0.579,0.842,204.0,0.0,54.8,0.501,0.0,54.8,0.501,3.99,,0.012,0.0,29,1.679,0.498,,0.586,0.82,,0.000,0.8,0.649,14.0,1.699,0.558,0.0,,,,0.0,,,0.0,0.307,,0.0,
50,"""10870""","Pork, cured, ham and water product, slice, boneless, separable lean only, heated, pan-broil",85.0,3.0 oz (3 oz),1.299,0.587,0.41,3.99,0.262,1.028,0.000,,3,0.02,0.1,0.513,1.084,,,0.0,0.020,0.030,0.0,1.836,1.119,0.0,,0.02,,,0,3.8,0.03,0.756,3.8,0.03,0.756,11,,0,0.083,12.83,0.0,3.642,0.072,0.011,0.401,0.020,3.43,0.000,3,,0.000,3,,0.574,0.000,0.14,439,0.020,0.048,,,,0.012,60.52,0.0,0.03,0.670,7.0,,,,0.116,0.000,0.37,1.806,0.0,11,0.000,0.285,0.008,3.63,0.00,,0.8,,,,,,,,0.0,0.503,231.0,3.8,0.551,4.3,0.105,,,,37.0,105.0,,0.121,,38,0.416,0.002,27.7,0,0.031,3,0.579,0.827,204.0,0.0,54.9,0.502,0.0,54.9,0.502,3.99,,0.012,0.0,29,1.652,0.491,,0.586,0.821,,0.000,0.8,0.649,14.0,1.671,0.558,0.0,,,,0.0,,,0.0,0.307,,0.0,
51,"""10922""","Pork, cured, ham and water product, whole, boneless, separable lean and fat, heated, roasted",85.0,3.0 oz (3 oz),1.565,0.723,0.40,3.92,0.221,0.945,0.000,,2,0.025,0.19,0.472,0.997,,,0.0,0.025,0.035,0.0,1.689,1.029,0.0,,0.027,,,0,3.4,0.03,0.695,3.4,0.03,0.695,11,,0,0.076,11.8,0.0,3.077,0.081,0.013,0.493,0.025,3.36,0.000,2,,0.000,2,,0.528,0.000,0.13,436,0.000,0.058,,,,,61.29,0.0,0.03,0.616,7.0,,,,0.12,0.000,0.31,2.089,0.0,11,0.000,0.221,0.009,3.44,0.00,,0.6,,,,,,,,0.0,0.63,208.0,3.7,0.507,4.64,0.111,,,,37.0,105.0,,0.111,,37,0.383,0.007,24.7,0,0.032,2,0.533,0.985,190.0,0.0,53.9,0.462,0.0,53.9,0.462,3.92,,0.014,0.0,23,1.918,0.615,,0.547,0.755,,0.000,0.6,0.597,13.0,1.943,0.514,0.2,,,,0.0,,,0.01,0.282,0.000,0.0,
52,"""10905""","Pork, cured, ham and water product, whole, boneless, separable lean and fat, unheated",85.0,3.0 oz whole,1.266,0.561,0.35,3.58,0.241,0.957,0.000,,3,0.02,0.13,0.478,1.009,,,0.0,0.020,0.029,0.0,1.709,1.042,0.0,,0.02,,,0,3.7,0.02,0.704,3.7,0.02,0.704,11,,0,0.077,11.94,0.0,3.287,0.091,0.010,0.39,0.020,3.10,0.000,3,,0.000,3,,0.535,0.000,0.12,416,0.020,0.048,,,,0.012,62.02,0.0,0.03,0.624,7.0,,,,0.124,0.000,0.29,1.783,0.0,11,0.000,0.250,0.009,3.4,0.00,,0.5,,,,,,,,0.0,0.482,227.0,2.7,0.513,4.24,0.104,,,,38.0,99.0,,0.112,,37,0.388,0.000,25.0,0,0.034,3,0.539,0.810,194.0,0.0,55.1,0.468,0.0,55.1,0.468,3.58,,0.012,0.0,20,1.631,0.471,,0.561,0.764,,0.000,0.5,0.604,14.0,1.651,0.520,0.0,,,,0.0,,,0.0,0.286,,0.0,
53,"""10871""","Pork, cured, ham and water product, whole, boneless, separable lean only, heated, roasted",85.0,3.0 oz,1.565,0.723,0.40,3.92,0.221,0.945,0.000,,2,0.025,0.19,0.472,0.997,,,0.0,0.025,0.035,0.0,1.689,1.029,0.0,,0.027,,,0,3.4,0.03,0.695,3.4,0.03,0.695,11,,0,0.076,11.8,0.0,3.077,0.081,0.013,0.493,0.025,3.36,0.000,2,,0.000,2,,0.528,0.000,0.13,436,0.025,0.058,,,,0.014,61.29,0.0,0.03,0.616,7.0,,,,0.12,0.000,0.31,2.089,0.0,11,0.000,0.221,0.009,3.44,0.00,,0.6,,,,,,,,0.0,0.63,208.0,3.7,0.507,4.64,0.111,,,,37.0,105.0,,0.111,,37,0.383,0.007,24.7,0,0.032,2,0.533,0.985,190.0,0.0,53.9,0.462,0.0,53.9,0.462,3.92,,0.014,0.0,23,1.918,0.615,,0.547,0.755,,0.000,0.6,0.597,13.0,1.943,0.514,0.2,,,,0.0,,,0.01,0.282,0.000,0.0,
54,"""10872""","Pork, cured, ham and water product, whole, boneless, separable lean only, unheated",85.0,3.0 oz,1.23,0.547,0.35,3.59,0.241,0.958,0.000,,3,0.019,0.12,0.479,1.011,,,0.0,0.019,0.028,0.0,1.712,1.043,0.0,,0.02,,,0,3.7,0.02,0.705,3.7,0.02,0.705,11,,0,0.077,11.96,0.0,3.289,0.091,0.010,0.378,0.019,3.11,0.000,3,,0.000,3,,0.535,0.000,0.12,413,0.019,0.046,,,,0.011,62.09,0.0,0.03,0.625,7.0,,,,0.124,0.000,0.29,1.735,0.0,11,0.000,0.250,0.008,3.41,0.00,,0.5,,,,,,,,0.0,0.469,228.0,2.7,0.513,4.13,0.101,,,,38.0,99.0,,0.112,,37,0.388,0.000,25.0,0,0.034,3,0.54,0.787,195.0,0.0,55.2,0.468,0.0,55.2,0.468,3.59,,0.011,0.0,20,1.585,0.458,,0.562,0.765,,0.000,0.5,0.605,14.0,1.605,0.521,0.0,,,,0.0,,,0.0,0.286,,0.0,
55,"""10923""","Pork, cured, ham with natural juices, rump, bone-in, separable lean and fat, heated, roasted",85.0,3.0 oz (3 oz),2.649,1.136,0.13,0.38,0.278,1.523,0.000,,1,,,,1.603,,,0.0,,0.057,0.0,2.725,1.664,0.0,,0.038,,,0,7.3,0.01,1.127,7.3,0.01,1.127,9,,0,0.124,19.1,0.0,6.058,0.102,0.023,0.788,0.041,0.20,0.000,1,,0.000,1,,0.85,,0.00,629,,0.098,,,,,,,0.04,1.017,8.0,,,,0.189,0.000,0.49,3.709,0.0,9,0.005,0.309,0.015,2.69,0.00,,,,,,,,,,0.0,0.983,405.0,2.3,0.825,7.98,0.212,,,,32.0,150.0,,0.178,,61,0.615,0.012,39.3,0,0.019,1,0.858,1.703,221.0,0.0,83.8,0.746,0.0,83.8,0.746,0.51,,,0.0,,,,,,1.22,,0.004,,,,3.441,0.832,0.0,,,,0.0,,,0.03,0.454,0.000,0.0,
56,"""10904""","Pork, cured, ham with natural juices, rump, bone-in, separable lean and fat, unheated",85.0,3.0 oz rump,3.717,1.556,0.10,0.37,0.220,1.331,0.000,,1,,,,1.398,,,0.0,,0.078,0.0,2.384,1.458,0.0,,0.056,,,0,0.0,0.03,0.99,0.0,0.03,0.99,9,,0,0.127,16.75,0.0,5.364,0.091,0.033,1.141,0.060,0.22,0.000,1,,0.000,1,,0.742,,0.00,711,,0.136,,,,,,,0.06,0.905,7.0,,,,0.157,0.000,0.4,5.126,0.0,9,0.000,0.260,0.016,2.35,0.00,,,,,,,,,,0.0,1.372,236.0,2.2,0.727,11.27,0.265,,,,31.0,170.0,,0.155,,57,0.536,0.018,30.6,0,0.019,1,0.75,2.373,196.0,0.0,74.9,0.654,0.0,74.9,0.654,0.37,,,0.0,,,,,,1.068,,0.000,,,,4.782,0.729,0.0,,,,0.0,,,0.02,0.396,0.000,0.0,
57,"""10873""","Pork, cured, ham with natural juices, rump, bone-in, separable lean only, heated, roasted",85.0,3.0 oz (3 oz),1.205,0.604,0.14,0.41,0.283,1.644,0.000,,1,0.018,0.23,0.821,1.733,,,0.0,0.018,0.022,0.0,2.937,1.790,0.0,,0.016,,,0,8.2,0.0,1.209,8.2,0.0,1.209,9,,0,0.133,20.52,0.0,6.477,0.08,0.012,0.355,0.018,0.20,0.000,1,,0.000,1,,0.918,,0.00,485,0.018,0.044,,,,0.012,57.72,0.0,0.03,1.072,8.0,,,,0.202,0.000,0.52,1.696,0.0,9,0.000,0.326,0.012,2.8,0.00,,,,,,,,,,0.0,0.5,434.0,2.5,0.881,3.61,0.105,,,,31.0,116.0,,0.193,,61,0.666,0.004,42.4,0,0.019,1,0.927,0.778,230.0,0.0,94.0,0.803,0.0,94.0,0.803,0.41,,0.012,0.0,,1.551,0.473,,0.413,1.313,,0.000,,,,1.569,0.893,0.0,,,,0.0,,,0.03,0.490,0.000,0.0,0.015
58,"""10890""","Pork, cured, ham with natural juices, rump, bone-in, separable lean only, unheated",85.0,3.0 oz,0.986,0.495,0.14,0.37,0.225,1.546,0.000,,1,0.014,0.2,0.772,1.63,,,,,,0.0,2.763,1.684,0.0,,0.013,,,0,,,,,,,8,,0,0.125,19.3,0.0,6.146,0.093,0.009,0.291,0.014,0.19,0.000,1,,0.000,1,,0.864,,0.00,435,0.014,0.037,,,,0.010,60.18,0.0,0.03,1.008,8.0,,,,0.191,0.000,0.43,1.387,0.0,8,0.000,0.286,0.009,2.52,0.00,,,,,,,,,,0.0,0.409,258.0,2.4,0.829,2.95,0.086,,,,29.0,104.0,,0.181,,58,0.626,0.003,34.9,0,0.019,1,0.871,0.636,215.0,0.0,86.9,0.756,0.0,86.9,0.756,0.37,,0.010,0.0,,1.268,0.386,,0.320,1.235,,0.000,,,,1.283,0.841,,,,,0.0,,,,,,0.0,0.013
59,"""10924""","Pork, cured, ham with natural juices, shank, bone-in, separable lean and fat, heated, roasted",85.0,3.0 oz (3 oz),3.013,1.148,0.12,0.28,0.246,1.550,0.000,,3,,,,1.63,,,0.0,,0.068,0.0,2.774,1.695,0.0,,0.042,,,0,5.3,0.02,1.148,5.3,0.02,1.148,9,,0,0.126,19.45,0.0,6.111,0.164,0.022,0.907,0.041,0.13,0.000,3,,0.000,3,,0.864,,0.00,679,,0.106,,,,,,,0.04,1.039,6.0,,,,0.157,0.000,0.54,4.352,0.0,9,0.006,0.304,0.014,2.53,0.00,,,,,,,,,,0.0,1.003,360.0,2.1,0.841,9.29,0.233,,,,32.0,162.0,,0.18,,63,0.626,0.014,37.8,0,0.019,3,0.874,1.939,207.0,0.0,77.3,0.760,0.0,77.3,0.760,0.28,,,0.0,,,,,,1.241,,0.005,,,,4.051,0.847,0.0,,,,0.0,,,0.02,0.462,0.000,0.0,
60,"""10903""","Pork, cured, ham with natural juices, shank, bone-in, separable lean and fat, unheated",85.0,3.0 oz shank,3.072,1.206,0.10,0.27,0.200,1.514,0.000,,3,,,,1.592,,,0.0,,0.066,0.0,2.709,1.655,0.0,,0.045,,,0,0.0,0.03,1.122,0.0,0.03,1.122,8,,0,0.138,19.0,0.0,4.128,0.097,0.025,0.948,0.046,0.14,0.000,3,,0.000,3,,0.844,,0.00,677,,0.110,,,,,,,0.05,1.017,5.0,,,,0.179,0.000,0.31,4.325,0.0,8,0.000,0.307,0.013,2.15,0.00,,,,,,,,,,0.0,1.068,237.0,2.2,0.822,9.44,0.216,,,,30.0,162.0,,0.176,,53,0.611,0.014,39.6,0,0.019,3,0.853,1.963,198.0,0.0,73.9,0.742,0.0,73.9,0.742,0.27,,,0.0,,,,,,1.212,,0.000,,,,4.043,0.828,0.0,,,,0.0,,,0.02,0.451,0.000,0.0,
61,"""10874""","Pork, cured, ham with natural juices, shank, bone-in, separable lean only, heated, roasted",85.0,1.0 serving (3 oz),1.329,0.51,0.14,0.29,0.247,1.699,0.000,,3,0.014,0.25,0.848,1.792,,,0.0,0.020,0.028,0.0,3.035,1.850,0.0,,0.015,,,0,6.0,0.01,1.25,6.0,0.01,1.25,9,,0,0.138,21.21,0.0,6.624,0.147,0.009,0.403,0.014,0.11,0.000,3,,0.000,3,,0.949,,0.00,514,0.020,0.043,,,,0.011,56.93,0.0,0.03,1.108,6.0,,,,0.168,0.000,0.59,2.023,0.0,9,0.000,0.324,0.010,2.63,0.00,,,,,,,,,,0.0,0.425,389.0,2.5,0.91,4.22,0.107,,,,31.0,123.0,,0.199,,63,0.689,0.006,41.4,0,0.019,3,0.957,0.858,217.0,0.0,88.7,0.830,0.0,88.7,0.830,0.29,,0.011,0.0,,1.868,0.406,,0.473,1.357,,0.000,,,,1.888,0.924,0.0,,,,0.0,,,0.01,0.507,0.000,0.0,0.008
62,"""10891""","Pork, cured, ham with natural juices, shank, bone-in, separable lean only, unheated",85.0,3.0 oz,0.891,0.342,0.12,0.26,0.200,1.709,0.000,,3,0.009,0.22,0.853,1.803,,,,,,0.0,3.054,1.862,0.0,,0.01,,,0,,,,,,,8,,0,0.139,21.34,0.0,4.488,0.099,0.005,0.27,0.009,0.09,0.000,3,,0.000,3,,0.955,,0.00,464,0.013,0.029,,,,0.008,59.92,0.0,0.03,1.114,6.0,,,,0.209,0.000,0.31,1.356,0.0,8,0.000,0.334,0.007,2.24,0.00,,,,,,,,,,0.0,0.285,254.0,2.3,0.916,2.83,0.071,,,,28.0,110.0,,0.201,,54,0.693,0.004,44.5,0,0.019,3,0.963,0.575,212.0,0.0,82.7,0.836,0.0,82.7,0.836,0.26,,0.008,0.0,,1.252,0.272,,0.439,1.365,,0.000,,,,1.266,0.930,,,,,0.0,,,,,,0.0,0.005
63,"""10925""","Pork, cured, ham with natural juices, slice, bone-in, separable lean and fat, heated, pan-broil",85.0,3.0 oz (3 oz),2.063,0.904,0.00,0.02,0.260,1.778,0.000,,1,,,,1.872,,,0.0,,0.044,0.0,3.179,1.940,0.0,,0.03,,,0,4.3,0.04,1.312,4.3,0.04,1.312,11,,0,0.145,22.25,0.0,7.242,0.098,0.019,0.619,0.028,0.02,0.000,1,,0.000,1,,0.992,,0.00,640,,0.075,,,,,,,0.03,1.177,10.0,,,,0.21,0.000,0.49,2.725,0.0,11,0.003,0.320,0.015,2.38,0.00,,,,,,,,,,0.0,0.766,292.0,1.4,0.959,7.04,0.165,,,,37.0,153.0,,0.207,,68,0.719,0.009,41.0,0,0.019,1,1.001,1.319,238.0,0.0,108.3,0.870,0.0,108.3,0.870,0.14,,,0.0,,,,,,1.422,,0.003,,,,2.516,0.969,0.0,,,,0.0,,,0.03,0.530,0.000,0.0,
64,"""10902""","Pork, cured, ham with natural juices, slice, bone-in, separable lean and fat, unheated",85.0,3.0 oz,1.901,0.822,0.00,0.03,0.203,1.550,0.000,,1,,,,1.631,,,0.0,,0.040,0.0,2.770,1.691,0.0,,0.028,,,0,0.0,0.02,1.144,0.0,0.02,1.144,10,,0,0.134,19.4,0.0,5.293,0.082,0.018,0.585,0.028,0.03,0.000,1,,0.000,1,,0.864,,0.00,564,,0.069,,,,,,,0.03,1.027,8.0,,,,0.196,0.000,0.48,2.52,0.0,10,0.000,0.286,0.011,2.32,0.00,,,,,,,,,,0.0,0.71,246.0,1.4,0.836,6.29,0.139,,,,33.0,135.0,,0.181,,54,0.626,0.009,37.1,0,0.019,1,0.873,1.210,211.0,0.0,99.2,0.758,0.0,99.2,0.758,0.14,,,0.0,,,,,,1.239,,0.000,,,,2.342,0.845,0.0,,,,0.0,,,0.01,0.462,0.000,0.0,
65,"""10875""","Pork, cured, ham with natural juices, slice, bone-in, separable lean only, heated, pan-broil",85.0,3.0 oz (3 oz),0.944,0.49,0.00,0.0,0.262,1.890,0.000,,1,0.01,0.2,0.944,1.992,,,0.0,0.010,0.018,0.0,3.375,2.058,0.0,,0.013,,,0,4.7,0.04,1.389,4.7,0.04,1.389,11,,0,0.153,23.59,0.0,7.659,0.082,0.010,0.284,0.010,0.00,0.000,1,,0.000,1,,1.055,,0.00,535,0.010,0.033,,,,0.006,55.99,0.0,0.03,1.232,10.0,,,,0.222,0.000,0.51,1.148,0.0,11,0.000,0.333,0.013,2.42,0.00,,,,,,,,,,0.0,0.389,304.0,1.5,1.012,3.72,0.082,,,,38.0,128.0,,0.221,,68,0.765,0.003,43.4,0,0.019,1,1.065,0.600,247.0,0.0,118.1,0.923,0.0,118.1,0.923,0.0,,0.006,0.0,,1.039,0.383,,0.399,1.51,,0.000,,,,1.049,1.028,0.0,,,,0.0,,,0.03,0.564,0.000,0.0,
66,"""10892""","Pork, cured, ham with natural juices, slice, bone-in, separable lean only, unheated",85.0,3.0 oz,0.617,0.321,0.00,0.0,0.204,1.657,0.000,,1,0.007,0.17,0.828,1.748,,,,,,0.0,2.961,1.805,0.0,,0.009,,,0,,,,,,,10,,0,0.134,20.69,0.0,5.601,0.082,0.007,0.186,0.007,0.00,0.000,1,,0.000,1,,0.926,,0.00,438,0.007,0.022,,,,0.004,59.75,0.0,0.03,1.080,8.0,,,,0.213,0.000,0.51,0.751,0.0,10,0.000,0.299,0.009,2.38,0.00,,,,,,,,,,0.0,0.255,255.0,1.4,0.888,2.44,0.054,,,,33.0,105.0,,0.194,,54,0.672,0.003,39.5,0,0.019,1,0.934,0.393,219.0,0.0,106.5,0.810,0.0,106.5,0.810,0.0,,0.004,0.0,,0.680,0.251,,0.351,1.324,,0.000,,,,0.687,0.901,,,,,0.0,,,,,,0.0,
67,"""10926""","Pork, cured, ham with natural juices, slice, boneless, separable lean and fat, heated, pan-broil",85.0,3.0 oz (3 oz),0.896,0.386,0.01,0.88,0.436,1.422,0.000,,1,0.014,0.19,0.710,1.499,,,0.0,0.012,0.017,0.0,2.541,1.549,0.003,,0.011,,,0,2.7,0.02,1.045,2.7,0.02,1.045,11,,0,0.115,17.76,0.0,6.268,0.231,0.005,0.28,0.014,0.61,0.000,1,,0.000,1,,0.794,,0.00,420,0.001,0.031,,,,0.001,60.29,0.0,0.03,0.928,5.0,,,,0.184,0.000,0.36,1.228,0.0,11,0.001,0.428,0.008,3.23,0.00,,0.8,,,,,,,,0.0,0.313,309.0,5.3,0.762,2.89,0.074,,,,37.0,100.0,,0.167,,49,0.575,0.004,31.4,0,0.022,1,0.802,0.567,273.0,0.0,69.6,0.694,0.0,69.6,0.694,0.88,,0.008,0.0,31,1.122,0.304,,0.713,1.136,,0.000,0.8,0.898,19.0,1.134,0.774,0.0,,,,0.0,,,0.0,0.424,,0.0,0.001
