,NDB_NO,Description,Weight(g),Measure,"Fatty acids, total saturated (g)","Fatty acids, total polyunsaturated (g)",Fructose (g),"Sugars, total (g)",Thiamin (mg),Leucine (g),6:0 (g),22:4 (g),"Folate, food (µg)","18:3 n-3 c,c,c (ALA) (g)",Vitamin E (alpha-tocopherol) (mg),Phenylalanine (g),Lysine (g),22:1 c (g),"Fluoride, F (µg)","Tocotrienol, beta (mg)",18:1 t (g),20:1 (g),15:1 (g),Glutamic acid (g),Aspartic acid (g),17:1 (g),21:5 (g),"20:2 n-6 c,c (g)","Fiber, total dietary (g)",20:3 n-3 (g),Lutein + zeaxanthin (µg),Menaquinone-4 (µg)_x,"Tocotrienol, alpha (mg)_x",Alanine (g)_x,Menaquinone-4 (µg)_y,"Tocotrienol, alpha (mg)_y",Alanine (g)_y,Retinol (µg),18:1-11 t (18:1t n-7) (g),Caffeine (mg),Hydroxyproline (g),Protein (g),Lycopene (µg),Niacin (mg),"Copper, Cu (mg)",17:0 (g),18:0 (g),18:3 undifferentiated (g),Glucose (dextrose) (g),14:1 (g)_x,"Folate, DFE (µg)_x",20:3 undifferentiated (g)_x,14:1 (g)_y,"Folate, DFE (µg)_y",20:3 undifferentiated (g)_y,Threonine (g),"18:3 n-6 c,c,c (g)",Maltose (g),Energy (kJ),"Fatty acids, total trans-monoenoic (g)",14:0 (g),Phytosterols (mg),"Iron, Fe (mg)",Cystine (g),"Fatty acids, total trans-polyenoic (g)",Water (g),"Cryptoxanthin, beta (µg)","Tocopherol, gamma (mg)",Glycine (g),"Calcium, Ca (mg)",16:1 t (g),"Carotene, beta (µg)",15:0 (g),Riboflavin (mg),20:5 n-3 (EPA) (g),Vitamin B-12 (µg),"Fatty acids, total monounsaturated (g)",Vitamin K (phylloquinone) (µg),"Vitamin A, RAE (µg)",12:0 (g),Vitamin B-6 (mg),22:0 (g),Ash (g),"Tocopherol, delta (mg)",22:1 undifferentiated (g),Vitamin D3 (cholecalciferol) (µg),24:0 (g),Campesterol (mg),16:1 c (g),"Sodium, Na (mg)",4:0 (g),Galactose (g),22:5 n-3 (DPA) (g),"Alcohol, ethyl (g)",18:2 undifferentiated (g),"Potassium, K (mg)",Betaine (mg),Proline (g),Total lipid (fat) (g),16:1 undifferentiated (g),18:2 t not further defined (g),18:2 i (g),Sucrose (g),"Vitamin A, IU (IU)",Energy (kcal),24:1 c (g),Tryptophan (g),Starch (g),Cholesterol (mg),Tyrosine (g),20:0 (g),"Selenium, Se (µg)",Folic acid (µg),"Manganese, Mn (mg)","Folate, total (µg)",Isoleucine (g),16:0 (g),"Phosphorus, P (mg)","Vitamin B-12, added (µg)_x","Choline, total (mg)_x",Serine (g)_x,"Vitamin B-12, added (µg)_y","Choline, total (mg)_y",Serine (g)_y,"Carbohydrate, by difference (g)",22:1 t (g),"18:2 t,t (g)","Carotene, alpha (µg)",Vitamin D (IU),18:1 c (g),"18:2 n-6 c,c (g)",Stigmasterol (mg),Pantothenic acid (mg),Arginine (g),Vitamin D2 (ergocalciferol) (µg),10:0 (g),Vitamin D (D2 + D3) (µg),Valine (g),"Magnesium, Mg (mg)",18:1 undifferentiated (g),Histidine (g),Dihydrophylloquinone (µg),20:3 n-6 (g),20:4 undifferentiated (g),"Fatty acids, total trans (g)",Theobromine (mg),"Tocotrienol, delta (mg)","Vitamin C, total ascorbic acid (mg)","Tocotrienol, gamma (mg)",Methionine (g),8:0 (g),Lactose (g),18:2 CLAs (g)
160,"""10031""","Pork, fresh, loin, blade (roasts), bone-in, separable lean and fat, cooked, roasted",85.0,3.0 oz,5.015,2.095,,0.0,0.410,1.699,,,0,0.071,0.19,0.858,1.836,0.000,,,,,0.0,3.154,1.931,0.0,,0.075,,,0,,,,,,,3,,0,0.072,20.65,0.0,5.699,0.08,0.047,1.677,0.081,,0.003,0,0.009,0.003,0,0.009,0.908,0.003,,905,0.072,0.177,,,,0.023,49.93,0.0,,,,,,,0.322,0.000,0.67,5.681,0.0,3,0.011,0.371,0.002,0.94,,0.000,0.8,0.002,,,,,,,,1.865,270.0,2.8,0.835,14.2,0.275,0.015,,,10.0,216.0,,0.246,,71,0.818,0.023,32.9,,0.014,0,0.977,3.055,165.0,0.0,70.5,0.862,0.0,70.5,0.862,0.0,,,0.0,30,5.236,1.85,,1.131,1.33,,0.013,0.8,1.045,16.0,5.308,0.840,0.0,,,,0.0,,,,,,,
161,"""10035""","Pork, fresh, loin, blade (roasts), bone-in, separable lean only, cooked, roasted",85.0,3.0 oz,3.344,1.295,,0.0,0.429,1.798,,,0,0.041,0.2,0.908,1.942,0.000,,,,,0.0,3.337,2.043,0.0,,0.046,,,0,,,,,,,1,,0,0.076,21.84,0.0,5.85,0.079,0.029,1.112,0.048,,0.002,0,0.006,0.002,0,0.006,0.961,0.003,,772,0.048,0.118,,,,0.013,52.9,0.0,,,,,,,0.343,0.000,0.68,3.886,0.0,1,0.008,0.391,0.002,0.97,,0.000,0.7,0.002,,,,,,,,1.143,286.0,2.9,0.883,10.11,0.201,0.009,,,3.0,184.0,,0.26,,71,0.865,0.014,35.0,,0.015,0,1.034,2.043,173.0,0.0,75.1,0.912,0.0,75.1,0.912,0.0,,,0.0,26,3.572,1.134,,1.188,1.408,,0.009,0.7,1.105,16.0,3.618,0.888,0.0,,,,0.0,,,,,,,
162,"""10990""","Pork, fresh, loin, blade (roasts), boneless, separable lean and fat, cooked, roasted",85.0,3.0 oz,3.15,1.369,,0.0,0.510,1.852,,,0,0.047,0.19,0.935,2.002,0.000,,,,,0.0,3.438,2.105,0.0,,0.049,,,0,,,,,,,2,,0,0.078,22.51,0.0,6.32,0.067,0.025,1.027,0.048,,0.001,0,0.003,0.001,0,0.003,0.989,0.001,,707,0.058,0.113,,,,0.006,53.29,0.0,,,,,,,0.229,0.000,0.71,3.789,0.0,2,0.005,0.406,0.000,1.02,,0.000,0.4,0.000,,,,,,,,1.21,373.0,3.1,0.91,8.77,0.196,0.006,,,7.0,169.0,,0.268,,65,0.892,0.015,37.1,,0.013,0,1.066,1.955,228.0,0.0,77.8,0.940,0.0,77.8,0.940,0.0,,,0.0,19,3.473,1.204,,1.231,1.45,,0.007,0.4,1.138,20.0,3.531,0.915,0.0,,,,0.0,,,,,,,
163,"""10983""","Pork, fresh, loin, blade (roasts), boneless, separable lean only, cooked, roasted",85.0,3.0 oz,2.176,0.889,,0.0,0.529,1.929,,,0,0.03,0.2,0.974,2.085,0.000,,,,,0.0,3.582,2.193,0.0,,0.032,,,0,,,,,,,1,,0,0.082,23.44,0.0,6.528,0.066,0.016,0.719,0.030,,,0,,,0,,1.031,0.000,,621,0.043,0.076,,,,0.002,55.05,0.0,,,,,,,0.232,0.000,0.72,2.604,0.0,1,0.003,0.420,0.000,1.05,,0.000,0.4,0.000,,,,,,,,0.776,388.0,3.1,0.948,6.07,0.140,0.002,,,3.0,149.0,,0.279,,65,0.929,0.011,38.8,,0.014,0,1.11,1.346,235.0,0.0,80.6,0.979,0.0,80.6,0.979,0.0,,,0.0,16,2.380,0.774,,1.276,1.51,,0.005,0.4,1.186,20.0,2.422,0.954,0.0,,,,0.0,,,,,,,
164,"""10037""","Pork, fresh, loin, center loin (chops), bone-in, separable lean and fat, cooked, braised",85.0,3.0 oz,4.194,1.832,,0.0,0.440,1.974,,,0,0.063,0.16,0.996,2.133,,,,,,0.0,3.663,2.243,0.0,,0.063,,,0,,,,,,,3,,0,0.083,23.98,0.0,6.688,0.088,0.037,1.404,0.071,,0.001,0,0.008,0.001,0,0.008,1.054,0.003,,862,0.050,0.148,,,,0.014,49.33,0.0,,,,,,,0.286,0.000,0.56,4.723,0.0,3,0.010,0.441,0.002,1.04,,0.000,0.7,0.002,,,,,,,,1.595,232.0,3.1,0.97,11.48,0.238,0.008,,,12.0,206.0,,0.286,,69,0.95,0.020,37.5,,0.010,0,1.136,2.554,191.0,0.0,80.8,1.001,0.0,80.8,1.001,0.0,,,0.0,28,4.356,0.894,,0.856,1.545,,0.011,0.7,1.213,17.0,4.406,0.975,0.0,,,,0.0,,,,,,,
165,"""10038""","Pork, fresh, loin, center loin (chops), bone-in, separable lean and fat, cooked, broiled",85.0,3.0 oz,2.99,1.155,,0.0,0.509,1.855,,,0,0.043,0.09,0.915,2.019,,,0.0,0.063,0.054,0.0,3.476,2.129,0.009,,0.037,,,0,,,,,,,2,,0,0.056,21.77,0.0,6.925,0.066,0.028,0.989,0.044,,0.001,0,0.003,0.001,0,0.003,0.977,0.001,,744,0.063,0.106,,,,0.028,52.93,0.0,0.01,0.981,20.0,,,,0.199,0.000,0.5,3.587,0.0,2,0.003,0.569,0.000,0.86,0.00,,0.7,,,,,,,,,1.006,292.0,2.3,0.88,9.4,0.159,,,,5.0,178.0,,0.23,,71,0.829,0.013,37.1,,0.008,0,1.071,1.843,187.0,0.0,62.2,0.941,0.0,62.2,0.941,0.0,,0.028,0.0,26,3.301,0.978,,0.559,1.448,,0.005,0.7,1.137,21.0,3.364,0.940,0.0,,,,0.0,,,0.01,0.599,0.000,,
166,"""10179""","Pork, fresh, loin, center loin (chops), bone-in, separable lean and fat, cooked, pan-fried",85.0,3.0 oz,4.137,1.808,,0.0,0.456,1.933,,,0,0.062,0.17,0.976,2.088,0.000,,,,,0.0,3.588,2.197,0.0,,0.062,,,0,,,,,,,4,,0,0.082,23.49,0.0,7.808,0.1,0.037,1.385,0.070,,0.001,0,0.008,0.001,0,0.008,1.033,0.003,,847,0.049,0.145,,,,0.014,49.63,0.0,,,,,,,0.314,0.000,0.67,4.656,0.0,4,0.009,0.446,0.002,1.07,,0.000,0.5,0.002,,,,,,,,1.576,300.0,3.4,0.949,11.32,0.234,0.008,,,14.0,202.0,,0.28,,67,0.931,0.020,34.7,,0.010,0,1.112,2.519,213.0,0.0,87.1,0.981,0.0,87.1,0.981,0.0,,,0.0,21,4.295,0.893,,1.095,1.514,,0.011,0.5,1.188,20.0,4.344,0.955,0.0,,,,0.0,,,,,,,
167,"""10036""","Pork, fresh, loin, center loin (chops), bone-in, separable lean and fat, raw",113.0,4.0 oz,3.382,1.345,,0.0,0.548,1.993,,,0,0.052,0.14,0.984,2.171,,,0.0,0.071,0.063,0.0,3.736,2.289,0.002,,0.044,,,0,,,,,,,2,,0,0.06,23.4,0.0,7.479,0.071,0.032,1.127,0.054,,0.001,0,0.006,0.001,0,0.006,1.051,0.001,,803,0.071,0.120,,,,0.024,78.76,0.0,0.0,1.054,21.0,,,,0.214,0.000,0.6,4.009,0.0,2,0.005,0.788,0.000,1.08,0.00,,0.6,,,,,,,,,1.189,388.0,3.4,0.946,10.2,0.181,,,,7.0,192.0,,0.246,,78,0.89,0.011,38.2,,0.008,0,1.151,2.072,236.0,0.0,63.1,1.011,0.0,63.1,1.011,0.0,,0.034,0.0,24,3.691,1.156,,0.796,1.557,,0.007,0.6,1.223,28.0,3.762,1.011,0.0,,,,0.0,,,0.0,0.644,,,
168,"""10041""","Pork, fresh, loin, center loin (chops), bone-in, separable lean only, cooked, braised",85.0,3.0 oz,2.27,0.926,,0.0,0.465,2.113,,,0,0.029,0.18,1.067,2.283,0.000,,,,,0.0,3.922,2.401,0.0,,0.03,,,0,,,,,,,2,,0,0.089,25.67,0.0,6.967,0.088,0.016,0.754,0.032,,,0,0.003,,0,0.003,1.129,0.003,,711,0.021,0.080,,,,0.002,52.52,0.0,,,,,,,0.304,0.000,0.56,2.647,0.0,2,0.006,0.472,0.002,1.09,,0.000,0.6,0.001,,,,,,,,0.774,245.0,3.4,1.038,6.68,0.152,,,,5.0,170.0,,0.305,,69,1.017,0.010,40.3,,0.011,0,1.216,1.390,203.0,0.0,87.0,1.072,0.0,87.0,1.072,0.0,,,0.0,25,2.433,,,,1.654,,0.007,0.6,1.299,18.0,2.453,1.045,0.0,,,,0.0,,,,,,,
169,"""10042""","Pork, fresh, loin, center loin (chops), bone-in, separable lean only, cooked, broiled",146.0,"1.0 chop without refuse (Yield from 1 cooked chop, with refuse, weighing 209g)",3.148,1.191,,0.0,0.911,3.327,,,0,0.039,0.15,1.643,3.624,,,,,,0.0,6.237,3.822,0.006,,0.034,,,0,,,,,,,,,0,0.101,39.07,0.0,12.388,0.118,0.026,1.018,0.039,,,0,,,0,,1.753,0.000,,1099,0.066,0.114,,,,0.028,94.91,0.0,,,,,,,0.355,0.000,0.79,3.859,,0,0.000,1.023,,1.53,,0.000,1.0,,,,,,,,,1.012,520.0,4.1,1.58,10.64,0.169,,,,0.0,263.0,,0.412,,123,1.486,0.012,66.7,,0.013,0,1.923,1.972,333.0,0.0,111.0,1.689,0.0,111.0,1.689,0.0,,0.028,0.0,41,3.562,0.984,,0.981,2.599,,0.006,1.0,2.041,38.0,3.628,1.688,0.0,,,,0.0,,,,,,,
170,"""10176""","Pork, fresh, loin, center loin (chops), bone-in, separable lean only, cooked, pan-fried",85.0,3.0 oz,2.207,0.9,,0.0,0.482,2.068,,,0,0.028,0.19,1.044,2.235,0.000,,,,,0.0,3.839,2.350,0.0,,0.029,,,0,,,,,,,3,,0,0.088,25.13,0.0,8.217,0.1,0.016,0.734,0.031,,,0,0.003,,0,0.003,1.105,0.003,,694,0.020,0.077,,,,0.002,52.84,0.0,,,,,,,0.336,0.000,0.68,2.574,0.0,3,0.006,0.478,0.002,1.13,,0.000,0.4,0.001,,,,,,,,0.753,321.0,3.7,1.016,6.51,0.148,,,,8.0,166.0,,0.299,,66,0.995,0.010,37.1,,0.011,0,1.19,1.352,228.0,0.0,94.0,1.049,0.0,94.0,1.049,0.0,,,0.0,17,2.366,,,,1.619,,0.007,0.4,1.271,20.0,2.386,1.022,0.0,,,,0.0,,,,,,,
171,"""10040""","Pork, fresh, loin, center loin (chops), bone-in, separable lean only, raw",113.0,4.0 oz,1.241,0.469,,0.0,0.576,2.116,,,0,0.016,0.15,1.044,2.304,,,,,,0.0,3.966,2.431,0.002,,0.014,,,0,,,,,,,,,0,0.063,24.85,0.0,7.835,0.075,0.010,0.401,0.016,,,0,,,0,,1.115,0.000,,602,0.026,0.045,,,,,,,,,,,,,0.224,0.000,0.56,1.521,,0,0.000,0.838,,1.14,,0.000,0.5,,,,,,,,,0.399,409.0,3.5,1.005,4.19,0.067,,,,0.0,144.0,,0.261,,78,0.946,,40.7,,0.009,0,1.223,0.777,249.0,0.0,66.1,1.075,0.0,66.1,1.075,0.0,,0.011,0.0,16,1.403,0.388,,0.827,1.653,,0.002,0.5,1.298,29.0,1.429,1.073,0.0,,,,0.0,,,,,,,
172,"""10189""","Pork, fresh, loin, center loin (chops), boneless, separable lean and fat, cooked, pan-broiled",85.0,3.0 oz,4.156,1.868,,0.0,0.468,1.929,,0.007,0,0.062,0.14,0.953,2.1,0.000,,0.0,0.056,0.084,0.0,3.614,2.214,0.006,,0.065,,0.002,0,,,,,,,4,,0,0.003,22.68,0.0,7.143,0.054,0.037,1.312,0.065,,0.002,0,0.015,0.002,0,0.015,1.017,0.003,,814,0.057,0.155,,,,0.013,50.51,0.0,0.0,1.022,8.0,0.001,0.0,0.008,0.199,0.000,0.52,5.042,0.0,4,0.012,0.302,0.002,0.85,0.00,,0.3,0.000,,0.092,73.0,0.0,,,,1.646,311.0,3.3,0.917,11.56,0.264,0.013,,,14.0,195.0,0.000,0.24,,64,0.864,0.020,40.6,,,0,1.114,2.590,189.0,0.0,62.0,0.979,0.0,62.0,0.979,0.0,,,0.0,8,4.629,1.632,,0.670,1.507,,0.021,0.3,1.183,21.0,4.686,0.977,0.0,0.006,0.06,0.069,0.0,,,0.0,0.625,,,
173,"""10164""","Pork, fresh, loin, center loin (chops), boneless, separable lean and fat, raw",113.0,4.0 oz,4.987,2.316,,0.0,0.695,1.966,,0.005,0,0.08,0.18,0.992,2.124,0.000,,0.0,0.075,0.103,0.0,3.649,2.234,0.003,,0.081,,0.001,0,,,,,,,6,,0,0.005,23.89,0.0,8.377,0.061,0.046,1.577,0.085,,0.002,0,0.016,0.002,0,0.016,1.05,0.003,,951,0.075,0.186,,,,0.017,73.62,0.0,0.0,1.079,10.0,,0.0,0.008,0.229,0.000,0.49,6.044,0.0,6,0.012,0.380,0.002,1.16,0.00,,0.3,0.001,,0.059,93.0,0.0,,,,2.059,390.0,3.5,0.966,14.64,0.305,0.017,,,18.0,227.0,0.001,0.285,,67,0.946,0.025,46.7,,,0,1.131,3.113,229.0,0.0,66.0,0.998,0.0,66.0,0.998,0.0,,,0.0,12,5.554,2.041,,0.757,1.539,,0.015,0.3,1.208,26.0,5.629,0.972,0.0,0.005,0.058,0.092,0.0,,,0.0,0.654,,,
174,"""10163""","Pork, fresh, loin, center loin (chops), boneless, separable lean only, cooked, pan-broiled",85.0,3.0 oz,1.409,0.515,,0.0,0.517,2.173,,0.008,0,0.013,0.17,1.073,2.366,0.000,,0.0,0.010,0.026,0.0,4.074,2.496,0.007,,0.014,,0.003,0,,,,,,,2,,0,,,,7.908,0.05,0.009,0.441,0.013,,0.001,0,0.009,0.001,0,0.009,1.146,0.000,,575,0.011,0.052,,,,0.002,55.31,0.0,0.0,1.150,5.0,0.001,0.0,0.003,0.204,0.000,0.54,1.702,0.0,2,0.007,0.326,0.002,0.94,0.00,,0.6,0.000,,0.107,77.0,0.0,,,,0.422,346.0,3.6,1.032,3.95,0.108,0.002,,,4.0,138.0,0.000,0.269,,63,0.971,0.006,45.9,,,0,1.255,0.873,206.0,0.0,67.8,1.103,0.0,67.8,1.103,0.0,,,0.0,25,1.550,0.418,,0.710,1.698,,0.017,0.6,1.334,23.0,1.561,1.102,0.0,0.007,0.045,0.012,0.0,,,0.0,0.703,,,
175,"""10094""","Pork, fresh, loin, center loin (chops), boneless, separable lean only, raw",113.0,4.0 oz,0.905,0.324,,0.0,0.780,2.209,,0.006,0,0.008,0.2,1.115,2.387,0.001,,0.0,0.008,0.017,0.0,4.100,2.511,0.003,,0.009,,0.001,0,,,,,,,1,,0,,,,9.277,0.054,0.006,0.284,0.008,,,0,0.007,,0,0.007,1.18,0.000,,581,0.008,0.034,,,,0.001,81.79,0.0,0.0,1.212,7.0,,0.0,0.001,0.229,0.000,0.46,1.083,0.0,1,0.003,0.410,0.002,1.29,0.00,0.001,0.7,0.001,,0.07,98.0,0.0,,,,0.261,436.0,3.7,1.085,3.49,0.070,0.001,,,5.0,139.0,0.001,0.32,,63,1.063,0.005,53.0,,,0,1.271,0.565,250.0,0.0,71.3,1.121,0.0,71.3,1.121,0.0,,,0.0,26,0.982,0.258,,0.791,1.729,,0.006,0.7,1.357,29.0,0.99,1.092,0.0,0.006,0.032,0.009,0.0,,,0.0,0.736,,,
176,"""10039""","Pork, fresh, loin, center loin (roasts), bone-in, separable lean and fat, cooked, roasted",85.0,3.0 oz,4.13,1.762,,0.0,0.456,1.890,,,0,0.06,0.18,0.954,2.042,0.000,,,,,0.0,3.507,2.148,0.0,,0.061,,,0,,,,,,,3,,0,0.08,22.96,0.0,6.307,0.088,0.038,1.372,0.065,,0.001,0,0.003,0.001,0,0.003,1.01,0.000,,821,0.057,0.147,,,,0.021,51.22,0.0,,,,,,,0.359,0.000,0.74,4.656,0.0,3,0.009,0.412,0.000,0.97,,0.000,0.5,0.001,,,,,,,,1.571,298.0,3.1,0.928,10.88,0.230,0.017,,,13.0,196.0,,0.273,,65,0.909,0.019,36.2,,0.015,0,1.087,2.529,181.0,0.0,78.5,0.959,0.0,78.5,0.959,0.0,,,0.0,21,4.295,1.554,,1.256,1.479,,0.012,0.5,1.161,17.0,4.352,0.934,0.0,,,,0.0,,,,,,,
177,"""10043""","Pork, fresh, loin, center loin (roasts), bone-in, separable lean only, cooked, roasted",85.0,3.0 oz,2.492,0.988,,0.0,0.478,2.000,,,0,0.031,0.2,1.010,2.161,0.000,,,,,0.0,3.712,2.273,0.0,,0.033,,,0,,,,,,,2,,0,0.085,24.29,0.0,6.507,0.087,0.021,0.818,0.031,,,0,,,0,,1.068,0.000,,689,0.033,0.089,,,,0.012,54.1,0.0,,,,,,,0.382,0.000,0.75,2.888,0.0,2,0.006,0.435,0.000,1.01,,0.000,0.4,0.000,,,,,,,,0.873,314.0,3.2,0.983,6.76,0.156,0.012,,,7.0,165.0,,0.289,,64,0.963,0.011,38.4,,0.017,0,1.15,1.538,190.0,0.0,83.5,1.015,0.0,83.5,1.015,0.0,,,0.0,18,2.658,0.861,,1.322,1.566,,0.009,0.4,1.229,18.0,2.691,0.989,0.0,,,,0.0,,,,,,,
178,"""10044""","Pork, fresh, loin, center rib (chops or roasts), bone-in, separable lean and fat, raw",113.0,4.0 oz,2.672,1.089,,0.0,0.515,1.953,,,0,0.044,0.14,0.964,2.126,,,0.0,,0.049,0.0,3.659,2.242,0.001,,0.037,,,0,,,,,,,2,,0,0.059,22.92,0.0,7.154,0.073,0.025,0.892,0.045,,0.001,0,0.006,0.001,0,0.006,1.029,0.001,,880,0.049,0.095,,,,0.028,76.65,0.0,0.0,1.033,28.0,,,,0.2,0.000,0.61,3.114,0.0,2,0.005,0.771,0.000,1.07,0.00,,0.8,,,,,,,,,0.999,381.0,3.4,0.927,12.48,0.160,,,,9.0,210.0,,0.242,,66,0.872,0.008,40.1,,0.009,0,1.128,1.642,229.0,0.0,61.9,0.991,0.0,61.9,0.991,0.0,,0.028,0.0,29,2.852,0.97,,0.783,1.526,,0.006,0.8,1.198,26.0,2.902,0.990,0.0,,,,0.0,,,0.0,0.632,,,
179,"""10048""","Pork, fresh, loin, center rib (chops or roasts), bone-in, separable lean only, raw",113.0,4.0 oz,1.827,0.592,,0.0,0.547,2.097,,,0,0.02,0.15,1.035,2.284,,,,,,0.0,3.931,2.409,0.002,,0.018,,,0,,,,,,,,,0,0.063,24.62,0.0,7.554,0.077,0.015,0.593,0.020,,,0,0.001,,0,0.001,1.105,0.000,,644,,0.066,,,,,,,,,,,,,0.21,0.000,0.56,2.259,,0,0.002,0.831,0.000,1.14,,0.000,0.6,,,,,,,,,0.507,406.0,3.4,0.996,5.42,0.138,,,,0.0,154.0,,0.259,,63,0.937,,43.3,,0.010,0,1.211,1.141,244.0,0.0,65.4,1.064,0.0,65.4,1.064,0.0,,0.015,0.0,21,2.058,0.493,,0.819,1.638,,0.003,0.6,1.287,28.0,2.086,1.063,0.0,,,,0.0,,,,,,,
180,"""10194""","Pork, fresh, loin, center rib (chops or roasts), boneless, separable lean and fat, raw",113.0,4.0 oz,5.492,1.695,,0.0,0.880,1.790,0.000,,7,,,,2.011,,,,,,,,,,,,,,0,,,,,,,2,,0,,,,5.241,0.061,,1.785,0.113,,,,,,,,1.014,,,998,,0.192,,,,,,,,,,,,,0.279,,0.56,7.062,,0,0.023,0.471,,1.01,,,1.6,,,,,,,,,1.413,434.0,,0.961,15.83,0.452,,,,7.0,238.0,,0.277,,68,0.768,,36.2,0,0.010,7,1.035,3.424,218.0,0.0,,0.929,0.0,,0.929,0.0,,,0.0,61,,,,,1.422,,0.011,1.6,1.211,23.0,6.475,0.875,,,,,0.0,,0.3,,,,,
181,"""10199""","Pork, fresh, loin, center rib (chops or roasts), boneless, separable lean only, raw",113.0,4.0 oz,2.531,0.791,,0.0,0.967,1.976,0.000,,8,,,,2.215,,,,,,,,,,,,,,0,,,,,,,2,,0,,,,5.691,0.066,,0.791,0.034,,,,,,,,1.124,,,719,,0.090,,,,,,,,,,,,,0.303,,0.6,3.311,0.0,2,0.011,0.531,,1.11,,,0.7,,,,,,,,,0.633,476.0,,0.99,7.32,0.226,,,,7.0,172.0,,0.313,,62,0.859,,40.0,0,0.011,8,1.154,1.616,234.0,0.0,,1.017,0.0,,1.017,0.0,,,0.0,28,,,,,1.531,,0.011,0.7,1.337,25.0,3.006,0.984,0.0,,,,0.0,,0.3,,,,,
182,"""10045""","Pork, fresh, loin, center rib (chops), bone-in, separable lean and fat, cooked, braised",85.0,3.0 oz,4.62,2.037,,0.0,0.418,1.865,,,0,0.071,0.16,0.942,2.015,0.000,,,,,0.0,3.462,2.120,0.0,,0.071,,,0,,,,,,,4,,0,0.079,22.66,0.0,6.379,0.086,0.042,1.549,0.080,,0.002,0,0.009,0.002,0,0.009,0.997,0.003,,927,0.057,0.163,,,,0.017,48.32,0.0,,,,,,,0.27,0.000,0.54,5.175,0.0,4,0.011,0.417,0.002,0.91,,0.000,0.8,0.002,,,,,,,,1.784,220.0,3.1,0.916,13.84,0.255,0.01,,,14.0,222.0,,0.269,,67,0.898,0.022,35.3,,0.009,0,1.073,2.812,181.0,0.0,77.3,0.946,0.0,77.3,0.946,0.0,,,0.0,31,4.775,1.131,,0.818,1.46,,0.012,0.8,1.147,16.0,4.833,0.922,0.0,,,,0.0,,,,,,,
183,"""10046""","Pork, fresh, loin, center rib (chops), bone-in, separable lean and fat, cooked, broiled",112.0,"1.0 chop without refuse (Yield from 1 cooked chop, with refuse, weighing 172g)",5.024,1.784,,0.0,0.606,2.330,,,0,0.068,0.12,1.149,2.537,,,0.0,0.090,0.093,0.0,4.366,2.676,0.013,,0.059,,,0,,,,,,,2,,0,0.071,27.35,0.0,8.375,0.094,0.045,1.665,0.071,,0.001,0,0.008,0.001,0,0.008,1.228,0.002,,1040,0.090,0.178,,,,0.045,69.06,0.0,0.01,1.232,31.0,,,,0.235,0.000,0.65,6.059,0.0,2,0.007,0.713,0.000,1.09,0.00,,1.0,,,,,,,,,1.564,368.0,2.9,1.105,14.6,0.329,,,,9.0,249.0,,0.288,,75,1.04,0.022,47.9,,0.007,0,1.346,3.092,234.0,0.0,78.4,1.183,0.0,78.4,1.183,0.0,,0.045,0.0,39,5.534,1.519,,0.708,1.82,,0.010,1.0,1.429,27.0,5.624,1.182,0.0,,,,0.0,,,0.01,0.754,0.000,,
184,"""10180""","Pork, fresh, loin, center rib (chops), bone-in, separable lean and fat, cooked, pan-fried",85.0,3.0 oz,4.298,1.885,,0.0,0.443,1.876,,,0,0.065,0.2,0.947,2.026,0.000,,,,,0.0,3.481,2.132,0.0,,0.065,,,0,,,,,,,5,,0,0.08,22.79,0.0,7.591,0.09,0.038,1.44,0.073,,0.002,0,0.008,0.002,0,0.008,1.002,0.003,,911,0.052,0.151,,,,0.015,48.54,0.0,,,,,,,0.304,0.000,0.66,4.828,0.0,5,0.010,0.433,0.002,1.04,,0.000,0.6,0.002,,,,,,,,1.892,266.0,3.0,0.921,13.35,0.241,0.009,,,15.0,218.0,,0.271,,66,0.903,0.020,30.7,,0.009,0,1.079,2.617,189.0,0.0,75.9,0.952,0.0,75.9,0.952,0.0,,,0.0,22,4.454,0.979,,1.064,1.468,,0.011,0.6,1.153,17.0,4.507,0.927,0.0,,,,0.0,,,,,,,
185,"""10049""","Pork, fresh, loin, center rib (chops), bone-in, separable lean only, cooked, braised",85.0,3.0 oz,2.031,0.858,,0.0,0.447,2.031,,,0,0.027,0.19,1.025,2.195,0.000,,,,,0.0,3.770,2.309,0.0,,0.029,,,0,,,,,,,2,,0,0.086,24.68,0.0,6.698,0.084,0.014,0.675,0.031,,,0,0.003,,0,0.003,1.085,0.003,,740,0.036,0.071,,,,0.001,52.33,0.0,,,,,,,0.292,0.000,0.54,4.563,0.0,2,0.005,0.453,0.002,0.96,,0.000,0.7,0.001,,,,,,,,0.741,235.0,3.3,0.998,7.92,0.262,,,,5.0,177.0,,0.294,,67,0.977,0.009,38.6,,0.010,0,1.169,1.244,195.0,0.0,84.8,1.031,0.0,84.8,1.031,0.0,,,0.0,27,4.194,,,,1.59,,0.006,0.7,1.249,17.0,4.229,1.004,0.0,,,,0.0,,,,,,,
